Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.0016467414685644864,0.9455267713544219,28.366054849726286,0.0004779773315625738,0.9576838872412944,25.421949454013554
2,0.0033848977885589868,0.8880295937778135,31.12734020745631,0.0006920661633928245,0.9387302537740083,29.11641982756307
3,0.0015453456162311957,0.9488808858607382,29.6606455277751,0.0007613412543121511,0.9325972169851537,29.52755935179719
4,0.002307308555216115,0.9236756048939785,25.54173775888526,0.0008439519133965486,0.9252835605959308,29.91260855964158
5,0.0020242055313292105,0.9330404845941839,27.158828275212905,0.0005241809022998692,0.9535934097645016,25.532275388666843
6,0.0015460858604027451,0.9488563990236843,24.977210385809006,0.0006689869195470079,0.9407734968746225,26.632413295376544
7,0.002175734780921732,0.9280279871153041,25.219154618018724,0.0006822725475103418,0.939597298561768,24.011320703760443
8,0.0012650260481793692,0.9581536904969316,25.281263798375086,0.0007689096939502947,0.9319271706796352,29.95477594391229
9,0.0023948324112400866,0.9207803677774368,27.2305636861453,0.0006658619245399676,0.9410501577795571,26.70774772220704
10,0.0015578551239975326,0.9484670787818447,24.496133082881297,0.0008459348326944982,0.925108009516282,26.012532125013472
