number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_optimizer,user_attrs_relative_deterioration,user_attrs_test_r2,state
61,0.01078843780425838,2024-10-18 16:17:29.175477,2024-10-18 16:18:25.707881,0 days 00:00:56.532404,0.24437420772106644,128,0.1,10,0.00031315751515508737,8,0.0004978037169546039,adam,0.9959827638027698,0.8692192149901485,COMPLETE
62,0.011028743096155442,2024-10-18 16:17:29.368874,2024-10-18 16:18:25.688025,0 days 00:00:56.319151,0.09355828874171898,96,0.1,10,0.0003268681750492386,8,0.0005180936182341197,adam,0.9951859632217154,0.8663061598021292,COMPLETE
63,0.011421718582567419,2024-10-18 16:17:39.745459,2024-10-18 16:18:35.323623,0 days 00:00:55.578164,0.08625651827795666,96,0.1,10,0.0003069269592168001,8,0.0005215592539255889,adam,0.9951190945772638,0.8615423892233804,COMPLETE
64,0.00954516103941453,2024-10-18 16:17:40.251504,2024-10-18 16:18:34.478583,0 days 00:00:54.227079,0.09021049466965236,96,0.1,10,0.00029779272994788947,8,0.0005314397483701043,adam,0.9958203178362891,0.8842906010648411,COMPLETE
65,0.013310593452909811,2024-10-18 16:17:48.926922,2024-10-18 16:18:41.152679,0 days 00:00:52.225757,0.2354564193278457,96,0.1,10,0.00033645560237466636,8,0.0005324793873071664,adam,0.9947704007813474,0.8386448629261761,COMPLETE
66,0.012430938722730052,2024-10-18 16:17:54.056919,2024-10-18 16:18:53.178669,0 days 00:00:59.121750,0.0857836575230018,96,0.1,10,0.00033415034764696684,8,0.0003968211862629785,adam,0.9946075108866684,0.84930831005706,COMPLETE
67,0.023750255621079592,2024-10-18 16:18:01.376900,2024-10-18 16:19:06.693059,0 days 00:01:05.316159,0.08978185162245833,96,0.2,50,0.00046624066122565386,88,0.0001895271223860458,adam,0.9938391070599928,0.7120920442176155,COMPLETE
68,0.026532095484691133,2024-10-18 16:18:25.713835,2024-10-18 16:19:23.873628,0 days 00:00:58.159793,0.11975835282813868,96,0.2,50,0.0008073025329271751,80,0.0001860856961209021,adam,0.9931271318068084,0.6783697196572225,COMPLETE
69,0.02510161958592368,2024-10-18 16:18:25.724127,2024-10-18 16:19:23.921124,0 days 00:00:58.196997,0.08622560119446139,96,0.2,50,0.0004552937411947567,80,0.00019137304596505405,adam,0.9934217242394399,0.6957103916222254,COMPLETE
70,0.02197816574078354,2024-10-18 16:18:34.492645,2024-10-18 16:19:31.286806,0 days 00:00:56.794161,0.11487240450203551,96,0.2,50,0.00046487189243092105,80,0.0001842906609873912,adam,0.9941753373802633,0.7335738666888592,COMPLETE
71,0.0184126444137177,2024-10-18 16:18:35.342601,2024-10-18 16:19:33.099196,0 days 00:00:57.756595,0.04726196389997628,96,0.2,50,0.000523544791764886,72,0.00039202200507786983,adam,0.9942589536608181,0.7767962207111422,COMPLETE
72,0.027095685122716328,2024-10-18 16:18:41.170500,2024-10-18 16:19:39.903609,0 days 00:00:58.733109,0.11589874105856127,96,0.2,50,0.0004547783394463543,88,0.00018847545975274473,adam,0.9927824964101939,0.6715377114812788,COMPLETE
73,0.013679851138808725,2024-10-18 16:18:53.191144,2024-10-18 16:19:58.708938,0 days 00:01:05.517794,0.1150103888237931,96,0.2,50,0.00048811994888856876,80,0.0003396854127703237,adam,0.99504217540548,0.8341686068723367,COMPLETE
74,0.010151191509620681,2024-10-18 16:19:06.730035,2024-10-18 16:20:22.749108,0 days 00:01:16.019073,0.11762105597377848,96,0.2,50,0.000803436008445652,16,0.00034796965631751125,adam,0.9955645223786559,0.8769441119742551,COMPLETE
75,0.014797197420377679,2024-10-18 16:19:23.903184,2024-10-18 16:20:21.741974,0 days 00:00:57.838790,0.048277047973177306,96,0.2,50,0.0004716290420280367,56,0.00033104498030947515,adam,0.9944294358830242,0.8206237891255312,COMPLETE
76,0.01537503409359334,2024-10-18 16:19:23.945757,2024-10-18 16:20:30.481917,0 days 00:01:06.536160,0.11236760677546265,64,0.2,50,0.000564507290574605,56,0.0003188497182156225,adam,0.9924047251718959,0.8136190739756884,COMPLETE
77,0.01298100571113354,2024-10-18 16:19:31.314022,2024-10-18 16:20:48.735001,0 days 00:01:17.420979,0.019600037401277956,64,0.2,50,0.0005437501953146149,16,0.00035484766060760864,adam,0.9932282332942385,0.8426402276287572,COMPLETE
78,0.014911136502522095,2024-10-18 16:19:33.114180,2024-10-18 16:20:43.008291,0 days 00:01:09.894111,0.015484921163773263,64,0.2,50,0.0005665815942879985,16,0.0003382409493547024,adam,0.9923169774599384,0.8192425842767378,COMPLETE
79,0.008625263628724804,2024-10-18 16:19:39.914665,2024-10-18 16:21:20.722738,0 days 00:01:40.808073,0.0330839309262824,128,0.2,30,0.0005801159919824172,16,0.000359542512561718,adam,0.9962745222933049,0.8954418824348878,COMPLETE
80,0.013373004700608761,2024-10-18 16:19:58.732246,2024-10-18 16:21:20.660418,0 days 00:01:21.928172,0.033227071323173867,64,0.2,30,0.0007691546832211011,16,0.0003056266064534868,adam,0.992988763785687,0.8378882944483663,COMPLETE
81,0.013331812597331218,2024-10-18 16:20:21.773878,2024-10-18 16:21:31.567601,0 days 00:01:09.793723,0.018399248757236985,64,0.2,30,0.000580965126753907,16,0.00036999836265552005,adam,0.9932155585765406,0.8383876378844214,COMPLETE
82,0.010037548216513714,2024-10-18 16:20:22.799728,2024-10-18 16:21:25.923246,0 days 00:01:03.123518,0.024782966399138573,128,0.2,30,0.00020218377694180542,16,0.00045310359083577413,adam,0.9959615276903139,0.8783217311767098,COMPLETE
83,0.00788270414416737,2024-10-18 16:20:30.499620,2024-10-18 16:21:39.213772,0 days 00:01:08.714152,0.02359323733372486,128,0.2,30,0.0003762776638244004,16,0.00045621159608298466,adam,0.9967928173836653,0.9044434185301878,COMPLETE
84,0.009519644247874956,2024-10-18 16:20:43.048481,2024-10-18 16:21:38.884997,0 days 00:00:55.836516,0.03258160301332153,128,0.2,30,0.00020022081414848003,16,0.00044108151296396575,adam,0.99628502102664,0.8845999235162494,COMPLETE
85,0.009705723173829964,2024-10-18 16:20:48.752732,2024-10-18 16:21:46.789369,0 days 00:00:58.036637,0.06790689238415307,128,0.2,30,0.0003715420928886516,32,0.0004554363692114908,adam,0.9962867770800489,0.8823442171339425,COMPLETE
86,0.01181688527932098,2024-10-18 16:21:20.703499,2024-10-18 16:22:23.120931,0 days 00:01:02.417432,0.06461115232174874,128,0.2,30,0.0002728338813177089,16,0.00045465004188992254,adam,0.9952732896133719,0.8567520561140973,COMPLETE
87,0.008170795531259078,2024-10-18 16:21:20.771130,2024-10-18 16:22:11.001378,0 days 00:00:50.230248,0.0316090145023516,128,0.2,30,0.0003711666462916673,32,0.00044826022247157184,adam,0.9968774236184866,0.9009510854934659,COMPLETE
88,0.006597066587747901,2024-10-18 16:21:25.953785,2024-10-18 16:23:18.246382,0 days 00:01:52.292597,0.06634589567991088,128,0.2,30,0.000378270819861928,32,0.0004143950514125704,adam,0.9971825520508331,0.9200283152425106,COMPLETE
89,0.01045415266707774,2024-10-18 16:21:31.613820,2024-10-18 16:22:25.025493,0 days 00:00:53.411673,0.06641058671700673,128,0.2,30,0.0003780826847047783,32,0.00041348789594768565,adam,0.996181223174362,0.8732715229749388,COMPLETE
90,0.011312458753316351,2024-10-18 16:21:38.899440,2024-10-18 16:22:31.875925,0 days 00:00:52.976485,0.06458000614343028,128,0.2,30,0.0009689499086964154,32,0.00041729624715103667,adam,0.9958544715029759,0.8628668707191033,COMPLETE
91,0.009447296334192848,2024-10-18 16:21:39.226479,2024-10-18 16:22:31.830740,0 days 00:00:52.604261,0.0650484455157979,128,0.2,30,0.0009208638941897791,32,0.00040856275203887926,adam,0.9965721359888319,0.8854769473371993,COMPLETE
92,0.0208250035655118,2024-10-18 16:21:46.806396,2024-10-18 16:22:46.778037,0 days 00:00:59.971641,0.06252846926158846,128,0.2,30,0.000888969434272185,120,0.00041599608794029645,adam,0.9953325481205643,0.74755285579386,COMPLETE
93,0.008755927343116815,2024-10-18 16:22:11.014631,2024-10-18 16:23:07.939299,0 days 00:00:56.924668,0.07797488801547481,128,0.1,30,0.0002640531876771511,32,0.0005646565892820666,adam,0.9966407690234405,0.8938579364131806,COMPLETE
94,0.009876633534128746,2024-10-18 16:22:23.166275,2024-10-18 16:23:14.714268,0 days 00:00:51.547993,0.07663829029074143,128,0.1,30,0.00041192438489153133,32,0.00041870610533440355,adam,0.9963856731533344,0.8802723888033043,COMPLETE
95,0.008465497546579916,2024-10-18 16:22:25.071431,2024-10-18 16:23:46.827132,0 days 00:01:21.755701,0.07728576189787877,128,0.1,30,0.0008816316302731516,32,0.0005664304618033257,adam,0.9964795494237482,0.8973786163735687,COMPLETE
96,0.013455610556485344,2024-10-18 16:22:31.845035,2024-10-18 16:23:23.402631,0 days 00:00:51.557596,0.022785665101915903,128,0.1,30,0.0004214878781095497,32,0.0005787984529721573,adam,0.9957960786402993,0.8368869206745206,COMPLETE
97,0.0100484394401293,2024-10-18 16:22:31.892123,2024-10-18 16:23:45.569965,0 days 00:01:13.677842,0.02229764736849381,128,0.2,30,0.00042739453443690765,24,0.0005715168019723494,adam,0.9958392067919045,0.878189704390255,COMPLETE
98,0.01050103565178262,2024-10-18 16:22:46.788532,2024-10-18 16:23:43.965769,0 days 00:00:57.177237,0.07894757430659473,128,0.1,30,0.0004202875173843505,24,0.00026876830963622146,adam,0.9961187922193486,0.8727031929113509,COMPLETE
99,0.009118540925076949,2024-10-18 16:23:07.955684,2024-10-18 16:24:02.021878,0 days 00:00:54.066194,0.031063398111814414,128,0.2,30,0.00040320452814060427,24,0.00038888313700656665,adam,0.996589817254844,0.8894622222454387,COMPLETE
100,0.009112189462763959,2024-10-18 16:23:14.754455,2024-10-18 16:24:11.044241,0 days 00:00:56.289786,0.03010798684264827,128,0.2,30,0.0007316187501876243,24,0.00026066802053704497,adam,0.9964580528000454,0.8895392166390964,COMPLETE
101,0.08234021215173762,2024-10-18 16:23:18.262957,2024-10-18 16:24:35.712757,0 days 00:01:17.449800,0.023487931708324295,128,0.2,30,0.0003506279267297982,24,0.0003775797678216339,sgd,0.992244969733256,0.0018464416756021063,COMPLETE
102,0.08248080673220759,2024-10-18 16:23:23.415627,2024-10-18 16:25:14.447853,0 days 00:01:51.032226,0.14927839349307565,128,0.2,30,0.00035860961258773447,24,0.0002653188182344438,sgd,0.9922320086274069,0.00014211061900237798,COMPLETE
103,0.08250198581144555,2024-10-18 16:23:43.976348,2024-10-18 16:25:32.498608,0 days 00:01:48.522260,0.029677695326134762,128,0.2,30,0.0007382333375938523,72,0.00038464605600297883,sgd,0.99223202544073,-0.00011462874018763891,COMPLETE
104,0.08238686627982063,2024-10-18 16:23:45.580882,2024-10-18 16:25:14.180412,0 days 00:01:28.599530,0.05038194858913678,128,0.2,30,0.000228319011251319,48,0.0003818009378908986,sgd,0.9922414663164733,0.0012808858828777803,COMPLETE
105,0.08239964912930235,2024-10-18 16:23:46.840645,2024-10-18 16:25:34.230697,0 days 00:01:47.390052,0.09755643026002761,128,0.1,30,0.0007471482857641843,48,0.00047844900430826375,sgd,0.9922381566322286,0.0011259282217024325,COMPLETE
106,0.08243207585422169,2024-10-18 16:24:02.039459,2024-10-18 16:25:40.747815,0 days 00:01:38.708356,0.15864141157001435,128,0.1,30,0.00035238027000033856,8,0.00048594023968997444,sgd,0.9922314515152765,0.0007328414173668474,COMPLETE
107,0.08276480044256637,2024-10-18 16:24:11.063183,2024-10-18 16:25:30.536767,0 days 00:01:19.473584,0.14936538770686394,128,0.1,30,0.00034135507540741734,40,0.0002930498583894881,sgd,0.9922062072900331,-0.003300549111020956,COMPLETE
108,0.01770428058367013,2024-10-18 16:24:35.723742,2024-10-18 16:25:25.324619,0 days 00:00:49.600877,0.03869604018093893,128,0.1,30,0.00022070797992475543,72,0.0004843039111875139,adam,0.9959234672051962,0.785383226489647,COMPLETE
