Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.0010901684447614834,0.979283530678633,18.117269647196718,0.0021498600706294137,0.9783418597994135,61.74352613618671
2,0.05038483684852636,0.04253702090694056,39.69294192847581,0.10002159930947371,-0.0076385205374107645,75.90399240907358
3,0.048117400006510026,0.08562511981632137,37.76147097051755,0.101244394646694,-0.019957216629285623,73.08311125481853
4,0.016825157954911366,0.6802715486079443,28.168219573676772,0.0374713783027972,0.6225054942512609,61.53452489405853
5,0.04764407419863808,0.09461972943367802,38.265676509374465,0.10133185193977072,-0.020838279699806783,73.9699558493804
6,0.0017451889994116703,0.9668361760606553,19.82703604257339,0.0031603697629803674,0.9681617737138194,61.80382898871704
7,0.0008434862701540643,0.9839712316728595,17.782419199631274,0.0020378581324901964,0.9794701907601565,61.72021284157757
8,0.001129273695010184,0.9785404136667856,18.531916647874876,0.003122069401599745,0.9685476195685554,63.479481862393904
9,0.0008451494883152728,0.9839396255406356,17.545802852325924,0.003053339004091147,0.9692400239746,62.0559439636139
10,0.0017462864410202749,0.9668153213794124,20.269857214520563,0.0025837640616515932,0.9739706202012934,62.648031368272406
