number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_relative_deterioration,state
135,0.2878097935367996,0.06432077671365544,2024-12-23 10:50:56.915775,2024-12-23 10:51:02.945835,0 days 00:00:06.030060,0.014065535137835164,40,0.1,960,100,6.547845909584978e-06,256,0.00017406811305939958,1,2,adam,"{'neurons_per_layer_encoder': [960, 480], 'neurons_per_layer_decoder': [480]}",960,[480],"[960, 480]",[0.2878097935367996],[0.06432077671365544],-0.8792455967239248,COMPLETE
136,0.1435949770913031,-0.10901909968726597,2024-12-23 10:50:57.267133,2024-12-23 10:51:02.247275,0 days 00:00:04.980142,0.010573174129793318,64,0.1,976,100,6.6414827987952635e-06,257,0.000285662845099706,1,2,adam,"{'neurons_per_layer_encoder': [976, 488], 'neurons_per_layer_decoder': [488]}",976,[488],"[976, 488]",[0.1435949770913031],[-0.10901909968726597],-1.9158904838171156,COMPLETE
137,0.1598251599201035,-0.20300840933766895,2024-12-23 10:50:57.986627,2024-12-23 10:51:02.469368,0 days 00:00:04.482741,0.020116514456491274,64,0.1,256,100,5.525808657088848e-05,12,0.00037371747814524624,1,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64]}",256,[64],"[256, 128, 64]",[0.1598251599201035],[-0.20300840933766895],-0.6833803167483911,COMPLETE
138,0.1564334298911757,0.04766677127182117,2024-12-23 10:50:58.538126,2024-12-23 10:51:03.490410,0 days 00:00:04.952284,0.020430697112350033,72,0.4,944,100,0.0004997971649035783,222,0.0003806109958218342,1,2,adam,"{'neurons_per_layer_encoder': [944, 472], 'neurons_per_layer_decoder': [472]}",944,[472],"[944, 472]",[0.1564334298911757],[0.04766677127182117],0.878980264717799,COMPLETE
139,0.09798082458817337,-0.056826321599259266,2024-12-23 10:50:59.684401,2024-12-23 10:51:04.149023,0 days 00:00:04.464622,0.03382883940290584,64,0.4,256,100,1.9482960687953243e-06,12,0.00015477336817777947,1,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64]}",256,[64],"[256, 128, 64]",[0.09798082458817337],[-0.056826321599259266],0.03367932402640667,COMPLETE
140,0.1517868409170383,0.07268489652276422,2024-12-23 10:51:02.102955,2024-12-23 10:51:08.577116,0 days 00:00:06.474161,0.019162114969941208,72,0.4,976,100,8.59305021681848e-05,112,0.0001817133166993701,3,3,adam,"{'neurons_per_layer_encoder': [976, 488, 244], 'neurons_per_layer_decoder': [244, 488, 976]}",976,"[244, 488, 976]","[976, 488, 244]",[0.1517868409170383],[0.07268489652276422],0.8255165904347799,COMPLETE
141,-0.10279003591305713,0.02936569101988029,2024-12-23 10:51:02.256375,2024-12-23 10:51:06.942268,0 days 00:00:04.685893,0.03436114841922981,72,0.4,256,100,0.000256534366365208,12,0.00017465281908524401,3,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64, 128, 256]}",256,"[64, 128, 256]","[256, 128, 64]",[-0.10279003591305713],[0.02936569101988029],0.7621790447594015,COMPLETE
142,-0.24330420597048108,-0.05233284196744403,2024-12-23 10:51:02.478046,2024-12-23 10:51:07.785542,0 days 00:00:05.307496,0.020573015217405545,72,0.4,288,100,4.960954393314258e-06,3,0.00015490107860719832,3,5,adam,"{'neurons_per_layer_encoder': [288, 144, 72, 36, 18], 'neurons_per_layer_decoder': [18, 36, 72]}",288,"[18, 36, 72]","[288, 144, 72, 36, 18]",[-0.24330420597048108],[-0.05233284196744403],0.14279515721120314,COMPLETE
143,0.4007222770337292,-0.012810356914257692,2024-12-23 10:51:02.953337,2024-12-23 10:51:10.450284,0 days 00:00:07.496947,0.03319115431978445,32,0.4,832,100,9.010335881395529e-05,105,0.000595137672506747,3,3,adam,"{'neurons_per_layer_encoder': [832, 416, 208], 'neurons_per_layer_decoder': [208, 416, 832]}",832,"[208, 416, 832]","[832, 416, 208]",[0.4007222770337292],[-0.012810356914257692],0.7962765343974529,COMPLETE
144,0.26547660108828286,0.054729656430927975,2024-12-23 10:51:03.497875,2024-12-23 10:51:10.011778,0 days 00:00:06.513903,0.018569513570442432,32,0.4,544,100,0.00024974221582612147,6,0.0005566009699118827,3,5,adam,"{'neurons_per_layer_encoder': [544, 272, 136, 68, 34], 'neurons_per_layer_decoder': [34, 68, 136]}",544,"[34, 68, 136]","[544, 272, 136, 68, 34]",[0.26547660108828286],[0.054729656430927975],0.8408410077822682,COMPLETE
145,0.39403811067870453,0.08391753458640738,2024-12-23 10:51:04.157337,2024-12-23 10:51:11.456963,0 days 00:00:07.299626,0.026818409028864648,32,0.4,832,100,8.982930218138348e-05,10,0.0006094102247739592,3,5,adam,"{'neurons_per_layer_encoder': [832, 416, 208, 104, 52], 'neurons_per_layer_decoder': [52, 104, 208]}",832,"[52, 104, 208]","[832, 416, 208, 104, 52]",[0.39403811067870453],[0.08391753458640738],0.7654973039832875,COMPLETE
146,0.3727236544308127,0.3113121190826419,2024-12-23 10:51:06.950683,2024-12-23 10:51:13.482644,0 days 00:00:06.531961,0.01881372841656835,32,0.1,288,100,8.4710711483769e-05,3,0.00030131898858306623,3,5,adam,"{'neurons_per_layer_encoder': [288, 144, 72, 36, 18], 'neurons_per_layer_decoder': [18, 36, 72]}",288,"[18, 36, 72]","[288, 144, 72, 36, 18]",[0.3727236544308127],[0.3113121190826419],0.5388115077609469,COMPLETE
147,0.4023056645225197,0.010176117039204069,2024-12-23 10:51:07.794297,2024-12-23 10:51:21.922330,0 days 00:00:14.128033,0.01889607370955021,32,0.1,880,100,3.1832958754789484e-05,108,0.0006122782269306538,4,3,adam,"{'neurons_per_layer_encoder': [880, 440, 220], 'neurons_per_layer_decoder': [220, 440, 880, 1760]}",880,"[220, 440, 880, 1760]","[880, 440, 220]",[0.4023056645225197],[0.010176117039204069],0.6519444030210648,COMPLETE
148,0.14945445912665323,-0.06808133172158715,2024-12-23 10:51:08.586037,2024-12-23 10:51:20.357517,0 days 00:00:11.771480,0.017118074804570428,48,0.1,896,100,0.00035848247307035527,108,0.00031314956903505246,4,3,adam,"{'neurons_per_layer_encoder': [896, 448, 224], 'neurons_per_layer_decoder': [224, 448, 896, 1792]}",896,"[224, 448, 896, 1792]","[896, 448, 224]",[0.14945445912665323],[-0.06808133172158715],0.9455139466756224,COMPLETE
149,0.26470717413494627,-0.5502835557377008,2024-12-23 10:51:10.021595,2024-12-23 10:51:22.649190,0 days 00:00:12.627595,0.02275714308344396,32,0.1,736,100,7.550456315311111e-06,68,0.00031355517922981,4,3,adam,"{'neurons_per_layer_encoder': [736, 368, 184], 'neurons_per_layer_decoder': [184, 368, 736, 1472]}",736,"[184, 368, 736, 1472]","[736, 368, 184]",[0.26470717413494627],[-0.5502835557377008],-0.5367152199868883,COMPLETE
150,0.1077802604982846,-0.6388461462914521,2024-12-23 10:51:10.458124,2024-12-23 10:51:24.518902,0 days 00:00:14.060778,0.022624018842109114,56,0.1,896,100,0.00036927502951981825,76,0.00032187470770390545,4,3,adam,"{'neurons_per_layer_encoder': [896, 448, 224], 'neurons_per_layer_decoder': [224, 448, 896, 1792]}",896,"[224, 448, 896, 1792]","[896, 448, 224]",[0.1077802604982846],[-0.6388461462914521],0.933295020085937,COMPLETE
151,-0.8296202922492133,-0.0009864034841762237,2024-12-23 10:51:11.464653,2024-12-23 10:51:18.138862,0 days 00:00:06.674209,0.022710654624698103,32,0.1,896,100,3.4750829479597473e-05,76,0.0003169641695143014,4,3,sgd,"{'neurons_per_layer_encoder': [896, 448, 224], 'neurons_per_layer_decoder': [224, 448, 896, 1792]}",896,"[224, 448, 896, 1792]","[896, 448, 224]",[-0.8296202922492133],[-0.0009864034841762237],0.6419421093775433,COMPLETE
152,0.007003774487425951,-0.17295625313801066,2024-12-23 10:51:13.492660,2024-12-23 10:51:31.452550,0 days 00:00:17.959890,0.02337449698218277,32,0.1,592,100,1.1554038335364561e-05,310,0.00026156776846664187,4,1,sgd,"{'neurons_per_layer_encoder': [592], 'neurons_per_layer_decoder': [592, 1184, 2368, 4736]}",592,"[592, 1184, 2368, 4736]",[592],[0.007003774487425951],[-0.17295625313801066],0.5797539429927826,COMPLETE
153,0.41447418450656326,0.14800794247481885,2024-12-23 10:51:18.146632,2024-12-23 10:51:25.374414,0 days 00:00:07.227782,0.0376381339152276,32,0.1,592,100,0.00037971464702492996,310,7.161506926386915e-05,1,1,adam,"{'neurons_per_layer_encoder': [592], 'neurons_per_layer_decoder': [592]}",592,[592],[592],[0.41447418450656326],[0.14800794247481885],0.7929276879017471,COMPLETE
154,0.4172454950763743,0.24270844746220255,2024-12-23 10:51:20.366023,2024-12-23 10:51:28.426974,0 days 00:00:08.060951,0.020806977755700985,32,0.1,720,100,1.1514110276506861e-05,368,0.00043434550539854446,1,1,adam,"{'neurons_per_layer_encoder': [720], 'neurons_per_layer_decoder': [720]}",720,[720],[720],[0.4172454950763743],[0.24270844746220255],-1.053397669499288,COMPLETE
155,-0.6499002143258485,-0.15224139500642409,2024-12-23 10:51:21.930955,2024-12-23 10:51:25.480213,0 days 00:00:03.549258,0.03769703013945055,40,0.1,752,100,1.0613312185952031e-05,374,0.00043077802795078957,1,1,adadelta,"{'neurons_per_layer_encoder': [752], 'neurons_per_layer_decoder': [752]}",752,[752],[752],[-0.6499002143258485],[-0.15224139500642409],0.1996503181079673,COMPLETE
156,-1.1622111400192283,-0.1433487484524032,2024-12-23 10:51:22.659387,2024-12-23 10:51:25.699659,0 days 00:00:03.040272,0.021036982569976753,56,0.1,256,100,1.082211742619769e-05,83,0.0004437102182969305,1,1,adadelta,"{'neurons_per_layer_encoder': [256], 'neurons_per_layer_decoder': [256]}",256,[256],[256],[-1.1622111400192283],[-0.1433487484524032],0.31402631342401016,COMPLETE
157,-0.05385570344060575,-0.3688955014731372,2024-12-23 10:51:24.529202,2024-12-23 10:51:30.710785,0 days 00:00:06.181583,0.020905623740767442,32,0.1,1024,100,1.2144426905352668e-05,652,9.174515629192238e-05,1,1,adadelta,"{'neurons_per_layer_encoder': [1024], 'neurons_per_layer_decoder': [1024]}",1024,[1024],[1024],[-0.05385570344060575],[-0.3688955014731372],0.16218169616881972,COMPLETE
158,-0.5357784930098777,-0.19893267052581254,2024-12-23 10:51:25.382856,2024-12-23 10:51:28.660896,0 days 00:00:03.278040,0.021066320590725524,40,0.1,256,100,1.1552465516689241e-05,115,0.0002626881149510843,1,1,adadelta,"{'neurons_per_layer_encoder': [256], 'neurons_per_layer_decoder': [256]}",256,[256],[256],[-0.5357784930098777],[-0.19893267052581254],0.25156097747702527,COMPLETE
159,-0.9063123986403805,0.023565124154655392,2024-12-23 10:51:25.707067,2024-12-23 10:51:28.215854,0 days 00:00:02.508787,0.018315814134564082,128,0.1,1024,100,0.0008149900054144582,115,1.0497881137698161e-05,1,3,sgd,"{'neurons_per_layer_encoder': [1024, 512, 256], 'neurons_per_layer_decoder': [256]}",1024,[256],"[1024, 512, 256]",[-0.9063123986403805],[0.023565124154655392],0.9433888266246007,COMPLETE
160,0.349702804587961,0.27631817707490136,2024-12-23 10:51:28.221739,2024-12-23 10:51:32.962981,0 days 00:00:04.741242,0.07757103603735266,40,0.1,288,100,7.137427580121379e-06,14,9.266222195932439e-05,1,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72]}",288,[72],"[288, 144, 72]",[0.349702804587961],[0.27631817707490136],-0.1901065208480057,COMPLETE
161,0.5081734319250562,0.35824807900523836,2024-12-23 10:51:28.436275,2024-12-23 10:51:32.923017,0 days 00:00:04.486742,0.02350785282675867,40,0.1,288,100,7.143503980517926e-06,14,0.00010116336489614988,1,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72]}",288,[72],"[288, 144, 72]",[0.5081734319250562],[0.35824807900523836],-0.1311084114447145,COMPLETE
162,0.4903991010222283,0.13763654096302402,2024-12-23 10:51:28.669581,2024-12-23 10:51:33.434742,0 days 00:00:04.765161,0.05299160496926038,32,0.1,288,100,7.1658811137560166e-06,14,0.00037626574424658415,2,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72, 144]}",288,"[72, 144]","[288, 144, 72]",[0.4903991010222283],[0.13763654096302402],-0.8362197185656538,COMPLETE
163,0.3860602507090435,0.25366464298457136,2024-12-23 10:51:30.723275,2024-12-23 10:51:34.652687,0 days 00:00:03.929412,0.02729797094665254,40,0.1,288,100,0.00018156067994375304,14,0.00012629339658834832,2,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72, 144]}",288,"[72, 144]","[288, 144, 72]",[0.3860602507090435],[0.25366464298457136],0.7012828254496758,COMPLETE
164,-0.7269363215741091,-0.15087959795229122,2024-12-23 10:51:31.461768,2024-12-23 10:51:33.708854,0 days 00:00:02.247086,0.08164997160413866,40,0.1,288,100,7.1048343426417244e-06,14,0.00012290152415336732,2,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72, 144]}",288,"[72, 144]","[288, 144, 72]",[-0.7269363215741091],[-0.15087959795229122],-0.46393260253351554,COMPLETE
165,0.26813369150796496,0.07392680056192913,2024-12-23 10:51:32.929946,2024-12-23 10:51:36.774322,0 days 00:00:03.844376,0.05521680482011836,48,0.1,288,100,7.282849873265026e-06,14,0.0003550444024800663,2,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72, 144]}",288,"[72, 144]","[288, 144, 72]",[0.26813369150796496],[0.07392680056192913],-1.2498421946587859,COMPLETE
166,0.4538613745126697,0.13359889037337092,2024-12-23 10:51:32.971272,2024-12-23 10:51:36.798613,0 days 00:00:03.827341,0.08421038637841675,48,0.1,288,100,8.970800551245245e-06,14,0.00037156463374907634,2,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72, 144]}",288,"[72, 144]","[288, 144, 72]",[0.4538613745126697],[0.13359889037337092],-0.8228085371615723,COMPLETE
167,0.25573256419560986,0.10030430150484171,2024-12-23 10:51:33.441156,2024-12-23 10:51:37.133620,0 days 00:00:03.692464,0.01490915749941169,48,0.1,272,100,1.1294208101794097e-06,13,0.003007447176092517,1,3,adam,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[0.25573256419560986],[0.10030430150484171],-4.987630020590239,COMPLETE
168,0.07837238257544943,-0.06348219719536563,2024-12-23 10:51:33.715675,2024-12-23 10:51:42.555371,0 days 00:00:08.839696,0.015177052939093525,48,0.1,688,100,1.015811799564868e-06,66,1.3699169306257706e-05,5,3,adam,"{'neurons_per_layer_encoder': [688, 344, 172], 'neurons_per_layer_decoder': [172, 344, 688, 1376, 2752]}",688,"[172, 344, 688, 1376, 2752]","[688, 344, 172]",[0.07837238257544943],[-0.06348219719536563],-0.3250048478339812,COMPLETE
169,-0.26092697121756214,-0.08983426948782669,2024-12-23 10:51:34.659175,2024-12-23 10:51:37.618837,0 days 00:00:02.959662,0.09208067126524057,48,0.1,272,100,8.841385111103362e-06,13,0.003169606627512891,1,3,sgd,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[-0.26092697121756214],[-0.08983426948782669],-0.07518038716021432,COMPLETE
170,-0.5036659775841972,0.0017373521581189877,2024-12-23 10:51:36.809882,2024-12-23 10:51:42.685437,0 days 00:00:05.875555,0.016919535186530433,40,0.1,656,100,1.0628583351329138e-06,64,2.598747345708491e-05,5,3,sgd,"{'neurons_per_layer_encoder': [656, 328, 164], 'neurons_per_layer_decoder': [164, 328, 656, 1312, 2624]}",656,"[164, 328, 656, 1312, 2624]","[656, 328, 164]",[-0.5036659775841972],[0.0017373521581189877],0.21336079709899336,COMPLETE
171,-0.12582055193004216,-0.3469021362504645,2024-12-23 10:51:37.627776,2024-12-23 10:51:43.651691,0 days 00:00:06.023915,0.017270156506105604,40,0.30000000000000004,656,100,5.860772919964427e-06,8,5.650941647162441e-05,5,5,sgd,"{'neurons_per_layer_encoder': [656, 328, 164, 82, 41], 'neurons_per_layer_decoder': [41, 82, 164, 328, 656]}",656,"[41, 82, 164, 328, 656]","[656, 328, 164, 82, 41]",[-0.12582055193004216],[-0.3469021362504645],0.2691196577939567,COMPLETE
172,-1.0511270930795087,0.0016730443213228696,2024-12-23 10:51:42.561603,2024-12-23 10:51:44.282097,0 days 00:00:01.720494,0.016913453894378868,40,0.30000000000000004,256,100,8.182009911493583e-06,3,0.0005161838244954444,1,5,sgd,"{'neurons_per_layer_encoder': [256, 128, 64, 32, 16], 'neurons_per_layer_decoder': [16]}",256,[16],"[256, 128, 64, 32, 16]",[-1.0511270930795087],[0.0016730443213228696],-0.014428250704372694,COMPLETE
173,0.5548255461140634,0.3501020722954402,2024-12-23 10:51:42.690656,2024-12-23 10:51:46.501920,0 days 00:00:03.811264,0.019297553105403147,32,0.30000000000000004,256,100,2.0565427715915464e-05,3,0.006046679443480525,1,5,adam,"{'neurons_per_layer_encoder': [256, 128, 64, 32, 16], 'neurons_per_layer_decoder': [16]}",256,[16],"[256, 128, 64, 32, 16]",[0.5548255461140634],[0.3501020722954402],-0.15281693552339215,COMPLETE
174,0.4548059878530921,0.29439808685070257,2024-12-23 10:51:43.656775,2024-12-23 10:51:46.994861,0 days 00:00:03.338086,0.01949113437748418,32,0.1,256,100,0.00018473985182503055,12,0.0005106433795854928,1,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64]}",256,[64],"[256, 128, 64]",[0.4548059878530921],[0.29439808685070257],0.4997658703633724,COMPLETE
175,0.12055523061339835,-0.237764118407513,2024-12-23 10:51:44.288377,2024-12-23 10:51:46.712490,0 days 00:00:02.424113,0.019973551093109165,32,0.1,272,100,9.833466913040087e-06,13,0.005849646747449605,1,3,adam,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[0.12055523061339835],[-0.237764118407513],-3.4222076178877336,COMPLETE
176,0.28872312947401024,-0.09241217893124531,2024-12-23 10:51:47.000487,2024-12-23 10:51:50.219091,0 days 00:00:03.218604,0.019114572978528827,32,0.1,320,100,2.1512989730370014e-05,16,0.007016586624402276,1,3,adadelta,"{'neurons_per_layer_encoder': [320, 160, 80], 'neurons_per_layer_decoder': [80]}",320,[80],"[320, 160, 80]",[0.28872312947401024],[-0.09241217893124531],0.11461184541482068,COMPLETE
177,0.4063125301042101,0.20632085690984658,2024-12-23 10:51:50.223852,2024-12-23 10:51:53.480984,0 days 00:00:03.257132,0.15385148738770188,32,0.1,256,100,0.0006849723683153,12,0.00040789473513453556,1,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64]}",256,[64],"[256, 128, 64]",[0.4063125301042101],[0.20632085690984658],0.7343613843940112,COMPLETE
178,0.48683551620322285,0.18476486917038037,2024-12-23 10:51:53.485385,2024-12-23 10:51:57.231644,0 days 00:00:03.746259,0.18469369133837638,32,0.1,528,100,5.8287123142780235e-06,26,0.0002776187326686877,1,3,adam,"{'neurons_per_layer_encoder': [528, 264, 132], 'neurons_per_layer_decoder': [132]}",528,[132],"[528, 264, 132]",[0.48683551620322285],[0.18476486917038037],-1.197218202266651,COMPLETE
179,0.6211504980598641,0.27059019547851115,2024-12-23 10:51:57.235934,2024-12-23 10:52:00.110092,0 days 00:00:02.874158,0.023866638080528624,32,0.1,256,100,0.0009932135325944596,12,0.000242058424255765,1,3,adam,"{'neurons_per_layer_encoder': [256, 128, 64], 'neurons_per_layer_decoder': [64]}",256,[64],"[256, 128, 64]",[0.6211504980598641],[0.27059019547851115],0.8812184198644378,COMPLETE
180,0.45329834249378753,0.14285831243068792,2024-12-23 10:52:31.442847,2024-12-23 10:52:35.524190,0 days 00:00:04.081343,0.06491989772280356,32,0.1,480,100,0.00011942801630386499,24,0.0007405009157899058,1,3,adam,"{'neurons_per_layer_encoder': [480, 240, 120], 'neurons_per_layer_decoder': [120]}",480,[120],"[480, 240, 120]",[0.45329834249378753],[0.14285831243068792],0.37557507010266056,COMPLETE
181,0.5829590408285679,0.0479950816253073,2024-12-23 10:52:31.444460,2024-12-23 10:52:35.566002,0 days 00:00:04.121542,0.04464831935504096,32,0.1,464,100,4.242251541732163e-05,23,0.0002956869126071126,1,3,adam,"{'neurons_per_layer_encoder': [464, 232, 116], 'neurons_per_layer_decoder': [116]}",464,[116],"[464, 232, 116]",[0.5829590408285679],[0.0479950816253073],0.04796836822037931,COMPLETE
182,0.34365835559318125,0.23109557592353924,2024-12-23 10:52:31.443524,2024-12-23 10:52:35.213559,0 days 00:00:03.770035,0.0632374349143797,32,0.1,272,100,0.0001274982495301326,13,0.000291959569786677,1,3,adam,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[0.34365835559318125],[0.23109557592353924],0.40389132810827716,COMPLETE
183,0.4526090191889822,0.30453699949329005,2024-12-23 10:52:31.443787,2024-12-23 10:52:35.195744,0 days 00:00:03.751957,0.018161860947620855,32,0.1,272,100,4.071264420449185e-05,13,0.00024596544919995214,1,3,adam,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[0.4526090191889822],[0.30453699949329005],-0.0730295313855625,COMPLETE
184,0.5525136447346988,0.4499808907529549,2024-12-23 10:52:31.443668,2024-12-23 10:52:35.295285,0 days 00:00:03.851617,0.01159088585036479,32,0.1,272,100,4.851196318434457e-06,13,0.0002918384125282743,1,3,adam,"{'neurons_per_layer_encoder': [272, 136, 68], 'neurons_per_layer_decoder': [68]}",272,[68],"[272, 136, 68]",[0.5525136447346988],[0.4499808907529549],-0.5622230141356159,COMPLETE
185,0.4356507109462463,0.23572939037410978,2024-12-23 10:52:31.443787,2024-12-23 10:52:35.618531,0 days 00:00:04.174744,0.011535370605583206,32,0.1,480,100,1.634360833132742e-05,24,0.00025202004502338285,1,3,adam,"{'neurons_per_layer_encoder': [480, 240, 120], 'neurons_per_layer_decoder': [120]}",480,[120],"[480, 240, 120]",[0.4356507109462463],[0.23572939037410978],-0.44639560390810856,COMPLETE
186,0.38288234402371335,-0.07224260417051798,2024-12-23 10:52:35.203263,2024-12-23 10:52:40.321736,0 days 00:00:05.118473,0.01154958368298709,32,0.1,480,100,4.154364603828677e-05,24,0.0004071181835453156,3,3,adam,"{'neurons_per_layer_encoder': [480, 240, 120], 'neurons_per_layer_decoder': [120, 240, 480]}",480,"[120, 240, 480]","[480, 240, 120]",[0.38288234402371335],[-0.07224260417051798],0.3067816595402426,COMPLETE
187,-0.2383503227535173,-0.12206228015319764,2024-12-23 10:52:35.222121,2024-12-23 10:52:38.982867,0 days 00:00:03.760746,0.011807235361058726,32,0.30000000000000004,480,100,9.46889035303765e-06,24,0.0002453435258839802,2,3,adadelta,"{'neurons_per_layer_encoder': [480, 240, 120], 'neurons_per_layer_decoder': [120, 240]}",480,"[120, 240]","[480, 240, 120]",[-0.2383503227535173],[-0.12206228015319764],0.5941686344126026,COMPLETE
188,0.4831525004650026,0.24469355671462456,2024-12-23 10:52:35.302933,2024-12-23 10:52:39.184999,0 days 00:00:03.882066,0.011431038146991274,32,0.1,336,100,3.9600758645894825e-06,16,0.00024783221743724147,1,3,adam,"{'neurons_per_layer_encoder': [336, 168, 84], 'neurons_per_layer_decoder': [84]}",336,[84],"[336, 168, 84]",[0.4831525004650026],[0.24469355671462456],-1.1954850198667075,COMPLETE
189,0.5517594401030845,0.2671639100859945,2024-12-23 10:52:35.531589,2024-12-23 10:52:39.335796,0 days 00:00:03.804207,0.010769711632023492,32,0.1,304,100,3.823267475516218e-06,15,0.0002347926856746269,1,3,adam,"{'neurons_per_layer_encoder': [304, 152, 76], 'neurons_per_layer_decoder': [76]}",304,[76],"[304, 152, 76]",[0.5517594401030845],[0.2671639100859945],-0.924001721733921,COMPLETE
190,0.4925846025312063,0.392753935814824,2024-12-23 10:52:35.579916,2024-12-23 10:52:39.436792,0 days 00:00:03.856876,0.012061503130816621,32,0.1,320,100,3.7439142220667953e-06,16,0.00025582519860913044,1,3,adam,"{'neurons_per_layer_encoder': [320, 160, 80], 'neurons_per_layer_decoder': [80]}",320,[80],"[320, 160, 80]",[0.4925846025312063],[0.392753935814824],-0.8756203980250801,COMPLETE
191,0.4281515277484591,0.2674881565212788,2024-12-23 10:52:35.631325,2024-12-23 10:52:39.498303,0 days 00:00:03.866978,0.01095728351820819,32,0.1,336,100,4.482866341225065e-06,16,0.0002540916928581196,1,3,adam,"{'neurons_per_layer_encoder': [336, 168, 84], 'neurons_per_layer_decoder': [84]}",336,[84],"[336, 168, 84]",[0.4281515277484591],[0.2674881565212788],-1.0572924790755192,COMPLETE
192,0.4595419663717317,0.2700933357771239,2024-12-23 10:52:38.991477,2024-12-23 10:52:42.822337,0 days 00:00:03.830860,0.012744001817410384,32,0.1,320,100,3.872813754963671e-06,16,0.0002837549742211675,1,3,adam,"{'neurons_per_layer_encoder': [320, 160, 80], 'neurons_per_layer_decoder': [80]}",320,[80],"[320, 160, 80]",[0.4595419663717317],[0.2700933357771239],-1.077161096902671,COMPLETE
193,0.5540585646142231,0.3894633297533978,2024-12-23 10:52:39.193836,2024-12-23 10:52:42.658913,0 days 00:00:03.465077,0.01273328090425639,32,0.1,320,100,3.6508250932396033e-06,64,0.0002659098532568568,1,2,adam,"{'neurons_per_layer_encoder': [320, 160], 'neurons_per_layer_decoder': [160]}",320,[160],"[320, 160]",[0.5540585646142231],[0.3894633297533978],-1.1108952845499152,COMPLETE
194,0.48788750724968466,0.26632050230071636,2024-12-23 10:52:39.343524,2024-12-23 10:52:43.204048,0 days 00:00:03.860524,0.01332622537829121,32,0.2,336,100,4.056700594525805e-06,16,0.00026448582452560243,1,3,adam,"{'neurons_per_layer_encoder': [336, 168, 84], 'neurons_per_layer_decoder': [84]}",336,[84],"[336, 168, 84]",[0.48788750724968466],[0.26632050230071636],-0.3174263089823511,COMPLETE
195,0.3836930316480094,0.3538051181037881,2024-12-23 10:52:39.444046,2024-12-23 10:52:43.274753,0 days 00:00:03.830707,0.01281972841198789,32,0.1,320,100,3.877148851646553e-06,16,0.0002666509105210165,1,3,adam,"{'neurons_per_layer_encoder': [320, 160, 80], 'neurons_per_layer_decoder': [80]}",320,[80],"[320, 160, 80]",[0.3836930316480094],[0.3538051181037881],-1.0208482814014224,COMPLETE
196,0.38083331250922625,0.28583664251921914,2024-12-23 10:52:39.516560,2024-12-23 10:52:43.332551,0 days 00:00:03.815991,0.012904771708879607,32,0.1,320,100,4.051474962693322e-06,16,0.0002816444323630851,1,3,adam,"{'neurons_per_layer_encoder': [320, 160, 80], 'neurons_per_layer_decoder': [80]}",320,[80],"[320, 160, 80]",[0.38083331250922625],[0.28583664251921914],-1.090554121043399,COMPLETE
197,0.5754845766217349,0.40122149158876164,2024-12-23 10:52:40.330788,2024-12-23 10:52:44.033066,0 days 00:00:03.702278,0.012745503735852348,32,0.1,288,100,3.6393285188365763e-06,14,0.0003009906762793298,1,3,adam,"{'neurons_per_layer_encoder': [288, 144, 72], 'neurons_per_layer_decoder': [72]}",288,[72],"[288, 144, 72]",[0.5754845766217349],[0.40122149158876164],-0.730199450576777,COMPLETE
