,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.006751449482623626,0.7005523164576082,15.514949051486084,0.0062044643825632856,0.6796329683151404,14.465966552361264
max,10.0,0.010162396126438407,0.8010601158455661,17.099423432823567,0.008457442747913407,0.7649755491485135,17.20786577042272
mean,5.5,0.008065248521507657,0.7623473876720854,16.339848462721772,0.0073682985391710035,0.7208896350915894,15.976251545824315
