,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0019046928090719992,0.8895147028844752,25.290473601379375,0.0005596153015552988,0.9027577311071359,18.240635494173993
max,10.0,0.003538505082342005,0.9405284022413102,33.53562665638581,0.0010883487416686382,0.9499992423871705,33.18252248322404
mean,5.5,0.0025291272907398228,0.9210312339086915,28.925362004925695,0.0007895860471259829,0.9294517136198837,26.355147242291444
