,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.03206179908897525,0.01728860517370201,25.07990590394882,0.019137976733245327,0.011596959914445537,19.477985302711932
max,10.0,0.04681844261602937,0.32702812091019684,32.42465696400718,0.02362514065974073,0.19932606299945388,21.718007773735394
mean,5.5,0.040273161434153916,0.15467297851825595,29.335593898729734,0.020968617728119268,0.12273768832272507,20.412362111746035
