loss,val_loss,Run,Epoch
0.1050725877285003,0.0649512410163879,1,0
0.0409509539604187,0.0657697468996048,1,1
0.0725332051515579,0.0583604052662849,1,2
0.0538432337343692,0.0782380402088165,1,3
0.0467690750956535,0.0794450640678405,1,4
0.0282812193036079,0.0613292604684829,1,5
0.0228673983365297,0.0518551543354988,1,6
0.0269459821283817,0.0515124499797821,1,7
0.0244934745132923,0.0505653396248817,1,8
0.017426174134016,0.0487865321338176,1,9
0.0140554942190647,0.0462453849613666,1,10
0.0164462178945541,0.043099395930767,1,11
0.0190447457134723,0.0392834804952144,1,12
0.0125427274033427,0.0348285734653472,1,13
0.0174287762492895,0.031254842877388,1,14
0.0155857056379318,0.0283877346664667,1,15
0.0129618635401129,0.02565742097795,1,16
0.0145668508484959,0.022915668785572,1,17
0.0184106938540935,0.0222372412681579,1,18
0.0142021598294377,0.0234857015311718,1,19
0.0125281466171145,0.0233449283987283,1,20
0.0144706675782799,0.0234695896506309,1,21
0.0120913181453943,0.0237174835056066,1,22
0.0121432477608323,0.0237834304571151,1,23
0.0130070438608527,0.0243634264916181,1,24
0.0109934797510504,0.0247283466160297,1,25
0.0114155206829309,0.0246275067329406,1,26
0.0100186336785554,0.0239397604018449,1,27
0.0116047747433185,0.0229976121336221,1,28
0.0107953436672687,0.0225099902600049,1,29
0.01080222427845,0.0221214089542627,1,30
0.0111966850236058,0.0221306663006544,1,31
0.0102322418242692,0.0224713571369647,1,32
0.0092069925740361,0.0231316089630126,1,33
0.0112486639991402,0.0234025344252586,1,34
0.0093453973531723,0.0233073625713586,1,35
0.009412276558578,0.0235602241009473,1,36
0.0103967422619462,0.0236149448901414,1,37
0.0080638565123081,0.02332554012537,1,38
0.0110081490129232,0.0234495066106319,1,39
0.0095314104110002,0.0232353489845991,1,40
0.0085944477468729,0.0232040248811244,1,41
0.0093141105026006,0.0233015846461057,1,42
0.0102010816335678,0.0234092641621828,1,43
0.0104628605768084,0.0232156720012426,1,44
0.0092612504959106,0.0233959257602691,1,45
0.0109789660200476,0.0237807128578424,1,46
0.0093526802957057,0.023821048438549,1,47
0.009034339338541,0.0236542280763387,1,48
0.0089061828330159,0.0235259346663951,1,49
0.0094174901023507,0.0232577435672283,1,50
0.0085778636857867,0.022885238751769,1,51
0.0094176139682531,0.022754767909646,1,52
0.0103130042552948,0.0230146385729312,1,53
0.009833863005042,0.0234152805060148,1,54
0.0074067609384655,0.0239287689328193,1,55
0.0894540175795555,0.1007481664419174,2,0
0.0557731539011001,0.0903519466519355,2,1
0.0514525100588798,0.1011964678764343,2,2
0.057215679436922,0.0629803463816642,2,3
0.0368544124066829,0.0599927641451358,2,4
0.0261099953204393,0.0597219876945018,2,5
0.028416234999895,0.075158804655075,2,6
0.0264225732535123,0.0958171114325523,2,7
0.0252514500170946,0.0834267511963844,2,8
0.0271771792322397,0.0888857617974281,2,9
0.0244222097098827,0.0919624492526054,2,10
0.0171677824109792,0.0985094830393791,2,11
0.0231753122061491,0.0766792744398117,2,12
0.0180794782936573,0.0563944242894649,2,13
0.0171022322028875,0.0501886084675788,2,14
0.0198345594108104,0.051665686070919,2,15
0.0176432654261589,0.0514374189078807,2,16
0.0154130654409527,0.0437381938099861,2,17
0.0135857174172997,0.0376755483448505,2,18
0.0101785799488425,0.0359251126646995,2,19
0.0149257499724626,0.0352881848812103,2,20
0.0149575527757406,0.0346562936902046,2,21
0.0099770110100507,0.0342993587255477,2,22
0.0146775422617793,0.0328377671539783,2,23
0.0141135202720761,0.0309017822146415,2,24
0.0101324059069156,0.0301313791424036,2,25
0.0143766487017273,0.0308522842824459,2,26
0.011912484653294,0.0321360416710376,2,27
0.0096213286742568,0.0325677767395973,2,28
0.0097474036738276,0.0326586216688156,2,29
0.013416196219623,0.0315070562064647,2,30
0.0147144142538309,0.0290530957281589,2,31
0.0159268360584974,0.0275353919714689,2,32
0.014441629871726,0.0271620340645313,2,33
0.0136730447411537,0.0280397664755582,2,34
0.0096427295356988,0.0292477738112211,2,35
0.0130422804504632,0.0303500518202781,2,36
0.0123925264924764,0.0307970810681581,2,37
0.0098453927785158,0.0304677225649356,2,38
0.0141264731064438,0.0299846325069665,2,39
0.0121506517753005,0.0295388605445623,2,40
0.0098317116498947,0.0289493296295404,2,41
0.0103034861385822,0.0284645929932594,2,42
0.0095169879496097,0.0279764924198389,2,43
0.0101986275985836,0.0275422725826501,2,44
0.0100105926394462,0.0273013990372419,2,45
0.0089054349809885,0.0266881715506315,2,46
0.0095594674348831,0.026486674323678,2,47
0.0097789196297526,0.0266845803707838,2,48
0.0102541539818048,0.0271706264466047,2,49
0.0087327668443322,0.027661059051752,2,50
0.0106653980910778,0.0281395390629768,2,51
0.0113527625799179,0.0281065870076417,2,52
0.0133567536249756,0.0276393536478281,2,53
0.0099854664877057,0.0268717538565397,2,54
0.0099117550998926,0.0261099897325038,2,55
0.0090104844421148,0.0254016406834125,2,56
0.0111336475238204,0.0253146383911371,2,57
0.0111615294590592,0.0256647989153862,2,58
0.0102262087166309,0.0263908430933952,2,59
0.0105423098430037,0.026750698685646,2,60
0.0102288946509361,0.027001567184925,2,61
0.0093000475317239,0.0268432553857564,2,62
0.0084230164065957,0.0266119465231895,2,63
0.0097419023513793,0.0262635145336389,2,64
0.0102002993226051,0.0257069580256938,2,65
0.0098841562867164,0.0260187666863203,2,66
0.0100043946877121,0.0267808698117733,2,67
0.0097367661073803,0.0275644101202487,2,68
0.0087233688682317,0.0277439933270216,2,69
0.0080948332324624,0.0279953386634588,2,70
0.0090908920392394,0.0278701782226562,2,71
0.0100118722766637,0.0278840791434049,2,72
0.01024148799479,0.0278209149837493,2,73
0.0086811548098921,0.0271587260067462,2,74
0.0074475221335887,0.0269745755940675,2,75
0.0088598169386386,0.0271048434078693,2,76
0.0091582629829645,0.0273125357925891,2,77
0.0083799995481967,0.0273084137588739,2,78
0.008099197410047,0.0268499776721,2,79
0.0102607812732458,0.0264447499066591,2,80
0.0075312559492886,0.0258436426520347,2,81
0.009636434726417,0.0257181860506534,2,82
0.0960403606295585,0.085199050605297,3,0
0.0837889686226844,0.1087808758020401,3,1
0.0580097809433937,0.1615167558193206,3,2
0.0480512008070945,0.1503529250621795,3,3
0.0433004610240459,0.1404400616884231,3,4
0.0361311696469783,0.1363045871257782,3,5
0.0308445934206247,0.1275339126586914,3,6
0.0224840566515922,0.1097792014479637,3,7
0.0317685194313526,0.0912821665406227,3,8
0.0227238349616527,0.0871985331177711,3,9
0.0238722451031208,0.091984137892723,3,10
0.0243922546505928,0.084915779531002,3,11
0.0165036581456661,0.0746981278061866,3,12
0.0182857606559991,0.0692418590188026,3,13
0.0172392055392265,0.062021180987358,3,14
0.0105698117986321,0.0554061159491539,3,15
0.019792728126049,0.0501505210995674,3,16
0.0136528871953487,0.0451051779091358,3,17
0.0124632893130183,0.0427303574979305,3,18
0.0182283073663711,0.0406799428164958,3,19
0.014519203454256,0.0392692871391773,3,20
0.0124539481475949,0.0387880578637123,3,21
0.019609211012721,0.0406284220516681,3,22
0.0109896007925271,0.0414311289787292,3,23
0.010702570900321,0.0416086837649345,3,24
0.0114708757027983,0.041286651045084,3,25
0.0133315185084939,0.0406173020601272,3,26
0.0126127013936638,0.0394033640623092,3,27
0.0117543991655111,0.0389735139906406,3,28
0.0083403112366795,0.0392514765262603,3,29
0.0094664525240659,0.0396030955016613,3,30
0.0113892499357461,0.0401076488196849,3,31
0.0159759297966957,0.0397934019565582,3,32
0.011004296131432,0.039332065731287,3,33
0.0125232134014368,0.038416676223278,3,34
0.0134628154337406,0.0373182669281959,3,35
0.0120485285297036,0.0359702296555042,3,36
0.010324795730412,0.0348623320460319,3,37
0.0131827360019087,0.0338684320449829,3,38
0.0099823223426938,0.0329688303172588,3,39
0.010376188904047,0.032980591058731,3,40
0.0137058915570378,0.0333492830395698,3,41
0.0103596085682511,0.0343714654445648,3,42
0.0098423510789871,0.0352466888725757,3,43
0.0110129974782466,0.0357864871621131,3,44
0.0124370455741882,0.0359487012028694,3,45
0.0114960921928286,0.0363997481763362,3,46
0.0099916039034724,0.0361252911388874,3,47
0.0101242549717426,0.0355311632156372,3,48
0.0126360263675451,0.0349599085748195,3,49
0.0080395936965942,0.0343282930552959,3,50
0.0094521101564168,0.0342206582427024,3,51
0.0108060929924249,0.0345316752791404,3,52
0.0107219163328409,0.0350184701383113,3,53
0.0091468561440706,0.0353427082300186,3,54
0.0070122662000358,0.0353215523064136,3,55
