,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.008366621376140708,0.6692509755096064,15.81144730346157,0.0060853143484588855,0.44007599654276697,19.032603826100672
max,10.0,0.010113872424494475,0.7263904721857979,18.20214563559554,0.010856544186840199,0.6861511809241259,25.68167491580381
mean,5.5,0.009163865317981445,0.70031859338633,17.475891958375755,0.00919912167352547,0.525557217187569,22.324933129552697
