Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.004824240616046057,0.8985711587762504,15.706862779174315,0.010872006513508371,0.7221020259298675,12.450336726799033
2,0.002528125827000222,0.9468465830150421,13.368721045313222,0.010254774325599968,0.7378790192877631,10.812977652891774
3,0.010272769533586846,0.7840167618330077,17.272758017313805,0.01100327255177569,0.7187467514408965,12.617134940695312
4,0.0024973056048696943,0.9474945729611821,15.451199404715679,0.009849079670386734,0.7482489287092446,11.71535186523831
5,0.003593668961422902,0.9244437192277474,16.686108709389842,0.011105066413945973,0.7161448114922083,12.594580966502653
6,0.004125147785783636,0.9132694670334087,15.50720313909714,0.011351300164287897,0.7098508619546791,12.176546041138309
7,0.006855030598125342,0.8558741436302847,17.122529680667117,0.011496307305438864,0.7061443528846664,15.742387972682467
8,0.00348837518294843,0.9266575030724448,15.921475622327558,0.01029497118422122,0.7368515525031407,10.15380313479244
9,0.003062286237341122,0.9356159509300104,14.594627316118086,0.00833102127109801,0.7870518261466516,10.975978817072262
10,0.005923500482232006,0.8754594064187575,14.98440793802232,0.010165504299229487,0.7401608390643353,12.088410204833965
