,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0024043755614792522,0.9335466063606194,16.151475585152163,0.004774354900012613,0.7609237566079938,23.654222574004343
max,10.0,0.00314059703361874,0.9491246683565184,20.83009582975268,0.006678782981024664,0.8290953849888213,30.00133262647476
mean,5.5,0.0027701712445137978,0.9413846226721884,18.79597987633361,0.005717708800039275,0.7953267317404159,25.653827390104205
