,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.011057899321491933,-0.07564725828306074,32.73022660983056,0.004887722839813586,-0.746832033906017,18.915434317559864
max,10.0,0.05588267914774059,0.7871541008961482,51.77178013838568,0.05792072094591486,0.8525910815679748,59.73979934336426
mean,5.5,0.02134927910504867,0.5890624092135368,38.95554128934509,0.016649964982521533,0.49785341549804407,30.28486789255997
