,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.005579613952197988,0.018959054304973022,17.656570252496916,0.001204333618118515,0.008104432597740518,8.630951773306734
max,10.0,0.04676387422307387,0.8829474709010182,40.369154755386255,0.02919010021144106,0.9590760850825354,31.359296043275613
mean,5.5,0.01026652405269376,0.784622625199735,22.05629362979049,0.005588528116242111,0.8100987585979313,14.684633564082981
