,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.04289931744095168,-0.08459131972214595,48.44286444098191,0.04407185826204173,-0.34288397451790376,41.48013910839138
max,10.0,0.05634734645556778,0.17426054206207386,52.14269398862421,0.05508311117698432,-0.07443807952607484,48.01025415171837
mean,5.5,0.047674314138148835,0.08234991458353326,50.40761549755378,0.0491229348981793,-0.19757945124229598,44.21727187085979
