number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
115,-0.028660020596143365,2025-05-07 07:48:35.333574,2025-05-07 07:48:38.194340,0 days 00:00:02.860766,0.1217474571603362,112,0.2,16,140,1.1002129978961737e-06,106,0.0060167911025796935,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.028660020596143365],-0.018268022083036364,COMPLETE
116,0.287678849319682,2025-05-07 07:48:35.936910,2025-05-07 07:48:40.752455,0 days 00:00:04.815545,0.08262006413166799,112,0.2,4,140,1.1559111292502504e-06,21,0.004702667215910276,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.287678849319682],0.43688686634559426,COMPLETE
117,-0.29004891896166374,2025-05-07 07:48:36.211590,2025-05-07 07:48:38.954481,0 days 00:00:02.742891,0.13652941552717576,112,0.2,68,140,1.0687724903018815e-06,424,0.004837213466938022,3,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",68,,"[272, 136, 68]","[68, 136, 272]",[-0.29004891896166374],-0.7640219939795247,COMPLETE
118,-0.31683530186524544,2025-05-07 07:48:37.240259,2025-05-07 07:48:40.115138,0 days 00:00:02.874879,0.08243572531128025,120,0.2,24,140,1.0600942367893414e-06,168,0.006530589424835737,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,,"[96, 48, 24]","[24, 48, 96]",[-0.31683530186524544],-0.35457414538910886,COMPLETE
119,-1.6934627864935217,2025-05-07 07:48:37.887879,2025-05-07 07:48:40.752627,0 days 00:00:02.864748,0.12034624823302995,120,0.2,232,140,1.2754230513193314e-06,1105,0.006598192708087466,3,3,adam,"{'neurons_per_layer_encoder': [232, 464, 928], 'neurons_per_layer_decoder': [928, 464, 232]}",232,,"[928, 464, 232]","[232, 464, 928]",[-1.6934627864935217],-1.194326101943137,COMPLETE
120,0.051011819275151526,2025-05-07 07:48:38.202090,2025-05-07 07:48:42.877116,0 days 00:00:04.675026,0.06671763757388727,120,0.2,8,180,2.429674767130123e-06,38,0.002390292690179902,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.051011819275151526],0.38128956855198537,COMPLETE
121,-1.221366586986421,2025-05-07 07:48:38.962161,2025-05-07 07:48:47.654197,0 days 00:00:08.692036,0.0666925092090477,120,0.2,164,180,2.4874486150109356e-06,1432,0.00690824107666213,3,4,adam,"{'neurons_per_layer_encoder': [164, 328, 656, 1312], 'neurons_per_layer_decoder': [1312, 656, 328]}",164,,"[1312, 656, 328]","[164, 328, 656, 1312]",[-1.221366586986421],-0.8102615514603364,COMPLETE
122,0.003955010174900853,2025-05-07 07:48:40.125456,2025-05-07 07:48:44.095549,0 days 00:00:03.970093,0.06702592351947247,72,0.2,8,180,8.345797760791648e-06,114,0.0011086770809770512,3,4,adam,"{'neurons_per_layer_encoder': [8, 16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",8,,"[64, 32, 16]","[8, 16, 32, 64]",[0.003955010174900853],0.4875516673050129,COMPLETE
123,0.08819505536513206,2025-05-07 07:48:40.761695,2025-05-07 07:48:45.201185,0 days 00:00:04.439490,0.09635435406097625,120,0.2,12,180,1.3572804789898478e-06,59,0.003306978553005753,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.08819505536513206],0.22042225037843793,COMPLETE
124,0.2850860830673384,2025-05-07 07:48:40.761744,2025-05-07 07:48:47.613766,0 days 00:00:06.852022,0.09509918139870865,120,0.2,4,180,2.4454474214622707e-06,18,0.0032937130580979355,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.2850860830673384],0.42278801788150583,COMPLETE
125,0.15275831729727452,2025-05-07 07:48:42.886047,2025-05-07 07:48:49.027945,0 days 00:00:06.141898,0.09510087042854119,88,0.2,4,140,2.447768038552793e-06,19,0.003152778137383167,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.15275831729727452],0.38987038974697746,COMPLETE
126,0.015768737774091157,2025-05-07 07:48:44.102855,2025-05-07 07:48:48.905561,0 days 00:00:04.802706,0.09516415446578327,88,0.2,4,140,2.4730330387955254e-06,19,0.003172297070722706,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.015768737774091157],0.3297308990234291,COMPLETE
127,0.3102541688888667,2025-05-07 07:48:45.209415,2025-05-07 07:48:50.341536,0 days 00:00:05.132121,0.09487264383527182,120,0.2,8,160,1.3315860074639037e-06,35,0.0031198126615482095,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.3102541688888667],0.38206369931722883,COMPLETE
128,0.03670406137671223,2025-05-07 07:48:47.621150,2025-05-07 07:48:51.592521,0 days 00:00:03.971371,0.09338060256231046,120,0.2,4,160,2.5334525051145684e-06,17,0.0038344350148164677,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.03670406137671223],0.3739996588228619,COMPLETE
129,0.0957647487723069,2025-05-07 07:48:47.665379,2025-05-07 07:48:51.867749,0 days 00:00:04.202370,0.13760143018250123,88,0.2,8,160,1.8558828157624278e-06,35,0.0038109064349781253,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.0957647487723069],0.2376857901950083,COMPLETE
130,0.18310019396514676,2025-05-07 07:48:48.912993,2025-05-07 07:48:54.537801,0 days 00:00:05.624808,0.04003439614993006,112,0.2,4,160,1.8428140211161567e-06,20,0.003707352270458529,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.18310019396514676],0.36803152096486275,COMPLETE
131,0.1748431273880351,2025-05-07 07:48:49.035568,2025-05-07 07:48:54.847254,0 days 00:00:05.811686,0.10793133503400913,112,0.2,4,160,1.9144159663131806e-06,18,0.003818488927270784,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.1748431273880351],0.3809605657562085,COMPLETE
132,0.16161941951815928,2025-05-07 07:48:50.349804,2025-05-07 07:48:55.354815,0 days 00:00:05.005011,0.1413328255974667,120,0.2,8,160,1.8013336124029198e-06,35,0.003978295988477184,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.16161941951815928],0.2428746466069805,COMPLETE
133,-0.16467025598993534,2025-05-07 07:48:51.600545,2025-05-07 07:48:54.438552,0 days 00:00:02.838007,0.10705102544194676,112,0.2,28,160,2.091373852586004e-06,187,0.003846576622623593,3,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28]}",28,,"[112, 56, 28]","[28, 56, 112]",[-0.16467025598993534],-0.19812200110188344,COMPLETE
134,-0.08417581823340914,2025-05-07 07:48:51.875396,2025-05-07 07:48:54.788072,0 days 00:00:02.912676,0.10941724046055842,112,0.2,28,160,2.1143435391782063e-06,199,0.005195559146016394,3,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28]}",28,,"[112, 56, 28]","[28, 56, 112]",[-0.08417581823340914],-0.2957013884046318,COMPLETE
135,0.021402538594989307,2025-05-07 07:48:54.445929,2025-05-07 07:48:57.622326,0 days 00:00:03.176397,0.08497893144948185,112,0.2,20,140,1.629990943069905e-06,88,0.002570710624879319,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.021402538594989307],0.15244697921288478,COMPLETE
136,-0.08688000709488941,2025-05-07 07:48:54.548137,2025-05-07 07:48:57.316294,0 days 00:00:02.768157,0.03876618862041912,112,0.2,12,160,1.598393103758193e-06,52,0.005445148746861332,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[-0.08688000709488941],0.22099824405030455,COMPLETE
137,-0.913741532257504,2025-05-07 07:48:54.795719,2025-05-07 07:48:56.915842,0 days 00:00:02.120123,0.03939791630501009,120,0.2,4,160,1.639847739997867e-06,19,1.7225759418747168e-05,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[-0.913741532257504],0.4866744147465615,COMPLETE
138,0.1448419895280012,2025-05-07 07:48:54.855584,2025-05-07 07:48:59.361805,0 days 00:00:04.506221,0.08486321219948545,112,0.2,4,160,1.6391444219515996e-06,19,0.0030134907340791813,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.1448419895280012],0.4122441024247386,COMPLETE
139,-0.7327225370541113,2025-05-07 07:48:55.363449,2025-05-07 07:48:57.545965,0 days 00:00:02.182516,0.18139531957727145,120,0.2,4,160,1.5591414729797303e-06,19,1.61728752190962e-05,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[-0.7327225370541113],0.3336598460685144,COMPLETE
140,0.11792922013431173,2025-05-07 07:48:56.923364,2025-05-07 07:48:59.568434,0 days 00:00:02.645070,0.1544218644012744,128,0.2,16,160,1.3445644709744454e-06,70,0.0030250339846101862,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[0.11792922013431173],0.3485497900169561,COMPLETE
141,0.19903482008786477,2025-05-07 07:48:57.324106,2025-05-07 07:49:02.463065,0 days 00:00:05.138959,0.024314087954042083,120,0.2,20,160,1.3270595926032977e-06,88,0.0031284755509001596,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.19903482008786477],-0.08743233283634678,COMPLETE
142,0.12771837428672117,2025-05-07 07:48:57.553717,2025-05-07 07:49:01.127276,0 days 00:00:03.573559,0.08303517958334664,128,0.2,20,160,1.2959481216447826e-06,88,0.0028729370148492333,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.12771837428672117],0.2755106928724475,COMPLETE
143,-0.0464859159562836,2025-05-07 07:48:57.630889,2025-05-07 07:49:00.995936,0 days 00:00:03.365047,0.023544536140655235,128,0.2,16,160,1.3106641781262897e-06,70,0.003140229300759299,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.0464859159562836],0.17977345744825804,COMPLETE
144,0.06117438383634144,2025-05-07 07:48:59.370271,2025-05-07 07:49:02.291553,0 days 00:00:02.921282,0.15754457737794125,128,0.2,16,160,1.2765617234364678e-06,70,0.003173224441460802,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[0.06117438383634144],0.23496182828854528,COMPLETE
145,0.17682220510885216,2025-05-07 07:48:59.576720,2025-05-07 07:49:03.493513,0 days 00:00:03.916793,0.09089563070945385,120,0.2,8,160,1.8930154227578785e-06,35,0.0034232232704911195,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.17682220510885216],0.4240502661415373,COMPLETE
146,0.19088363245825057,2025-05-07 07:49:01.003160,2025-05-07 07:49:05.985581,0 days 00:00:04.982421,0.08271230107706065,120,0.2,8,160,1.8491671582739217e-06,35,0.004404466659015617,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.19088363245825057],0.35573230143133344,COMPLETE
147,-0.08614436674762405,2025-05-07 07:49:01.138142,2025-05-07 07:49:04.088730,0 days 00:00:02.950588,0.0900987765603316,120,0.2,8,160,1.8254391626202567e-06,35,0.004264421174654073,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[-0.08614436674762405],0.22055773577900573,COMPLETE
148,0.17034069424885911,2025-05-07 07:49:02.299462,2025-05-07 07:49:06.323763,0 days 00:00:04.024301,0.04375417774004543,120,0.2,8,160,1.7972343781048926e-06,35,0.003797625693916324,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[0.17034069424885911],0.36477503555828267,COMPLETE
149,-0.023227443600251307,2025-05-07 07:49:02.471516,2025-05-07 07:49:05.025273,0 days 00:00:02.553757,0.030937729730043773,120,0.2,8,160,1.8676052704964487e-06,35,0.004464611964836242,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[-0.023227443600251307],0.4051930348279972,COMPLETE
150,0.0533616234965818,2025-05-07 07:49:03.501155,2025-05-07 07:49:06.580878,0 days 00:00:03.079723,0.033682788012486226,120,0.2,12,160,1.9834380570071755e-06,52,0.004094485377269798,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.0533616234965818],0.15532681671573226,COMPLETE
151,0.202689531321531,2025-05-07 07:49:04.096564,2025-05-07 07:49:08.432134,0 days 00:00:04.335570,0.032223184678185884,120,0.2,12,160,2.0176413637685504e-06,52,0.0035479204093348637,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.202689531321531],0.20368560569311828,COMPLETE
152,-0.14966189484187598,2025-05-07 07:49:05.033146,2025-05-07 07:49:10.732416,0 days 00:00:05.699270,0.10114514803897544,120,0.2,12,160,2.0366087392364918e-06,52,5.4686581033801596e-05,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[-0.14966189484187598],0.5935402412102371,COMPLETE
153,0.1781561215010381,2025-05-07 07:49:05.993505,2025-05-07 07:49:10.587380,0 days 00:00:04.593875,0.10173849097142457,120,0.2,12,160,2.1253079823206114e-06,52,0.003634737112953365,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.1781561215010381],0.17626810125304587,COMPLETE
154,-0.1568436798232482,2025-05-07 07:49:06.331816,2025-05-07 07:49:08.991417,0 days 00:00:02.659601,0.035411383640582245,120,0.2,12,160,2.0922832522627573e-06,53,0.008909870109523111,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[-0.1568436798232482],0.07033909527424513,COMPLETE
155,0.07415719478183558,2025-05-07 07:49:06.588553,2025-05-07 07:49:09.853183,0 days 00:00:03.264630,0.042853926504365474,120,0.2,24,160,2.260098791835334e-06,125,0.0037609483577187427,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,,"[96, 48, 24]","[24, 48, 96]",[0.07415719478183558],0.09820844174838674,COMPLETE
156,0.35906988555142383,2025-05-07 07:49:08.439969,2025-05-07 07:49:13.856627,0 days 00:00:05.416658,0.029364450110134107,120,0.2,12,160,2.1389006219191354e-06,52,0.0038027560293171854,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.35906988555142383],0.3576626999309944,COMPLETE
157,0.2538967529018812,2025-05-07 07:49:08.998867,2025-05-07 07:49:13.204333,0 days 00:00:04.205466,0.04424829473205116,120,0.2,20,160,1.7881393695327173e-06,132,0.0036559715138753785,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.2538967529018812],0.14423335082740205,COMPLETE
158,0.11775958073372461,2025-05-07 07:49:09.860851,2025-05-07 07:49:13.127234,0 days 00:00:03.266383,0.046350555046810835,120,0.2,12,160,1.4619922535130926e-06,52,0.005592809016023151,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.11775958073372461],0.2591700643097168,COMPLETE
159,0.08664177254939442,2025-05-07 07:49:10.595547,2025-05-07 07:49:13.604317,0 days 00:00:03.008770,0.04473879540771246,120,0.2,24,160,3.2519664120990716e-06,105,0.005682534987398008,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,,"[96, 48, 24]","[24, 48, 96]",[0.08664177254939442],0.1465110248918955,COMPLETE
160,-0.09713278155621374,2025-05-07 07:49:10.741218,2025-05-07 07:49:13.276823,0 days 00:00:02.535605,0.02557410340657257,128,0.2,20,160,3.3280680131417783e-06,100,0.0035474047247569434,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[-0.09713278155621374],0.2034593227120735,COMPLETE
161,-0.023110448180756693,2025-05-07 07:49:13.134949,2025-05-07 07:49:16.618447,0 days 00:00:03.483498,0.04479956267706367,128,0.2,20,180,1.0090222597580119e-06,131,0.0036164854467089025,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[-0.023110448180756693],0.056284824097260745,COMPLETE
162,-0.030019396582264823,2025-05-07 07:49:13.212186,2025-05-07 07:49:16.402377,0 days 00:00:03.190191,0.049960088196084364,128,0.2,24,160,2.8413038359841704e-06,138,0.0035957056523550886,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,,"[96, 48, 24]","[24, 48, 96]",[-0.030019396582264823],0.028751165631481015,COMPLETE
163,0.061590888879991534,2025-05-07 07:49:13.284126,2025-05-07 07:49:16.763753,0 days 00:00:03.479627,0.04503376494392887,128,0.2,24,160,3.047017668676391e-06,138,0.002568752772930571,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,,"[96, 48, 24]","[24, 48, 96]",[0.061590888879991534],0.21178829633192822,COMPLETE
164,0.10147551116383002,2025-05-07 07:49:13.611970,2025-05-07 07:49:16.600217,0 days 00:00:02.988247,0.05183955588938932,128,0.2,32,180,2.8670600113250908e-06,147,0.0025078477178073475,3,3,adam,"{'neurons_per_layer_encoder': [32, 64, 128], 'neurons_per_layer_decoder': [128, 64, 32]}",32,,"[128, 64, 32]","[32, 64, 128]",[0.10147551116383002],0.21339989771671675,COMPLETE
165,-0.00598115567205193,2025-05-07 07:49:13.865574,2025-05-07 07:49:17.137640,0 days 00:00:03.272066,0.028455078560825894,128,0.2,4,160,2.801366090782772e-06,18,0.002538413784638227,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[-0.00598115567205193],0.47854815554796465,COMPLETE
166,0.2104824401084754,2025-05-07 07:49:16.410111,2025-05-07 07:49:22.211002,0 days 00:00:05.800891,0.0410369327632483,120,0.2,4,160,1.8614166704579325e-06,18,0.00261990624172964,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.2104824401084754],0.4084729985199871,COMPLETE
167,0.1457017696254278,2025-05-07 07:49:16.609748,2025-05-07 07:49:21.322171,0 days 00:00:04.712423,0.02612114437357604,64,0.2,4,160,1.842445060938101e-06,18,0.004555973322485432,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.1457017696254278],0.38418227743175093,COMPLETE
168,0.2430779453855001,2025-05-07 07:49:16.628302,2025-05-07 07:49:22.276001,0 days 00:00:05.647699,0.030031108754546926,120,0.2,4,160,1.7803965844135014e-06,18,0.0045993615912590146,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.2430779453855001],0.49677693577450394,COMPLETE
169,0.21069384684985903,2025-05-07 07:49:16.772400,2025-05-07 07:49:22.356634,0 days 00:00:05.584234,0.036846670398552606,120,0.2,4,160,1.7987991873778296e-06,18,0.00460912033001448,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[0.21069384684985903],0.49019865913274174,COMPLETE
170,-0.03529339089687933,2025-05-07 07:49:17.145508,2025-05-07 07:49:19.847830,0 days 00:00:02.702322,0.04072406980187934,64,0.2,8,160,1.437413942402834e-06,36,0.004577330674979673,3,3,adam,"{'neurons_per_layer_encoder': [8, 16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",8,,"[32, 16, 8]","[8, 16, 32]",[-0.03529339089687933],0.2163619681244746,COMPLETE
171,-0.003454491399898174,2025-05-07 07:49:19.855574,2025-05-07 07:49:22.783418,0 days 00:00:02.927844,0.02646351250332381,120,0.2,4,160,1.7925430456781714e-06,21,0.004647997101806185,3,3,adam,"{'neurons_per_layer_encoder': [4, 8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",4,,"[16, 8, 8]","[4, 8, 16]",[-0.003454491399898174],0.43054548972295326,COMPLETE
172,-0.03113627589692114,2025-05-07 07:49:21.330347,2025-05-07 07:49:24.407445,0 days 00:00:03.077098,0.021995178505373383,120,0.2,12,160,1.222123641920556e-06,56,0.003507718427699369,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[-0.03113627589692114],0.2560281899273604,COMPLETE
173,-0.06183375111650391,2025-05-07 07:49:22.218630,2025-05-07 07:49:25.350452,0 days 00:00:03.131822,0.03740488332931408,120,0.2,16,160,2.1621670791386376e-06,79,0.0022149387764347998,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.06183375111650391],0.2783116467509179,COMPLETE
174,-0.07083774602985726,2025-05-07 07:49:22.284539,2025-05-07 07:49:24.950982,0 days 00:00:02.666443,0.03677855470789944,120,0.2,16,160,2.2456841923752654e-06,88,0.007325374169673811,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[-0.07083774602985726],0.10646360661507893,COMPLETE
175,-0.004133453828292666,2025-05-07 07:49:22.364912,2025-05-07 07:49:25.362485,0 days 00:00:02.997573,0.037102012919715495,120,0.2,12,160,2.263424868429203e-06,55,0.004936916397193552,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[-0.004133453828292666],0.2997231801658373,COMPLETE
176,0.07752448972011472,2025-05-07 07:49:22.791332,2025-05-07 07:49:26.607158,0 days 00:00:03.815826,0.029912954155866252,120,0.2,12,160,2.2489308370505735e-06,55,0.0027897013318675073,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.07752448972011472],0.2997310367332386,COMPLETE
177,0.3920342023779947,2025-05-07 07:49:24.415375,2025-05-07 07:49:29.049565,0 days 00:00:04.634190,0.030758409613205924,120,0.2,16,160,2.2295601113126344e-06,86,0.00287505908776219,3,3,adam,"{'neurons_per_layer_encoder': [16, 32, 64], 'neurons_per_layer_decoder': [64, 32, 16]}",16,,"[64, 32, 16]","[16, 32, 64]",[0.3920342023779947],0.4442419602359355,COMPLETE
178,0.0376027780339635,2025-05-07 07:49:24.959780,2025-05-07 07:49:28.100515,0 days 00:00:03.140735,0.03056312952419068,120,0.2,12,160,1.4888712196841641e-06,63,0.005196131004281752,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.0376027780339635],0.20258089041405072,COMPLETE
179,-0.27225898560860773,2025-05-07 07:49:25.370379,2025-05-07 07:49:27.938746,0 days 00:00:02.568367,0.030435265345130615,16,0.2,20,180,1.5029481107640094e-06,95,0.002814139901822585,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[-0.27225898560860773],-0.090514634437844,COMPLETE
180,0.08463946770374009,2025-05-07 07:49:25.372451,2025-05-07 07:49:28.635717,0 days 00:00:03.263266,0.030758057121852235,120,0.2,20,180,1.5643946924953877e-06,96,0.0026968769636918975,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,,"[80, 40, 20]","[20, 40, 80]",[0.08463946770374009],0.264096809132767,COMPLETE
