number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
244,0.3109391233387163,2025-05-07 07:50:31.927752,2025-05-07 07:50:37.282349,0 days 00:00:05.354597,0.025585502620360665,104,0.2,12,160,1.1893550770366007e-06,40,0.002529314396359263,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.3109391233387163],0.30987033079802434,COMPLETE
245,0.010612381440867846,2025-05-07 07:50:37.288007,2025-05-07 07:50:40.256695,0 days 00:00:02.968688,0.026124213546459912,104,0.2,12,160,1.1562486154806428e-06,39,0.002267553610441613,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.010612381440867846],0.12039707440871496,COMPLETE
246,0.16656636898164912,2025-05-07 07:50:40.262417,2025-05-07 07:50:44.797647,0 days 00:00:04.535230,0.02668024092531793,104,0.2,16,160,1.0028990292737531e-06,45,0.001829430375842642,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.16656636898164912],0.34804945297421486,COMPLETE
247,0.0807136214804367,2025-05-07 07:50:44.803343,2025-05-07 07:50:49.763395,0 days 00:00:04.960052,0.019220148670217468,104,0.2,8,160,1.1922199131041617e-06,17,0.002494530523167023,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.0807136214804367],0.24366306815184113,COMPLETE
248,-0.10064754985143787,2025-05-07 07:50:49.773140,2025-05-07 07:50:54.918979,0 days 00:00:05.145839,0.02850167313562382,104,0.2,20,160,1.1548395460622735e-06,48,0.0028590053894066046,3,2,adadelta,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.10064754985143787],0.6123464170870315,COMPLETE
249,0.023628513052536437,2025-05-07 07:50:54.924868,2025-05-07 07:50:59.809153,0 days 00:00:04.884285,0.025065404429749947,120,0.2,4,160,1.4950692757643646e-06,13,0.0001703165312463539,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.023628513052536437],0.5196553041880015,COMPLETE
250,0.025599691774295774,2025-05-07 08:15:31.112811,2025-05-07 08:15:34.194311,0 days 00:00:03.081500,0.022638653571287637,112,0.2,12,160,1.1531371196303565e-06,43,0.0021391566509692188,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.025599691774295774],0.39138777949499115,COMPLETE
251,0.019403800178848685,2025-05-07 08:15:31.112998,2025-05-07 08:15:34.288292,0 days 00:00:03.175294,0.022944062456777763,112,0.2,12,160,1.2241401636075314e-06,40,0.002225854072113784,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.019403800178848685],0.37490550259040534,COMPLETE
252,0.15505553278282969,2025-05-07 08:15:31.112838,2025-05-07 08:15:36.753399,0 days 00:00:05.640561,0.02269439314558354,112,0.2,12,160,1.1378452602414232e-06,41,0.0021903775931010946,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.15505553278282969],0.27014124980610765,COMPLETE
253,0.14440893952303935,2025-05-07 08:15:31.112846,2025-05-07 08:15:35.704915,0 days 00:00:04.592069,0.023536160162769364,112,0.2,12,160,1.1648043535473885e-06,41,0.0030578535129007042,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.14440893952303935],0.2747636400212707,COMPLETE
254,0.16425949939380458,2025-05-07 08:15:31.113120,2025-05-07 08:15:36.580946,0 days 00:00:05.467826,0.022721785764970328,112,0.2,12,160,1.165402086624032e-06,41,0.0021162265649717327,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.16425949939380458],0.30892756042213615,COMPLETE
255,0.24663175882880417,2025-05-07 08:15:34.202864,2025-05-07 08:15:39.644822,0 days 00:00:05.441958,0.02287728813054301,104,0.2,8,160,1.2739144704539076e-06,17,0.003406897770013951,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.24663175882880417],0.2417537143879962,COMPLETE
256,0.04542845629370951,2025-05-07 08:15:34.297999,2025-05-07 08:15:37.239635,0 days 00:00:02.941636,0.029177629619184197,104,0.2,28,160,1.4245674940555604e-06,83,0.003211760591162907,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[0.04542845629370951],-0.08166961049380468,COMPLETE
257,0.04191154697576527,2025-05-07 08:15:35.714177,2025-05-07 08:15:38.662318,0 days 00:00:02.948141,0.027543779709871846,120,0.2,28,160,1.4417913824217292e-06,62,0.0033606583406258616,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[0.04191154697576527],0.03303272467551932,COMPLETE
258,0.04779975822552884,2025-05-07 08:15:36.590137,2025-05-07 08:15:39.277028,0 days 00:00:02.686891,0.029483383668770263,104,0.2,28,160,1.440674174444275e-06,85,0.0032435201862204815,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[0.04779975822552884],0.0026524305470466414,COMPLETE
259,0.20950771665456602,2025-05-07 08:15:36.762707,2025-05-07 08:15:42.061378,0 days 00:00:05.298671,0.029560505687718244,104,0.2,4,160,1.4749512362216757e-06,14,0.0033980810219576634,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.20950771665456602],0.377751611709162,COMPLETE
260,0.03346754700744503,2025-05-07 08:15:37.247614,2025-05-07 08:15:40.332233,0 days 00:00:03.084619,0.026660548704608773,120,0.2,4,140,1.5550663866580978e-06,13,0.002695579981010856,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.03346754700744503],0.4790301417604595,COMPLETE
261,-0.0688888572070896,2025-05-07 08:15:38.670621,2025-05-07 08:15:41.351672,0 days 00:00:02.681051,0.03263535215881269,56,0.2,4,140,1.006546770794426e-06,14,0.0025854024654275503,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[-0.0688888572070896],0.40020065548237505,COMPLETE
262,-0.03378696262672931,2025-05-07 08:15:39.285040,2025-05-07 08:15:43.129113,0 days 00:00:03.844073,0.03164986858766349,120,0.2,4,140,1.0050358210790887e-06,14,0.0025704004853039086,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[-0.03378696262672931],0.3775721025891457,COMPLETE
263,0.033966383794067245,2025-05-07 08:15:39.653030,2025-05-07 08:15:42.898720,0 days 00:00:03.245690,0.033721178888179056,104,0.2,4,140,1.6282353986130492e-06,11,0.0026098911213389637,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.033966383794067245],0.44632016295977084,COMPLETE
264,0.2625403898754556,2025-05-07 08:15:40.339822,2025-05-07 08:15:45.875871,0 days 00:00:05.536049,0.03282951057644241,104,0.2,4,160,1.0431377415825463e-06,14,0.0037882138051649706,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.2625403898754556],0.4904174388378086,COMPLETE
265,0.3282464358437479,2025-05-07 08:15:41.359526,2025-05-07 08:15:46.845946,0 days 00:00:05.486420,0.021377656735745484,104,0.2,8,160,6.713901657508905e-06,30,0.003901834324117996,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.3282464358437479],0.4194774207968542,COMPLETE
266,-0.031550649302495515,2025-05-07 08:15:42.069783,2025-05-07 08:15:44.836491,0 days 00:00:02.766708,0.021425946054800166,104,0.2,4,160,1.641523604358812e-06,10,0.0038713932531101907,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[-0.031550649302495515],0.4340031333873169,COMPLETE
267,0.29254454310600786,2025-05-07 08:15:42.906827,2025-05-07 08:15:48.442883,0 days 00:00:05.536056,0.02127040496478763,104,0.2,8,160,1.2897885890160218e-06,30,0.003937305008307103,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.29254454310600786],0.3578596051240591,COMPLETE
268,0.10456491269114077,2025-05-07 08:15:43.137559,2025-05-07 08:15:47.478431,0 days 00:00:04.340872,0.020966681444888054,104,0.2,8,160,1.3011587043026847e-06,18,0.004081261426430114,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.10456491269114077],0.34008292019159314,COMPLETE
269,0.33378799941853965,2025-05-07 08:15:44.844115,2025-05-07 08:15:50.544708,0 days 00:00:05.700593,0.021059993682525743,104,0.2,8,160,1.301641698155163e-06,30,0.003909532177550941,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.33378799941853965],0.4204186360279982,COMPLETE
270,-0.1943353134931276,2025-05-07 08:15:45.884448,2025-05-07 08:15:49.296260,0 days 00:00:03.411812,0.019236795196951376,104,0.2,8,160,1.1888937265372307e-06,18,0.004880359100689601,3,2,adadelta,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.1943353134931276],0.5213341053962028,COMPLETE
271,-0.19495762453873922,2025-05-07 08:15:46.854962,2025-05-07 08:15:51.504153,0 days 00:00:04.649191,0.019210042972117015,104,0.2,16,180,7.21561881477685e-06,37,0.004818580395880174,3,2,adadelta,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.19495762453873922],0.5177717667331938,COMPLETE
272,0.22365935901643752,2025-05-07 08:15:47.487110,2025-05-07 08:15:51.306866,0 days 00:00:03.819756,0.019175466384051536,96,0.2,16,180,1.3009417517635566e-06,37,0.004968938813808893,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.22365935901643752],0.20357790210898238,COMPLETE
273,0.34220713106758016,2025-05-07 08:15:48.451839,2025-05-07 08:15:53.756925,0 days 00:00:05.305086,0.0190849673011716,96,0.2,16,180,1.2531601367606628e-06,36,0.0038088648594793535,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.34220713106758016],0.25078927732481215,COMPLETE
274,-0.05792044103137739,2025-05-07 08:15:49.304374,2025-05-07 08:15:51.890154,0 days 00:00:02.585780,0.020369200948756397,104,0.2,120,100,6.0801852823713575e-06,249,0.003827422379686078,3,2,adam,"{'neurons_per_layer_encoder': [120, 240], 'neurons_per_layer_decoder': [240, 120, 60]}",120,,"[240, 120, 60]","[120, 240]",[-0.05792044103137739],-0.4701862455570804,COMPLETE
275,0.2642702633077254,2025-05-07 08:15:50.553864,2025-05-07 08:15:54.732187,0 days 00:00:04.178323,0.020170436237053092,96,0.2,16,180,1.2689547811803787e-06,37,0.003856547500833545,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.2642702633077254],0.29264011229265235,COMPLETE
276,0.021525577911044036,2025-05-07 08:15:51.314993,2025-05-07 08:15:54.063200,0 days 00:00:02.748207,0.019577601840644943,104,0.2,16,180,1.2771260023035911e-06,37,0.005502634609953558,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.021525577911044036],0.19086076068144187,COMPLETE
277,-0.05825990403358339,2025-05-07 08:15:51.512055,2025-05-07 08:15:53.989749,0 days 00:00:02.477694,0.017382718946204006,96,0.2,20,180,1.3070561385966046e-06,45,0.0039682298133389355,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.05825990403358339],0.21549803115263916,COMPLETE
278,-0.016676712921555925,2025-05-07 08:15:51.898086,2025-05-07 08:15:54.570724,0 days 00:00:02.672638,0.021598478799831258,104,0.2,20,180,1.2775521232389433e-06,45,0.005631365805816098,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.016676712921555925],-0.20875383953163779,COMPLETE
279,-0.027679980108229474,2025-05-07 08:15:53.765334,2025-05-07 08:15:56.260137,0 days 00:00:02.494803,0.02181475799372737,96,0.2,20,180,1.2876833245782406e-06,45,0.0037960744273227236,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.027679980108229474],0.2271117024259754,COMPLETE
280,-0.03981990056924234,2025-05-07 08:15:53.996895,2025-05-07 08:15:56.788384,0 days 00:00:02.791489,0.021062908681962294,104,0.2,8,160,1.0170225581317088e-06,30,0.0036727769362012693,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.03981990056924234],0.15693426136282118,COMPLETE
281,-0.03003133180864559,2025-05-07 08:15:54.071648,2025-05-07 08:15:56.804835,0 days 00:00:02.733187,0.02093178887629764,104,0.2,8,160,1.078279731917311e-06,30,0.0037334974069491954,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.03003133180864559],0.1844922289778925,COMPLETE
282,0.1470820940213955,2025-05-07 08:15:54.578242,2025-05-07 08:15:59.155254,0 days 00:00:04.577012,0.024663830102770956,96,0.2,8,160,1.001533142763105e-06,30,0.0038314664086160502,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.1470820940213955],0.2726738741075925,COMPLETE
283,0.0394150710589497,2025-05-07 08:15:54.741046,2025-05-07 08:16:00.040826,0 days 00:00:05.299780,0.018467431447181448,96,0.2,8,180,1.0121273569573856e-06,30,0.0038851930397607007,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.0394150710589497],0.18716116208588696,COMPLETE
284,-0.030312877336450272,2025-05-07 08:15:56.269070,2025-05-07 08:15:59.357950,0 days 00:00:03.088880,0.01855943486886346,96,0.2,8,180,1.0336997688130885e-06,30,0.004343114663610388,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.030312877336450272],0.15872356955815456,COMPLETE
285,0.30794961643597407,2025-05-07 08:15:56.798241,2025-05-07 08:16:02.919411,0 days 00:00:06.121170,0.01759147839877204,96,0.2,12,180,1.01403441298266e-06,34,0.0036752016036448896,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.30794961643597407],0.21171892319422514,COMPLETE
286,0.2552333037577409,2025-05-07 08:15:56.814956,2025-05-07 08:16:02.820481,0 days 00:00:06.005525,0.017843654069360226,96,0.2,12,180,1.104708915195445e-06,34,0.004565113894151677,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.2552333037577409],0.10165668717821977,COMPLETE
287,0.09484277606350622,2025-05-07 08:15:59.163467,2025-05-07 08:16:02.114650,0 days 00:00:02.951183,0.025621001952512035,104,0.2,12,180,1.1266245773182386e-06,34,0.004176670337275854,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.09484277606350622],0.31340041753063824,COMPLETE
288,-1.0134603861753204,2025-05-07 08:15:59.366432,2025-05-07 08:16:00.504877,0 days 00:00:01.138445,0.017697115807440718,104,0.2,16,180,1.5164733452531745e-06,38,2.5983150722265914e-05,3,2,sgd,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-1.0134603861753204],0.5139441611178764,COMPLETE
289,-0.19662431735128627,2025-05-07 08:16:00.048569,2025-05-07 08:16:05.422450,0 days 00:00:05.373881,0.025335462817128805,104,0.2,16,180,1.5360516502971188e-06,36,0.002967728709717055,3,2,sgd,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.19662431735128627],0.5542571352746675,COMPLETE
290,0.11625034805939705,2025-05-07 08:16:00.513915,2025-05-07 08:16:04.168117,0 days 00:00:03.654202,0.026335365928939862,104,0.2,12,160,1.1681270087182638e-06,34,0.0029316934162960913,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.11625034805939705],0.145123079547902,COMPLETE
291,0.18561745834737553,2025-05-07 08:16:02.123720,2025-05-07 08:16:06.939853,0 days 00:00:04.816133,0.024186352401450156,104,0.2,24,160,1.4625046799845967e-06,54,0.003151696207311731,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.18561745834737553],-0.02273648844693579,COMPLETE
292,0.19555820898967413,2025-05-07 08:16:02.828805,2025-05-07 08:16:06.611748,0 days 00:00:03.782943,0.01720297425813715,96,0.2,24,180,1.175992018363528e-06,53,0.00290504280601839,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.19555820898967413],0.11907473084202748,COMPLETE
293,-0.11987877836319072,2025-05-07 08:16:02.934963,2025-05-07 08:16:05.704021,0 days 00:00:02.769058,0.016173483484441968,96,0.2,20,180,1.1636575036279316e-06,47,0.0029306797968767485,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.11987877836319072],0.017124927849361878,COMPLETE
294,0.1885046763781837,2025-05-07 08:16:04.176144,2025-05-07 08:16:07.877839,0 days 00:00:03.701695,0.017823140295786136,96,0.2,24,180,1.158149130876352e-06,53,0.0031099561702860293,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.1885046763781837],0.09687077966731354,COMPLETE
295,-0.009430292860139744,2025-05-07 08:16:05.430691,2025-05-07 08:16:08.387902,0 days 00:00:02.957211,0.016119230689911574,96,0.2,24,180,1.1276503048263528e-06,53,0.0033705813493983697,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[-0.009430292860139744],0.022603305911191945,COMPLETE
296,0.1983050045826501,2025-05-07 08:16:05.711605,2025-05-07 08:16:09.395750,0 days 00:00:03.684145,0.01501729406619751,96,0.2,24,180,1.2300593073815618e-06,53,0.0033955519739511703,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.1983050045826501],0.0088684244966256,COMPLETE
297,0.15863619655413952,2025-05-07 08:16:06.620098,2025-05-07 08:16:10.700233,0 days 00:00:04.080135,0.01997680285746768,96,0.2,24,180,1.3296648295453841e-06,53,0.0033728628690757054,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.15863619655413952],-0.11482774063278192,COMPLETE
298,0.1565633677300564,2025-05-07 08:16:06.948983,2025-05-07 08:16:11.868478,0 days 00:00:04.919495,0.014764710272745547,96,0.2,16,180,1.2506993942113333e-06,36,0.003370125718163192,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.1565633677300564],0.2273347181420977,COMPLETE
299,0.1898660847460183,2025-05-07 08:16:07.886212,2025-05-07 08:16:12.250867,0 days 00:00:04.364655,0.0203233109686503,96,0.2,16,180,1.3364789764648464e-06,36,0.0035033592964210606,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.1898660847460183],0.2883178566508397,COMPLETE
300,0.24159848617141932,2025-05-07 08:16:08.397312,2025-05-07 08:16:12.272450,0 days 00:00:03.875138,0.01990039065278558,96,0.2,16,180,1.3330704238502063e-06,36,0.004436149591335759,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.24159848617141932],0.15650924053022888,COMPLETE
301,0.21765327834799608,2025-05-07 08:16:09.404152,2025-05-07 08:16:13.907493,0 days 00:00:04.503341,0.02030176851866546,96,0.2,16,180,1.004393224150921e-06,36,0.0041601660827020655,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.21765327834799608],0.2675220397581152,COMPLETE
302,0.12925862216733974,2025-05-07 08:16:10.708934,2025-05-07 08:16:14.709859,0 days 00:00:04.000925,0.013769289300126886,104,0.2,16,180,1.012792941379075e-06,36,0.004413189138693943,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.12925862216733974],0.18685186580131016,COMPLETE
303,0.3203873877607267,2025-05-07 08:16:11.876374,2025-05-07 08:16:18.028390,0 days 00:00:06.152016,0.018507695732729597,104,0.2,12,180,1.0028153590621854e-06,34,0.004634714178562425,5,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8, 8, 8]}",12,,"[24, 12, 8, 8, 8]","[12, 24]",[0.3203873877607267],0.36049205105178267,COMPLETE
304,0.0018131316387997032,2025-05-07 08:16:12.259118,2025-05-07 08:16:15.168354,0 days 00:00:02.909236,0.01683957637979949,104,0.2,12,180,1.002764708688927e-06,34,0.004453532842497998,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.0018131316387997032],0.23139092654515012,COMPLETE
305,0.12983872611382574,2025-05-07 08:16:12.288133,2025-05-07 08:16:16.376883,0 days 00:00:04.088750,0.017914437303674834,104,0.2,12,180,1.0996405907953293e-06,34,0.004360920448191081,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.12983872611382574],0.14083575857826458,COMPLETE
306,-0.008122925482163978,2025-05-07 08:16:13.915988,2025-05-07 08:16:17.211975,0 days 00:00:03.295987,0.01678595498527359,104,0.2,8,160,1.1237069870388991e-06,29,0.0024314023572950014,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.008122925482163978],0.4680487863859297,COMPLETE
307,-0.9088440096283239,2025-05-07 08:16:14.719495,2025-05-07 08:16:16.767911,0 days 00:00:02.048416,0.019325889680638145,104,0.2,8,160,1.476762376858634e-06,20,0.0003855883523641415,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.9088440096283239],0.5815198101153289,COMPLETE
308,0.018805853703028008,2025-05-07 08:16:15.176792,2025-05-07 08:16:20.190723,0 days 00:00:05.013931,0.02218017261934941,104,0.2,8,160,1.5201263336571762e-06,29,0.0027203574705353573,5,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8, 8, 8]}",8,,"[16, 8, 8, 8, 8]","[8, 16]",[0.018805853703028008],0.39819543317506656,COMPLETE
309,0.17889898331543508,2025-05-07 08:16:16.385294,2025-05-07 08:16:22.155000,0 days 00:00:05.769706,0.01882565234372983,104,0.2,8,160,1.4659689631795674e-06,29,0.0025274208285525407,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.17889898331543508],0.3701695902916336,COMPLETE
310,0.09898160941173195,2025-05-07 08:16:16.775320,2025-05-07 08:16:22.803447,0 days 00:00:06.028127,0.022615943970845105,104,0.2,4,160,1.3938299699634033e-06,8,0.002438578053749082,5,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8, 8, 8]}",4,,"[8, 8, 8, 8, 8]","[4, 8]",[0.09898160941173195],0.4753776688813459,COMPLETE
311,0.3101599024857912,2025-05-07 08:16:17.220412,2025-05-07 08:16:22.731714,0 days 00:00:05.511302,0.018527001646902488,112,0.2,4,160,1.4025159885340108e-06,15,0.0053793430492305476,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.3101599024857912],0.4846102245287336,COMPLETE
