,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0016248905433011147,0.9208780449793755,24.90824001413446,0.0026371376016565726,0.9088622862919877,25.35209375808856
max,10.0,0.0025340334621408627,0.949264870254755,31.912433455399047,0.003743766273988474,0.93580189729837,33.991737763480586
mean,5.5,0.00191775212099859,0.9401206419231085,28.454274439920965,0.003076863977038809,0.9250972609571827,29.598841622083576
