number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
205,-0.06929255909858378,-0.21474770750028283,0.04148129653350596,2024-12-23 19:08:23.638453,2024-12-23 19:08:29.642674,0 days 00:00:06.004221,0.02196030357537033,88,0.1,92,100,0.0006951790455622845,792,0.005276181357470636,3,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[-0.06929255909858378],[-0.21474770750028283],[0.04148129653350596],0.9707236592021378,COMPLETE
206,-0.31423758518831835,-0.8260937266962598,-0.046639076070855046,2024-12-23 19:08:24.128956,2024-12-23 19:08:28.753262,0 days 00:00:04.624306,0.02334004116049297,88,0.1,92,100,1.2272709788885125e-05,792,5.642007541786503e-05,3,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[-0.31423758518831835],[-0.8260937266962598],[-0.046639076070855046],0.4291875972606221,COMPLETE
207,-0.4814655453519423,-1.210824521573206,-0.34385131814045455,2024-12-23 19:08:24.381599,2024-12-23 19:08:27.336063,0 days 00:00:02.954464,0.022674020712458626,88,0.1,92,100,2.289091585668458e-05,1592,5.18914905258877e-05,3,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[-0.4814655453519423],[-1.210824521573206],[-0.34385131814045455],0.5690485230168273,COMPLETE
208,-0.03261315749416305,-0.1268800093752689,0.14985123954328183,2024-12-23 19:08:24.852620,2024-12-23 19:08:31.059267,0 days 00:00:06.206647,0.023053417554683372,112,0.1,92,100,2.2054675963533458e-05,1592,9.036263870772739e-05,3,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[-0.03261315749416305],[-0.1268800093752689],[0.14985123954328183],0.6342699896353241,COMPLETE
209,-0.5069744636906766,-0.8318623172072173,-0.06946959057561686,2024-12-23 19:08:27.343470,2024-12-23 19:08:29.714747,0 days 00:00:02.371277,0.026788092780810454,112,0.1,92,100,0.0006391737224396504,776,1.0139540535360462e-05,2,4,sgd,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368]}",92,"[736, 368]","[92, 184, 368, 736]",[-0.5069744636906766],[-0.8318623172072173],[-0.06946959057561686],0.9532720968299992,COMPLETE
210,0.2477978677557785,0.2854344707586436,0.19346563864072075,2024-12-23 19:08:27.961126,2024-12-23 19:08:39.804628,0 days 00:00:11.843502,0.0272499108906657,32,0.1,92,100,5.0334941140432e-05,776,0.004096203566594467,2,4,adadelta,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368]}",92,"[736, 368]","[92, 184, 368, 736]",[0.2477978677557785],[0.2854344707586436],[0.19346563864072075],0.764882065032517,COMPLETE
211,-0.9346459287012665,-0.44698004038790073,-0.06024586350556049,2024-12-23 19:08:28.294269,2024-12-23 19:08:33.963992,0 days 00:00:05.669723,0.03083696533639687,112,0.1,96,100,0.0001907255561958119,872,0.009866198931848794,2,4,adadelta,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384]}",96,"[768, 384]","[96, 192, 384, 768]",[-0.9346459287012665],[-0.44698004038790073],[-0.06024586350556049],0.8629192640565738,COMPLETE
212,-0.488946110727434,-0.5897452348193706,-0.28816657764718645,2024-12-23 19:08:28.761774,2024-12-23 19:08:32.543533,0 days 00:00:03.781759,0.031034912948272722,112,0.1,96,100,0.0001654890213910237,872,3.0905366426513463e-05,2,4,adadelta,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384]}",96,"[768, 384]","[96, 192, 384, 768]",[-0.488946110727434],[-0.5897452348193706],[-0.28816657764718645],0.8568066943376899,COMPLETE
213,-0.17727228261214067,-1.4265191578957483,-0.34330298763183853,2024-12-23 19:08:29.650732,2024-12-23 19:08:34.542550,0 days 00:00:04.891818,0.031112221633974292,32,0.4,40,100,0.0001999780075806969,760,1.0540696212078515e-05,2,4,adadelta,"{'neurons_per_layer_encoder': [40, 80, 160, 320], 'neurons_per_layer_decoder': [320, 160]}",40,"[320, 160]","[40, 80, 160, 320]",[-0.17727228261214067],[-1.4265191578957483],[-0.34330298763183853],0.7646855040665743,COMPLETE
214,-0.18896293832069233,0.0017910959721111341,-0.05076675218966531,2024-12-23 19:08:29.723144,2024-12-23 19:09:17.298642,0 days 00:00:47.575498,0.031034718701546133,32,0.4,232,100,0.00016399773688812903,4120,0.003757347722103006,2,4,adadelta,"{'neurons_per_layer_encoder': [232, 464, 928, 1856], 'neurons_per_layer_decoder': [1856, 928]}",232,"[1856, 928]","[232, 464, 928, 1856]",[-0.18896293832069233],[0.0017910959721111341],[-0.05076675218966531],0.952464530658183,COMPLETE
215,0.06465241187572168,0.02464473838134773,-0.1339473802747586,2024-12-23 19:08:31.066095,2024-12-23 19:08:44.754597,0 days 00:00:13.688502,0.030138647850768585,32,0.4,44,100,2.9985157480143426e-05,744,0.0091808547377357,2,4,adadelta,"{'neurons_per_layer_encoder': [44, 88, 176, 352], 'neurons_per_layer_decoder': [352, 176]}",44,"[352, 176]","[44, 88, 176, 352]",[0.06465241187572168],[0.02464473838134773],[-0.1339473802747586],0.5885956249161204,COMPLETE
216,-0.9317093161820773,-0.7576390461890739,-0.020942395672325587,2024-12-23 19:08:32.552274,2024-12-23 19:08:38.018033,0 days 00:00:05.465759,0.026321171618420104,56,0.4,16,100,5.3033819336734105e-05,232,0.00011220136261194964,2,4,adadelta,"{'neurons_per_layer_encoder': [16, 32, 64, 128], 'neurons_per_layer_decoder': [128, 64]}",16,"[128, 64]","[16, 32, 64, 128]",[-0.9317093161820773],[-0.7576390461890739],[-0.020942395672325587],0.29029837911554573,COMPLETE
217,0.3250918531464261,0.3754530427257552,0.05594480596938012,2024-12-23 19:08:33.975235,2024-12-23 19:08:49.310937,0 days 00:00:15.335702,0.02630322754987968,56,0.4,80,100,4.931857596194538e-05,760,0.00011063913942784847,1,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640]}",80,[640],"[80, 160, 320, 640]",[0.3250918531464261],[0.3754530427257552],[0.05594480596938012],0.7217531783447863,COMPLETE
218,0.12881704386651582,0.29370573081945706,0.23203820014859222,2024-12-23 19:08:34.550768,2024-12-23 19:09:12.094297,0 days 00:00:37.543529,0.02660217328210464,56,0.1,228,100,2.8052391624749735e-05,4248,0.0021209954334282665,1,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824]}",228,[1824],"[228, 456, 912, 1824]",[0.12881704386651582],[0.29370573081945706],[0.23203820014859222],0.6033369377976063,COMPLETE
219,0.5220214665359088,0.5193246263962843,0.23264983615446833,2024-12-23 19:08:38.026875,2024-12-23 19:09:25.150617,0 days 00:00:47.123742,0.010982865044831366,32,0.1,236,100,7.782956445943167e-05,3544,0.00012466109175738793,1,4,adam,"{'neurons_per_layer_encoder': [236, 472, 944, 1888], 'neurons_per_layer_decoder': [1888]}",236,[1888],"[236, 472, 944, 1888]",[0.5220214665359088],[0.5193246263962843],[0.23264983615446833],0.921256123793207,COMPLETE
220,0.5925718530508712,0.673784036052806,0.2561232790677551,2024-12-23 19:08:39.816654,2024-12-23 19:09:27.878794,0 days 00:00:48.062140,0.011214219073707687,32,0.1,232,100,2.6599762551407578e-05,4184,0.00012314605310494807,1,4,adam,"{'neurons_per_layer_encoder': [232, 464, 928, 1856], 'neurons_per_layer_decoder': [1856]}",232,[1856],"[232, 464, 928, 1856]",[0.5925718530508712],[0.673784036052806],[0.2561232790677551],0.8260045681273782,COMPLETE
221,0.4894137844921175,0.7053663542321394,0.21351695678308502,2024-12-23 19:08:44.762066,2024-12-23 19:09:34.241742,0 days 00:00:49.479676,0.01113810533823792,32,0.1,232,100,9.323499012582413e-05,4136,0.0001213764708176795,1,4,adam,"{'neurons_per_layer_encoder': [232, 464, 928, 1856], 'neurons_per_layer_decoder': [1856]}",232,[1856],"[232, 464, 928, 1856]",[0.4894137844921175],[0.7053663542321394],[0.21351695678308502],0.9371151159770236,COMPLETE
222,-0.22412561275277643,-0.810450315769021,0.0005112482566747012,2024-12-23 19:08:49.321697,2024-12-23 19:09:37.691379,0 days 00:00:48.369682,0.011374487932530911,32,0.1,236,100,0.0009917702780624042,4472,0.0021988495355233194,1,4,adam,"{'neurons_per_layer_encoder': [236, 472, 944, 1888], 'neurons_per_layer_decoder': [1888]}",236,[1888],"[236, 472, 944, 1888]",[-0.22412561275277643],[-0.810450315769021],[0.0005112482566747012],0.36969871238103347,COMPLETE
223,0.6186908844632985,0.5326863547358929,0.36369746903264377,2024-12-23 19:09:12.109606,2024-12-23 19:09:34.643438,0 days 00:00:22.533832,0.020566906380685437,32,0.1,100,100,0.00011431174719038096,840,0.0001269730696686347,1,4,adam,"{'neurons_per_layer_encoder': [100, 200, 400, 800], 'neurons_per_layer_decoder': [800]}",100,[800],"[100, 200, 400, 800]",[0.6186908844632985],[0.5326863547358929],[0.36369746903264377],0.8874567842332903,COMPLETE
224,0.40024856495300587,0.4269966678933671,0.3303727921324615,2024-12-23 19:09:17.321739,2024-12-23 19:09:34.998098,0 days 00:00:17.676359,0.010035506495658236,32,0.1,28,100,2.3605085833436314e-05,504,1.2937376670950747e-05,1,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224]}",28,[224],"[28, 56, 112, 224]",[0.40024856495300587],[0.4269966678933671],[0.3303727921324615],0.4370930544342237,COMPLETE
225,0.6321231879384894,0.6420389574540877,0.44352042711979955,2024-12-23 19:09:25.160226,2024-12-23 19:09:40.544758,0 days 00:00:15.384532,0.02092059621242445,32,0.1,100,100,1.5417581690945976e-05,824,0.0001413063370689375,1,4,adam,"{'neurons_per_layer_encoder': [100, 200, 400, 800], 'neurons_per_layer_decoder': [800]}",100,[800],"[100, 200, 400, 800]",[0.6321231879384894],[0.6420389574540877],[0.44352042711979955],0.5361570583926585,COMPLETE
226,0.550925336745355,0.476451413652052,0.45619967248982984,2024-12-23 19:09:27.888202,2024-12-23 19:09:42.015103,0 days 00:00:14.126901,0.028441537120614382,32,0.1,100,100,1.6434186009022738e-05,840,0.00010021541497581242,1,4,adam,"{'neurons_per_layer_encoder': [100, 200, 400, 800], 'neurons_per_layer_decoder': [800]}",100,[800],"[100, 200, 400, 800]",[0.550925336745355],[0.476451413652052],[0.45619967248982984],0.5035481273112616,COMPLETE
227,0.6817304977522095,0.6385228649439556,0.23274584872295812,2024-12-23 19:09:34.250639,2024-12-23 19:09:43.240326,0 days 00:00:08.989687,0.020114720507658765,32,0.1,28,100,0.00012091848578535387,504,9.666909162834622e-05,1,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224]}",28,[224],"[28, 56, 112, 224]",[0.6817304977522095],[0.6385228649439556],[0.23274584872295812],0.7454223768366729,COMPLETE
228,0.5873648773423211,0.5385989978099761,0.30892508041345423,2024-12-23 19:09:34.651421,2024-12-23 19:09:50.311543,0 days 00:00:15.660122,0.014974709366000781,32,0.1,148,100,2.1705465039528814e-05,1976,0.0016415189920203877,1,4,adam,"{'neurons_per_layer_encoder': [148, 296, 592, 1184], 'neurons_per_layer_decoder': [1184]}",148,[1184],"[148, 296, 592, 1184]",[0.5873648773423211],[0.5385989978099761],[0.30892508041345423],0.4159931645008365,COMPLETE
229,0.6563704545444329,0.4413978712307274,0.36520153129553323,2024-12-23 19:09:35.007868,2024-12-23 19:09:46.207189,0 days 00:00:11.199321,0.028124440288631203,32,0.1,100,100,1.613743870382802e-05,824,0.001578941120881305,1,4,adam,"{'neurons_per_layer_encoder': [100, 200, 400, 800], 'neurons_per_layer_decoder': [800]}",100,[800],"[100, 200, 400, 800]",[0.6563704545444329],[0.4413978712307274],[0.36520153129553323],0.3086031324768241,COMPLETE
230,0.267130357753133,0.057773155431237844,0.29000821793257425,2024-12-23 19:09:37.702018,2024-12-23 19:09:57.636501,0 days 00:00:19.934483,0.012527772249185616,32,0.1,100,100,0.000369660388872072,1624,0.0016278081373547351,1,5,adam,"{'neurons_per_layer_encoder': [100, 200, 400, 800, 1600], 'neurons_per_layer_decoder': [1600]}",100,[1600],"[100, 200, 400, 800, 1600]",[0.267130357753133],[0.057773155431237844],[0.29000821793257425],0.48201961147700384,COMPLETE
231,0.18490579680241248,0.23994022884183996,0.08524435640476857,2024-12-23 19:09:40.554818,2024-12-23 19:09:58.877389,0 days 00:00:18.322571,0.012416876969705134,64,0.1,96,100,0.0004315431053737248,1560,0.00010326798985812113,1,5,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768, 1536], 'neurons_per_layer_decoder': [1536]}",96,[1536],"[96, 192, 384, 768, 1536]",[0.18490579680241248],[0.23994022884183996],[0.08524435640476857],0.9689329846731597,COMPLETE
232,-0.07472923282989252,-0.04574208485838671,-0.031096997493617495,2024-12-23 19:09:42.024032,2024-12-23 19:10:09.796975,0 days 00:00:27.772943,0.028675465843659768,120,0.1,148,100,1.8310400556636165e-05,5768,0.00014301398954588224,1,5,adam,"{'neurons_per_layer_encoder': [148, 296, 592, 1184, 2368], 'neurons_per_layer_decoder': [2368]}",148,[2368],"[148, 296, 592, 1184, 2368]",[-0.07472923282989252],[-0.04574208485838671],[-0.031096997493617495],0.6175932746255336,COMPLETE
233,-0.18683540617884398,-0.35961402035234324,0.01163340163155746,2024-12-23 19:09:43.252840,2024-12-23 19:10:13.980285,0 days 00:00:30.727445,0.02852489592006011,120,0.1,148,100,1.8884212743940497e-05,5880,0.00014448304342082848,3,5,adam,"{'neurons_per_layer_encoder': [148, 296, 592, 1184, 2368], 'neurons_per_layer_decoder': [2368, 1184, 592]}",148,"[2368, 1184, 592]","[148, 296, 592, 1184, 2368]",[-0.18683540617884398],[-0.35961402035234324],[0.01163340163155746],0.6888582774059719,COMPLETE
234,0.019890232740122693,-1.3893945535544865,0.025043796404582652,2024-12-23 19:09:46.216893,2024-12-23 19:10:21.819585,0 days 00:00:35.602692,0.012366296383685305,64,0.30000000000000004,152,100,1.8677510651030302e-05,5928,2.3335497010032772e-05,4,5,adam,"{'neurons_per_layer_encoder': [152, 304, 608, 1216, 2432], 'neurons_per_layer_decoder': [2432, 1216, 608, 304]}",152,"[2432, 1216, 608, 304]","[152, 304, 608, 1216, 2432]",[0.019890232740122693],[-1.3893945535544865],[0.025043796404582652],0.7345474191708543,COMPLETE
235,0.11367798720987232,0.1908430627481401,-0.3018964193677811,2024-12-23 19:09:50.327738,2024-12-23 19:10:11.667586,0 days 00:00:21.339848,0.02566834352638154,64,0.30000000000000004,84,100,0.00040393073409675077,1368,0.00014071572362626747,1,5,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672, 1344], 'neurons_per_layer_decoder': [1344]}",84,[1344],"[84, 168, 336, 672, 1344]",[0.11367798720987232],[0.1908430627481401],[-0.3018964193677811],0.9562704142044257,COMPLETE
236,-0.07182528455584714,-0.2378513016151642,0.22704823796681428,2024-12-23 19:09:57.647420,2024-12-23 19:10:12.191485,0 days 00:00:14.544065,0.025236641024051043,64,0.30000000000000004,84,100,1.8647230762894568e-05,744,0.00014432768943848677,1,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336]}",84,[336],"[84, 168, 336]",[-0.07182528455584714],[-0.2378513016151642],[0.22704823796681428],0.012735132941513868,COMPLETE
237,-0.33427690857700565,-1.178500852726382,-0.029139693321782456,2024-12-23 19:09:58.886459,2024-12-23 19:10:08.806419,0 days 00:00:09.919960,0.024934861901798507,120,0.30000000000000004,84,100,1.9064515138034472e-05,744,0.00014464161135377957,3,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336, 168, 84]}",84,"[336, 168, 84]","[84, 168, 336]",[-0.33427690857700565],[-1.178500852726382],[-0.029139693321782456],0.4952828722712235,COMPLETE
238,0.5757119643621016,0.5373677318668708,0.4242631894955555,2024-12-23 19:10:08.814897,2024-12-23 19:10:24.759027,0 days 00:00:15.944130,0.028630620268769145,32,0.1,88,100,0.00025402341411067704,968,0.00014045088506771248,4,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176, 88]}",88,"[704, 352, 176, 88]","[88, 176, 352, 704]",[0.5757119643621016],[0.5373677318668708],[0.4242631894955555],0.9611641081403888,COMPLETE
239,0.2319699339376814,0.5445168474204902,-0.7273751022858113,2024-12-23 19:10:09.806801,2024-12-23 19:10:17.621772,0 days 00:00:07.814971,0.025715767558007516,104,0.1,88,100,2.3769525315604847e-05,1080,0.008060240359060045,4,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176, 88]}",88,"[704, 352, 176, 88]","[88, 176, 352, 704]",[0.2319699339376814],[0.5445168474204902],[-0.7273751022858113],0.5956730482480596,COMPLETE
240,0.5862625840346218,0.7072601600441816,0.45605893350184123,2024-12-23 19:10:11.689368,2024-12-23 19:10:25.719907,0 days 00:00:14.030539,0.029457155918176162,32,0.1,88,100,2.395756183034222e-05,744,9.218138772763643e-05,4,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176, 88]}",88,"[704, 352, 176, 88]","[88, 176, 352, 704]",[0.5862625840346218],[0.7072601600441816],[0.45605893350184123],0.7455733268677343,COMPLETE
241,0.49470601244209167,0.6291532828227995,0.38173369201905283,2024-12-23 19:10:12.210805,2024-12-23 19:10:28.930516,0 days 00:00:16.719711,0.028999028388795384,32,0.1,140,100,2.43408736452321e-05,1144,8.967030035912539e-05,4,4,adam,"{'neurons_per_layer_encoder': [140, 280, 560, 1120], 'neurons_per_layer_decoder': [1120, 560, 280, 140]}",140,"[1120, 560, 280, 140]","[140, 280, 560, 1120]",[0.49470601244209167],[0.6291532828227995],[0.38173369201905283],0.7878377198329124,COMPLETE
242,-0.3699092108945419,-1.9959114710298036,-0.03555530962043041,2024-12-23 19:10:13.991266,2024-12-23 19:10:19.319317,0 days 00:00:05.328051,0.029762287880216495,32,0.1,96,100,2.4107917735057123e-05,1240,8.981872952240334e-05,4,4,sgd,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192, 96]}",96,"[768, 384, 192, 96]","[96, 192, 384, 768]",[-0.3699092108945419],[-1.9959114710298036],[-0.03555530962043041],0.517327948235308,COMPLETE
243,-0.24275710325129363,-0.3637752577935134,-0.14810969146481767,2024-12-23 19:10:17.632726,2024-12-23 19:10:25.668164,0 days 00:00:08.035438,0.019532561622531707,32,0.1,96,100,1.1612163979533035e-05,1272,0.00010670934963621902,1,4,sgd,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768]}",96,[768],"[96, 192, 384, 768]",[-0.24275710325129363],[-0.3637752577935134],[-0.14810969146481767],0.3363915150084484,COMPLETE
244,-0.3434574592715569,0.1414544418877618,0.25522984253362735,2024-12-23 19:10:19.328526,2024-12-23 19:10:31.293618,0 days 00:00:11.965092,0.027169304120133787,48,0.1,76,100,1.4835437093633947e-05,984,2.0109288386764596e-05,5,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152, 76, 38]}",76,"[608, 304, 152, 76, 38]","[76, 152, 304, 608]",[-0.3434574592715569],[0.1414544418877618],[0.25522984253362735],0.5667752266340841,COMPLETE
245,0.6170179171835548,0.6562007298294104,0.48025540344493733,2024-12-23 19:10:21.834378,2024-12-23 19:10:30.646955,0 days 00:00:08.812577,0.0271634634640431,32,0.1,76,100,1.5683886801877884e-05,728,0.00010924725879485898,1,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608]}",76,[608],"[76, 152, 304, 608]",[0.6170179171835548],[0.6562007298294104],[0.48025540344493733],0.4942471979959004,COMPLETE
246,0.44569193299657606,0.32960740738527317,0.26113035393855943,2024-12-23 19:10:24.767922,2024-12-23 19:10:35.749580,0 days 00:00:10.981658,0.01955577707172985,48,0.1,140,100,1.4119206721867087e-05,1144,0.00010655778800470782,1,4,adam,"{'neurons_per_layer_encoder': [140, 280, 560, 1120], 'neurons_per_layer_decoder': [1120]}",140,[1120],"[140, 280, 560, 1120]",[0.44569193299657606],[0.32960740738527317],[0.26113035393855943],0.39265944412353454,COMPLETE
247,0.42660609881666933,0.5093714474697071,0.4509949173394644,2024-12-23 19:10:25.678081,2024-12-23 19:10:33.857165,0 days 00:00:08.179084,0.02704358594125768,48,0.1,92,100,2.1124186776786643e-05,760,0.0001105814136694898,1,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736]}",92,[736],"[92, 184, 368, 736]",[0.42660609881666933],[0.5093714474697071],[0.4509949173394644],0.522765011608904,COMPLETE
