Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.002413514790566026,0.9489312870403029,23.515341987571173,0.0022275117472621217,0.9380981503220257,24.792513170415482
2,0.002880107660807337,0.9390584254972393,19.036425252219257,0.002420667744010579,0.9327304060262578,20.349726620622725
3,0.0022197929508305,0.9530303400339487,18.488486098700605,0.002237844124501798,0.9378110168137546,18.144967894390902
4,0.002269531226090759,0.9519779040959941,17.396472925082332,0.0027299111562648906,0.9241366290269675,18.807196273517025
5,0.002353416830501555,0.9502029285002983,15.16061858364896,0.0025832295366719393,0.9282128650233543,16.79634546734713
6,0.002014471940529011,0.9573748254212633,17.137098770857037,0.002454325604400265,0.9317950646899503,18.034896666704643
7,0.0019443023410889908,0.958859577512407,19.000424595003125,0.0019529345805752046,0.9457285632786122,19.558156089492844
8,0.002678071047244224,0.9433334147642345,21.210923458976698,0.0026594291337210833,0.9260953022280712,21.56731970228308
9,0.0022052261492164766,0.9533385659513017,21.012411934020474,0.0023349953696101063,0.9351112143197321,20.80065005928394
10,0.0022512728819042097,0.9523642411269612,23.69650175212108,0.0019716578876070876,0.9452082484749813,23.24608374249384
