,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.008234563456949326,-0.020269482034563913,24.601196693295606,0.052803790701376196,-0.26177688529523246,30.634312524718798
max,10.0,0.05368992067195702,0.8435186029732645,39.71391857572811,0.08648273523473239,0.22959649250078462,42.588018940933914
mean,5.5,0.036671447185949745,0.3031325441050791,34.9056046601362,0.07321981551208376,-0.06827184070867555,37.32674202102063
