number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_relative_deterioration,state
108,0.07690092653676439,0.16299268083707485,2024-12-23 23:15:45.931399,2024-12-23 23:16:00.684964,0 days 00:00:14.753565,0.048779968012544056,56,0.4,188,100,5.770728646195067e-05,1832,0.0009759028499265536,1,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752]}",188,[752],"[188, 376, 752]",[0.07690092653676439],[0.16299268083707485],0.7505433998744785,COMPLETE
109,-5.065035749152795,-0.14789923389791415,2024-12-23 23:15:46.284280,2024-12-23 23:15:53.338712,0 days 00:00:07.054432,0.04934518771575655,48,0.4,188,100,1.8216712810895385e-05,1784,0.0004704894899676622,2,3,sgd,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752, 376]}",188,"[752, 376]","[188, 376, 752]",[-5.065035749152795],[-0.14789923389791415],0.45180723155659597,COMPLETE
110,-2.5891419000396176,-0.20076003586217994,2024-12-23 23:15:47.716923,2024-12-23 23:15:58.708148,0 days 00:00:10.991225,0.048085227480672205,80,0.4,192,100,3.285325396877221e-06,1864,0.0004746298103066877,2,3,sgd,"{'neurons_per_layer_encoder': [192, 384, 768], 'neurons_per_layer_decoder': [768, 384]}",192,"[768, 384]","[192, 384, 768]",[-2.5891419000396176],[-0.20076003586217994],0.4342671769022882,COMPLETE
111,0.042763766970439265,-0.3666391704671401,2024-12-23 23:15:53.345294,2024-12-23 23:16:01.982336,0 days 00:00:08.637042,0.0717117829743182,80,0.1,220,100,6.250278492225552e-06,2120,0.001462636333153765,5,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220, 110, 55]}",220,"[880, 440, 220, 110, 55]","[220, 440, 880]",[0.042763766970439265],[-0.3666391704671401],-0.3602920705063088,COMPLETE
112,0.049902503864849845,0.0686386010138218,2024-12-23 23:15:55.610589,2024-12-23 23:16:07.193879,0 days 00:00:11.583290,0.07206406703295756,80,0.1,220,100,1.0086398798584237e-05,1880,0.006685282759324736,5,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220, 110, 55]}",220,"[880, 440, 220, 110, 55]","[220, 440, 880]",[0.049902503864849845],[0.0686386010138218],-0.09606590916459551,COMPLETE
113,-1.3566160170823456,0.0377556743401789,2024-12-23 23:15:56.378188,2024-12-23 23:16:01.829571,0 days 00:00:05.451383,0.07070678471468357,80,0.1,220,100,0.00016658941915607161,276,3.350084953712376e-05,2,1,adam,"{'neurons_per_layer_encoder': [220], 'neurons_per_layer_decoder': [220, 110]}",220,"[220, 110]",[220],[-1.3566160170823456],[0.0377556743401789],0.5976321417337738,COMPLETE
114,-4.303192960081376,-0.11615660814933948,2024-12-23 23:15:57.877357,2024-12-23 23:16:00.389434,0 days 00:00:02.512077,0.07328006635110378,80,0.1,224,100,5.287775541977247e-05,296,3.4971463097046626e-05,4,1,sgd,"{'neurons_per_layer_encoder': [224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",224,"[224, 112, 56, 28]",[224],[-4.303192960081376],[-0.11615660814933948],0.5153303450253955,COMPLETE
115,-4.406054924689794,-0.03524861168286275,2024-12-23 23:15:58.717949,2024-12-23 23:16:02.446951,0 days 00:00:03.729002,0.07159560903115975,80,0.1,116,100,0.00018883135905084508,268,3.256264066647157e-05,4,1,adam,"{'neurons_per_layer_encoder': [116], 'neurons_per_layer_decoder': [116, 58, 29, 14]}",116,"[116, 58, 29, 14]",[116],[-4.406054924689794],[-0.03524861168286275],0.4692029568188633,COMPLETE
116,0.21939153713235948,0.06071935845687271,2024-12-23 23:16:00.397442,2024-12-23 23:16:11.907141,0 days 00:00:11.509699,0.0438760301789468,80,0.30000000000000004,216,100,1.0045322012939865e-05,2072,0.006410053905457788,5,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216, 108, 54]}",216,"[864, 432, 216, 108, 54]","[216, 432, 864]",[0.21939153713235948],[0.06071935845687271],0.4125523545411988,COMPLETE
117,0.24743329895661748,-0.06828283350974562,2024-12-23 23:16:00.696125,2024-12-23 23:16:10.385801,0 days 00:00:09.689676,0.03433966238365345,88,0.30000000000000004,216,100,1.0189287372378444e-05,2248,0.0015032311164315608,5,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216, 108, 54]}",216,"[864, 432, 216, 108, 54]","[216, 432, 864]",[0.24743329895661748],[-0.06828283350974562],0.39533048112190833,COMPLETE
118,0.09756997579471827,0.14038487656082732,2024-12-23 23:16:01.836492,2024-12-23 23:16:07.955874,0 days 00:00:06.119382,0.044174997445863194,88,0.30000000000000004,212,100,1.0188888441170589e-05,912,0.006095004633972679,5,2,adam,"{'neurons_per_layer_encoder': [212, 424], 'neurons_per_layer_decoder': [424, 212, 106, 53, 26]}",212,"[424, 212, 106, 53, 26]","[212, 424]",[0.09756997579471827],[0.14038487656082732],0.13113485122594623,COMPLETE
119,-0.7872980339723401,0.06232485138448396,2024-12-23 23:16:01.996273,2024-12-23 23:16:09.368860,0 days 00:00:07.372587,0.015470208284094159,88,0.30000000000000004,116,100,1.4344993751100687e-06,368,0.0007370292010971074,5,2,adam,"{'neurons_per_layer_encoder': [116, 232], 'neurons_per_layer_decoder': [232, 116, 58, 29, 14]}",116,"[232, 116, 58, 29, 14]","[116, 232]",[-0.7872980339723401],[0.06232485138448396],0.11124994051262942,COMPLETE
120,-0.25712403846068876,0.16790934064226637,2024-12-23 23:16:02.456967,2024-12-23 23:16:11.271840,0 days 00:00:08.814873,0.01436107462116689,88,0.30000000000000004,212,100,1.0002754074905015e-05,912,0.0008157917240809923,5,2,adam,"{'neurons_per_layer_encoder': [212, 424], 'neurons_per_layer_decoder': [424, 212, 106, 53, 26]}",212,"[424, 212, 106, 53, 26]","[212, 424]",[-0.25712403846068876],[0.16790934064226637],0.27252860681956126,COMPLETE
121,0.14954658008401045,0.11905880963905358,2024-12-23 23:16:07.202873,2024-12-23 23:16:22.120637,0 days 00:00:14.917764,0.015034848392111015,88,0.30000000000000004,212,100,1.2409194327885581e-05,1136,0.0007669325138927011,4,2,adam,"{'neurons_per_layer_encoder': [212, 424], 'neurons_per_layer_decoder': [424, 212, 106, 53]}",212,"[424, 212, 106, 53]","[212, 424]",[0.14954658008401045],[0.11905880963905358],0.2949210779700271,COMPLETE
122,0.009507676017632916,-0.030821253179206254,2024-12-23 23:16:07.964669,2024-12-23 23:16:40.064332,0 days 00:00:32.099663,0.011155339941013915,72,0.30000000000000004,152,100,0.0006579141038509091,2680,0.0008168412361272866,4,5,adam,"{'neurons_per_layer_encoder': [152, 304, 608, 1216, 2432], 'neurons_per_layer_decoder': [2432, 1216, 608, 304]}",152,"[2432, 1216, 608, 304]","[152, 304, 608, 1216, 2432]",[0.009507676017632916],[-0.030821253179206254],0.9467579891892884,COMPLETE
123,-7.4041253581013,-0.008086949915969033,2024-12-23 23:16:09.377998,2024-12-23 23:16:21.613378,0 days 00:00:12.235380,0.0532700170241533,40,0.30000000000000004,176,100,4.394230618643438e-06,2968,0.00167179954144458,4,5,sgd,"{'neurons_per_layer_encoder': [176, 352, 704, 1408, 2816], 'neurons_per_layer_decoder': [2816, 1408, 704, 352]}",176,"[2816, 1408, 704, 352]","[176, 352, 704, 1408, 2816]",[-7.4041253581013],[-0.008086949915969033],0.1971193796486302,COMPLETE
124,-0.5474429131891627,-0.028988782052379092,2024-12-23 23:16:10.394401,2024-12-23 23:16:43.645630,0 days 00:00:33.251229,0.01244248503838331,40,0.30000000000000004,172,100,1.2748064874758095e-05,2888,0.0008346521789468649,4,5,sgd,"{'neurons_per_layer_encoder': [172, 344, 688, 1376, 2752], 'neurons_per_layer_decoder': [2752, 1376, 688, 344]}",172,"[2752, 1376, 688, 344]","[172, 344, 688, 1376, 2752]",[-0.5474429131891627],[-0.028988782052379092],0.7921750819052163,COMPLETE
125,-0.43064102063665954,-0.027766540451093835,2024-12-23 23:16:11.281837,2024-12-23 23:16:45.548022,0 days 00:00:34.266185,0.045957882499510515,40,0.2,172,100,3.4060251112780955e-05,2904,0.0020592326236982396,4,5,sgd,"{'neurons_per_layer_encoder': [172, 344, 688, 1376, 2752], 'neurons_per_layer_decoder': [2752, 1376, 688, 344]}",172,"[2752, 1376, 688, 344]","[172, 344, 688, 1376, 2752]",[-0.43064102063665954],[-0.027766540451093835],0.8933170358478718,COMPLETE
126,-6.429436703411637,-0.09374628649577188,2024-12-23 23:16:11.919360,2024-12-23 23:16:25.358016,0 days 00:00:13.438656,0.054142560210389754,40,0.2,152,100,1.2233412693960177e-05,2712,0.0011045048378796262,4,5,sgd,"{'neurons_per_layer_encoder': [152, 304, 608, 1216, 2432], 'neurons_per_layer_decoder': [2432, 1216, 608, 304]}",152,"[2432, 1216, 608, 304]","[152, 304, 608, 1216, 2432]",[-6.429436703411637],[-0.09374628649577188],0.5912948324592555,COMPLETE
127,-2.852972554757908,-0.07782041760356684,2024-12-23 23:16:21.622962,2024-12-23 23:16:40.186079,0 days 00:00:18.563117,0.010554774092260358,72,0.2,240,100,1.329177509442912e-05,2440,0.0008764460663685779,3,3,adadelta,"{'neurons_per_layer_encoder': [240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",240,"[960, 480, 240]","[240, 480, 960]",[-2.852972554757908],[-0.07782041760356684],0.6746145851487231,COMPLETE
128,-4.680692999308486,-0.09753912791064479,2024-12-23 23:16:22.131652,2024-12-23 23:16:31.634516,0 days 00:00:09.502864,0.010796043923902881,72,0.2,236,100,0.0006957272876456536,2424,0.00010443111292086736,3,3,adadelta,"{'neurons_per_layer_encoder': [236, 472, 944], 'neurons_per_layer_decoder': [944, 472, 236]}",236,"[944, 472, 236]","[236, 472, 944]",[-4.680692999308486],[-0.09753912791064479],0.9628492452980518,COMPLETE
129,-2.7406395822417626,-0.006489645646351239,2024-12-23 23:16:25.367919,2024-12-23 23:16:42.019245,0 days 00:00:16.651326,0.08339760630242908,48,0.2,96,100,0.0006481366174678371,968,0.0028176426974033286,3,3,adadelta,"{'neurons_per_layer_encoder': [96, 192, 384], 'neurons_per_layer_decoder': [384, 192, 96]}",96,"[384, 192, 96]","[96, 192, 384]",[-2.7406395822417626],[-0.006489645646351239],0.9329460610113205,COMPLETE
130,0.15521367974788713,0.10598044891198433,2024-12-23 23:16:31.734435,2024-12-23 23:16:43.065136,0 days 00:00:11.330701,0.0814113001613925,96,0.2,172,100,2.2263581828037984e-06,1688,0.0028129216013800962,2,3,adam,"{'neurons_per_layer_encoder': [172, 344, 688], 'neurons_per_layer_decoder': [688, 344]}",172,"[688, 344]","[172, 344, 688]",[0.15521367974788713],[0.10598044891198433],-0.30894862927954564,COMPLETE
131,-4.574866727593207,-0.11520338588751589,2024-12-23 23:16:40.075126,2024-12-23 23:16:45.565097,0 days 00:00:05.489971,0.04593005431730659,128,0.2,168,100,6.239146188259578e-06,1704,6.0568867025448615e-05,2,3,adadelta,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672, 336]}",168,"[672, 336]","[168, 336, 672]",[-4.574866727593207],[-0.11520338588751589],0.4013145728557593,COMPLETE
132,-0.017774637280610905,0.22362559604969856,2024-12-23 23:16:40.194516,2024-12-23 23:16:45.026001,0 days 00:00:04.831485,0.08185065559680843,128,0.2,168,100,3.418951090245323e-05,1688,0.009621046777082616,2,3,adam,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672, 336]}",168,"[672, 336]","[168, 336, 672]",[-0.017774637280610905],[0.22362559604969856],0.8371004339198446,COMPLETE
133,0.06575980875943055,-0.009898120718307757,2024-12-23 23:16:42.028182,2024-12-23 23:16:49.358325,0 days 00:00:07.330143,0.05908103910757503,128,0.2,172,100,5.902908003448449e-06,1672,0.00129209317508005,2,3,adam,"{'neurons_per_layer_encoder': [172, 344, 688], 'neurons_per_layer_decoder': [688, 344]}",172,"[688, 344]","[172, 344, 688]",[0.06575980875943055],[-0.009898120718307757],-0.6212401933554967,COMPLETE
134,0.06905325513969929,-0.01908923757081471,2024-12-23 23:16:43.072843,2024-12-23 23:16:50.299122,0 days 00:00:07.226279,0.05922976609160136,128,0.2,140,100,8.259698323961452e-06,1208,0.0021009770895146582,2,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280]}",140,"[560, 280]","[140, 280, 560]",[0.06905325513969929],[-0.01908923757081471],-0.4727845051374363,COMPLETE
135,0.09033168687395021,0.07428382181635251,2024-12-23 23:16:43.658046,2024-12-23 23:16:49.929806,0 days 00:00:06.271760,0.05905592599819787,128,0.2,144,100,8.25334918989326e-06,1240,0.0013348000896450864,2,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576, 288]}",144,"[576, 288]","[144, 288, 576]",[0.09033168687395021],[0.07428382181635251],-0.19536987718754656,COMPLETE
136,0.1730058617222996,0.07901129437326726,2024-12-23 23:16:45.035514,2024-12-23 23:16:53.747999,0 days 00:00:08.712485,0.05901937042974976,48,0.2,140,100,1.9012404860234734e-05,1176,0.0012883155522343953,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,"[560, 280, 140]","[140, 280, 560]",[0.1730058617222996],[0.07901129437326726],0.3061136799652805,COMPLETE
137,0.13624067887893654,-0.020549484013386854,2024-12-23 23:16:45.557966,2024-12-23 23:16:54.275966,0 days 00:00:08.718000,0.13853465431724477,56,0.1,140,100,7.556412143406775e-06,1192,0.001322936745251643,3,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140]}",140,"[560, 280, 140]","[140, 280, 560]",[0.13624067887893654],[-0.020549484013386854],-0.1387705454927687,COMPLETE
138,0.21450919523826573,0.19068991459812734,2024-12-23 23:16:45.574373,2024-12-23 23:16:52.139707,0 days 00:00:06.565334,0.05808037703671346,32,0.1,48,100,1.7370440827253503e-05,456,0.0013077106884097978,3,3,adam,"{'neurons_per_layer_encoder': [48, 96, 192], 'neurons_per_layer_decoder': [192, 96, 48]}",48,"[192, 96, 48]","[48, 96, 192]",[0.21450919523826573],[0.19068991459812734],-0.2781829939307197,COMPLETE
139,0.12457167609646935,-0.06492795100205084,2024-12-23 23:16:49.367323,2024-12-23 23:16:58.393651,0 days 00:00:09.026328,0.01731821897116277,32,0.1,52,100,0.00012633924374252616,680,0.001294223634405641,3,4,adam,"{'neurons_per_layer_encoder': [52, 104, 208, 416], 'neurons_per_layer_decoder': [416, 208, 104]}",52,"[416, 208, 104]","[52, 104, 208, 416]",[0.12457167609646935],[-0.06492795100205084],0.5942284839790755,COMPLETE
140,0.06290919561399844,0.2169124054765661,2024-12-23 23:16:49.941542,2024-12-23 23:17:03.251830,0 days 00:00:13.310288,0.021132621382998804,32,0.1,112,100,7.764253002011464e-05,1944,0.0010170711811251139,3,4,adam,"{'neurons_per_layer_encoder': [112, 224, 448, 896], 'neurons_per_layer_decoder': [896, 448, 224]}",112,"[896, 448, 224]","[112, 224, 448, 896]",[0.06290919561399844],[0.2169124054765661],0.7440557344942795,COMPLETE
141,0.04750854423922013,0.12531812455528324,2024-12-23 23:16:50.308248,2024-12-23 23:16:59.354169,0 days 00:00:09.045921,0.021661419586279457,32,0.1,44,100,0.00013102280123004496,680,0.0010431656389809192,3,4,adam,"{'neurons_per_layer_encoder': [44, 88, 176, 352], 'neurons_per_layer_decoder': [352, 176, 88]}",44,"[352, 176, 88]","[44, 88, 176, 352]",[0.04750854423922013],[0.12531812455528324],0.7061325862471071,COMPLETE
142,0.10153560465342948,0.05528789684506852,2024-12-23 23:16:52.147949,2024-12-23 23:17:02.246013,0 days 00:00:10.098064,0.1125174632664002,64,0.1,108,100,0.00011940281434131636,1576,0.0009954162087539528,3,4,adam,"{'neurons_per_layer_encoder': [108, 216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",108,"[864, 432, 216]","[108, 216, 432, 864]",[0.10153560465342948],[0.05528789684506852],0.8000706156109075,COMPLETE
143,0.271646245186525,0.13421482374117766,2024-12-23 23:16:53.759111,2024-12-23 23:17:01.170449,0 days 00:00:07.411338,0.022317549000530647,64,0.1,16,100,0.0001328970380188108,216,0.0015396147109939503,3,4,adam,"{'neurons_per_layer_encoder': [16, 32, 64, 128], 'neurons_per_layer_decoder': [128, 64, 32]}",16,"[128, 64, 32]","[16, 32, 64, 128]",[0.271646245186525],[0.13421482374117766],0.5515235058630521,COMPLETE
144,0.16193647951025103,0.09947314888099323,2024-12-23 23:16:54.283955,2024-12-23 23:17:01.808266,0 days 00:00:07.524311,0.174344327693648,104,0.2,108,100,3.2694594778746323e-06,1592,0.0017644014360240817,3,4,adam,"{'neurons_per_layer_encoder': [108, 216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",108,"[864, 432, 216]","[108, 216, 432, 864]",[0.16193647951025103],[0.09947314888099323],0.0007490624202608585,COMPLETE
145,0.10133803168106259,0.1374002580811189,2024-12-23 23:16:58.402565,2024-12-23 23:17:03.296769,0 days 00:00:04.894204,0.022726072747025775,64,0.2,196,100,7.088718525800535e-05,524,0.00019667226930743283,1,1,adam,"{'neurons_per_layer_encoder': [196], 'neurons_per_layer_decoder': [196]}",196,[196],[196],[0.10133803168106259],[0.1374002580811189],0.13855359249353416,COMPLETE
146,0.23659669150737173,0.16418039654368344,2024-12-23 23:16:59.364010,2024-12-23 23:17:03.615581,0 days 00:00:04.251571,0.050958741884904936,64,0.2,128,100,1.5990365301524586e-05,200,0.0006714064725549385,1,1,adam,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128]}",128,[128],[128],[0.23659669150737173],[0.16418039654368344],-0.667836816140607,COMPLETE
147,-0.029189348739609988,0.17250809514728305,2024-12-23 23:17:01.181725,2024-12-23 23:17:04.682803,0 days 00:00:03.501078,0.05201545221607955,64,0.2,128,100,1.486709835695906e-05,216,0.0017794071866032602,1,1,adam,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128]}",128,[128],[128],[-0.029189348739609988],[0.17250809514728305],-1.26583758646777,COMPLETE
148,-0.1610758540705206,0.06839520864570892,2024-12-23 23:17:01.816247,2024-12-23 23:17:04.903318,0 days 00:00:03.087071,0.05245728288379564,64,0.2,128,100,1.5120100653124325e-05,232,0.0005941878305135787,1,1,adam,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128]}",128,[128],[128],[-0.1610758540705206],[0.06839520864570892],-1.006711146380338,COMPLETE
149,-6.141087336764313,0.01787842451508259,2024-12-23 23:17:02.253715,2024-12-23 23:17:03.993408,0 days 00:00:01.739693,0.0518031617904837,56,0.2,132,100,1.5635729340627774e-05,220,0.0006309716507028132,1,1,adadelta,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132]}",132,[132],[132],[-6.141087336764313],[0.01787842451508259],0.31278181721423604,COMPLETE
150,-3.2807525673711773,0.12641462938031856,2024-12-23 23:17:03.260274,2024-12-23 23:17:06.901664,0 days 00:00:03.641390,0.05182601681247265,56,0.2,128,100,1.5670460817037748e-05,200,0.0006640183601881679,1,1,adadelta,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128]}",128,[128],[128],[-3.2807525673711773],[0.12641462938031856],0.20350877817656968,COMPLETE
151,-5.9477181610632535,-0.11356082896433883,2024-12-23 23:17:03.305411,2024-12-23 23:17:07.132664,0 days 00:00:03.827253,0.030508838312674796,56,0.2,128,100,1.4822709445151353e-05,1112,0.0006319090941140667,4,3,adadelta,"{'neurons_per_layer_encoder': [128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128, 64]}",128,"[512, 256, 128, 64]","[128, 256, 512]",[-5.9477181610632535],[-0.11356082896433883],0.3839208240023362,COMPLETE
152,-5.973865915056827,-0.11078567668196304,2024-12-23 23:17:03.622775,2024-12-23 23:17:07.591595,0 days 00:00:03.968820,0.025544783929269343,56,0.2,132,100,2.1449249490442534e-05,1304,0.0006188732886037456,4,3,adadelta,"{'neurons_per_layer_encoder': [132, 264, 528], 'neurons_per_layer_decoder': [528, 264, 132, 66]}",132,"[528, 264, 132, 66]","[132, 264, 528]",[-5.973865915056827],[-0.11078567668196304],0.30187075267702473,COMPLETE
153,-4.92473994602371,-0.09736712971983885,2024-12-23 23:17:04.000200,2024-12-23 23:17:06.554604,0 days 00:00:02.554404,0.031078479368815092,56,0.2,180,100,0.00042469052932477073,1752,1.9253358004661926e-05,4,3,sgd,"{'neurons_per_layer_encoder': [180, 360, 720], 'neurons_per_layer_decoder': [720, 360, 180, 90]}",180,"[720, 360, 180, 90]","[180, 360, 720]",[-4.92473994602371],[-0.09736712971983885],0.9246966140340718,COMPLETE
154,-1.3796227017426812,-0.18371621020239526,2024-12-23 23:17:04.690579,2024-12-23 23:17:08.602096,0 days 00:00:03.911517,0.026173615617233213,56,0.2,36,100,7.081253137359887e-06,344,0.004603702220896765,4,3,sgd,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72, 36, 18]}",36,"[144, 72, 36, 18]","[36, 72, 144]",[-1.3796227017426812],[-0.18371621020239526],0.3475191267255874,COMPLETE
155,-1.4659351415206583,-0.5303870449408459,2024-12-23 23:17:04.912284,2024-12-23 23:17:10.384113,0 days 00:00:05.471829,0.024421275007173844,56,0.2,180,100,2.1621252321859514e-05,792,1.2395034769273189e-05,4,3,sgd,"{'neurons_per_layer_encoder': [180, 360, 720], 'neurons_per_layer_decoder': [720, 360, 180, 90]}",180,"[720, 360, 180, 90]","[180, 360, 720]",[-1.4659351415206583],[-0.5303870449408459],0.5127332161529354,COMPLETE
156,-4.5769400724786555,-0.1414309935267255,2024-12-23 23:17:06.567853,2024-12-23 23:17:12.590450,0 days 00:00:06.022597,0.06561057705243571,56,0.4,160,100,9.081505976725597e-06,2136,1.2862154568983147e-05,4,4,adadelta,"{'neurons_per_layer_encoder': [160, 320, 640, 1280], 'neurons_per_layer_decoder': [1280, 640, 320, 160]}",160,"[1280, 640, 320, 160]","[160, 320, 640, 1280]",[-4.5769400724786555],[-0.1414309935267255],0.4625471386009571,COMPLETE
157,-0.007556375652249425,0.05766571635942086,2024-12-23 23:17:06.911686,2024-12-23 23:17:16.157730,0 days 00:00:09.246044,0.05506104827583438,48,0.4,36,100,6.92597772012525e-06,712,0.0001399723642708559,4,4,adam,"{'neurons_per_layer_encoder': [36, 72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72, 36]}",36,"[288, 144, 72, 36]","[36, 72, 144, 288]",[-0.007556375652249425],[0.05766571635942086],0.47383693844653724,COMPLETE
158,-0.4561576728009009,-0.017663813880067547,2024-12-23 23:17:07.143191,2024-12-23 23:17:15.935708,0 days 00:00:08.792517,0.04032902160908696,48,0.4,36,100,7.3667448559632695e-06,744,0.00013769968393909592,4,4,adam,"{'neurons_per_layer_encoder': [36, 72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72, 36]}",36,"[288, 144, 72, 36]","[36, 72, 144, 288]",[-0.4561576728009009],[-0.017663813880067547],0.5384824529802504,COMPLETE
159,0.001780585484132069,0.020729665164084476,2024-12-23 23:17:07.599713,2024-12-23 23:17:18.036957,0 days 00:00:10.437244,0.03939798498184699,48,0.4,96,100,7.036494806997003e-06,824,0.00013449043016652783,4,4,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192, 96]}",96,"[768, 384, 192, 96]","[96, 192, 384, 768]",[0.001780585484132069],[0.020729665164084476],0.4737026228059415,COMPLETE
160,0.29812230711927923,0.13922273809490116,2024-12-23 23:17:08.609468,2024-12-23 23:17:24.690544,0 days 00:00:16.081076,0.04792795127209153,48,0.4,156,100,1.1231875122468714e-05,2200,0.0011604227976426053,4,4,adam,"{'neurons_per_layer_encoder': [156, 312, 624, 1248], 'neurons_per_layer_decoder': [1248, 624, 312, 156]}",156,"[1248, 624, 312, 156]","[156, 312, 624, 1248]",[0.29812230711927923],[0.13922273809490116],0.6113101947599442,COMPLETE
161,0.17390369893020363,0.1279050823985518,2024-12-23 23:17:10.392574,2024-12-23 23:17:29.771894,0 days 00:00:19.379320,0.05577450555167703,48,0.30000000000000004,156,100,9.371666887970596e-06,3336,0.0010884499359153474,4,4,adam,"{'neurons_per_layer_encoder': [156, 312, 624, 1248], 'neurons_per_layer_decoder': [1248, 624, 312, 156]}",156,"[1248, 624, 312, 156]","[156, 312, 624, 1248]",[0.17390369893020363],[0.1279050823985518],0.508798437627355,COMPLETE
162,0.011795972235239982,-0.41176869161131147,2024-12-23 23:17:15.944639,2024-12-23 23:17:39.481579,0 days 00:00:23.536940,0.048374206743454815,48,0.30000000000000004,248,100,1.149996966104941e-05,5512,0.00025384013682766386,4,4,adam,"{'neurons_per_layer_encoder': [248, 496, 992, 1984], 'neurons_per_layer_decoder': [1984, 992, 496, 248]}",248,"[1984, 992, 496, 248]","[248, 496, 992, 1984]",[0.011795972235239982],[-0.41176869161131147],0.6033622867607374,COMPLETE
163,0.19753880702431903,0.03190329101158196,2024-12-23 23:17:16.166425,2024-12-23 23:17:27.290374,0 days 00:00:11.123949,0.09705137656198995,72,0.30000000000000004,120,100,1.1180167938419516e-05,840,0.0009109170864154762,2,3,adam,"{'neurons_per_layer_encoder': [120, 240, 480], 'neurons_per_layer_decoder': [480, 240]}",120,"[480, 240]","[120, 240, 480]",[0.19753880702431903],[0.03190329101158196],0.03236110577404162,COMPLETE
164,0.1668835868304941,0.24830559092887672,2024-12-23 23:17:18.045743,2024-12-23 23:17:29.199494,0 days 00:00:11.153751,0.03575285549776237,64,0.30000000000000004,120,100,1.1487188302782687e-05,1032,0.0010780145003119513,2,3,adam,"{'neurons_per_layer_encoder': [120, 240, 480], 'neurons_per_layer_decoder': [480, 240]}",120,"[480, 240]","[120, 240, 480]",[0.1668835868304941],[0.24830559092887672],0.12894301865877048,COMPLETE
165,-0.48270081517216945,0.15340810245446446,2024-12-23 23:17:27.298633,2024-12-23 23:17:37.564542,0 days 00:00:10.265909,0.04704815633228312,112,0.30000000000000004,156,100,1.1591032539025615e-05,1448,7.193142316462571e-05,4,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624, 312, 156, 78]}",156,"[624, 312, 156, 78]","[156, 312, 624]",[-0.48270081517216945],[0.15340810245446446],0.5506792152981961,COMPLETE
166,0.21557018639109382,0.22655774353213476,2024-12-23 23:17:29.780771,2024-12-23 23:17:38.860350,0 days 00:00:09.079579,0.049650871073201604,104,0.30000000000000004,164,100,1.2083189632115987e-05,1624,0.0015240499565167165,2,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656, 328]}",164,"[656, 328]","[164, 328, 656]",[0.21557018639109382],[0.22655774353213476],0.43004120700937876,COMPLETE
