number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_relative_deterioration,state
48,0.030389741643471857,0.1979606145037982,2024-12-23 23:13:31.074988,2024-12-23 23:13:35.821067,0 days 00:00:04.746079,0.031904184018575615,40,0.4,52,100,2.5328781821056066e-06,376,0.0001342906790752048,2,3,adam,"{'neurons_per_layer_encoder': [52, 104, 208], 'neurons_per_layer_decoder': [208, 104]}",52,"[208, 104]","[52, 104, 208]",[0.030389741643471857],[0.1979606145037982],0.3640413618477358,COMPLETE
49,0.32653925521146265,0.1079568249271946,2024-12-23 23:13:31.748523,2024-12-23 23:13:37.113334,0 days 00:00:05.364811,0.031383940862902686,48,0.4,52,100,2.597748000299449e-06,376,0.0031205187447459946,2,3,adam,"{'neurons_per_layer_encoder': [52, 104, 208], 'neurons_per_layer_decoder': [208, 104]}",52,"[208, 104]","[52, 104, 208]",[0.32653925521146265],[0.1079568249271946],-0.4690549288268122,COMPLETE
50,0.12554314183396154,0.12515801314454145,2024-12-23 23:13:33.694343,2024-12-23 23:13:39.806574,0 days 00:00:06.112231,0.03317915153585244,48,0.4,144,100,2.6619447159908214e-06,1080,0.003352056744776945,2,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576, 288]}",144,"[576, 288]","[144, 288, 576]",[0.12554314183396154],[0.12515801314454145],-0.27085757564105123,COMPLETE
51,0.31590394644713526,0.1885159685641561,2024-12-23 23:13:34.396962,2024-12-23 23:13:41.959381,0 days 00:00:07.562419,0.02939440059479337,48,0.4,88,100,2.8938600304863617e-06,536,0.0030814507340777095,2,3,adam,"{'neurons_per_layer_encoder': [88, 176, 352], 'neurons_per_layer_decoder': [352, 176]}",88,"[352, 176]","[88, 176, 352]",[0.31590394644713526],[0.1885159685641561],-0.42977422242945434,COMPLETE
52,0.20044733369055256,0.1734428203407452,2024-12-23 23:13:35.828255,2024-12-23 23:13:44.326572,0 days 00:00:08.498317,0.05753147482537997,48,0.4,88,100,1.4992866428444114e-06,552,4.379157587552023e-05,1,3,adam,"{'neurons_per_layer_encoder': [88, 176, 352], 'neurons_per_layer_decoder': [352]}",88,[352],"[88, 176, 352]",[0.20044733369055256],[0.1734428203407452],0.3247399922142805,COMPLETE
53,0.08088480180126667,-0.006233448695782462,2024-12-23 23:13:37.121859,2024-12-23 23:14:06.967938,0 days 00:00:29.846079,0.05927036638869252,48,0.4,204,100,9.025020717378534e-05,4872,2.4438028609049725e-05,1,4,adam,"{'neurons_per_layer_encoder': [204, 408, 816, 1632], 'neurons_per_layer_decoder': [1632]}",204,[1632],"[204, 408, 816, 1632]",[0.08088480180126667],[-0.006233448695782462],0.9216527408180507,COMPLETE
54,0.039893713241791695,0.04924293852548389,2024-12-23 23:13:37.486784,2024-12-23 23:14:04.505531,0 days 00:00:27.018747,0.05923653879681375,64,0.1,200,100,0.00010329086987801994,4536,2.222196912325428e-05,2,4,adam,"{'neurons_per_layer_encoder': [200, 400, 800, 1600], 'neurons_per_layer_decoder': [1600, 800]}",200,"[1600, 800]","[200, 400, 800, 1600]",[0.039893713241791695],[0.04924293852548389],0.9407207744952878,COMPLETE
55,-3.797156671555366,-0.030658748407620395,2024-12-23 23:13:37.877427,2024-12-23 23:13:49.313722,0 days 00:00:11.436295,0.1390264581109899,96,0.1,204,100,8.560094591167415e-05,4824,4.407134887523645e-05,1,4,sgd,"{'neurons_per_layer_encoder': [204, 408, 816, 1632], 'neurons_per_layer_decoder': [1632]}",204,[1632],"[204, 408, 816, 1632]",[-3.797156671555366],[-0.030658748407620395],0.8440190624770069,COMPLETE
56,0.2757424783395366,0.14686668998384578,2024-12-23 23:13:39.818066,2024-12-23 23:14:08.958779,0 days 00:00:29.140713,0.1318605755631102,56,0.30000000000000004,192,100,7.715247191728031e-05,4264,2.700922236435277e-05,1,4,adam,"{'neurons_per_layer_encoder': [192, 384, 768, 1536], 'neurons_per_layer_decoder': [1536]}",192,[1536],"[192, 384, 768, 1536]",[0.2757424783395366],[0.14686668998384578],0.9190421762392432,COMPLETE
57,-0.04411914595194011,0.17439709358704691,2024-12-23 23:13:41.967545,2024-12-23 23:14:02.330315,0 days 00:00:20.362770,0.018087328867152936,40,0.30000000000000004,88,100,1.764651206998013e-06,1304,2.09960587519016e-05,1,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704]}",88,[704],"[88, 176, 352, 704]",[-0.04411914595194011],[0.17439709358704691],0.155868846753455,COMPLETE
58,0.0015664969737164691,0.07165402028689227,2024-12-23 23:13:44.334579,2024-12-23 23:14:09.905471,0 days 00:00:25.570892,0.022073038651183017,96,0.30000000000000004,200,100,0.00015145678894663568,4408,0.0013192174579761994,1,4,adam,"{'neurons_per_layer_encoder': [200, 400, 800, 1600], 'neurons_per_layer_decoder': [1600]}",200,[1600],"[200, 400, 800, 1600]",[0.0015664969737164691],[0.07165402028689227],0.8613087101160668,COMPLETE
59,0.19276157952059658,0.2152189121030449,2024-12-23 23:13:49.321815,2024-12-23 23:14:07.046998,0 days 00:00:17.725183,0.022182872710643675,48,0.30000000000000004,52,100,0.00010756083132701265,712,0.0013643710919760273,1,4,adam,"{'neurons_per_layer_encoder': [52, 104, 208, 416], 'neurons_per_layer_decoder': [416]}",52,[416],"[52, 104, 208, 416]",[0.19276157952059658],[0.2152189121030449],0.6961989176772625,COMPLETE
60,0.2232120963441997,0.16693707821840298,2024-12-23 23:14:02.337154,2024-12-23 23:14:11.707264,0 days 00:00:09.370110,0.02435935793191755,64,0.30000000000000004,52,100,0.0001239376923485966,712,0.001317168826981682,2,4,adam,"{'neurons_per_layer_encoder': [52, 104, 208, 416], 'neurons_per_layer_decoder': [416, 208]}",52,"[416, 208]","[52, 104, 208, 416]",[0.2232120963441997],[0.16693707821840298],0.7858596156599482,COMPLETE
61,0.24546034851995246,0.20929437569964482,2024-12-23 23:14:04.513953,2024-12-23 23:14:11.701420,0 days 00:00:07.187467,0.025121767193955587,40,0.30000000000000004,48,100,1.005529383704068e-06,440,0.0011773211667920266,1,3,adam,"{'neurons_per_layer_encoder': [48, 96, 192], 'neurons_per_layer_decoder': [192]}",48,[192],"[48, 96, 192]",[0.24546034851995246],[0.20929437569964482],-0.39943048118103014,COMPLETE
62,0.2690896162867088,0.20617562760980912,2024-12-23 23:14:06.983765,2024-12-23 23:14:13.093639,0 days 00:00:06.109874,0.023082346579432204,40,0.30000000000000004,56,100,8.434188110536982e-06,456,0.0013326815700194915,2,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112]}",56,"[224, 112]","[56, 112, 224]",[0.2690896162867088],[0.20617562760980912],-0.09339531752521422,COMPLETE
63,0.21995390179872754,0.19159882152543628,2024-12-23 23:14:07.055469,2024-12-23 23:14:13.456067,0 days 00:00:06.400598,0.1289903709070706,40,0.30000000000000004,56,100,3.8044968458487207e-06,472,0.0026037095555880435,2,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112]}",56,"[224, 112]","[56, 112, 224]",[0.21995390179872754],[0.19159882152543628],-0.5004085344507592,COMPLETE
64,0.1558349708108595,0.2703753347272988,2024-12-23 23:14:08.968264,2024-12-23 23:14:15.106004,0 days 00:00:06.137740,0.025984872975321816,40,0.30000000000000004,56,100,3.8054368908639527e-06,488,0.0013994866505843105,2,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112]}",56,"[224, 112]","[56, 112, 224]",[0.1558349708108595],[0.2703753347272988],-0.30550347837042524,COMPLETE
65,0.09039661116201869,-0.23833597281765084,2024-12-23 23:14:09.912868,2024-12-23 23:14:17.074481,0 days 00:00:07.161613,0.012173445666458824,40,0.30000000000000004,88,100,3.94794382673829e-06,3080,0.0027267192118303465,2,5,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704, 1408], 'neurons_per_layer_decoder': [1408, 704]}",88,"[1408, 704]","[88, 176, 352, 704, 1408]",[0.09039661116201869],[-0.23833597281765084],0.14179762396655293,COMPLETE
66,0.08374148835707085,0.22589391832292083,2024-12-23 23:14:11.711194,2024-12-23 23:14:27.985621,0 days 00:00:16.274427,0.013239531964877389,40,0.30000000000000004,236,100,8.19165463029101e-06,2008,0.002533307508467929,2,3,adam,"{'neurons_per_layer_encoder': [236, 472, 944], 'neurons_per_layer_decoder': [944, 472]}",236,"[944, 472]","[236, 472, 944]",[0.08374148835707085],[0.22589391832292083],0.18677363314408896,COMPLETE
67,0.26059986173542193,0.09132274414027508,2024-12-23 23:14:11.715141,2024-12-23 23:14:20.804804,0 days 00:00:09.089663,0.09284168738594191,40,0.30000000000000004,84,100,3.7632510873541357e-06,760,0.0024078217155813343,2,3,adam,"{'neurons_per_layer_encoder': [84, 168, 336], 'neurons_per_layer_decoder': [336, 168]}",84,"[336, 168]","[84, 168, 336]",[0.26059986173542193],[0.09132274414027508],-0.5987709833497263,COMPLETE
68,0.31982097051446556,0.10445130041269712,2024-12-23 23:14:13.100608,2024-12-23 23:14:38.986351,0 days 00:00:25.885743,0.012101130738319794,32,0.30000000000000004,60,100,3.3380349404905428e-06,2008,0.0007164194998743999,4,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240, 120]}",60,"[960, 480, 240, 120]","[60, 120, 240, 480, 960]",[0.31982097051446556],[0.10445130041269712],0.12838179616432618,COMPLETE
69,0.23862860220348237,0.22906715531843358,2024-12-23 23:14:13.469114,2024-12-23 23:15:47.690740,0 days 00:01:34.221626,0.08991355918526169,32,0.30000000000000004,236,100,3.08210782053765e-05,11272,0.0007221581013760748,2,5,adam,"{'neurons_per_layer_encoder': [236, 472, 944, 1888, 3776], 'neurons_per_layer_decoder': [3776, 1888]}",236,"[3776, 1888]","[236, 472, 944, 1888, 3776]",[0.23862860220348237],[0.22906715531843358],0.8938724584757185,COMPLETE
70,0.08590392194080576,0.03934891867731094,2024-12-23 23:14:15.114682,2024-12-23 23:14:29.484603,0 days 00:00:14.369921,0.09429296749564012,104,0.2,20,100,8.584677842219137e-06,680,0.0007266972545330901,4,5,adam,"{'neurons_per_layer_encoder': [20, 40, 80, 160, 320], 'neurons_per_layer_decoder': [320, 160, 80, 40]}",20,"[320, 160, 80, 40]","[20, 40, 80, 160, 320]",[0.08590392194080576],[0.03934891867731094],0.07298456874716655,COMPLETE
71,-4.33765095978731,-0.06048154699293806,2024-12-23 23:14:17.085089,2024-12-23 23:14:22.622460,0 days 00:00:05.537371,0.1059108889569929,104,0.2,20,100,9.167985591760981e-06,680,0.000799878201512103,4,5,sgd,"{'neurons_per_layer_encoder': [20, 40, 80, 160, 320], 'neurons_per_layer_decoder': [320, 160, 80, 40]}",20,"[320, 160, 80, 40]","[20, 40, 80, 160, 320]",[-4.33765095978731],[-0.06048154699293806],0.33608900847631035,COMPLETE
72,-3.7244903293923954,-0.13922547015397724,2024-12-23 23:14:20.814796,2024-12-23 23:14:35.798993,0 days 00:00:14.984197,0.10299617376667992,104,0.2,64,100,8.763390664497678e-06,1240,0.0008322822958756956,4,5,sgd,"{'neurons_per_layer_encoder': [64, 128, 256, 512, 1024], 'neurons_per_layer_decoder': [1024, 512, 256, 128]}",64,"[1024, 512, 256, 128]","[64, 128, 256, 512, 1024]",[-3.7244903293923954],[-0.13922547015397724],0.3802944181154323,COMPLETE
73,-6.160908661110292,-0.03635959238956721,2024-12-23 23:14:22.633100,2024-12-23 23:14:35.025322,0 days 00:00:12.392222,0.040255411019916386,56,0.2,60,100,3.0462727496556e-05,2056,0.004526742827021855,4,5,adadelta,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240, 120]}",60,"[960, 480, 240, 120]","[60, 120, 240, 480, 960]",[-6.160908661110292],[-0.03635959238956721],0.5986083111994517,COMPLETE
74,-2.550525713430381,-0.7640514565264378,2024-12-23 23:14:27.996383,2024-12-23 23:14:42.815002,0 days 00:00:14.818619,0.08785325665690391,32,0.2,64,100,6.224140055616607e-05,1256,0.0016748417428269855,4,5,adadelta,"{'neurons_per_layer_encoder': [64, 128, 256, 512, 1024], 'neurons_per_layer_decoder': [1024, 512, 256, 128]}",64,"[1024, 512, 256, 128]","[64, 128, 256, 512, 1024]",[-2.550525713430381],[-0.7640514565264378],0.7231737424879853,COMPLETE
75,-4.111575420273274,-0.4688799357897615,2024-12-23 23:14:29.492017,2024-12-23 23:14:36.978632,0 days 00:00:07.486615,0.06817093473738951,32,0.2,64,100,2.972912974490694e-05,118,0.0018782105754927675,4,1,adadelta,"{'neurons_per_layer_encoder': [64], 'neurons_per_layer_decoder': [64, 32, 16, 8]}",64,"[64, 32, 16, 8]",[64],[-4.111575420273274],[-0.4688799357897615],0.07970560577676744,COMPLETE
76,-0.23212739558063689,0.00266087276623872,2024-12-23 23:14:35.033173,2024-12-23 23:14:45.431874,0 days 00:00:10.398701,0.06699799538429256,96,0.2,40,100,3.640609399005133e-05,76,0.0019362870982777068,5,1,adam,"{'neurons_per_layer_encoder': [40], 'neurons_per_layer_decoder': [40, 20, 10, 8, 8]}",40,"[40, 20, 10, 8, 8]",[40],[-0.23212739558063689],[0.00266087276623872],-0.17754946539635047,COMPLETE
77,0.17477146536933474,0.1225450726709103,2024-12-23 23:14:35.819750,2024-12-23 23:14:46.199325,0 days 00:00:10.379575,0.08622817225793153,32,0.1,44,100,1.5474731386571967e-05,80,0.0015843513487429652,5,1,adam,"{'neurons_per_layer_encoder': [44], 'neurons_per_layer_decoder': [44, 22, 11, 8, 8]}",44,"[44, 22, 11, 8, 8]",[44],[0.17477146536933474],[0.1225450726709103],-0.4508821571907232,COMPLETE
78,-0.7127010440312247,0.024588542016017345,2024-12-23 23:14:36.989388,2024-12-23 23:14:50.852695,0 days 00:00:13.863307,0.19840822842716913,96,0.1,256,100,1.4563727277591484e-05,824,8.513025359835146e-05,5,2,adam,"{'neurons_per_layer_encoder': [256, 512], 'neurons_per_layer_decoder': [512, 256, 128, 64, 32]}",256,"[512, 256, 128, 64, 32]","[256, 512]",[-0.7127010440312247],[0.024588542016017345],0.27250720700161807,COMPLETE
79,0.10160830706972224,0.05196864130037604,2024-12-23 23:14:39.004664,2024-12-23 23:14:53.655569,0 days 00:00:14.650905,0.11807171721409172,120,0.1,256,100,1.3795493336016054e-05,1080,0.0018051182455102166,5,3,adam,"{'neurons_per_layer_encoder': [256, 512, 1024], 'neurons_per_layer_decoder': [1024, 512, 256, 128, 64]}",256,"[1024, 512, 256, 128, 64]","[256, 512, 1024]",[0.10160830706972224],[0.05196864130037604],0.4332009942707773,COMPLETE
80,-4.52576536089403,0.028603952754774897,2024-12-23 23:14:42.836250,2024-12-23 23:14:51.315471,0 days 00:00:08.479221,0.02851139110370118,112,0.1,44,100,5.113948916350708e-06,808,7.807752196588994e-05,3,4,adam,"{'neurons_per_layer_encoder': [44, 88, 176, 352], 'neurons_per_layer_decoder': [352, 176, 88]}",44,"[352, 176, 88]","[44, 88, 176, 352]",[-4.52576536089403],[0.028603952754774897],-0.19101626710562916,COMPLETE
81,-0.37210853221494,0.18301472336684332,2024-12-23 23:14:45.440963,2024-12-23 23:14:56.925146,0 days 00:00:11.484183,0.1962536209136239,112,0.1,256,100,1.5246124719492007e-05,856,9.268434416386103e-05,3,2,adam,"{'neurons_per_layer_encoder': [256, 512], 'neurons_per_layer_decoder': [512, 256, 128]}",256,"[512, 256, 128]","[256, 512]",[-0.37210853221494],[0.18301472336684332],0.324705572409075,COMPLETE
82,-2.729220382470336,-0.3131267982069934,2024-12-23 23:14:46.208889,2024-12-23 23:14:55.715134,0 days 00:00:09.506245,0.027760977125912162,120,0.1,252,100,5.437803952487641e-06,1064,0.004007717917145165,3,3,sgd,"{'neurons_per_layer_encoder': [252, 504, 1008], 'neurons_per_layer_decoder': [1008, 504, 252]}",252,"[1008, 504, 252]","[252, 504, 1008]",[-2.729220382470336],[-0.3131267982069934],0.08278689510389994,COMPLETE
83,-5.501088888420416,-0.06122427550861809,2024-12-23 23:14:50.861889,2024-12-23 23:14:54.689265,0 days 00:00:03.827376,0.12090121764610796,120,0.2,72,100,5.408590803767087e-06,536,0.0037765941391503296,3,3,sgd,"{'neurons_per_layer_encoder': [72, 144, 288], 'neurons_per_layer_decoder': [288, 144, 72]}",72,"[288, 144, 72]","[72, 144, 288]",[-5.501088888420416],[-0.06122427550861809],0.06354417279035547,COMPLETE
84,-4.480953944468252,-0.04665302920121417,2024-12-23 23:14:51.328110,2024-12-23 23:14:55.134081,0 days 00:00:03.805971,0.12280136295610428,120,0.2,76,100,1.1777273863772864e-05,568,0.003132953469505288,3,3,sgd,"{'neurons_per_layer_encoder': [76, 152, 304], 'neurons_per_layer_decoder': [304, 152, 76]}",76,"[304, 152, 76]","[76, 152, 304]",[-4.480953944468252],[-0.04665302920121417],0.1213450818740721,COMPLETE
85,-0.4613521735572097,-0.2334645759859253,2024-12-23 23:14:53.663462,2024-12-23 23:15:02.402852,0 days 00:00:08.739390,0.05190342064293765,56,0.2,76,100,1.1152891359300934e-05,600,0.0009983849227676034,3,3,sgd,"{'neurons_per_layer_encoder': [76, 152, 304], 'neurons_per_layer_decoder': [304, 152, 76]}",76,"[304, 152, 76]","[76, 152, 304]",[-0.4613521735572097],[-0.2334645759859253],0.45368436865483075,COMPLETE
86,0.28435525783279636,0.4374112981713224,2024-12-23 23:14:54.696634,2024-12-23 23:15:10.908934,0 days 00:00:16.212300,0.05174317130401444,56,0.2,156,100,1.0871669003841355e-05,1432,0.0010844118367646205,3,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624, 312, 156]}",156,"[624, 312, 156]","[156, 312, 624]",[0.28435525783279636],[0.4374112981713224],0.4964653382047224,COMPLETE
87,0.25319399185173974,0.09570435162001445,2024-12-23 23:14:55.181895,2024-12-23 23:15:10.503347,0 days 00:00:15.321452,0.02723817635595431,56,0.2,164,100,1.8704386568450345e-06,1400,0.00027218856633267485,3,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656, 328, 164]}",164,"[656, 328, 164]","[164, 328, 656]",[0.25319399185173974],[0.09570435162001445],-0.10039019270538856,COMPLETE
88,0.0029221630254057107,0.23657455813425776,2024-12-23 23:14:55.724784,2024-12-23 23:15:06.932864,0 days 00:00:11.208080,0.051870808716344224,56,0.2,28,100,7.4050261854880035e-06,424,0.0004273272258221693,3,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56]}",28,"[224, 112, 56]","[28, 56, 112, 224]",[0.0029221630254057107],[0.23657455813425776],0.25673678164204794,COMPLETE
89,0.11422104210875295,0.2152211701833634,2024-12-23 23:14:56.933092,2024-12-23 23:15:08.753848,0 days 00:00:11.820756,0.14663011927905203,72,0.2,28,100,1.0790098465055437e-06,488,0.0011266601032224913,4,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",28,"[224, 112, 56, 28]","[28, 56, 112, 224]",[0.11422104210875295],[0.2152211701833634],-0.17410472866481236,COMPLETE
90,0.14670736533446727,0.2245879644177996,2024-12-23 23:15:02.411373,2024-12-23 23:15:14.756479,0 days 00:00:12.345106,0.03745384679819011,64,0.2,28,100,1.0882151094042326e-06,408,0.0010972492640599827,4,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",28,"[224, 112, 56, 28]","[28, 56, 112, 224]",[0.14670736533446727],[0.2245879644177996],-0.13805221835318593,COMPLETE
91,-4.153739969499467,-0.10495589767876767,2024-12-23 23:15:06.939829,2024-12-23 23:15:14.475399,0 days 00:00:07.535570,0.019078823958896735,72,0.2,28,100,1.0472669766885664e-05,504,0.0002672255012866783,4,4,adadelta,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",28,"[224, 112, 56, 28]","[28, 56, 112, 224]",[-4.153739969499467],[-0.10495589767876767],0.264902006749912,COMPLETE
92,-2.7719602727351713,0.007250057529114784,2024-12-23 23:15:08.771974,2024-12-23 23:15:28.796073,0 days 00:00:20.024099,0.019979078154185686,72,0.2,180,100,7.359389509056304e-06,1512,0.0022280651178629074,4,4,adadelta,"{'neurons_per_layer_encoder': [180, 360, 720, 1440], 'neurons_per_layer_decoder': [1440, 720, 360, 180]}",180,"[1440, 720, 360, 180]","[180, 360, 720, 1440]",[-2.7719602727351713],[0.007250057529114784],0.5030510882874215,COMPLETE
93,-2.1312831823931075,0.03737668319343157,2024-12-23 23:15:10.513009,2024-12-23 23:15:22.258096,0 days 00:00:11.745087,0.10418272588235164,72,0.2,28,100,2.450380908279463e-05,408,0.0022053600804082018,4,4,adadelta,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",28,"[224, 112, 56, 28]","[28, 56, 112, 224]",[-2.1312831823931075],[0.03737668319343157],0.4026569095988248,COMPLETE
94,-4.4985353279010285,-0.07573641435265555,2024-12-23 23:15:10.916623,2024-12-23 23:15:18.353086,0 days 00:00:07.436463,0.04170440111703015,64,0.2,180,100,2.4917754921932687e-05,1544,1.052224289354038e-05,2,3,adadelta,"{'neurons_per_layer_encoder': [180, 360, 720], 'neurons_per_layer_decoder': [720, 360]}",180,"[720, 360]","[180, 360, 720]",[-4.4985353279010285],[-0.07573641435265555],0.4230607411881786,COMPLETE
95,-5.076058405725723,-0.07501786453328108,2024-12-23 23:15:14.484003,2024-12-23 23:15:21.295597,0 days 00:00:06.811594,0.04134837911164464,64,0.2,160,100,2.539889677868917e-05,1480,0.001226801150817991,2,3,adadelta,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640, 320]}",160,"[640, 320]","[160, 320, 640]",[-5.076058405725723],[-0.07501786453328108],0.3972521305520898,COMPLETE
96,-3.137392713680473,0.013491642710110496,2024-12-23 23:15:14.766611,2024-12-23 23:15:29.638771,0 days 00:00:14.872160,0.042503467234059636,64,0.2,160,100,2.5525673177971016e-05,1512,0.0012292152769274973,2,3,adadelta,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640, 320]}",160,"[640, 320]","[160, 320, 640]",[-3.137392713680473],[0.013491642710110496],0.6177859039763391,COMPLETE
97,0.0610896030172855,0.14280664576036672,2024-12-23 23:15:18.361968,2024-12-23 23:15:32.744837,0 days 00:00:14.382869,0.037538691224610087,64,0.2,160,100,3.856531421642817e-05,1464,0.001170520032772093,3,3,adam,"{'neurons_per_layer_encoder': [160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",160,"[640, 320, 160]","[160, 320, 640]",[0.0610896030172855],[0.14280664576036672],0.6249543235437945,COMPLETE
98,0.23710409745740058,0.17684617497533495,2024-12-23 23:15:21.302882,2024-12-23 23:15:31.542253,0 days 00:00:10.239371,0.05553248449682259,64,0.2,132,100,1.7460970522134476e-05,400,0.0006298550037586917,3,2,adam,"{'neurons_per_layer_encoder': [132, 264], 'neurons_per_layer_decoder': [264, 132, 66]}",132,"[264, 132, 66]","[132, 264]",[0.23710409745740058],[0.17684617497533495],0.10067774154876374,COMPLETE
99,0.13412204202803835,0.12964307567891586,2024-12-23 23:15:22.267260,2024-12-23 23:15:32.696871,0 days 00:00:10.429611,0.03694385607395425,64,0.2,136,100,6.142605309009347e-05,616,0.0006374930096969944,3,2,adam,"{'neurons_per_layer_encoder': [136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",136,"[272, 136, 68]","[136, 272]",[0.13412204202803835],[0.12964307567891586],0.5051613329512757,COMPLETE
100,0.17915789046107722,0.04211470824222374,2024-12-23 23:15:28.805585,2024-12-23 23:15:41.009138,0 days 00:00:12.203553,0.05544791023915294,56,0.2,124,100,0.0009752599755166386,608,0.0009001378282412366,3,2,adam,"{'neurons_per_layer_encoder': [124, 248], 'neurons_per_layer_decoder': [248, 124, 62]}",124,"[248, 124, 62]","[124, 248]",[0.17915789046107722],[0.04211470824222374],0.9142562615085313,COMPLETE
101,0.15749363505977776,-0.05259495263536618,2024-12-23 23:15:29.648867,2024-12-23 23:15:42.648723,0 days 00:00:12.999856,0.05496947895434135,56,0.2,132,100,4.1947680087766684e-05,1000,0.0006528928011582978,3,3,adam,"{'neurons_per_layer_encoder': [132, 264, 528], 'neurons_per_layer_decoder': [528, 264, 132]}",132,"[528, 264, 132]","[132, 264, 528]",[0.15749363505977776],[-0.05259495263536618],0.6423199790782992,COMPLETE
102,0.02569532800349772,-0.48360669250954946,2024-12-23 23:15:31.549059,2024-12-23 23:15:41.205467,0 days 00:00:09.656408,0.06228893571557334,56,0.2,124,100,4.086545579834982e-05,1000,0.0014303427907027119,3,3,adam,"{'neurons_per_layer_encoder': [124, 248, 496], 'neurons_per_layer_decoder': [496, 248, 124]}",124,"[496, 248, 124]","[124, 248, 496]",[0.02569532800349772],[-0.48360669250954946],0.5072226576991464,COMPLETE
103,-0.5204064600578737,0.014504158302520387,2024-12-23 23:15:32.709496,2024-12-23 23:15:45.908947,0 days 00:00:13.199451,0.06351048221894964,48,0.2,152,100,0.00047846726477962894,1368,1.469032211661769e-05,1,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608]}",152,[608],"[152, 304, 608]",[-0.5204064600578737],[0.014504158302520387],0.9448532159283056,COMPLETE
104,0.13921761927647025,0.10123299203036462,2024-12-23 23:15:32.764519,2024-12-23 23:15:46.274658,0 days 00:00:13.510139,0.06269551610045798,56,0.2,152,100,0.00035975002277819496,1352,0.000976694477411607,1,3,adam,"{'neurons_per_layer_encoder': [152, 304, 608], 'neurons_per_layer_decoder': [608]}",152,[608],"[152, 304, 608]",[0.13921761927647025],[0.10123299203036462],0.8524648747513741,COMPLETE
105,0.05764376646020475,0.01737987974859867,2024-12-23 23:15:41.017917,2024-12-23 23:15:55.599961,0 days 00:00:14.582044,0.06234813956085028,48,0.4,168,100,0.0002735053671671506,1400,0.0004511336001241316,1,3,adam,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672]}",168,[672],"[168, 336, 672]",[0.05764376646020475],[0.01737987974859867],0.8985135681851606,COMPLETE
106,0.13035368335037645,0.24640833172489263,2024-12-23 23:15:41.213408,2024-12-23 23:15:56.368628,0 days 00:00:15.155220,0.05005421869376866,48,0.4,188,100,0.0003714268179380963,1736,6.026466413911826e-05,1,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752]}",188,[752],"[188, 376, 752]",[0.13035368335037645],[0.24640833172489263],0.9592373395413939,COMPLETE
107,0.15641421725683669,0.022866567340031452,2024-12-23 23:15:42.656325,2024-12-23 23:15:57.868330,0 days 00:00:15.212005,0.050088967722175595,48,0.4,188,100,0.0002903641894581891,1592,5.4876940564260436e-05,1,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752]}",188,[752],"[188, 376, 752]",[0.15641421725683669],[0.022866567340031452],0.9398632073216662,COMPLETE
