number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_epochs,params_lambda,params_latent_dim,params_learning_rate,user_attrs_relative_deterioration,user_attrs_test_r2,state
112,0.010979020970553097,2024-10-19 12:01:15.077674,2024-10-19 12:02:21.495596,0 days 00:01:06.417922,0.05452308278951058,128,0.1,30,2.1959465095107654e-05,48,0.0008623515966492711,0.9957461307190522,0.8669089068111602,COMPLETE
113,0.008894262831690146,2024-10-19 12:01:44.339886,2024-10-19 12:02:43.142875,0 days 00:00:58.802989,0.024700439113648207,128,0.1,30,2.280835274354082e-05,16,0.0001832814577971201,0.9966430738057336,0.8921809907683532,COMPLETE
114,0.009595617042034814,2024-10-19 12:01:50.931293,2024-10-19 12:02:50.666116,0 days 00:00:59.734823,0.05552943000508068,128,0.1,30,2.341681324573544e-05,16,0.00047118849600473917,0.9961690670494902,0.8836789577712648,COMPLETE
115,0.013453287830938281,2024-10-19 12:01:53.896898,2024-10-19 12:02:45.394100,0 days 00:00:51.497202,0.061900416486408025,128,0.1,30,3.5292495181958656e-05,16,0.0001709564108484775,0.9952349705151736,0.8369150774731154,COMPLETE
116,0.008678124201308942,2024-10-19 12:01:57.909882,2024-10-19 12:03:14.853919,0 days 00:01:16.944037,0.05449850002378457,128,0.1,30,2.2428310190711685e-05,16,0.0005726988074893053,0.9963597785215562,0.8948010901993432,COMPLETE
117,0.006843216352869795,2024-10-19 12:02:06.031640,2024-10-19 12:03:46.162919,0 days 00:01:40.131279,0.05936222814304113,128,0.1,30,2.26694370826535e-05,16,0.00047698962430792365,0.997033811902821,0.9170444115396107,COMPLETE
118,0.00897290129085867,2024-10-19 12:02:16.201295,2024-10-19 12:03:11.878185,0 days 00:00:55.676890,0.02423474380195302,128,0.1,30,2.2726617629305798e-05,16,0.0008546962814640044,0.9964501273107277,0.8912277110063875,COMPLETE
119,0.007863358309167777,2024-10-19 12:02:21.507229,2024-10-19 12:03:23.426012,0 days 00:01:01.918783,0.03870516314931862,128,0.1,30,1.3160474161829742e-05,16,0.00030182376927768783,0.9969761501095873,0.9046779347348342,COMPLETE
120,0.010116754750058354,2024-10-19 12:02:43.155738,2024-10-19 12:03:34.706458,0 days 00:00:51.550720,0.07637374462501811,128,0.1,30,1.3570251815035599e-05,16,0.00031738005628949425,0.9961215843573326,0.8773615650411838,COMPLETE
121,0.008589719302384544,2024-10-19 12:02:45.417350,2024-10-19 12:03:42.579521,0 days 00:00:57.162171,0.07384730598955577,128,0.1,30,1.3392574000793002e-05,8,0.00031130815221895223,0.9965527518141576,0.8958727617693907,COMPLETE
122,0.008206957888384535,2024-10-19 12:02:50.677407,2024-10-19 12:03:45.948507,0 days 00:00:55.271100,0.08042063026459575,128,0.1,30,1.6115457423582353e-05,8,0.0003114063565582936,0.9968108381917843,0.9005127141983367,COMPLETE
123,0.008199518245930884,2024-10-19 12:03:11.892397,2024-10-19 12:04:07.299553,0 days 00:00:55.407156,0.03970780772676312,128,0.1,30,1.3607823143838027e-05,8,0.0009443246002952831,0.996676185866051,0.9006028998487463,COMPLETE
124,0.012718404231769077,2024-10-19 12:03:14.872195,2024-10-19 12:04:05.070974,0 days 00:00:50.198779,0.037965898036741635,128,0.2,30,1.588681279827921e-05,8,0.0008077624928222598,0.9949311145902938,0.8458235641079717,COMPLETE
125,0.008567899505816877,2024-10-19 12:03:23.438320,2024-10-19 12:04:17.503921,0 days 00:00:54.065601,0.07724893944714849,128,0.2,30,1.3366276070512324e-05,8,0.0003113278319270058,0.9966259861541774,0.8961372681025271,COMPLETE
126,0.007155335217306222,2024-10-19 12:03:34.717657,2024-10-19 12:04:29.248878,0 days 00:00:54.531221,0.03924785896003929,128,0.2,30,1.5929086052684685e-05,8,0.0002955670190485606,0.9971402310174301,0.9132608099794972,COMPLETE
127,0.007013333879777877,2024-10-19 12:03:42.595377,2024-10-19 12:04:45.410992,0 days 00:01:02.815615,0.03987805950964173,128,0.1,30,1.5731981318172767e-05,8,0.0003941254588706342,0.9971184503818382,0.9149821941809314,COMPLETE
128,0.007313860925688677,2024-10-19 12:03:45.960952,2024-10-19 12:04:37.366818,0 days 00:00:51.405866,0.03877998360254665,128,0.2,30,1.0573135091319103e-05,8,0.0005209282506989797,0.9969902167987656,0.9113391122357963,COMPLETE
129,0.011065205483720388,2024-10-19 12:03:46.185511,2024-10-19 12:04:34.704932,0 days 00:00:48.519421,0.03920151633293745,128,0.2,30,3.282563869224611e-05,8,0.000370306600092528,0.9956790520171703,0.8658641514450717,COMPLETE
130,0.008278741778958655,2024-10-19 12:04:05.082624,2024-10-19 12:04:53.479448,0 days 00:00:48.396824,0.049641443480616616,128,0.1,30,2.882174714759674e-05,8,0.00037330197796921476,0.9967122147015733,0.8996425276402199,COMPLETE
131,0.008759414208201078,2024-10-19 12:04:17.515250,2024-10-19 12:05:06.595071,0 days 00:00:49.079821,0.051329100150740825,128,0.1,30,3.251497733795866e-05,16,0.00038998265177136147,0.9966651508674218,0.8938156675544989,COMPLETE
132,0.011007613158402213,2024-10-19 12:04:29.286207,2024-10-19 12:05:09.064582,0 days 00:00:39.778375,0.01897789097933323,128,0.2,30,3.0068742734531187e-05,8,0.00013171134382586493,0.9960610284911686,0.8665623034530187,COMPLETE
133,0.010451977858408219,2024-10-19 12:04:34.715982,2024-10-19 12:05:17.325859,0 days 00:00:42.609877,0.048982588206195686,128,0.2,30,1.6868265197326943e-05,16,0.0002443056418269897,0.9960080383694864,0.8732978866793237,COMPLETE
134,0.009500283777386384,2024-10-19 12:04:45.429961,2024-10-19 12:05:35.180472,0 days 00:00:49.750511,0.048759943254003776,128,0.2,30,1.0569508351192694e-05,8,0.0003826423237749048,0.9960766637471399,0.8848346171368268,COMPLETE
135,0.008704223481468229,2024-10-19 12:04:53.495262,2024-10-19 12:05:35.191182,0 days 00:00:41.695920,0.048104279470883984,128,0.2,30,1.0415541997377237e-05,8,0.0003957495639653671,0.9965223832862881,0.8944847066404487,COMPLETE
136,0.007635488492464243,2024-10-19 12:05:06.609575,2024-10-19 12:05:49.483928,0 days 00:00:42.874353,0.0453117614422344,128,0.2,30,1.0464285472443085e-05,8,0.0005141662867017096,0.9969349944088292,0.9074402432404063,COMPLETE
137,0.007981482598428841,2024-10-19 12:05:09.075183,2024-10-19 12:05:48.912916,0 days 00:00:39.837733,0.04577264556246687,128,0.2,30,1.032216964731941e-05,8,0.0005138508298278426,0.9966930110990904,0.9032459955089163,COMPLETE
138,0.007631779780762457,2024-10-19 12:05:17.336577,2024-10-19 12:05:59.999100,0 days 00:00:42.662523,0.04543852668668472,128,0.2,30,1.0243671176840693e-05,8,0.0004745872354014554,0.9966479371662065,0.9074852013925072,COMPLETE
139,0.007266272612622601,2024-10-19 12:06:00.005679,2024-10-19 12:06:17.207038,0 days 00:00:17.201359,0.04391891550177864,128,0.2,30,1.216164304455006e-05,8,0.00047309125186098197,0.9969914281408917,0.9119159925082692,COMPLETE
