number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
24,-0.04044904526400739,2025-01-10 13:40:53.238447,2025-01-10 13:41:01.203898,0 days 00:00:07.965451,0.010893791089394532,96.0,0.2,172,100.0,1.2677336355172141e-05,2200,0.003171041659079725,5,4,sgd,"{'neurons_per_layer_encoder': [172, 344, 688, 1376], 'neurons_per_layer_decoder': [1376, 688, 344, 172, 86]}",172,"[1376, 688, 344, 172, 86]","[172, 344, 688, 1376]",[-0.04044904526400739],0.41458706936321926,COMPLETE
25,-0.09104022802601186,2025-01-10 13:40:53.995645,2025-01-10 13:41:01.195521,0 days 00:00:07.199876,0.011640475837932046,96.0,0.4,108,100.0,0.0003597285162070618,1160,4.7062440961148446e-05,3,4,adam,"{'neurons_per_layer_encoder': [108, 216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",108,"[864, 432, 216]","[108, 216, 432, 864]",[-0.09104022802601186],0.9366612961615245,COMPLETE
26,-0.14671097479032813,2025-01-10 13:40:54.414974,2025-01-10 13:40:58.328083,0 days 00:00:03.913109,0.010252095614194618,96.0,0.4,96,100.0,0.0002877098843045969,152,3.890462125780022e-05,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96,"[96, 48, 24]",[96],[-0.14671097479032813],0.44783010953606084,COMPLETE
27,0.015724494247208676,2025-01-10 13:40:56.002396,2025-01-10 13:41:00.746697,0 days 00:00:04.744301,0.01177177287545956,96.0,0.4,104,100.0,0.0001041801638825173,176,4.0880037588640054e-05,3,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26]}",104,"[104, 52, 26]",[104],[0.015724494247208676],0.398793387694466,COMPLETE
28,0.033359302077071495,2025-01-10 13:40:58.336193,2025-01-10 13:41:02.772793,0 days 00:00:04.436600,0.039801349717157854,112.0,0.2,104,100.0,0.00011621648929716573,328,5.0317286115013314e-05,3,2,adam,"{'neurons_per_layer_encoder': [104, 208], 'neurons_per_layer_decoder': [208, 104, 52]}",104,"[208, 104, 52]","[104, 208]",[0.033359302077071495],0.4769275540196776,COMPLETE
29,0.08490449188603622,2025-01-10 13:41:00.755812,2025-01-10 13:41:04.381609,0 days 00:00:03.625797,0.03750899904508222,104.0,0.2,52,100.0,5.7018062268152184e-05,208,0.0020978789303636347,3,2,adam,"{'neurons_per_layer_encoder': [52, 104], 'neurons_per_layer_decoder': [104, 52, 26]}",52,"[104, 52, 26]","[52, 104]",[0.08490449188603622],-0.4042346044199318,COMPLETE
30,0.023891101258526448,2025-01-10 13:41:01.211835,2025-01-10 13:41:04.607825,0 days 00:00:03.395990,0.03739690424125322,112.0,0.1,52,100.0,5.140963754393794e-05,208,0.0004977273755605765,4,2,adam,"{'neurons_per_layer_encoder': [52, 104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",52,"[104, 52, 26, 13]","[52, 104]",[0.023891101258526448],-0.5126897469368207,COMPLETE
31,0.02151982516196005,2025-01-10 13:41:01.215205,2025-01-10 13:41:04.708732,0 days 00:00:03.493527,0.03609607323763806,112.0,0.1,144,100.0,4.866573226137689e-05,424,0.00045059713566151133,4,2,adam,"{'neurons_per_layer_encoder': [144, 288], 'neurons_per_layer_decoder': [288, 144, 72, 36]}",144,"[288, 144, 72, 36]","[144, 288]",[0.02151982516196005],0.029657852902068415,COMPLETE
32,0.11763065679563367,2025-01-10 13:41:01.215970,2025-01-10 13:41:05.197890,0 days 00:00:03.981920,0.03569538779665266,112.0,0.1,132,100.0,6.008780017256836e-05,368,0.0004790520584332943,4,2,adam,"{'neurons_per_layer_encoder': [132, 264], 'neurons_per_layer_decoder': [264, 132, 66, 33]}",132,"[264, 132, 66, 33]","[132, 264]",[0.11763065679563367],0.15953388482949332,COMPLETE
33,0.07948379028744823,2025-01-10 13:41:02.781068,2025-01-10 13:41:06.713446,0 days 00:00:03.932378,0.035711882192577864,112.0,0.1,148,100.0,5.370588663192561e-05,384,0.0004874608125947038,4,2,adam,"{'neurons_per_layer_encoder': [148, 296], 'neurons_per_layer_decoder': [296, 148, 74, 37]}",148,"[296, 148, 74, 37]","[148, 296]",[0.07948379028744823],0.08282205427535586,COMPLETE
34,-0.03243378063999813,2025-01-10 13:41:04.390275,2025-01-10 13:41:07.346347,0 days 00:00:02.956072,0.051261474461033955,112.0,0.1,60,100.0,5.3806436060109096e-05,208,0.0017821845665940547,4,2,adadelta,"{'neurons_per_layer_encoder': [60, 120], 'neurons_per_layer_decoder': [120, 60, 30, 15]}",60,"[120, 60, 30, 15]","[60, 120]",[-0.03243378063999813],0.05616557303710049,COMPLETE
35,-0.12309026207597729,2025-01-10 13:41:04.615380,2025-01-10 13:41:07.749472,0 days 00:00:03.134092,0.054775335963621496,112.0,0.2,136,100.0,4.1566431332080596e-05,360,0.002141939434224839,3,2,adam,"{'neurons_per_layer_encoder': [136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",136,"[272, 136, 68]","[136, 272]",[-0.12309026207597729],-0.3582789304677389,COMPLETE
36,0.12753799399314603,2025-01-10 13:41:04.717935,2025-01-10 13:41:07.743490,0 days 00:00:03.025555,0.061792815123467536,104.0,0.2,56,100.0,0.0001803985028290076,77,0.0018581481558797594,3,1,adam,"{'neurons_per_layer_encoder': [56], 'neurons_per_layer_decoder': [56, 28, 14]}",56,"[56, 28, 14]",[56],[0.12753799399314603],-0.1641107227591209,COMPLETE
37,0.06831018575489689,2025-01-10 13:41:05.206199,2025-01-10 13:41:08.441939,0 days 00:00:03.235740,0.051393966158257094,104.0,0.1,56,100.0,6.30625230883633e-06,77,0.0018295969172896882,4,1,adam,"{'neurons_per_layer_encoder': [56], 'neurons_per_layer_decoder': [56, 28, 14, 8]}",56,"[56, 28, 14, 8]",[56],[0.06831018575489689],-2.2131813958122106,COMPLETE
38,0.006176349957551341,2025-01-10 13:41:06.721385,2025-01-10 13:41:10.086241,0 days 00:00:03.364856,0.05534002199639189,120.0,0.2,192,100.0,7.40447639784542e-06,296,0.0018561864702302854,4,1,adam,"{'neurons_per_layer_encoder': [192], 'neurons_per_layer_decoder': [192, 96, 48, 24]}",192,"[192, 96, 48, 24]",[192],[0.006176349957551341],-1.63755671580653,COMPLETE
39,0.046253708330962984,2025-01-10 13:41:07.354303,2025-01-10 13:41:10.657683,0 days 00:00:03.303380,0.06029096860796345,120.0,0.2,188,100.0,4.6782221841749025e-06,276,0.000943190482155633,4,1,adam,"{'neurons_per_layer_encoder': [188], 'neurons_per_layer_decoder': [188, 94, 47, 23]}",188,"[188, 94, 47, 23]",[188],[0.046253708330962984],-1.3450374436321784,COMPLETE
40,-0.0009911124304129437,2025-01-10 13:41:07.755438,2025-01-10 13:41:11.008891,0 days 00:00:03.253453,0.07327011445251987,120.0,0.2,4,100.0,0.0002005464811760411,4,0.0010167337000058167,3,1,adam,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8]}",4,"[8, 8, 8]",[4],[-0.0009911124304129437],-0.35443536932692443,COMPLETE
41,0.08980234142981891,2025-01-10 13:41:07.757997,2025-01-10 13:41:10.859076,0 days 00:00:03.101079,0.06848058166915447,120.0,0.2,4,100.0,0.00018237751472785223,4,0.001196521772747381,3,1,adam,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8]}",4,"[8, 8, 8]",[4],[0.08980234142981891],-0.2417638571355492,COMPLETE
42,-0.0588642492605691,2025-01-10 13:41:08.450367,2025-01-10 13:41:11.555049,0 days 00:00:03.104682,0.06887517166893917,120.0,0.2,8,100.0,0.0001887032081926456,8,0.0009119436891847686,3,1,adam,"{'neurons_per_layer_encoder': [8], 'neurons_per_layer_decoder': [8, 8, 8]}",8,"[8, 8, 8]",[8],[-0.0588642492605691],-0.7401666614870561,COMPLETE
43,-0.026534211932117024,2025-01-10 13:41:10.095069,2025-01-10 13:41:11.983209,0 days 00:00:01.888140,0.0696669258073335,88.0,0.2,8,100.0,0.000200081926816881,8,0.0010239130061422228,3,1,adam,"{'neurons_per_layer_encoder': [8], 'neurons_per_layer_decoder': [8, 8, 8]}",8,"[8, 8, 8]",[8],[-0.026534211932117024],-0.0047281874156837695,COMPLETE
44,0.049095928978947656,2025-01-10 13:41:10.665815,2025-01-10 13:41:14.401035,0 days 00:00:03.735220,0.07623056201591397,88.0,0.2,12,100.0,0.0001758299885768206,68,0.0012054304668774973,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,"[48, 24, 12]","[12, 24, 48]",[0.049095928978947656],-0.009564151201810108,COMPLETE
45,-0.005450178828240615,2025-01-10 13:41:10.868982,2025-01-10 13:41:13.889844,0 days 00:00:03.020862,0.07851242007941424,104.0,0.2,4,100.0,0.00019169860086008003,4,0.001143955593232801,3,1,adam,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8]}",4,"[8, 8, 8]",[4],[-0.005450178828240615],-0.4555559744324234,COMPLETE
46,0.07086163163449921,2025-01-10 13:41:11.017217,2025-01-10 13:41:14.567248,0 days 00:00:03.550031,0.0770241923538718,104.0,0.2,20,100.0,8.08303650017034e-05,104,0.0026179020856308436,3,3,adam,"{'neurons_per_layer_encoder': [20, 40, 80], 'neurons_per_layer_decoder': [80, 40, 20]}",20,"[80, 40, 20]","[20, 40, 80]",[0.07086163163449921],-0.2760968521662901,COMPLETE
47,-0.12864836389280732,2025-01-10 13:41:11.563467,2025-01-10 13:41:13.904575,0 days 00:00:02.341108,0.0962943614574068,104.0,0.2,24,100.0,8.617347050427106e-05,120,0.0013788431903558912,3,3,adam,"{'neurons_per_layer_encoder': [24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",24,"[96, 48, 24]","[24, 48, 96]",[-0.12864836389280732],0.012288162745444718,COMPLETE
