Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.0017620616036700058,0.9417120498532272,28.003493701018993,0.0007173847028924449,0.9819511237692233,26.763159259351095
2,0.0013397436147573533,0.9556820778207828,25.47023828987366,0.0010004062639511818,0.9748305075843586,24.853712205976887
3,0.0017098857223891671,0.9434379969827869,27.822226556742507,0.0011317822458302487,0.971525183638822,23.191926482998092
4,0.0017452011854930884,0.9422697824614986,27.22773871710824,0.001660711193358025,0.9582177168496465,29.07430970584758
5,0.0016777655296963529,0.9445005138587484,27.594399264351814,0.0014404995427163244,0.9637580814698871,30.060838612673102
6,0.0014276226551334266,0.9527750914170623,26.505142324699776,0.0008555857205655233,0.9784740868978047,23.279869823800322
7,0.001369540753628287,0.9546964061839865,24.7426699087675,0.0010352161780079862,0.9739547155192615,28.998286897910354
8,0.0015990038628666571,0.9471059029666459,29.831143803449994,0.0012199694080726213,0.9693064589154784,32.20968077785364
9,0.0014581426546672227,0.9517655079793436,26.813560332869958,0.0016401986465334017,0.9587337975763792,29.762348442501786
10,0.0013277308281702165,0.9560794536584134,25.685272251088808,0.0012780117650033266,0.9678461555215518,29.0127444663564
