number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_relative_deterioration,state
144,0.49999683071709344,0.40705908032590543,2024-12-23 11:18:43.248575,2024-12-23 11:18:46.715529,0 days 00:00:03.466954,0.011216644282480202,32.0,0.1,48,100.0,2.6785927524907955e-06,104.0,0.0009857061282255446,3,1,adam,"{'neurons_per_layer_encoder': [48], 'neurons_per_layer_decoder': [48, 24, 12]}",48.0,"[48, 24, 12]",[48],[0.49999683071709344],[0.40705908032590543],-0.9358813428876889,COMPLETE
145,0.12195811083390662,0.01387603690304029,2024-12-23 11:18:43.716146,2024-12-23 11:18:47.498678,0 days 00:00:03.782532,0.028842576690014773,120.0,0.1,88,100.0,1.4860519721950627e-06,160.0,0.0009898812307183155,3,1,adam,"{'neurons_per_layer_encoder': [88], 'neurons_per_layer_decoder': [88, 44, 22]}",88.0,"[88, 44, 22]",[88],[0.12195811083390662],[0.01387603690304029],-1.5189903471626012,COMPLETE
146,0.37384794289985734,0.05664406264918731,2024-12-23 11:18:44.316804,2024-12-23 11:18:54.841916,0 days 00:00:10.525112,0.07404737116411651,104.0,0.1,48,100.0,1.4764042092801965e-06,1304.0,0.0017087301923879384,3,5,adam,"{'neurons_per_layer_encoder': [48, 96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192]}",48.0,"[768, 384, 192]","[48, 96, 192, 384, 768]",[0.37384794289985734],[0.05664406264918731],-1.6138579881756172,COMPLETE
147,0.31832013690639827,-0.26226949066626903,2024-12-23 11:18:45.372518,2024-12-23 11:18:57.409625,0 days 00:00:12.037107,0.01310542151990449,96.0,0.1,80,100.0,1.483613822523526e-06,1320.0,0.007546315679571605,3,5,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640, 1280], 'neurons_per_layer_decoder': [1280, 640, 320]}",80.0,"[1280, 640, 320]","[80, 160, 320, 640, 1280]",[0.31832013690639827],[-0.26226949066626903],-0.6184037379655762,COMPLETE
148,0.4793758128490323,0.22003001156281987,2024-12-23 11:18:45.609389,2024-12-23 11:18:53.980865,0 days 00:00:08.371476,0.15698758482346584,120.0,0.1,88,100.0,1.4688581993540106e-06,1432.0,0.0016797142991101185,3,5,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704, 1408], 'neurons_per_layer_decoder': [1408, 704, 352]}",88.0,"[1408, 704, 352]","[88, 176, 352, 704, 1408]",[0.4793758128490323],[0.22003001156281987],-0.17790476805736877,COMPLETE
149,-0.06968723287511036,-0.5408493520977908,2024-12-23 11:18:46.100191,2024-12-23 11:18:54.163074,0 days 00:00:08.062883,0.01314367686465123,120.0,0.1,88,100.0,1.4692494715528972e-06,1432.0,0.002160271154193878,3,5,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704, 1408], 'neurons_per_layer_decoder': [1408, 704, 352]}",88.0,"[1408, 704, 352]","[88, 176, 352, 704, 1408]",[-0.06968723287511036],[-0.5408493520977908],-1.1216083480480987,COMPLETE
150,0.36070094076674286,0.10583582460447705,2024-12-23 11:18:46.723422,2024-12-23 11:18:54.147281,0 days 00:00:07.423859,0.15018088592397036,120.0,0.1,88,100.0,1.5048512519537941e-06,144.0,0.0018116471683852142,3,1,adam,"{'neurons_per_layer_encoder': [88], 'neurons_per_layer_decoder': [88, 44, 22]}",88.0,"[88, 44, 22]",[88],[0.36070094076674286],[0.10583582460447705],-1.4365494910302676,COMPLETE
151,0.6134360260706675,0.1335402006260924,2024-12-23 11:18:47.509516,2024-12-23 11:18:55.263670,0 days 00:00:07.754154,0.0751777852475927,32.0,0.2,80,100.0,5.938598837026863e-05,200.0,0.0014478846392969116,3,1,adam,"{'neurons_per_layer_encoder': [80], 'neurons_per_layer_decoder': [80, 40, 20]}",80.0,"[80, 40, 20]",[80],[0.6134360260706675],[0.1335402006260924],-0.2878648792305889,COMPLETE
152,0.6037336685199033,0.4771944562919306,2024-12-23 11:18:53.991572,2024-12-23 11:18:58.742791,0 days 00:00:04.751219,0.07684264740854284,32.0,0.2,80,100.0,3.8784913691579e-06,136.0,0.0021270950650907694,3,1,adam,"{'neurons_per_layer_encoder': [80], 'neurons_per_layer_decoder': [80, 40, 20]}",80.0,"[80, 40, 20]",[80],[0.6037336685199033],[0.4771944562919306],-0.49271309594304546,COMPLETE
153,0.6675687562042969,0.2041731579505216,2024-12-23 11:18:54.158164,2024-12-23 11:18:58.421123,0 days 00:00:04.262959,0.011295519916437279,32.0,0.2,48,100.0,3.7284763070617827e-06,72.0,0.0021667730460591694,3,1,adam,"{'neurons_per_layer_encoder': [48], 'neurons_per_layer_decoder': [48, 24, 12]}",48.0,"[48, 24, 12]",[48],[0.6675687562042969],[0.2041731579505216],-0.6020775770536222,COMPLETE
154,0.13799202537687627,0.3232673944054738,2024-12-23 11:18:54.172635,2024-12-23 11:18:58.409675,0 days 00:00:04.237040,0.011356516153677611,32.0,0.2,40,100.0,3.920738172232469e-06,80.0,0.0004792801988975784,3,1,adam,"{'neurons_per_layer_encoder': [40], 'neurons_per_layer_decoder': [40, 20, 10]}",40.0,"[40, 20, 10]",[40],[0.13799202537687627],[0.3232673944054738],-0.13231420867779825,COMPLETE
155,0.6374380945926403,0.21682725790719748,2024-12-23 11:18:54.851908,2024-12-23 11:18:58.926210,0 days 00:00:04.074302,0.011198556403990046,32.0,0.2,80,100.0,2.5357889171113584e-06,168.0,0.0013990443934099595,3,1,adam,"{'neurons_per_layer_encoder': [80], 'neurons_per_layer_decoder': [80, 40, 20]}",80.0,"[80, 40, 20]",[80],[0.6374380945926403],[0.21682725790719748],-0.7229785982156894,COMPLETE
156,-0.785842960071867,0.013992515523953863,2024-12-23 11:18:55.271812,2024-12-23 11:18:56.804293,0 days 00:00:01.532481,0.011423018969174496,72.0,0.2,40,100.0,2.0971147859854094e-05,80.0,0.001490881275363789,3,1,sgd,"{'neurons_per_layer_encoder': [40], 'neurons_per_layer_decoder': [40, 20, 10]}",40.0,"[40, 20, 10]",[40],[-0.785842960071867],[0.013992515523953863],0.1322747572223694,COMPLETE
157,0.6391217929921686,0.2907599578339487,2024-12-23 11:18:56.811947,2024-12-23 11:19:00.594314,0 days 00:00:03.782367,0.011182538543409299,32.0,0.2,80,100.0,3.7839981824896586e-05,136.0,0.0011416364664481825,3,1,adam,"{'neurons_per_layer_encoder': [80], 'neurons_per_layer_decoder': [80, 40, 20]}",80.0,"[80, 40, 20]",[80],[0.6391217929921686],[0.2907599578339487],-0.11552191230045145,COMPLETE
158,0.2979272515255311,0.3670027579301346,2024-12-23 11:18:57.418336,2024-12-23 11:19:01.064625,0 days 00:00:03.646289,0.03616687940792517,32.0,0.2,64,100.0,3.6769004964731175e-05,120.0,0.00047449705218871363,3,1,adam,"{'neurons_per_layer_encoder': [64], 'neurons_per_layer_decoder': [64, 32, 16]}",64.0,"[64, 32, 16]",[64],[0.2979272515255311],[0.3670027579301346],0.0005090938034746611,COMPLETE
159,0.6110833387218692,0.2349972370123884,2024-12-23 11:18:58.416699,2024-12-23 11:19:02.159468,0 days 00:00:03.742769,0.01084148255487027,32.0,0.2,72,100.0,2.5417362145072482e-06,112.0,0.0011644630922646219,3,1,adam,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[0.6110833387218692],[0.2349972370123884],-0.6876054323383608,COMPLETE
160,0.573833846001143,0.33210866811034545,2024-12-23 11:18:58.433425,2024-12-23 11:19:02.325313,0 days 00:00:03.891888,0.03609925858408017,32.0,0.2,96,100.0,3.831909851751825e-05,136.0,0.0011254186183738408,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.573833846001143],[0.33210866811034545],-0.10886916411275466,COMPLETE
161,0.6726956891314622,0.49394556562390757,2024-12-23 11:18:58.750890,2024-12-23 11:19:02.515566,0 days 00:00:03.764676,0.0583741622606394,32.0,0.2,96,100.0,6.764004718249758e-06,136.0,0.0022027476391288906,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.6726956891314622],[0.49394556562390757],-0.3836639646499008,COMPLETE
162,0.640021612648817,0.37274496550598835,2024-12-23 11:18:58.934863,2024-12-23 11:19:02.677660,0 days 00:00:03.742797,0.06468916483443321,32.0,0.2,96,100.0,4.335132080712233e-05,136.0,0.002262002583795877,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.640021612648817],[0.37274496550598835],-0.1282005892529599,COMPLETE
163,0.5905855059166956,0.3268350852363564,2024-12-23 11:19:00.602628,2024-12-23 11:19:04.408380,0 days 00:00:03.805752,0.08603656673787956,32.0,0.2,96,100.0,3.705290259638869e-05,136.0,0.0021023116362625014,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.5905855059166956],[0.3268350852363564],-0.28964404799473903,COMPLETE
164,0.4450324099056625,0.20445261872413412,2024-12-23 11:19:01.073368,2024-12-23 11:19:04.800454,0 days 00:00:03.727086,0.1108201514186213,32.0,0.2,96,100.0,0.00010824282411137375,136.0,0.003126136616691832,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.4450324099056625],[0.20445261872413412],-0.45214981588466185,COMPLETE
165,0.6793179416260026,0.33861992460213086,2024-12-23 11:19:02.166880,2024-12-23 11:19:06.295975,0 days 00:00:04.129095,0.060396351532922006,32.0,0.2,96,100.0,1.2210412345834254e-05,136.0,0.0029594932031083826,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.6793179416260026],[0.33861992460213086],-0.7539086126095238,COMPLETE
166,0.5436933857433116,0.3921592608008967,2024-12-23 11:19:02.333157,2024-12-23 11:19:06.066869,0 days 00:00:03.733712,0.0869727026721918,32.0,0.2,96,100.0,7.3014629061082705e-06,136.0,0.0021949612591880495,3,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24]}",96.0,"[96, 48, 24]",[96],[0.5436933857433116],[0.3921592608008967],-0.7417821873121287,COMPLETE
167,0.6280852890536681,0.4215479040201613,2024-12-23 11:19:02.523367,2024-12-23 11:19:05.896899,0 days 00:00:03.373532,0.05257721219574968,32.0,0.2,96,100.0,1.280670846091335e-05,136.0,0.0026799843361342925,2,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48]}",96.0,"[96, 48]",[96],[0.6280852890536681],[0.4215479040201613],-0.7778117663216435,COMPLETE
168,0.6685868622940323,0.3936738745725854,2024-12-23 11:19:02.685028,2024-12-23 11:19:06.084348,0 days 00:00:03.399320,0.061326941442597725,32.0,0.2,96,100.0,1.3276924229806761e-05,136.0,0.00218547766247747,2,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48]}",96.0,"[96, 48]",[96],[0.6685868622940323],[0.3936738745725854],-0.7448382565644812,COMPLETE
169,0.585914661721952,0.4512497466706764,2024-12-23 11:19:04.416168,2024-12-23 11:19:07.910303,0 days 00:00:03.494135,0.06184704351070402,32.0,0.2,104,100.0,1.393132718983954e-05,144.0,0.0023094569968928743,2,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52]}",104.0,"[104, 52]",[104],[0.585914661721952],[0.4512497466706764],-0.743905712822022,COMPLETE
170,0.5856550713635345,0.3319819188912023,2024-12-23 11:19:04.808234,2024-12-23 11:19:08.805667,0 days 00:00:03.997433,0.06363068600468305,32.0,0.2,104,100.0,7.252686207483892e-06,144.0,0.002210546601872714,2,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52]}",104.0,"[104, 52]",[104],[0.5856550713635345],[0.3319819188912023],-1.2872993262101644,COMPLETE
171,0.6376876776897609,0.06697235727451412,2024-12-23 11:19:05.904303,2024-12-23 11:19:09.418572,0 days 00:00:03.514269,0.0552722655538147,32.0,0.2,24,100.0,1.2828374729079962e-05,32.0,0.0027418226800406662,2,1,adam,"{'neurons_per_layer_encoder': [24], 'neurons_per_layer_decoder': [24, 12]}",24.0,"[24, 12]",[24],[0.6376876776897609],[0.06697235727451412],-0.8083948725232103,COMPLETE
172,0.6033398466962427,0.45657178919967034,2024-12-23 11:19:06.074137,2024-12-23 11:19:09.808113,0 days 00:00:03.733976,0.06252683294029103,32.0,0.2,104,100.0,6.279971669127367e-06,240.0,0.0037148196625523514,2,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52]}",104.0,"[104, 52]",[104],[0.6033398466962427],[0.45657178919967034],-1.3218672940222134,COMPLETE
173,0.5423079490036251,0.2838867633461595,2024-12-23 11:19:06.092392,2024-12-23 11:19:10.680162,0 days 00:00:04.587770,0.06169193352972715,32.0,0.2,240,100.0,6.994298079778969e-06,280.0,0.002624970352811821,4,1,adam,"{'neurons_per_layer_encoder': [240], 'neurons_per_layer_decoder': [240, 120, 60, 30]}",240.0,"[240, 120, 60, 30]",[240],[0.5423079490036251],[0.2838867633461595],-1.008425494036205,COMPLETE
174,0.5651549193914331,0.4793275719861063,2024-12-23 11:19:06.304908,2024-12-23 11:19:09.647603,0 days 00:00:03.342695,0.06156994417593907,32.0,0.2,104,100.0,1.3826293605161418e-05,240.0,0.002947095903517543,1,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104]}",104.0,[104],[104],[0.5651549193914331],[0.4793275719861063],-1.0772646285088727,COMPLETE
175,0.6020253966363069,0.35661360764201444,2024-12-23 11:19:07.921605,2024-12-23 11:19:11.892713,0 days 00:00:03.971108,0.06209829634540761,32.0,0.2,104,100.0,9.052120364441854e-06,224.0,0.0026400612368216794,3,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26]}",104.0,"[104, 52, 26]",[104],[0.6020253966363069],[0.35661360764201444],-0.7604920248393217,COMPLETE
176,0.651564457998167,0.3632588183797446,2024-12-23 11:19:08.813723,2024-12-23 11:19:12.375518,0 days 00:00:03.561795,0.05954949579836016,32.0,0.2,72,100.0,1.3761272030931354e-05,112.0,0.003927049676702333,3,1,adam,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[0.651564457998167],[0.3632588183797446],-0.6414199475333946,COMPLETE
177,-0.37936275169751754,-0.13702233841492584,2024-12-23 11:19:09.654128,2024-12-23 11:19:11.605609,0 days 00:00:01.951481,0.05297368674488487,32.0,0.2,72,100.0,1.1716418446323001e-05,112.0,0.001953443018219343,3,1,sgd,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[-0.37936275169751754],[-0.13702233841492584],0.2016778048857123,COMPLETE
178,-0.2954074667875619,0.033848062040924054,2024-12-23 11:19:09.815179,2024-12-23 11:19:12.323819,0 days 00:00:02.508640,0.053090614347651,128.0,0.2,72,100.0,8.738009898921377e-06,112.0,0.004562529415308921,3,1,sgd,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[-0.2954074667875619],[0.033848062040924054],0.374626351896592,COMPLETE
179,-1.1105010325662716,0.1152133097249306,2024-12-23 11:19:10.687502,2024-12-23 11:19:11.986544,0 days 00:00:01.299042,0.06726224120978086,32.0,0.2,72,100.0,6.381425079408401e-06,112.0,0.004513496866307955,3,1,sgd,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[-1.1105010325662716],[0.1152133097249306],0.4085198388813124,COMPLETE
180,0.4466798553590735,0.12361156384999405,2024-12-23 11:19:11.900845,2024-12-23 11:19:15.185908,0 days 00:00:03.285063,0.0684134041271386,64.0,0.2,72,100.0,8.429781037990646e-06,112.0,0.0036018034198420225,3,1,adam,"{'neurons_per_layer_encoder': [72], 'neurons_per_layer_decoder': [72, 36, 18]}",72.0,"[72, 36, 18]",[72],[0.4466798553590735],[0.12361156384999405],-1.6434572578306799,COMPLETE
181,0.674755798166139,0.4167242418423157,2024-12-23 11:19:11.993545,2024-12-23 11:19:15.572145,0 days 00:00:03.578600,0.059196350112344226,32.0,0.2,64,100.0,9.25061489644235e-06,136.0,0.0014541457291492332,3,1,adam,"{'neurons_per_layer_encoder': [64], 'neurons_per_layer_decoder': [64, 32, 16]}",64.0,"[64, 32, 16]",[64],[0.674755798166139],[0.4167242418423157],-0.28292052394867107,COMPLETE
182,0.40841284253245436,-0.0533720721927069,2024-12-23 11:19:12.330110,2024-12-23 11:19:17.304448,0 days 00:00:04.974338,0.0613032121872548,32.0,0.2,80,100.0,8.924790694036876e-06,1208.0,0.0036342704503467766,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80.0,"[640, 320, 160]","[80, 160, 320, 640]",[0.40841284253245436],[-0.0533720721927069],0.02638437642188795,COMPLETE
183,0.2603190265601839,-0.03017434788570239,2024-12-23 11:19:12.387617,2024-12-23 11:19:17.525325,0 days 00:00:05.137708,0.05915400825721892,64.0,0.2,80,100.0,6.154200547471881e-06,1176.0,0.00394690712358525,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80.0,"[640, 320, 160]","[80, 160, 320, 640]",[0.2603190265601839],[-0.03017434788570239],-0.45798838839960765,COMPLETE
184,0.14894374333977323,-0.00028417727554175265,2024-12-23 11:19:15.194595,2024-12-23 11:19:20.627965,0 days 00:00:05.433370,0.059372196577149525,80.0,0.2,88,100.0,4.839320602149738e-06,728.0,0.003924752526796987,3,4,adam,"{'neurons_per_layer_encoder': [88, 176, 352, 704], 'neurons_per_layer_decoder': [704, 352, 176]}",88.0,"[704, 352, 176]","[88, 176, 352, 704]",[0.14894374333977323],[-0.00028417727554175265],-0.7269554988316603,COMPLETE
185,0.4909389940240577,0.2817597903718617,2024-12-23 11:19:15.579805,2024-12-23 11:19:22.551314,0 days 00:00:06.971509,0.056512347730411736,32.0,0.2,80,100.0,5.315419860527939e-06,1512.0,2.744698981250793e-05,1,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640]}",80.0,[640],"[80, 160, 320, 640]",[0.4909389940240577],[0.2817597903718617],0.19328217012245494,COMPLETE
186,-0.9786874669259529,-0.11045742001028525,2024-12-23 11:26:51.353346,2024-12-23 11:26:53.812877,0 days 00:00:02.459531,0.043241900334437346,32.0,0.2,68,100.0,6.691889853472397e-06,122.0,1.3195940650189285e-05,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[-0.9786874669259529],[-0.11045742001028525],-0.10923305610590679,COMPLETE
187,0.0340805032104734,-0.2834836905469402,2024-12-23 11:26:51.353810,2024-12-23 11:26:54.400879,0 days 00:00:03.047069,0.07059163783590505,32.0,0.2,68,100.0,2.3252518776689606e-06,122.0,0.0009304367678446813,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[0.0340805032104734],[-0.2834836905469402],0.25279540725724176,COMPLETE
188,-1.3345660130166208,-0.05015816566430553,2024-12-23 11:26:51.353995,2024-12-23 11:26:53.803656,0 days 00:00:02.449661,0.04500786342225883,32.0,0.2,68,100.0,6.66651454345712e-06,122.0,1.3359476942818639e-05,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[-1.3345660130166208],[-0.05015816566430553],0.19003222233605702,COMPLETE
189,-2.377879983350214,0.10637643965806909,2024-12-23 11:26:51.354596,2024-12-23 11:26:53.885063,0 days 00:00:02.530467,0.049964061512869994,32.0,0.2,68,100.0,0.00019945076942935662,122.0,0.0009533091772995615,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[-2.377879983350214],[0.10637643965806909],0.3459631128034448,COMPLETE
190,-1.01102207978614,0.10926484758778876,2024-12-23 11:26:51.354188,2024-12-23 11:26:54.152342,0 days 00:00:02.798154,0.04079542660039218,32.0,0.2,68,100.0,2.133271130328547e-06,122.0,0.0009376121115579082,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[-1.01102207978614],[0.10926484758778876],0.20510673390546236,COMPLETE
191,-0.36878955843376193,-0.05933381688112527,2024-12-23 11:26:51.354339,2024-12-23 11:26:54.840345,0 days 00:00:03.486006,0.0426352684825239,32.0,0.2,68,100.0,6.3586858585766515e-06,122.0,1.3942215918744645e-05,5,1,adadelta,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68.0,"[68, 34, 17, 8, 8]",[68],[-0.36878955843376193],[-0.05933381688112527],0.15106595465812117,COMPLETE
192,0.6472199460054566,0.1751884564054752,2024-12-23 11:26:53.812907,2024-12-23 11:26:57.032056,0 days 00:00:03.219149,0.04987447058037494,40.0,0.30000000000000004,84,100.0,2.161978775595692e-06,156.0,0.0009366570036149171,3,1,adam,"{'neurons_per_layer_encoder': [84], 'neurons_per_layer_decoder': [84, 42, 21]}",84.0,"[84, 42, 21]",[84],[0.6472199460054566],[0.1751884564054752],-0.2923167186503069,COMPLETE
193,0.5044394535719848,0.3560822083762657,2024-12-23 11:26:53.821399,2024-12-23 11:26:57.021195,0 days 00:00:03.199796,0.04901137587639211,40.0,0.30000000000000004,60,100.0,2.1589153102043544e-06,130.0,0.0009461540548339972,3,1,adam,"{'neurons_per_layer_encoder': [60], 'neurons_per_layer_decoder': [60, 30, 15]}",60.0,"[60, 30, 15]",[60],[0.5044394535719848],[0.3560822083762657],0.02503179882233564,COMPLETE
194,-1.0640554892721745,-0.12318007295322375,2024-12-23 11:26:53.893004,2024-12-23 11:26:55.773683,0 days 00:00:01.880679,0.07389910688774695,40.0,0.30000000000000004,84,100.0,2.1958959652738763e-06,172.0,1.0175574045181415e-05,3,1,adam,"{'neurons_per_layer_encoder': [84], 'neurons_per_layer_decoder': [84, 42, 21]}",84.0,"[84, 42, 21]",[84],[-1.0640554892721745],[-0.12318007295322375],-0.13680104647825514,COMPLETE
195,0.5180180809080595,0.22701197575615695,2024-12-23 11:26:54.160121,2024-12-23 11:26:57.350860,0 days 00:00:03.190739,0.07338929131365714,40.0,0.30000000000000004,84,100.0,1.758899031375965e-06,156.0,0.0014665513245269103,3,1,adam,"{'neurons_per_layer_encoder': [84], 'neurons_per_layer_decoder': [84, 42, 21]}",84.0,"[84, 42, 21]",[84],[0.5180180809080595],[0.22701197575615695],-0.46746818489820063,COMPLETE
196,-0.12418960002497625,0.042198209580758594,2024-12-23 11:26:54.408304,2024-12-23 11:26:57.532716,0 days 00:00:03.124412,0.055644286758129415,40.0,0.30000000000000004,4,100.0,1.873176271758655e-06,4.0,0.0015744780175291169,3,1,adam,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8]}",4.0,"[8, 8, 8]",[4],[-0.12418960002497625],[0.042198209580758594],-0.3418570948725598,COMPLETE
197,0.5457342063741566,0.20100785705993873,2024-12-23 11:26:54.847897,2024-12-23 11:26:58.065166,0 days 00:00:03.217269,0.05625529168734294,40.0,0.30000000000000004,60,100.0,0.0002863083802093783,98.0,0.001525331713892897,3,1,adam,"{'neurons_per_layer_encoder': [60], 'neurons_per_layer_decoder': [60, 30, 15]}",60.0,"[60, 30, 15]",[60],[0.5457342063741566],[0.20100785705993873],0.41291328667780575,COMPLETE
198,0.5152806591243788,0.22306078718689648,2024-12-23 11:26:55.780027,2024-12-23 11:26:58.929966,0 days 00:00:03.149939,0.055738911599999226,80.0,0.30000000000000004,60,100.0,1.8226221139304926e-06,98.0,0.0014968476445851382,3,1,adam,"{'neurons_per_layer_encoder': [60], 'neurons_per_layer_decoder': [60, 30, 15]}",60.0,"[60, 30, 15]",[60],[0.5152806591243788],[0.22306078718689648],-0.4358628953501791,COMPLETE
199,0.3557762395513704,0.1258187351384592,2024-12-23 11:26:57.029593,2024-12-23 11:27:00.376274,0 days 00:00:03.346681,0.027017139777885564,32.0,0.30000000000000004,76,100.0,0.0006803676120552288,147.0,0.0016266098468111058,3,1,adam,"{'neurons_per_layer_encoder': [76], 'neurons_per_layer_decoder': [76, 38, 19]}",76.0,"[76, 38, 19]",[76],[0.3557762395513704],[0.1258187351384592],0.10028568783708317,COMPLETE
200,0.14038824782618653,-0.030097912938768845,2024-12-23 11:26:57.040566,2024-12-23 11:27:00.161688,0 days 00:00:03.121122,0.05737193756700199,80.0,0.1,4,100.0,0.000286287305994443,4.0,0.0015086950352281069,3,1,adam,"{'neurons_per_layer_encoder': [4], 'neurons_per_layer_decoder': [8, 8, 8]}",4.0,"[8, 8, 8]",[4],[0.14038824782618653],[-0.030097912938768845],-0.2236037514298275,COMPLETE
201,-0.5627390182719123,-0.09573203654354634,2024-12-23 11:26:57.357574,2024-12-23 11:26:59.293821,0 days 00:00:01.936247,0.06479676467151443,80.0,0.1,76,100.0,0.0002909290984154307,147.0,1.841173197813471e-05,3,1,adam,"{'neurons_per_layer_encoder': [76], 'neurons_per_layer_decoder': [76, 38, 19]}",76.0,"[76, 38, 19]",[76],[-0.5627390182719123],[-0.09573203654354634],0.5153688687283872,COMPLETE
202,0.43338824461849823,0.24292724544076016,2024-12-23 11:26:57.539422,2024-12-23 11:27:00.272554,0 days 00:00:02.733132,0.06429446829660987,32.0,0.2,108,100.0,0.0006978281604330601,196.0,0.0018048174763370124,1,1,adam,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108]}",108.0,[108],[108],[0.43338824461849823],[0.24292724544076016],-0.7056659342877466,COMPLETE
203,0.6312128429312376,0.26252355130387817,2024-12-23 11:26:58.072017,2024-12-23 11:27:01.809936,0 days 00:00:03.737919,0.024813545728388023,32.0,0.2,100,100.0,4.248841808233614e-06,204.0,0.0018816991976741658,4,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100, 50, 25, 12]}",100.0,"[100, 50, 25, 12]",[100],[0.6312128429312376],[0.26252355130387817],-0.6244798785384003,COMPLETE
204,0.657978825199344,0.4630883271062187,2024-12-23 11:26:58.936403,2024-12-23 11:27:01.734875,0 days 00:00:02.798472,0.05280812645246007,32.0,0.2,108,100.0,8.033920001666203e-06,212.0,0.0018190743922292683,1,1,adam,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108]}",108.0,[108],[108],[0.657978825199344],[0.4630883271062187],-0.8983429034071861,COMPLETE
