Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.007567267463762089,0.7637217484133063,34.48360466601319,0.0073186222522963204,0.15880863882414398,44.72867087068418
2,0.0041634015100268,0.870003110878088,38.36886137879718,0.009094911214439044,-0.04535532515659835,50.722437252967566
3,0.005640649039753377,0.8238779454658651,48.18864026067939,0.00906934106176958,-0.04241633052236238,49.23041849260016
4,0.0061074425940334945,0.8093029135424644,36.5288684274123,0.009230946562690618,-0.06099102212509133,54.326943322068274
5,0.005426932202329351,0.8305509804713018,29.83444614519943,0.004608021367592591,0.47036100062188335,41.94367240535202
6,0.0033614093019410127,0.8950442922054431,34.49802506204657,0.004115039438188573,0.5270235972055983,40.45139386070819
7,0.004470244797274912,0.8604223215417409,40.2061181684988,0.009441970650881244,-0.0852458113281096,53.21879719909928
8,0.0057501659593498155,0.8204584196720006,41.27921367417775,0.006004554684911206,0.30984557550152214,43.37105858085181
9,0.004212438297694732,0.8684719998781014,36.92719085004648,0.010113236920864466,-0.16240014009285142,54.130345207978216
10,0.00325244303729167,0.8984466245026129,34.06329761009268,0.006371265354514478,0.26769640634273717,43.19484850507702
