,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.003314090418012,0.8982429504304813,13.347050512520283,0.027537838261366927,0.377805539789299,21.27302935795531
max,10.0,0.0044681877655955785,0.9245259866785023,15.124309992143745,0.031836698655688354,0.46181949963774205,23.34858787555058
mean,5.5,0.0038484906739082157,0.9123557297014105,14.189454756184025,0.030400622542949108,0.4058712199482445,22.1688525644052
