Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.0039639833838936624,0.9097255364258735,15.124309992143745,0.030839630032457075,0.39729156064006865,23.34858787555058
2,0.003967336034660056,0.9096491842517657,14.582128354242126,0.030998047848076353,0.3941955522146038,23.084168881925805
3,0.003822166255382996,0.9129552334155082,13.673477592644728,0.03157313955847953,0.3829563568383577,22.1669094559554
4,0.0036889719690930325,0.9159885566112664,13.347050512520283,0.03043339513634395,0.4052307350073422,21.292754376594274
5,0.0037468974746879945,0.9146693800561648,13.678059980725429,0.030742318683170757,0.3991933464720854,22.67814061193387
6,0.0033747446476575355,0.9231446670526429,13.905588516519899,0.03033885220969464,0.40707841669850897,21.6122474959072
7,0.0040499553871410805,0.9077676380887896,14.350240784947967,0.031836698655688354,0.377805539789299,22.361787939413155
8,0.003314090418012,0.9245259866785023,13.802409312840036,0.027537838261366927,0.46181949963774205,21.74714383250405
9,0.004088573402958222,0.9068881640031123,15.04429981535513,0.02909476300576775,0.4313920372488905,21.27302935795531
10,0.0044681877655955785,0.8982429504304813,14.386982699900914,0.030611542038445738,0.40174915493554586,22.123755816312336
