Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.01931240001782026,0.6576168505177765,21.779312556734954,0.00785140044932813,0.858901247460867,12.585337805290367
2,0.012797910977049392,0.7731100710904883,23.419769689282138,0.005636912779308507,0.8986981537286907,19.241095904971903
3,0.023169775330642732,0.5892307199943576,24.644010719260258,0.013789000864288442,0.7521956963896016,16.085794211762945
4,0.018591583210484704,0.6703959731782196,26.7400270046749,0.0037613365872083385,0.9324044285143662,22.542461792156633
5,0.013826430592469414,0.7548757871637463,20.194189388093626,0.003861420850616201,0.9306057984729122,11.67958548794721
6,0.01917204245243279,0.6601052033504993,23.878022733632598,0.006234880535040121,0.8879519811271421,13.983217816545698
7,0.01129438923400603,0.7997655105606309,20.12436547307363,0.003775701636388929,0.9321462719558483,13.102221938466844
8,0.01928539275226759,0.6580956533921108,22.944331638809498,0.008508742719304954,0.8470880461239121,14.536378400229719
9,0.019110048983645427,0.6612042650451183,24.07489232257463,0.00945593977058174,0.8300658189166198,21.732585225113528
10,0.013343295526009696,0.7634411288886042,22.578515816126455,0.0036758740808581283,0.9339402886596623,17.92897006856262
