,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.016058278090308624,0.4878912273923586,23.090472790707548,0.018708496103402434,0.507781049639312,25.403949777435447
max,10.0,0.024357331808586218,0.6623774250954191,26.25807894439366,0.02913027190510304,0.6838794933036452,30.618272574761047
mean,5.5,0.019731599468473044,0.5851464657625883,24.343566361616265,0.023878063559241176,0.596528469762874,27.619086743431478
