Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.004732754276640177,0.9004946435549483,17.211432080256685,0.03002541309914617,0.44921745911019195,23.68101800719267
2,0.0037930261047977943,0.9202522690801457,15.876251273356704,0.02783556130694773,0.4893878351278814,21.083603327679672
3,0.004355139754517345,0.9084339248753668,14.684208580502744,0.028844703401496405,0.4708762547836234,22.137254324332442
4,0.0034952497316465356,0.9265129668513314,15.169669904975047,0.025312083287638384,0.5356782102432966,22.193733518315845
5,0.004379968704856873,0.9079119004030874,15.308494805451305,0.028370548285764855,0.4795740987918361,24.378707682585198
6,0.004796030853489051,0.8991642642523406,16.301688493422105,0.027865889807960422,0.4888314927790187,23.211920334232392
7,0.004264411011074119,0.9103414813273656,15.941986094765273,0.02584954885512564,0.52581900697692,21.963382614728104
8,0.004231560370043401,0.9110321604867178,15.293212095230496,0.02725057345738614,0.5001187813802199,22.364714218432074
9,0.004305310211020503,0.9094815825810755,16.689721464686784,0.02994280383362067,0.4507328334704692,24.04593830028472
10,0.004420013571353834,0.9070699638727584,16.75547639006619,0.027055247917173588,0.5037018094299489,23.025495393756934
