,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0012904001505285418,0.9337236417156106,23.538552938773094,0.0013932460935734197,0.6859550496457902,32.24302284000372
max,10.0,0.002003553493817021,0.9573143302783858,30.735821816949233,0.0026062654265788915,0.8321192094153665,42.26925889620034
mean,5.5,0.0015885118280516094,0.947452973239878,26.57526188272921,0.002008047791471868,0.7580379716698917,38.138796291017385
