,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.002527935846154448,0.03874813145869804,13.572001399821815,0.004672050586523819,0.016861682767652764,21.882805620289965
max,10.0,0.04951324132920397,0.9509225615121415,41.80034560449202,0.05377242253809833,0.9145794119949674,44.00903203316963
mean,5.5,0.025812254550232554,0.49887995106795663,27.902838828452595,0.02856699239344902,0.4777005850873466,33.23502025973113
