Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.0027256313105004063,0.947084494574831,13.939385181229492,0.004672050586523819,0.9145794119949674,21.882805620289965
2,0.003793420473689181,0.926354396912694,15.41713268607289,0.0058142678038042815,0.8936958910393084,22.18468524126991
3,0.04942915296150735,0.04038062608843851,41.80034560449202,0.05235327173094269,0.04280846869602328,43.93917050939628
4,0.0027174832540675506,0.9472426812388587,14.010137691644875,0.007018485069410737,0.8716788034652521,24.038467809711474
5,0.047626699597723796,0.07537352126925878,40.95340305643345,0.04903906512969243,0.10340316291135199,43.170656112245304
6,0.002527935846154448,0.9509225615121415,13.572001399821815,0.005977559276774646,0.8907103810626892,23.080199446047132
7,0.04951324132920397,0.03874813145869804,41.781452298755696,0.05377242253809833,0.016861682767652764,44.00903203316963
8,0.048356877602713025,0.06119781891527709,41.78920141799453,0.052284842141707415,0.04405958865741244,43.98391219632894
9,0.04864022051457509,0.055696989315888845,41.23690597407838,0.04970193449391868,0.09128371133134294,43.427084163953666
10,0.002791882612190698,0.9457982893934804,14.528422974002734,0.005036025163617199,0.9079247489474654,22.634189464898956
