,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.005418462934044375,0.002272608033499268,17.841661625885855,0.009771314480978842,-0.48130885808428636,20.435476730572258
max,10.0,0.04755927718570603,0.8863281948011592,40.76989204716887,0.04597795598939874,0.6851896874419863,47.290679039498954
mean,5.5,0.014298562584450813,0.7000360728665243,24.83336392931668,0.018236293226179968,0.4124666459554781,29.697066062089668
