,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.001824505679299687,0.9086139352546216,25.813946451020154,0.0027009762400566815,0.48656905044095333,36.52286765590996
max,10.0,0.002762627187829625,0.9396464369599643,31.612505566591665,0.004712178211846131,0.7057062077613103,44.425102394105316
mean,5.5,0.002178114594629729,0.9279492642928547,28.14378248669335,0.00380273364060948,0.585660589170856,39.246824789203735
