Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.003075040313594984,0.9349337523315322,22.60380520706718,0.017745824920947686,0.3672496209593672,35.955413228315045
2,0.003472554039689623,0.9265225694148923,20.355870589208415,0.01484397681377234,0.4707187748540449,33.59000860404559
3,0.0036921637684935653,0.9218757422036884,23.944664359817047,0.017615965371863183,0.37187993142795917,37.23157616458203
4,0.004416547283434692,0.9065481652019377,22.47747437228146,0.0230473525902237,0.17821678325403167,40.308747376784886
5,0.004265724952649646,0.9097394869824715,22.61903443265851,0.012518813826950477,0.5536254736294892,34.004270333827485
6,0.002796758275252792,0.9408220549818773,17.36523311367404,0.017465976638822694,0.3772279740298652,35.680408118290636
7,0.003985827387974832,0.915661973326607,22.243565554361602,0.01989660107224355,0.29056091074012225,33.36958987861382
8,0.003637807843266677,0.923025885204229,22.60779414129164,0.020690121860611407,0.2622668989456246,36.22016394767269
9,0.004090496499381633,0.9134472295731922,24.27857061277867,0.01124440493759192,0.5990661737032571,31.944474526913847
10,0.0036850650734154317,0.92202594688557,19.18590812595012,0.01930199060149216,0.31176251745187034,34.71855531632708
