,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.005831437879363174,0.7003577401800076,15.215238487607541,0.0061356074349950005,0.7157720941458863,14.980024918297572
max,10.0,0.01009413830295476,0.8268950581288546,19.768662034157458,0.013657618220922051,0.8723122271993173,24.349272244891935
mean,5.5,0.007575229085424908,0.7751310024010252,17.2239129855827,0.008743104783108639,0.8180477501297233,19.710367669372594
