Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.006224140954376946,0.815237754325028,16.284389333105327,0.007413359257309673,0.8457210076482075,17.934349362390538
2,0.009604613958474936,0.7148891619234463,19.603196162434397,0.009862736615283101,0.7947471565826687,22.611817889677937
3,0.005831437879363174,0.8268950581288546,15.215238487607541,0.00716798067435678,0.8508275671995142,17.086408048384964
4,0.007321341377068009,0.7826676027912052,17.106913395085655,0.00801387175633821,0.8332237766319945,20.261067578171872
5,0.006749858447136991,0.799631946991141,16.401417232408765,0.0061356074349950005,0.8723122271993173,14.980024918297572
6,0.006743480365500486,0.7998212789318694,16.76028432131648,0.009732473545528522,0.797458053821673,20.624715434718773
7,0.006788386811072672,0.7984882410411764,15.795323435018124,0.006918835470454457,0.8560125136823697,16.70041803844793
8,0.0077165836403604825,0.7709349237457181,17.129153305184243,0.008482363397389779,0.8234740240841997,20.405116118337173
9,0.008678309117940613,0.742386315951805,18.174552149509022,0.01004620145850882,0.7909290803014019,22.15048706040723
10,0.01009413830295476,0.7003577401800076,19.768662034157458,0.013657618220922051,0.7157720941458863,24.349272244891935
