IDENTIFIER: Reference ID,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: year
150,27.8,,7.8,584.1739130434783,25.0,517.0,1049.0,55.0,3.4424528301886794,98.39482758620689,203.7,7729.259668508287,,13471.125,2018
150,122.2,,7.8,590.2173913043479,25.0,461.0,886.0,58.0,3.5966981132075473,95.7862068965517,205.8,7707.585635359116,,12870.09375,2018
152,100.74000000000001,,7.6,596.2608695652174,25.0,840.0,1039.0,32.0,3.750943396226415,93.17758620689654,207.9,7685.911602209945,,12269.0625,2019
152,79.28,,7.6,602.304347826087,25.0,159.0,410.0,65.0,3.905188679245283,90.56896551724137,210.0,7664.237569060773,,11668.03125,2019
153,57.82,,7.0,608.3478260869565,25.0,1202.0,477.3333333333333,32.6,4.059433962264151,87.9603448275862,158.5,7642.563535911602,,11067.0,2019
154,36.36,,9.9,614.3913043478261,25.0,708.0,544.6666666666666,54.95,4.213679245283019,85.35172413793101,107.0,7620.889502762431,,11067.0,2019
155,14.9,,8.2,620.4347826086956,25.0,214.0,612.0,77.3,4.367924528301887,82.74310344827585,219.0,7599.215469613259,,11067.0,2018
155,11.6,,8.3,626.4782608695652,25.0,241.0,721.0,96.2,4.522169811320755,80.13448275862068,220.0,7577.541436464088,,11067.0,2018
155,10.5,,8.3,632.5217391304348,25.0,299.0,841.0,76.1,4.676415094339623,77.52586206896551,222.0,7555.867403314917,,11067.0,2018
155,5.6,,8.3,638.5652173913044,25.0,392.0,746.0,20.3,4.830660377358491,74.91724137931033,177.66666666666666,7534.193370165746,,11067.0,2018
155,6.2,,8.4,644.6086956521739,25.0,482.0,857.0,13.3,4.9849056603773585,72.30862068965516,133.33333333333331,7512.519337016574,,11067.0,2018
156,6.105769230769231,,8.4,650.6521739130435,25.0,497.843137254902,867.9411764705883,13.060784313725492,5.139150943396227,69.7,89.0,7490.845303867403,,11067.0,2019
157,6.0115384615384615,,8.0,656.695652173913,25.0,513.686274509804,878.8823529411765,12.821568627450981,5.293396226415095,202.0,91.62,7469.171270718232,,11067.0,2015
158,5.917307692307692,,8.0,662.7391304347826,25.0,529.5294117647059,889.8235294117648,12.582352941176472,5.4476415094339625,202.2,94.24,7447.49723756906,,11067.0,2017
159,5.823076923076923,,8.2,668.7826086956521,25.0,545.3725490196078,900.7647058823529,12.343137254901961,5.601886792452831,204.0,96.86,7425.823204419889,,11067.0,2016
160,5.728846153846154,,8.5,674.8260869565217,25.0,561.2156862745098,911.7058823529412,12.103921568627452,5.756132075471698,174.0,99.48,7404.149171270718,,11067.0,2017
161,5.634615384615385,,8.3,680.8695652173913,25.0,577.0588235294117,922.6470588235294,11.864705882352942,5.910377358490567,222.0,102.1,7382.4751381215465,,11067.0,2017
162,5.540384615384616,,8.3,686.9130434782609,25.0,592.9019607843137,933.5882352941177,11.625490196078433,6.064622641509435,229.0,104.72,7360.8011049723755,,11067.0,2016
160,5.446153846153846,,8.3,692.9565217391305,25.0,608.7450980392157,944.5294117647059,11.386274509803922,6.218867924528302,234.0,107.34,7339.1270718232045,,11067.0,2017
163,5.351923076923077,,5.7,699.0,25.0,624.5882352941177,955.4705882352941,11.147058823529413,6.373113207547171,233.47857142857143,109.96000000000001,7317.453038674033,,11067.0,2019
163,5.257692307692308,,5.1,728.0,25.0,640.4313725490197,966.4117647058823,10.907843137254902,6.527358490566038,232.95714285714286,112.58,7295.7790055248615,,11067.0,2019
163,5.163461538461538,,5.6,604.0,25.0,656.2745098039215,977.3529411764706,10.668627450980393,6.681603773584906,232.43571428571428,115.2,7274.1049723756905,,11067.0,2019
163,5.069230769230769,,5.6,790.0,25.0,672.1176470588235,988.2941176470588,10.429411764705883,6.835849056603774,231.9142857142857,117.82000000000001,7252.4309392265195,,11067.0,2019
163,4.975,,5.3,806.0,25.0,687.9607843137255,999.2352941176471,10.190196078431374,6.990094339622642,231.39285714285714,120.44,7230.756906077348,,11067.0,2019
163,4.880769230769231,,5.1,811.0,25.0,703.8039215686274,1010.1764705882352,9.950980392156863,7.14433962264151,230.87142857142857,123.06,7209.082872928177,,11067.0,2019
163,4.786538461538462,,5.3,855.0,25.0,719.6470588235294,1021.1176470588235,9.711764705882354,7.298584905660378,230.35,125.68,7187.408839779006,,11067.0,2019
163,4.6923076923076925,,5.4,802.0,25.0,735.4901960784314,1032.0588235294117,9.472549019607843,7.452830188679246,229.82857142857142,128.3,7165.734806629835,,11067.0,2019
163,4.598076923076923,,5.1,799.0,25.0,751.3333333333334,1043.0,9.233333333333334,7.6070754716981135,229.30714285714285,130.92000000000002,7144.060773480663,,11067.0,2019
163,4.503846153846154,,5.3,857.0,25.0,767.1764705882354,1053.9411764705883,8.994117647058824,7.761320754716982,228.78571428571428,133.54,7122.386740331492,,11067.0,2019
163,4.4096153846153845,,5.1,855.0,25.0,783.0196078431372,1064.8823529411766,8.754901960784315,7.91556603773585,228.2642857142857,136.16,7100.712707182321,,11067.0,2019
163,4.315384615384615,,5.3,816.0,25.0,798.8627450980392,1075.8235294117646,8.515686274509804,8.069811320754718,227.74285714285713,138.78,7079.038674033149,,11067.0,2019
163,4.221153846153846,,5.1,811.0,25.0,814.7058823529412,1086.764705882353,8.276470588235295,8.224056603773585,227.22142857142856,141.4,7057.364640883978,,11067.0,2019
163,4.1269230769230765,,5.2,790.0,25.0,830.5490196078431,1097.7058823529412,8.037254901960784,8.378301886792453,226.7,144.02,7035.690607734807,,11067.0,2019
163,4.032692307692308,,5.2,855.0,25.0,846.3921568627451,1108.6470588235295,7.798039215686275,8.532547169811322,226.17857142857142,146.64000000000001,7014.016574585636,,11067.0,2019
163,3.9384615384615382,,5.2,856.0,25.0,862.2352941176471,1119.5882352941176,7.558823529411765,8.68679245283019,225.65714285714284,149.26,6992.342541436464,,11067.0,2019
163,3.844230769230769,,5.1,859.0,25.0,878.0784313725491,1130.5294117647059,7.3196078431372555,8.841037735849058,225.13571428571427,151.88,6970.668508287293,,11067.0,2019
163,3.75,,5.3,875.0,25.0,893.921568627451,1141.4705882352941,7.080392156862746,8.995283018867925,224.6142857142857,154.5,6948.994475138122,,11067.0,2019
163,3.6557692307692307,,5.3,865.0,25.0,909.7647058823529,1152.4117647058824,6.841176470588236,9.149528301886793,224.09285714285716,157.12,6927.32044198895,,11067.0,2019
163,3.5615384615384613,,5.3,868.0,25.0,925.6078431372549,1163.3529411764705,6.601960784313726,9.303773584905661,223.57142857142858,159.74,6905.646408839779,,11067.0,2019
163,3.467307692307692,,5.3,863.0,25.0,941.4509803921569,1174.2941176470588,6.362745098039216,9.45801886792453,223.05,162.36,6883.972375690608,,11067.0,2019
163,3.373076923076923,,5.0,843.0,25.0,957.2941176470588,1185.235294117647,6.123529411764706,9.612264150943398,222.52857142857144,164.98,6862.298342541437,,11067.0,2019
163,3.2788461538461537,,5.3,794.0,25.0,973.1372549019608,1196.1764705882354,5.8843137254901965,9.766509433962264,222.00714285714287,167.6,6840.624309392265,,11067.0,2019
163,3.1846153846153844,,5.2,783.0,25.0,988.9803921568628,1207.1176470588234,5.645098039215687,9.920754716981133,221.4857142857143,170.22,6818.950276243094,,11067.0,2019
163,3.090384615384615,,5.0,797.0,25.0,1004.8235294117648,1218.0588235294117,5.405882352941177,10.075000000000001,220.96428571428572,172.84,6797.276243093923,,11067.0,2019
163,2.9961538461538457,,5.0,805.0,25.0,1020.6666666666667,1229.0,5.166666666666667,10.22924528301887,220.44285714285715,175.46,6775.602209944751,,11067.0,2019
163,2.901923076923077,,6.0,699.0,25.0,1036.5098039215686,1239.9411764705883,4.927450980392157,10.383490566037738,219.92142857142858,178.08,6753.92817679558,,11067.0,2019
163,2.8076923076923075,,5.1,749.0,25.0,1052.3529411764707,1250.8823529411766,4.688235294117647,10.537735849056604,219.4,180.70000000000002,6732.254143646409,,11067.0,2019
163,2.713461538461538,,5.3,828.0,25.0,1068.1960784313726,1261.8235294117646,4.449019607843137,10.691981132075473,218.87857142857143,183.32,6710.580110497238,,11067.0,2019
163,2.619230769230769,,5.1,849.0,25.0,1084.0392156862745,1272.764705882353,4.209803921568628,10.84622641509434,218.35714285714286,185.94,6688.906077348066,,11067.0,2019
163,2.525,,5.1,883.0,25.0,1099.8823529411766,1283.7058823529412,3.9705882352941178,11.00047169811321,217.8357142857143,188.56,6667.232044198895,,11067.0,2019
163,2.4307692307692306,,5.3,864.0,25.0,1115.7254901960785,1294.6470588235295,3.731372549019608,11.154716981132077,217.31428571428572,191.18,6645.558011049724,,11067.0,2019
163,2.3365384615384612,,5.1,841.0,25.0,1131.5686274509803,1305.5882352941176,3.4921568627450985,11.308962264150944,216.79285714285714,193.8,6623.883977900552,,11067.0,2019
163,2.242307692307692,,5.3,868.0,25.0,1147.4117647058824,1316.5294117647059,3.2529411764705887,11.463207547169812,216.27142857142857,196.42000000000002,6602.209944751381,,11067.0,2019
163,2.1480769230769226,,5.3,865.0,25.0,1163.2549019607843,1327.4705882352941,3.013725490196079,11.61745283018868,215.75,199.04,6580.53591160221,,11067.0,2019
163,2.0538461538461537,,5.2,840.0,25.0,1179.0980392156862,1338.4117647058824,2.774509803921569,11.771698113207549,215.22857142857143,201.66,6558.861878453039,,11067.0,2019
163,1.9596153846153843,,5.3,882.0,25.0,1194.9411764705883,1349.3529411764705,2.535294117647059,11.925943396226417,214.70714285714286,204.28,6537.187845303867,,11067.0,2019
163,1.865384615384615,,5.3,883.0,25.0,1210.7843137254902,1360.2941176470588,2.2960784313725493,12.080188679245284,214.18571428571428,206.9,6515.513812154696,,11067.0,2019
163,1.7711538461538459,,5.3,828.0,25.0,1226.6274509803923,1371.235294117647,2.0568627450980395,12.234433962264152,213.6642857142857,209.52,6493.839779005525,,11067.0,2019
163,1.6769230769230765,,5.2,848.0,25.0,1242.4705882352941,1382.1764705882354,1.8176470588235296,12.38867924528302,213.14285714285714,212.14000000000001,6472.165745856353,,11067.0,2019
163,1.5826923076923072,,5.1,878.0,25.0,1258.313725490196,1393.1176470588236,1.5784313725490198,12.542924528301889,212.62142857142857,214.76,6450.491712707182,,11067.0,2019
163,1.488461538461538,,5.3,782.0,25.0,1274.1568627450981,1404.0588235294117,1.33921568627451,12.697169811320757,212.1,217.38,6428.817679558011,,11067.0,2019
164,1.3942307692307687,,8.0,781.5729166666666,25.0,1290.0,1415.0,1.1,12.851415094339623,211.57857142857142,220.0,6407.143646408839,,11067.0,2019
164,1.3,,8.0,781.1458333333334,25.0,1135.0,1260.0,1.8,13.005660377358492,211.05714285714285,220.0,6385.469613259668,,11067.0,2019
164,2.0,,8.0,780.71875,25.0,585.0,815.0,31.7,13.15990566037736,210.53571428571428,220.0,6363.795580110497,,11067.0,2019
164,3.6,,8.0,780.2916666666666,25.0,425.0,735.0,40.2,13.314150943396228,210.0142857142857,220.0,6342.121546961326,,11067.0,2019
164,17.1,,8.0,779.8645833333334,25.0,270.0,630.0,46.2,13.468396226415097,209.49285714285713,220.0,6320.447513812154,,11067.0,2019
164,0.07,,8.0,779.4375,25.0,1120.0,1175.0,1.5,13.622641509433963,208.97142857142856,163.5,6298.773480662983,,11067.0,2019
165,3.1764556962025314,9.08,9.1,779.0104166666666,23.0,1841.0,1168.0455696202532,2.278481012658228,13.776886792452832,208.45,107.0,6277.099447513812,,11067.0,2019
165,6.2829113924050635,5.98,6.0,778.5833333333334,23.0,1100.0,1161.0911392405064,3.056962025316456,13.9311320754717,207.92857142857142,189.0,6255.42541436464,,11067.0,2019
165,9.389367088607594,6.46,6.5,778.15625,23.0,1100.0,1154.1367088607594,3.8354430379746836,14.085377358490568,207.40714285714284,151.0,6233.751381215469,,11067.0,2019
165,12.495822784810127,8.96,9.0,777.7291666666666,23.0,1260.0,1147.1822784810126,4.613924050632912,14.239622641509435,206.88571428571427,126.0,6212.077348066298,,11067.0,2019
165,15.602278481012657,9.93,9.9,777.3020833333334,23.0,1512.0,1140.2278481012659,5.3924050632911396,14.393867924528303,206.3642857142857,137.0,6190.403314917127,,11067.0,2019
165,18.708734177215188,8.68,8.7,776.875,23.0,1575.0,1133.273417721519,6.170886075949367,14.548113207547171,205.84285714285713,128.0,6168.729281767955,,11067.0,2019
165,21.815189873417722,10.18,10.2,776.4479166666666,23.0,1600.0,1126.318987341772,6.9493670886075956,14.70235849056604,205.32142857142858,143.0,6147.055248618784,,11067.0,2019
165,24.921645569620253,9.89,9.9,776.0208333333334,23.0,929.0,1119.3645569620253,7.727848101265823,14.856603773584908,204.8,107.0,6125.381215469613,,11067.0,2019
165,28.028101265822784,10.91,11.0,775.59375,23.0,1515.0,1112.4101265822785,8.506329113924052,15.010849056603774,204.27857142857144,209.0,6103.7071823204415,,11067.0,2019
165,31.134556962025314,11.72,11.8,775.1666666666666,23.0,1343.0,1105.4556962025317,9.284810126582279,15.165094339622643,203.75714285714287,222.0,6082.03314917127,,11067.0,2019
165,34.241012658227845,12.29,12.4,774.7395833333334,23.0,1246.0,1098.5012658227847,10.063291139240507,15.319339622641511,203.2357142857143,229.0,6060.359116022099,,11067.0,2019
165,37.347468354430376,13.6,13.7,774.3125,23.0,996.0,1091.546835443038,10.841772151898734,15.47358490566038,202.71428571428572,250.0,6038.685082872928,,11067.0,2019
165,40.453924050632914,7.67,7.7,773.8854166666666,23.0,1100.0,1084.5924050632912,11.620253164556962,15.627830188679248,202.19285714285715,177.0,6017.0110497237565,,11067.0,2019
165,43.560379746835444,7.81,7.4,773.4583333333334,23.0,882.0,1077.6379746835444,12.398734177215191,15.782075471698114,201.67142857142858,101.0,5995.3370165745855,,11067.0,2019
165,46.666835443037975,6.63,6.5,773.03125,23.0,975.0,1070.6835443037974,13.177215189873419,15.936320754716983,201.15,94.0,5973.6629834254145,,11067.0,2019
165,49.773291139240506,6.56,6.6,772.6041666666666,23.0,1010.0,1063.7291139240506,13.955696202531646,16.09056603773585,200.62857142857143,95.08333333333333,5951.988950276243,,11067.0,2019
165,52.879746835443036,6.34,6.3,772.1770833333334,23.0,1240.0,1056.7746835443038,14.734177215189874,16.244811320754717,200.10714285714286,96.16666666666667,5930.314917127072,,11067.0,2019
165,55.98620253164557,7.14,7.1,771.75,23.0,2000.0,1049.820253164557,15.512658227848101,16.399056603773587,199.5857142857143,97.25,5908.640883977901,,11067.0,2019
165,59.0926582278481,6.56,6.8,771.3229166666666,23.0,1576.0,1042.8658227848102,16.29113924050633,16.553301886792454,199.06428571428572,98.33333333333333,5886.96685082873,,11067.0,2019
165,62.19911392405063,7.98,8.0,770.8958333333334,23.0,1595.0,1035.9113924050632,17.069620253164558,16.707547169811324,198.54285714285714,99.41666666666667,5865.292817679558,,11067.0,2019
165,65.30556962025317,8.46,8.5,770.46875,23.0,1617.0,1028.9569620253164,17.848101265822784,16.86179245283019,198.02142857142857,100.5,5843.618784530387,,11067.0,2019
165,68.4120253164557,8.16,8.2,770.0416666666666,23.0,1787.0,1022.0025316455697,18.626582278481013,17.016037735849057,197.5,101.58333333333333,5821.944751381216,,11067.0,2019
165,71.51848101265823,7.89,7.9,769.6145833333334,23.0,2134.0,1015.0481012658228,19.405063291139243,17.170283018867927,196.97857142857143,102.66666666666667,5800.270718232044,,11067.0,2019
165,74.62493670886076,7.27,7.1,769.1875,23.0,1706.0,1008.093670886076,20.18354430379747,17.324528301886794,196.45714285714286,103.75,5778.596685082873,,11067.0,2019
165,77.73139240506329,7.81,7.5,768.7604166666666,23.0,1244.0,1001.1392405063291,20.962025316455698,17.478773584905664,195.93571428571428,104.83333333333333,5756.922651933702,,11067.0,2019
165,80.83784810126582,8.43,8.5,768.3333333333334,23.0,1395.0,994.1848101265823,21.740506329113924,17.63301886792453,195.4142857142857,105.91666666666667,5735.248618784531,,11067.0,2019
165,83.94430379746835,9.08,9.1,767.90625,1000.0,298.0,987.2303797468354,22.518987341772153,17.787264150943397,194.89285714285714,107.0,5713.574585635359,,11067.0,2019
165,87.05075949367088,5.98,6.0,767.4791666666666,1000.0,375.0,980.2759493670886,23.297468354430382,17.941509433962267,194.37142857142857,189.0,5691.900552486188,,11067.0,2019
165,90.15721518987341,6.46,6.5,767.0520833333334,1000.0,540.0,973.3215189873417,24.075949367088608,18.095754716981133,193.85,151.0,5670.226519337017,,11067.0,2019
165,93.26367088607594,8.96,9.0,766.625,1000.0,368.0,966.367088607595,24.854430379746837,18.250000000000004,193.32857142857142,126.0,5648.552486187845,,11067.0,2019
165,96.37012658227847,9.93,9.9,766.1979166666666,1000.0,814.0,959.412658227848,25.632911392405063,18.40424528301887,192.80714285714285,137.0,5626.878453038674,,11067.0,2019
165,99.476582278481,8.68,8.7,765.7708333333334,1000.0,635.0,952.4582278481013,26.411392405063292,18.558490566037737,192.28571428571428,128.0,5605.204419889503,,11067.0,2019
165,102.58303797468355,10.18,10.2,765.34375,1000.0,855.0,945.5037974683545,27.18987341772152,18.712735849056607,191.7642857142857,143.0,5583.530386740331,,11067.0,2019
165,105.68949367088608,9.89,9.9,764.9166666666666,1000.0,295.0,938.5493670886076,27.968354430379748,18.866981132075473,191.24285714285713,107.0,5561.85635359116,,11067.0,2019
165,108.79594936708861,10.91,11.0,764.4895833333334,1000.0,753.0,931.5949367088608,28.746835443037977,19.021226415094343,190.72142857142856,209.0,5540.182320441989,,11067.0,2019
165,111.90240506329114,11.72,11.8,764.0625,1000.0,620.0,924.6405063291139,29.525316455696203,19.17547169811321,190.2,222.0,5518.508287292818,,11067.0,2019
165,115.00886075949367,12.29,12.4,763.6354166666666,1000.0,842.0,917.6860759493671,30.303797468354432,19.329716981132076,189.67857142857142,229.0,5496.834254143646,,11067.0,2019
165,118.1153164556962,13.6,13.7,763.2083333333334,1000.0,548.0,910.7316455696202,31.08227848101266,19.483962264150946,189.15714285714284,250.0,5475.160220994475,,11067.0,2019
165,121.22177215189873,7.67,7.7,762.78125,1000.0,504.0,903.7772151898735,31.860759493670887,19.638207547169813,188.63571428571427,177.0,5453.486187845304,,11067.0,2019
165,124.32822784810126,7.81,7.4,762.3541666666666,1000.0,274.0,896.8227848101266,32.639240506329116,19.792452830188683,188.1142857142857,101.0,5431.812154696132,,11067.0,2019
165,127.4346835443038,6.63,6.5,761.9270833333334,1000.0,141.0,889.8683544303798,33.41772151898734,19.94669811320755,187.59285714285713,94.0,5410.138121546961,,11067.0,2019
165,130.54113924050634,6.56,6.6,761.5,1000.0,550.0,882.9139240506329,34.19620253164557,20.100943396226416,187.07142857142856,95.08333333333333,5388.46408839779,,11067.0,2019
165,133.64759493670886,6.34,6.3,761.0729166666666,1000.0,82.0,875.9594936708861,34.9746835443038,20.255188679245286,186.54999999999998,96.16666666666667,5366.790055248619,,11067.0,2019
165,136.7540506329114,7.14,7.1,760.6458333333334,1000.0,745.0,869.0050632911392,35.75316455696203,20.409433962264153,186.02857142857144,97.25,5345.116022099447,,11067.0,2019
165,139.86050632911392,6.56,6.8,760.21875,1000.0,139.0,862.0506329113924,36.53164556962025,20.563679245283023,185.50714285714287,98.33333333333333,5323.441988950276,,11067.0,2019
165,142.96696202531646,7.98,8.0,759.7916666666666,1000.0,546.0,855.0962025316455,37.310126582278485,20.71792452830189,184.9857142857143,99.41666666666667,5301.767955801105,,11067.0,2019
165,146.07341772151898,8.46,8.5,759.3645833333334,1000.0,398.0,848.1417721518987,38.08860759493671,20.872169811320756,184.46428571428572,100.5,5280.093922651933,,11067.0,2019
165,149.17987341772152,8.16,8.2,758.9375,1000.0,614.0,841.187341772152,38.86708860759494,21.026415094339626,183.94285714285715,101.58333333333333,5258.419889502762,,11067.0,2019
165,152.28632911392404,7.89,7.9,758.5104166666666,1000.0,673.0,834.2329113924051,39.64556962025317,21.180660377358492,183.42142857142858,102.66666666666667,5236.745856353591,,11067.0,2019
165,155.39278481012659,7.27,7.1,758.0833333333334,1000.0,467.0,827.2784810126583,40.424050632911396,21.334905660377363,182.9,103.75,5215.07182320442,,11067.0,2019
165,158.4992405063291,7.81,7.5,757.65625,1000.0,323.0,820.3240506329114,41.20253164556962,21.48915094339623,182.37857142857143,104.83333333333333,5193.397790055248,,11067.0,2019
165,161.60569620253165,8.43,8.5,757.2291666666666,1000.0,190.0,813.3696202531646,41.98101265822785,21.643396226415096,181.85714285714286,105.91666666666667,5171.723756906077,,11067.0,2019
165,164.71215189873416,9.08,9.1,756.8020833333334,1200.0,89.0,806.4151898734177,42.75949367088608,21.797641509433966,181.3357142857143,107.0,5150.049723756906,,11067.0,2019
165,167.8186075949367,5.98,6.0,756.375,1200.0,100.0,799.4607594936709,43.537974683544306,21.951886792452832,180.81428571428572,189.0,5128.375690607734,,11067.0,2019
165,170.92506329113922,6.46,6.5,755.9479166666666,1200.0,200.0,792.506329113924,44.31645569620253,22.106132075471702,180.29285714285714,151.0,5106.701657458563,,11067.0,2019
165,174.03151898734177,8.96,9.0,755.5208333333334,1200.0,60.0,785.5518987341773,45.094936708860764,22.26037735849057,179.77142857142857,126.0,5085.027624309392,,11067.0,2019
165,177.13797468354431,9.93,9.9,755.09375,1200.0,556.0,778.5974683544304,45.87341772151899,22.414622641509435,179.25,137.0,5063.353591160221,,11067.0,2019
165,180.24443037974683,8.68,8.7,754.6666666666666,1200.0,187.0,771.6430379746836,46.651898734177216,22.568867924528305,178.72857142857143,128.0,5041.679558011049,,11067.0,2019
165,183.35088607594938,10.18,10.2,754.2395833333334,1200.0,404.0,764.6886075949367,47.43037974683545,22.723113207547172,178.20714285714286,143.0,5020.005524861878,,11067.0,2019
165,186.4573417721519,9.89,9.9,753.8125,1200.0,92.0,757.7341772151899,48.208860759493675,22.877358490566042,177.68571428571428,107.0,4998.331491712707,,11067.0,2019
165,189.56379746835444,10.91,11.0,753.3854166666666,1200.0,659.0,750.779746835443,48.9873417721519,23.03160377358491,177.1642857142857,209.0,4976.657458563535,,11067.0,2019
165,192.67025316455695,11.72,11.8,752.9583333333334,1200.0,586.0,743.8253164556962,49.765822784810126,23.185849056603775,176.64285714285714,222.0,4954.983425414364,,11067.0,2019
165,195.7767088607595,12.29,12.4,752.53125,1200.0,735.0,736.8708860759493,50.54430379746836,23.340094339622645,176.12142857142857,229.0,4933.309392265193,,11067.0,2019
165,198.88316455696202,13.6,13.7,752.1041666666666,1200.0,506.0,729.9164556962025,51.322784810126585,23.49433962264151,175.6,250.0,4911.635359116022,,11067.0,2019
165,201.98962025316456,7.67,7.7,751.6770833333334,1200.0,324.0,722.9620253164558,52.10126582278481,23.648584905660382,175.07857142857142,177.0,4889.96132596685,,11067.0,2019
165,205.09607594936708,7.81,7.4,751.25,1200.0,102.0,716.0075949367089,52.87974683544304,23.80283018867925,174.55714285714285,101.0,4868.287292817679,,11067.0,2019
165,208.20253164556962,6.63,6.5,750.8229166666666,1200.0,61.0,709.0531645569621,53.65822784810127,23.957075471698115,174.03571428571428,94.0,4846.613259668508,,11067.0,2019
165,211.30898734177214,6.56,6.6,750.3958333333334,1200.0,105.0,702.0987341772152,54.436708860759495,24.111320754716985,173.5142857142857,104.5,4824.939226519336,,11067.0,2019
165,214.41544303797468,6.34,6.3,749.96875,1200.0,24.0,695.1443037974684,55.21518987341772,24.26556603773585,172.99285714285713,115.0,4803.265193370165,,11067.0,2019
165,217.5218987341772,7.14,7.1,749.5416666666666,1200.0,250.0,688.1898734177215,55.993670886075954,24.41981132075472,172.47142857142856,125.5,4781.591160220994,,11067.0,2019
165,220.62835443037974,6.56,6.8,749.1145833333334,1200.0,32.0,681.2354430379747,56.77215189873418,24.574056603773588,171.95,136.0,4759.917127071823,,11067.0,2019
165,223.73481012658226,7.98,8.0,748.6875,1200.0,170.0,674.2810126582278,57.550632911392405,24.728301886792455,171.42857142857142,146.5,4738.2430939226515,,11067.0,2019
165,226.8412658227848,8.46,8.5,748.2604166666666,1200.0,166.0,667.326582278481,58.32911392405064,24.882547169811325,170.90714285714284,157.0,4716.5690607734805,,11067.0,2019
165,229.94772151898735,8.16,8.2,747.8333333333334,1200.0,188.0,660.3721518987342,59.107594936708864,25.03679245283019,170.38571428571427,167.5,4694.8950276243095,,11067.0,2019
165,233.05417721518987,7.89,7.9,747.40625,1200.0,235.0,653.4177215189874,59.88607594936709,25.19103773584906,169.8642857142857,178.0,4673.220994475138,,11067.0,2019
165,236.1606329113924,7.27,7.1,746.9791666666666,1200.0,116.0,646.4632911392405,60.66455696202532,25.345283018867928,169.34285714285713,188.5,4651.546961325967,,11067.0,2019
165,239.26708860759493,7.81,7.5,746.5520833333334,1200.0,89.0,639.5088607594937,61.44303797468355,25.499528301886794,168.82142857142856,199.0,4629.8729281767955,,11067.0,2019
165,242.37354430379747,8.43,8.5,746.125,1200.0,78.0,632.5544303797468,62.221518987341774,25.653773584905665,168.29999999999998,209.5,4608.198895027624,,11067.0,2019
166,245.48,7.753,8.0,745.6979166666666,25.0,293.1,625.6,63.0,25.80801886792453,167.7785714285714,220.0,4586.524861878453,,11067.0,2019
203,40.0,7.777272727272727,9.9,745.2708333333334,25.0,985.0,1004.0,15.7,25.9622641509434,167.25714285714287,107.0,4564.850828729282,,11067.0,2019
203,87.0,7.801545454545455,9.9,744.84375,25.0,972.0,999.5,12.6,26.116509433962268,166.7357142857143,107.0,4543.176795580111,,11067.0,2019
203,112.0,7.825818181818182,9.9,744.4166666666666,25.0,967.0,980.6,10.8,26.270754716981134,166.21428571428572,107.0,4521.502762430939,,11067.0,2019
204,77.0,7.850090909090909,8.5,743.9895833333334,25.0,621.5,760.3,15.0,26.425000000000004,165.69285714285715,207.0,4499.828729281768,,11067.0,2019
204,42.0,7.874363636363636,8.5,743.5625,25.0,276.0,540.0,51.0,26.57924528301887,165.17142857142858,207.0,4478.154696132597,,11067.0,2019
204,74.0,7.8986363636363635,8.5,743.1354166666666,25.0,217.0,498.0,47.0,26.73349056603774,164.65,207.0,4456.480662983425,,11067.0,2019
204,90.0,7.922909090909091,8.5,742.7083333333334,25.0,201.0,430.0,44.5,26.887735849056607,164.12857142857143,207.0,4434.806629834254,,11067.0,2019
205,16.0,7.947181818181818,8.3,742.28125,-196.0,600.0,1247.0,68.0,27.041981132075474,163.60714285714286,191.2,4413.132596685083,,11067.0,2019
205,16.0,7.971454545454545,8.3,741.8541666666666,24.0,400.0,800.0,60.0,27.196226415094344,163.0857142857143,175.4,4391.458563535912,,11067.0,2019
205,16.0,7.995727272727272,8.3,741.4270833333334,-196.0,1215.0,1440.0,48.0,27.35047169811321,162.56428571428572,159.6,4369.78453038674,,11067.0,2019
206,0.075,8.02,8.0,741.0,25.0,2680.0,1274.6,43.4,27.50471698113208,162.04285714285714,143.8,4348.110497237569,,11067.0,2019
207,26.8875,8.68,8.7,738.4444444444445,25.0,1719.0,1109.2,38.8,27.658962264150947,161.52142857142857,128.0,4326.436464088398,,11067.0,2016
208,53.7,8.667708333333334,8.5,735.8888888888889,25.0,1322.3333333333333,943.8,34.2,27.813207547169814,161.0,207.0,4304.762430939226,,11067.0,2019
208,7.28,8.655416666666666,8.8,733.3333333333334,25.0,925.6666666666666,778.4,29.6,27.967452830188684,219.0,207.0,4283.088397790055,,11067.0,2019
208,0.862,8.643125,8.1,730.7777777777778,25.0,529.0,613.0,25.0,28.12169811320755,182.0,203.0,4261.414364640884,,11067.0,2019
208,0.894,8.630833333333333,8.1,728.2222222222222,25.0,522.0,601.0,25.0,28.27594339622642,182.0,203.0,4239.740331491713,,11067.0,2019
