IDENTIFIER: Reference ID,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: year
70,77.75077720207254,,8.2,659.8648648648649,25.0,1328.0,1884.0,3.8000000000000003,31.666666666666668,95.23076923076923,153.5,607.5734870317003,,,2014
70,76.71476683937824,,8.2,666.7567567567568,25.0,1322.0,1726.0,3.4,31.473684210526315,95.52564102564102,138.875,621.1412103746399,,,2014
70,75.67875647668394,,8.2,673.6486486486486,25.0,1375.0,2130.0,3.0,31.280701754385966,95.82051282051282,124.25,634.7089337175793,,,2014
70,74.64274611398965,,8.1,680.5405405405405,25.0,1157.0,1468.0,9.75,31.087719298245617,96.11538461538461,109.625,648.2766570605188,,,2014
70,73.60673575129535,,8.1,687.4324324324324,25.0,1253.0,1393.0,16.5,30.894736842105264,96.41025641025641,95.0,661.8443804034582,,,2014
70,72.57072538860105,,8.1,694.3243243243244,25.0,1140.0,1463.0,23.25,30.701754385964914,96.7051282051282,95.0,675.4121037463977,,,2014
70,71.53471502590673,,8.1,701.2162162162163,25.0,1120.0,1376.0,30.0,30.50877192982456,97.0,95.0,688.9798270893372,,,2014
70,70.49870466321244,,8.1,708.1081081081081,25.0,1170.0,1463.0,29.6,30.315789473684212,97.2948717948718,98.375,702.5475504322767,,,2014
71,69.46269430051814,,12.6,715.0,25.0,2034.0,1520.25,1.5,30.12280701754386,97.58974358974359,101.75,716.1152737752162,,,2018
71,68.42668393782384,,12.6,747.5,1200.0,750.0,1577.5,1.5,29.92982456140351,97.88461538461539,105.125,729.6829971181556,,,2018
71,67.39067357512954,,12.3,780.0,25.0,2050.0,1634.75,1.5,29.736842105263158,98.17948717948718,108.5,743.2507204610952,,,2018
71,66.35466321243524,,12.3,747.5,1200.0,586.0,1692.0,1.5,29.54385964912281,98.47435897435898,111.875,756.8184438040346,,,2018
71,65.31865284974094,,13.0,715.0,25.0,2327.0,1749.25,1.5,29.35087719298246,98.76923076923077,115.25,770.3861671469741,,,2018
71,64.28264248704664,,13.0,676.0,1200.0,979.0,1806.5,1.5,29.157894736842106,99.06410256410257,118.625,783.9538904899135,,,2018
72,63.24663212435234,,10.4,637.0,60.0,795.0,1863.75,1.7363636363636363,28.964912280701757,99.35897435897436,122.0,797.5216138328531,,,2015
72,62.21062176165804,,10.4,598.0,100.0,765.0,1921.0,1.9727272727272727,28.771929824561404,99.65384615384616,122.0,811.0893371757926,,,2015
72,61.174611398963734,,10.4,559.0,200.0,650.0,1978.25,2.209090909090909,28.578947368421055,99.94871794871796,122.0,824.657060518732,,,2015
72,60.138601036269435,,10.4,520.0,300.0,590.0,2035.5,2.4454545454545453,28.385964912280702,100.24358974358974,122.0,838.2247838616715,,,2015
72,59.102590673575136,,10.4,481.0,25.0,845.0,2092.75,2.6818181818181817,28.192982456140353,100.53846153846153,122.0,851.792507204611,,,2015
73,58.06658031088084,,7.7,442.0,25.0,1350.0,2150.0,2.918181818181818,28.0,100.83333333333333,118.85714285714286,865.3602305475505,,,2016
73,57.03056994818654,,7.5,494.0,25.0,1370.0,1950.0,3.1545454545454543,23.0,101.12820512820512,115.71428571428571,878.92795389049,,,2016
73,55.99455958549223,,7.2,524.0,25.0,1600.0,1900.0,3.3909090909090907,23.0,101.42307692307692,112.57142857142857,892.4956772334294,,,2016
73,54.958549222797934,,7.0,580.0,25.0,1550.0,1900.0,3.6272727272727274,12.0,101.71794871794872,109.42857142857143,906.063400576369,,,2016
73,53.922538860103636,,6.8,640.0,25.0,1650.0,2000.0,3.8636363636363638,9.0,102.01282051282051,106.28571428571429,919.6311239193084,,,2016
73,52.88652849740933,,7.9,400.0,25.0,1150.0,1500.0,4.1,25.0,102.3076923076923,103.14285714285714,933.1988472622479,,,2016
74,51.85051813471503,,8.4,400.3921568627451,-268.8,2250.0,1451.3636363636363,4.336363636363636,24.983680555555555,102.6025641025641,100.0,946.7665706051873,,,2018
74,50.81450777202073,,8.4,400.7843137254902,-268.8,2210.0,1402.7272727272727,4.572727272727272,24.96736111111111,102.8974358974359,100.0,960.3342939481269,,,2018
74,49.778497409326434,,8.4,401.1764705882353,-196.0,1880.0,1354.090909090909,4.809090909090909,24.951041666666665,103.1923076923077,100.0,973.9020172910664,,,2018
74,48.742487046632135,,8.4,401.5686274509804,-196.0,1750.0,1305.4545454545455,5.045454545454545,24.934722222222224,103.48717948717949,100.0,987.4697406340058,,,2018
74,47.70647668393783,,8.4,401.96078431372547,-153.0,1640.0,1256.8181818181818,5.281818181818181,24.91840277777778,103.78205128205128,100.0,1001.0374639769453,,,2018
74,46.67046632124353,,8.4,402.3529411764706,-153.0,1550.0,1208.1818181818182,5.5181818181818185,24.902083333333334,104.07692307692308,100.0,1014.6051873198847,,,2018
74,45.63445595854923,,8.4,402.7450980392157,-103.0,1380.0,1159.5454545454545,5.754545454545455,24.88576388888889,104.37179487179488,100.0,1028.1729106628243,,,2018
74,44.598445595854926,,8.4,403.1372549019608,-103.0,1370.0,1110.909090909091,5.990909090909091,24.869444444444444,104.66666666666667,100.0,1041.7406340057637,,,2018
74,43.56243523316063,,8.4,403.52941176470586,-43.0,1200.0,1062.2727272727273,6.2272727272727275,24.853125,104.96153846153847,100.0,1055.3083573487033,,,2018
74,42.52642487046633,,8.4,403.921568627451,-43.0,1180.0,1013.6363636363636,6.463636363636364,24.836805555555557,105.25641025641026,100.0,1068.8760806916428,,,2018
74,41.49041450777203,,8.4,404.3137254901961,72.0,1040.0,965.0,6.7,24.820486111111112,105.55128205128206,100.0,1082.4438040345822,,,2018
74,40.45440414507773,,8.4,404.70588235294116,72.0,1020.0,916.3636363636364,6.9363636363636365,24.804166666666667,105.84615384615385,100.0,1096.0115273775216,,,2018
74,39.418393782383426,,8.4,405.0980392156863,25.0,1150.0,867.7272727272727,7.172727272727273,24.787847222222222,106.14102564102564,100.0,1109.5792507204612,,,2018
74,38.38238341968913,,8.4,405.4901960784314,25.0,1100.0,819.0909090909091,7.409090909090909,24.771527777777777,106.43589743589743,100.0,1123.1469740634006,,,2018
74,37.34637305699483,,8.4,405.88235294117646,-268.8,2390.0,770.4545454545455,7.6454545454545455,24.755208333333332,106.73076923076923,100.0,1136.71469740634,,,2018
74,36.31036269430052,,8.4,406.27450980392155,-196.0,1920.0,721.8181818181819,7.881818181818182,24.738888888888887,107.02564102564102,100.0,1150.2824207492797,,,2018
74,35.274352331606224,,8.4,406.6666666666667,-153.0,1370.0,673.1818181818182,8.118181818181817,24.722569444444446,107.32051282051282,100.0,1163.8501440922191,,,2018
74,34.238341968911925,,8.4,407.05882352941177,-103.0,1250.0,624.5454545454546,8.354545454545454,24.70625,107.61538461538461,100.0,1177.4178674351585,,,2018
74,33.202331606217626,,8.4,407.45098039215685,-43.0,1020.0,575.909090909091,8.59090909090909,24.689930555555556,107.91025641025641,100.0,1190.985590778098,,,2018
74,32.16632124352333,,8.4,407.84313725490193,72.0,640.0,527.2727272727274,8.827272727272726,24.67361111111111,108.2051282051282,100.0,1204.5533141210376,,,2018
74,31.130310880829022,,8.4,408.2352941176471,25.0,890.0,478.6363636363637,9.063636363636363,24.657291666666666,108.5,100.0,1218.121037463977,,,2018
75,30.094300518134723,,8.5,408.62745098039215,1000.0,398.0,430.0,9.3,24.64097222222222,108.7948717948718,102.6,1231.6887608069164,,,2017
75,29.058290155440424,,8.5,409.01960784313724,25.0,1617.0,2016.0,9.536363636363637,24.62465277777778,109.08974358974359,105.2,1245.256484149856,,,2017
75,28.022279792746122,,8.5,409.4117647058824,1200.0,166.0,187.0,9.772727272727273,24.608333333333334,109.38461538461539,107.8,1258.8242074927955,,,2017
75,26.98626943005182,,8.2,409.80392156862746,1000.0,614.0,696.0,10.00909090909091,24.59201388888889,109.67948717948718,110.4,1272.391930835735,,,2017
75,25.95025906735752,,8.2,410.19607843137254,25.0,1787.0,2052.0,10.245454545454546,24.575694444444444,109.97435897435898,113.0,1285.9596541786743,,,2017
75,24.914248704663223,,8.2,410.5882352941176,1200.0,188.0,219.0,10.481818181818182,24.559375,110.26923076923077,115.6,1299.527377521614,,,2017
75,23.87823834196892,,7.9,410.98039215686276,1000.0,673.0,741.0,10.718181818181819,24.543055555555554,110.56410256410257,118.2,1313.0951008645534,,,2017
75,22.842227979274618,,7.9,411.37254901960785,25.0,2134.0,2242.0,10.954545454545455,24.526736111111113,110.85897435897436,120.8,1326.6628242074928,,,2017
75,21.80621761658032,,7.9,411.7647058823529,1200.0,235.0,268.0,11.190909090909091,24.510416666666668,111.15384615384616,123.4,1340.2305475504324,,,2017
75,20.77020725388602,,9.0,412.15686274509807,1000.0,368.0,394.0,11.427272727272728,24.494097222222223,111.44871794871796,126.0,1353.7982708933719,,,2017
75,19.73419689119172,,9.0,412.54901960784315,1200.0,60.0,594.3333333333334,11.663636363636364,24.477777777777778,111.74358974358975,126.0,1367.3659942363113,,,2017
75,18.698186528497416,,9.0,412.94117647058823,25.0,1260.0,794.6666666666667,11.9,24.461458333333333,112.03846153846153,126.0,1380.9337175792507,,,2017
76,17.662176165803118,,8.5,413.3333333333333,25.0,540.0,995.0,12.136363636363637,24.445138888888888,112.33333333333333,92.0,1394.5014409221903,,,2016
77,16.62616580310882,,8.6,413.72549019607845,1000.0,366.0,408.0,12.372727272727273,24.428819444444443,112.62820512820512,92.88235294117646,1408.0691642651298,,,2018
77,15.590155440414517,,8.6,414.11764705882354,25.0,1745.0,1830.0,12.60909090909091,24.4125,112.92307692307692,93.76470588235294,1421.6368876080692,,,2018
77,14.554145077720216,,7.6,414.5098039215686,1000.0,579.0,646.0,12.845454545454546,24.396180555555556,113.21794871794872,94.6470588235294,1435.2046109510088,,,2018
77,13.518134715025916,,7.6,414.9019607843137,25.0,2350.0,2460.0,13.081818181818182,24.37986111111111,113.51282051282051,95.52941176470588,1448.7723342939482,,,2018
77,12.482124352331615,,7.1,415.29411764705884,25.0,2197.0,2370.0,13.318181818181818,24.363541666666666,113.8076923076923,96.41176470588235,1462.3400576368877,,,2018
77,11.446113989637315,,7.2,415.6862745098039,1000.0,935.0,1019.0,13.554545454545455,24.34722222222222,114.1025641025641,97.29411764705883,1475.907780979827,,,2018
77,10.410103626943014,,7.2,416.078431372549,25.0,735.0,1320.0,13.790909090909091,24.330902777777776,114.3974358974359,98.17647058823529,1489.4755043227667,,,2018
77,9.374093264248714,,6.9,416.47058823529414,1000.0,535.0,542.0,14.027272727272727,24.314583333333335,114.6923076923077,99.05882352941177,1503.0432276657061,,,2018
77,8.338082901554413,,6.9,416.8627450980392,25.0,1352.0,1357.0,14.263636363636364,24.29826388888889,114.98717948717949,99.94117647058823,1516.6109510086455,,,2018
78,7.302072538860113,,7.5,417.2549019607843,400.0,1273.0,1335.0,14.5,24.281944444444445,115.28205128205128,100.82352941176471,1530.1786743515852,,,2016
78,6.266062176165812,,7.5,417.6470588235294,600.0,597.0,651.0,50.0,24.265625,115.57692307692308,101.70588235294117,1543.7463976945246,,,2016
78,5.230051813471512,,7.5,418.03921568627453,800.0,102.0,107.0,50.0,24.249305555555555,115.87179487179488,102.58823529411765,1557.314121037464,,,2016
78,4.1940414507772115,,7.5,418.4313725490196,25.0,1483.0,1611.0,9.5,24.23298611111111,116.16666666666667,103.47058823529412,1570.8818443804037,,,2016
78,3.158031088082911,,7.5,418.8235294117647,600.0,920.0,1252.0,50.0,24.21666666666667,116.46153846153847,104.3529411764706,1584.449567723343,,,2016
78,2.1220207253886105,,7.5,419.2156862745098,800.0,371.0,427.0,50.0,24.200347222222224,116.75641025641026,105.23529411764706,1598.0172910662825,,,2016
78,1.08601036269431,,7.5,419.6078431372549,25.0,1540.0,1643.0,16.8,24.18402777777778,117.05128205128206,106.11764705882354,1611.585014409222,,,2016
79,0.05,,9.9,420.0,25.0,1900.0,1442.25,7.9,24.167708333333334,117.34615384615385,107.0,1625.1527377521616,,,2018
79,0.05,,9.9,530.0,25.0,1520.0,1241.5,1.7,24.15138888888889,117.64102564102564,107.0,1638.720461095101,,,2018
79,0.1,,9.9,340.0,25.0,795.0,1040.75,5.0,24.135069444444444,117.93589743589743,107.0,1652.2881844380404,,,2018
79,100.0,,9.9,309.0,25.0,830.0,840.0,9.2,24.11875,118.23076923076923,107.0,1665.85590778098,,,2018
80,98.60154929577465,,9.9,366.0,25.0,1202.0,1295.0,4.7,24.102430555555557,118.52564102564102,107.0,1679.4236311239194,,,2015
80,97.20309859154929,,9.9,358.5,25.0,1303.0,1334.0,7.199999999999999,24.086111111111112,118.82051282051282,107.0,1692.9913544668589,,,2015
80,95.80464788732394,,9.9,351.0,25.0,1145.0,1262.0,9.7,24.069791666666667,119.11538461538461,107.0,1706.5590778097983,,,2015
81,94.40619718309858,,9.9,365.6666666666667,25.0,958.0,974.0,9.073333333333332,24.053472222222222,119.41025641025641,107.0,1720.126801152738,,,2016
81,93.00774647887324,,9.9,380.3333333333333,25.0,944.0,959.0,8.446666666666665,24.037152777777777,119.7051282051282,107.0,1733.6945244956773,,,2016
81,91.60929577464789,,9.9,395.0,25.0,940.0,953.0,7.819999999999999,24.020833333333332,120.0,107.0,1747.2622478386168,,,2016
82,90.21084507042254,,9.9,409.6666666666667,25.0,940.0,1080.0,7.193333333333333,24.00451388888889,120.2948717948718,107.0,1760.8299711815564,,,2018
83,88.81239436619718,,9.9,424.3333333333333,25.0,905.0,1007.3333333333334,6.566666666666666,23.988194444444446,120.58974358974359,107.0,1774.3976945244958,,,2015
84,87.41394366197183,,9.9,439.0,25.0,890.0,934.6666666666666,5.9399999999999995,23.971875,120.88461538461539,107.0,1787.9654178674352,,,2016
85,86.01549295774647,,9.9,453.6666666666667,25.0,828.0,862.0,5.3133333333333335,23.955555555555556,121.17948717948718,107.0,1801.5331412103747,,,2016
85,84.61704225352112,,9.9,468.3333333333333,25.0,827.0,856.0,4.6866666666666665,23.93923611111111,121.47435897435898,107.0,1815.1008645533143,,,2016
85,83.21859154929578,,9.9,483.0,25.0,820.0,869.0,4.06,23.922916666666666,121.76923076923077,107.0,1828.6685878962537,,,2016
85,81.82014084507043,,9.9,497.6666666666667,25.0,803.0,810.0,3.4333333333333336,23.90659722222222,122.06410256410257,107.0,1842.2363112391931,,,2016
86,80.42169014084507,,9.3,512.3333333333334,25.0,1021.0,1249.0,2.8066666666666666,23.89027777777778,122.35897435897436,183.0,1855.8040345821328,,,2017
86,79.02323943661972,,8.7,527.0,25.0,962.0,1033.0,2.18,23.873958333333334,122.65384615384616,173.0,1869.3717579250722,,,2017
86,77.62478873239436,,8.2,541.6666666666666,25.0,1091.5,735.0,1.5533333333333337,23.85763888888889,122.94871794871796,165.0,1882.9394812680116,,,2017
86,76.22633802816901,,9.6,556.3333333333334,25.0,1221.0,1454.0,0.926666666666667,23.841319444444444,123.24358974358975,189.0,1896.507204610951,,,2017
87,74.82788732394366,,11.1,571.0,25.0,2310.0,1827.0,0.3,23.825,123.53846153846153,172.2,1910.0749279538907,,,2016
87,73.4294366197183,,11.1,536.0,25.0,2100.0,2200.0,3.5,23.808680555555554,123.83333333333333,155.4,1923.64265129683,,,2016
87,72.03098591549295,,11.1,543.0,25.0,2020.0,2030.0,1.7,23.792361111111113,124.12820512820512,138.6,1937.2103746397695,,,2016
87,70.63253521126761,,11.1,550.0,25.0,1950.0,2010.0,2.2,23.776041666666668,124.42307692307692,121.8,1950.7780979827091,,,2016
87,69.23408450704225,,11.1,365.0,25.0,1315.0,1800.0,21.6,23.759722222222223,124.71794871794872,105.0,1964.3458213256486,,,2016
88,67.8356338028169,,9.2,387.66,25.0,400.0,1100.0,21.53846153846154,23.743402777777778,125.01282051282051,105.5,1977.913544668588,,,2017
88,66.43718309859155,,9.4,410.32,25.0,700.0,1100.0,21.47692307692308,23.727083333333333,125.3076923076923,106.0,1991.4812680115274,,,2017
88,65.03873239436619,,9.6,432.98,25.0,800.0,1100.0,21.415384615384617,23.710763888888888,125.6025641025641,106.5,2005.048991354467,,,2017
88,63.64028169014084,,10.2,455.64,25.0,1500.0,1500.0,21.353846153846156,23.694444444444443,125.8974358974359,107.0,2018.6167146974065,,,2017
89,62.24183098591549,,13.1,478.3,25.0,1109.0,1197.0,21.292307692307695,23.678125,126.1923076923077,242.0,2032.1844380403459,,,2018
89,60.84338028169014,,12.6,481.2,25.0,1211.0,1578.0,21.230769230769234,23.661805555555556,126.48717948717949,234.0,2045.7521613832855,,,2018
89,59.444929577464784,,12.2,495.6,25.0,1304.0,1593.0,21.16923076923077,23.64548611111111,126.78205128205128,228.0,2059.3198847262247,,,2018
89,58.04647887323944,,11.8,507.5,25.0,1455.0,1910.0,21.107692307692307,23.629166666666666,127.07692307692308,222.0,2072.8876080691643,,,2018
89,56.64802816901408,,13.7,504.8267716535433,25.0,996.0,1148.0,21.046153846153846,23.61284722222222,127.37179487179488,250.0,2086.455331412104,,,2018
90,55.24957746478873,,9.4,502.15354330708664,25.0,1400.0,2450.0,20.984615384615385,23.596527777777776,127.66666666666667,171.0,2100.023054755043,,,2017
91,53.851126760563375,,11.0,499.4803149606299,600.0,973.0,1590.0,20.923076923076923,23.580208333333335,127.96153846153847,209.0,2113.590778097983,,,2017
91,52.45267605633802,,11.0,496.8070866141732,800.0,791.3,1180.0,20.861538461538462,23.56388888888889,128.25641025641025,209.0,2127.1585014409225,,,2017
91,51.054225352112674,,11.0,494.13385826771656,1000.0,752.8,1105.0,20.8,23.547569444444445,128.55128205128204,209.0,2140.7262247838617,,,2017
91,49.65577464788732,,11.0,491.46062992125985,1200.0,659.0,696.0,20.73846153846154,23.53125,128.84615384615384,209.0,2154.2939481268013,,,2017
91,48.257323943661966,,11.0,488.78740157480314,25.0,1515.0,2135.0,20.676923076923078,23.514930555555555,129.14102564102564,209.0,2167.861671469741,,,2017
91,46.85887323943662,,11.8,486.11417322834643,600.0,689.0,1681.0,20.615384615384617,23.49861111111111,129.43589743589743,222.0,2181.42939481268,,,2017
91,45.460422535211265,,11.8,483.4409448818898,800.0,674.0,1618.0,20.553846153846155,23.48229166666667,129.73076923076923,222.0,2194.99711815562,,,2017
91,44.06197183098591,,11.8,480.76771653543307,1000.0,620.0,1426.0,20.492307692307694,23.465972222222224,130.02564102564102,222.0,2208.5648414985594,,,2017
91,42.66352112676056,,11.8,478.09448818897636,1200.0,586.0,814.0,20.430769230769233,23.44965277777778,130.32051282051282,222.0,2222.1325648414986,,,2017
91,41.2650704225352,,11.8,475.4212598425197,25.0,1343.0,2005.0,20.369230769230768,23.433333333333334,130.6153846153846,222.0,2235.7002881844383,,,2017
92,39.866619718309856,,9.1,472.748031496063,25.0,1390.0,1602.5,20.307692307692307,23.41701388888889,130.9102564102564,223.75,2249.2680115273774,,,2017
93,38.4681690140845,,9.1,470.0748031496063,25.0,1100.0,1200.0,20.246153846153845,23.400694444444444,131.2051282051282,225.5,2262.835734870317,,,2017
93,37.06971830985915,,9.1,467.40157480314963,25.0,1375.0,1450.0,20.184615384615384,23.384375,131.5,227.25,2276.4034582132567,,,2017
94,35.6712676056338,,12.4,464.7283464566929,25.0,2612.0,3472.0,20.123076923076923,23.368055555555557,131.7948717948718,229.0,2289.971181556196,,,2018
95,34.27281690140845,,9.2,462.0551181102362,25.0,965.0,2636.0,20.06153846153846,23.351736111111112,132.0897435897436,134.0,2303.5389048991356,,,2016
95,32.87436619718309,,11.1,459.3818897637795,25.0,1420.0,1800.0,20.0,23.335416666666667,132.3846153846154,187.0,2317.106628242075,,,2016
95,31.47591549295774,,12.9,456.70866141732284,25.0,1530.0,1700.0,12.0,23.319097222222222,132.67948717948718,206.0,2330.6743515850144,,,2016
96,30.07746478873239,,5.8,454.03543307086613,600.0,930.0,1700.0,12.590909090909092,23.302777777777777,132.97435897435898,191.6,2344.242074927954,,,2017
96,28.67901408450704,,5.8,451.3622047244094,800.0,445.0,1700.0,13.181818181818182,23.286458333333332,133.26923076923077,177.2,2357.8097982708937,,,2017
96,27.280563380281684,,5.8,448.68897637795277,1000.0,90.0,1700.0,13.772727272727273,23.27013888888889,133.56410256410257,162.8,2371.377521613833,,,2017
96,25.88211267605633,,5.8,446.01574803149606,25.0,1340.0,1700.0,14.363636363636363,23.253819444444446,133.85897435897436,148.4,2384.9452449567725,,,2017
96,24.48366197183098,,5.8,443.34251968503935,25.0,1240.0,1372.5,14.954545454545455,23.2375,134.15384615384616,134.0,2398.512968299712,,,2017
97,23.08521126760563,,5.6,440.6692913385827,600.0,1005.0,1045.0,15.545454545454545,23.221180555555556,134.44871794871796,119.0,2412.0806916426513,,,2015
97,21.686760563380275,,5.6,437.996062992126,800.0,640.0,685.0,16.136363636363637,23.20486111111111,134.74358974358975,119.0,2425.648414985591,,,2015
97,20.28830985915492,,5.6,435.3228346456693,1000.0,40.0,80.0,16.727272727272727,23.188541666666666,135.03846153846155,119.0,2439.2161383285306,,,2015
97,18.88985915492957,,5.6,432.6496062992126,25.0,1300.0,1430.0,17.31818181818182,23.172222222222224,135.33333333333334,119.0,2452.78386167147,,,2015
97,17.49140845070422,,5.9,429.9763779527559,600.0,1370.0,1480.0,17.90909090909091,23.15590277777778,135.62820512820514,117.33333333333333,2466.3515850144095,,,2015
97,16.092957746478866,,5.9,427.3031496062992,800.0,970.0,1045.0,18.5,23.139583333333334,135.92307692307693,115.66666666666667,2479.9193083573487,,,2015
97,14.694507042253514,,5.9,424.6299212598425,1000.0,75.0,105.0,19.09090909090909,23.12326388888889,136.21794871794873,114.0,2493.4870317002883,,,2015
97,13.296056338028162,,5.9,421.95669291338584,25.0,1700.0,1700.0,19.681818181818183,23.106944444444444,136.51282051282053,112.33333333333333,2507.054755043228,,,2015
97,11.89760563380281,,5.8,419.2834645669291,600.0,1015.0,1060.0,20.272727272727273,23.090625,136.80769230769232,110.66666666666667,2520.622478386167,,,2015
97,10.499154929577458,,5.8,416.6102362204724,800.0,860.0,895.0,20.863636363636363,23.074305555555554,137.10256410256412,109.0,2534.190201729107,,,2015
97,9.100704225352105,,5.8,413.93700787401576,1000.0,65.0,95.0,21.454545454545453,23.057986111111113,137.3974358974359,107.33333333333333,2547.7579250720464,,,2015
97,7.702253521126753,,5.8,411.26377952755905,25.0,1550.0,1570.0,22.045454545454547,23.041666666666668,137.6923076923077,105.66666666666667,2561.3256484149856,,,2015
97,6.303802816901401,,5.5,408.59055118110234,600.0,780.0,1005.0,22.636363636363637,23.025347222222223,137.98717948717947,104.0,2574.8933717579253,,,2015
97,4.905352112676049,,5.5,405.9173228346457,800.0,560.0,700.0,23.227272727272727,23.009027777777778,138.28205128205127,104.0,2588.461095100865,,,2015
97,3.5069014084506964,,5.5,403.244094488189,1000.0,110.0,990.0,23.81818181818182,22.992708333333333,138.57692307692307,104.0,2602.028818443804,,,2015
97,2.108450704225344,,5.5,400.57086614173227,25.0,1000.0,1280.0,24.40909090909091,22.976388888888888,138.87179487179486,104.0,2615.5965417867437,,,2015
140,0.71,,7.6,397.89763779527556,25.0,900.0,1074.0,25.0,22.960069444444446,139.16666666666666,110.82352941176471,2629.1642651296834,,,2019
151,75.0,,7.8,395.2244094488189,25.0,219.0,1048.75,26.9375,22.94375,139.46153846153845,117.6470588235294,2642.7319884726226,,,2019
151,108.33333333333334,,7.6,392.5511811023622,25.0,354.0,1023.5,28.875,22.927430555555556,139.75641025641025,124.47058823529412,2656.299711815562,,,2019
151,141.66666666666669,,7.4,389.8779527559055,25.0,550.0,998.25,30.8125,22.91111111111111,140.05128205128204,131.2941176470588,2669.8674351585014,,,2019
151,175.0,,7.2,387.20472440944883,25.0,994.0,973.0,32.75,22.894791666666666,140.34615384615384,138.11764705882354,2683.435158501441,,,2019
151,175.0,,6.9,384.5314960629921,25.0,942.0,947.75,34.6875,22.87847222222222,140.64102564102564,144.94117647058823,2697.0028818443807,,,2019
151,159.4909090909091,,7.8,381.8582677165354,400.0,132.0,922.5,36.625,22.862152777777776,140.93589743589743,151.76470588235293,2710.57060518732,,,2019
151,143.9818181818182,,7.6,379.18503937007875,400.0,260.0,897.25,38.5625,22.845833333333335,141.23076923076923,158.58823529411765,2724.1383285302595,,,2019
151,128.47272727272727,,7.4,376.51181102362204,400.0,469.0,872.0,40.5,22.82951388888889,141.52564102564102,165.41176470588235,2737.706051873199,,,2019
151,112.96363636363637,,7.2,373.83858267716533,400.0,943.0,846.75,42.4375,22.813194444444445,141.82051282051282,172.23529411764704,2751.2737752161383,,,2019
151,97.45454545454547,,6.9,371.1653543307087,400.0,833.0,821.5,44.375,22.796875,142.1153846153846,179.05882352941177,2764.841498559078,,,2019
151,81.94545454545455,,7.8,368.49212598425197,600.0,115.0,796.25,46.3125,22.780555555555555,142.4102564102564,185.88235294117646,2778.4092219020176,,,2019
151,66.43636363636364,,7.6,365.81889763779526,600.0,155.0,771.0,48.25,22.76423611111111,142.7051282051282,192.70588235294116,2791.976945244957,,,2019
151,50.92727272727274,,7.4,363.14566929133855,600.0,272.0,745.75,50.1875,22.74791666666667,143.0,199.52941176470588,2805.5446685878965,,,2019
151,35.41818181818183,,7.2,360.4724409448819,600.0,359.0,720.5,52.125,22.731597222222224,143.2948717948718,206.35294117647058,2819.112391930836,,,2019
151,19.90909090909092,,6.9,357.7992125984252,600.0,326.0,695.25,54.0625,22.71527777777778,143.5897435897436,213.1764705882353,2832.6801152737753,,,2019
198,4.4,,8.0,355.1259842519685,25.0,370.0,670.0,56.0,22.698958333333334,143.8846153846154,220.0,2846.247838616715,,,2013
174,45.0,,7.8,352.4527559055118,25.0,250.0,730.0,50.0,22.68263888888889,144.17948717948718,219.0,2859.815561959654,,,2017
174,4.5,,7.8,349.7795275590551,25.0,330.0,870.0,75.0,22.666319444444444,144.47435897435898,218.0,2873.383285302594,,,2017
174,6.0,,7.8,347.1062992125984,25.0,280.0,800.0,65.0,22.65,144.76923076923077,217.0,2886.9510086455334,,,2017
174,15.0,,7.8,344.43307086614175,25.0,350.0,830.0,63.0,22.633680555555557,145.06410256410257,216.0,2900.5187319884726,,,2017
176,6.5,,7.8,341.75984251968504,25.0,298.0,1400.0,45.0,22.617361111111112,145.35897435897436,215.0,2914.0864553314123,,,2017
176,5.2,,7.8,339.0866141732283,25.0,400.0,1200.0,42.0,22.601041666666667,145.65384615384616,214.0,2927.654178674352,,,2017
183,0.7,,7.6,336.4133858267717,25.0,860.0,1050.0,48.0,22.584722222222222,145.94871794871796,213.0,2941.221902017291,,,2017
183,2.7,,7.6,333.74015748031496,25.0,690.0,930.0,51.0,22.568402777777777,146.24358974358975,212.0,2954.7896253602307,,,2017
183,3.8,,7.6,331.06692913385825,25.0,550.0,800.0,64.0,22.552083333333332,146.53846153846155,211.0,2968.3573487031704,,,2017
183,53.0,,7.6,328.39370078740154,25.0,260.0,620.0,87.0,22.53576388888889,146.83333333333334,210.0,2981.9250720461096,,,2017
183,71.2,,7.6,325.7204724409449,25.0,239.8,578.0,82.6,22.519444444444446,147.12820512820514,210.0,2995.492795389049,,,2017
179,89.4,,7.6,323.0472440944882,25.0,219.6,536.0,78.2,22.503125,147.42307692307693,210.0,3009.060518731989,,,2016
179,107.6,,7.6,320.37401574803147,25.0,199.4,494.0,73.8,22.486805555555556,147.71794871794873,210.0,3022.628242074928,,,2016
179,125.8,,7.6,317.7007874015748,25.0,179.2,452.0,69.4,22.47048611111111,148.01282051282053,210.0,3036.1959654178677,,,2016
178,144.0,,7.6,315.0275590551181,25.0,159.0,410.0,65.0,22.454166666666666,148.30769230769232,210.0,3049.7636887608073,,,2017
