,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.002211322665512641,0.03598313350111915,13.063099252574462,0.0011502726283689581,0.011239431009062884,6.209299453752138
max,10.0,0.049655663950817296,0.9570693013200489,41.53686021269476,0.03151167321219296,0.9639072095327291,32.242755671441216
mean,5.5,0.03805501552759604,0.2611985440409044,35.30565755044039,0.023836212324538617,0.25207694615593457,26.43573013550553
