,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.00543750449907846,0.0054741641139668396,18.799071777673507,0.011217711087856453,-0.018355221096023167,28.44121845581927
max,10.0,0.047406666668762684,0.8859287292889683,40.638001975891626,0.052659139521066385,0.783064919803801,44.45960859425723
mean,5.5,0.01074958424281782,0.7744886952458926,24.640886902291218,0.016996887363207237,0.6713036113744575,35.644458284162596
