,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0019443023410889908,0.9390584254972393,15.16061858364896,0.0019529345805752046,0.9241366290269675,16.79634546734713
max,10.0,0.002880107660807337,0.958859577512407,23.69650175212108,0.0027299111562648906,0.9457285632786122,24.792513170415482
mean,5.5,0.002322970781877909,0.9508471509943952,19.565470535820072,0.0023572506884625075,0.9344927460203708,20.20978556865516
