,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0077965118466187654,0.7690460793759699,22.62731905838768,0.02311057984605464,0.5097478311483761,37.75920348368738
max,10.0,0.011009020717006225,0.8364400409032964,28.351267719589956,0.03111442635411007,0.6358598495758456,49.94930547461762
mean,5.5,0.009204191579099354,0.8069088808158996,26.20782221998931,0.027354734091556275,0.5689871455729595,45.28570248171309
