,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.01129438923400603,0.5892307199943576,20.12436547307363,0.0036758740808581283,0.7521956963896016,11.67958548794721
max,10.0,0.023169775330642732,0.7997655105606309,26.7400270046749,0.013789000864288442,0.9339402886596623,22.542461792156633
mean,5.5,0.016990326907682804,0.6987841163181552,23.037743734226268,0.006655121027292349,0.8803997731349623,16.341764865104746
