,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.00325244303729167,0.7637217484133063,29.83444614519943,0.004115039438188573,-0.16240014009285142,40.45139386070819
max,10.0,0.007567267463762089,0.8984466245026129,48.18864026067939,0.010113236920864466,0.5270235972055983,54.326943322068274
mean,5.5,0.0049952394203457255,0.8440300356570924,37.43782662429638,0.00753679095081481,0.13373265892708716,47.531858569738674
