,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.012249445835397305,0.5226395253470033,21.00013889394843,0.00226317918945665,0.5191227699400408,5.903231831426892
max,10.0,0.026925905825496445,0.7828336281008433,28.994342505058434,0.010939337459089564,0.9005139622188936,13.122242869562816
mean,5.5,0.017683244543825465,0.6864996088320121,24.716178413079756,0.006267050932787783,0.7245096328297665,10.166520905848383
