,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0054779249537217556,-0.10092795427061141,15.588424219226798,0.0062477286018626605,-0.9278397872125361,20.93390955707196
max,10.0,0.03708728881791439,0.8373890110286047,35.17118430250225,0.04231810711168836,0.7153790516530492,43.20318086915337
mean,5.5,0.01315306123035156,0.6095542905866865,20.34924640983805,0.015359012755914576,0.3003062304982277,27.287646282144237
