Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
1,0.002762627187829625,0.9086139352546216,31.612505566591665,0.004561483641266709,0.5029884753836432,41.896063952218704
2,0.0018980082523296629,0.9372150155479618,28.713505559435255,0.004712178211846131,0.48656905044095333,44.425102394105316
3,0.0018504151367715388,0.9387893675122766,27.441976362036346,0.004648517865562938,0.49350537385063875,38.020385830486575
4,0.002185869832951751,0.9276927256203426,27.236389825586606,0.0037258838627230706,0.5940340106884099,36.627550086341884
5,0.0024142277285431717,0.920138782213295,30.42551895586183,0.0037330063787691615,0.5932579534145994,39.05569873047749
6,0.0019680325028856296,0.9348986549752268,25.813946451020154,0.0032096949327127147,0.6502770814238974,40.37315861409198
7,0.002055410913365356,0.9320082291108084,26.73094013611797,0.003692576841348149,0.5976630872731025,37.32978577463596
8,0.001824505679299687,0.9396464369599643,27.358360725701132,0.0027009762400566815,0.7057062077613103,36.52286765590996
9,0.002072148972112983,0.9314545440797042,29.532358911770462,0.0028126424088964373,0.6935392513085843,40.66145275668303
10,0.0027498997402078855,0.9090349516543471,26.572322372812057,0.00423037602291281,0.5390654001634201,37.556182097086435
