,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.0013277308281702165,0.9417120498532272,24.7426699087675,0.0007173847028924449,0.9582177168496465,23.191926482998092
max,10.0,0.0017620616036700058,0.9560794536584134,29.831143803449994,0.001660711193358025,0.9819511237692233,32.20968077785364
mean,5.5,0.0015416698410471777,0.9490024783182495,26.969588514997128,0.0011979765666931086,0.9698597827742415,27.720687667526924
