number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
75,0.01020419601746314,2025-05-06 20:02:40.653427,2025-05-06 20:02:43.072544,0 days 00:00:02.419117,0.13704594990285912,40,0.2,24,160,0.00018832812629637538,66,0.00036187815078358434,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.01020419601746314],0.5901447647628527,COMPLETE
76,0.2192678966686753,2025-05-06 20:02:41.931753,2025-05-06 20:02:56.343083,0 days 00:00:14.411330,0.13489931263021251,32,0.2,180,180,0.0002476141466067657,525,0.0003434662960709803,4,2,adam,"{'neurons_per_layer_encoder': [180, 360], 'neurons_per_layer_decoder': [360, 180, 90, 45]}",180,,"[360, 180, 90, 45]","[180, 360]",[0.2192678966686753],0.8751893687510965,COMPLETE
77,0.3951285957464804,2025-05-06 20:02:43.037076,2025-05-06 20:02:57.604065,0 days 00:00:14.566989,0.19983968295490812,32,0.2,176,180,0.0001687790645701281,513,0.00042811899226803755,3,2,adam,"{'neurons_per_layer_encoder': [176, 352], 'neurons_per_layer_decoder': [352, 176, 88]}",176,,"[352, 176, 88]","[176, 352]",[0.3951285957464804],0.8381173480624999,COMPLETE
78,0.4865239287020835,2025-05-06 20:02:43.087408,2025-05-06 20:02:55.567214,0 days 00:00:12.479806,0.18043315952437688,32,0.2,224,180,0.0005402707740234658,747,0.006798541237986156,3,2,adam,"{'neurons_per_layer_encoder': [224, 448], 'neurons_per_layer_decoder': [448, 224, 112]}",224,,"[448, 224, 112]","[224, 448]",[0.4865239287020835],0.36960037154808806,COMPLETE
79,0.315567174080305,2025-05-06 20:02:44.055560,2025-05-06 20:02:57.197008,0 days 00:00:13.141448,0.19986497668254355,32,0.2,184,160,0.0004833598494537921,617,0.0012120571977989008,3,2,adam,"{'neurons_per_layer_encoder': [184, 368], 'neurons_per_layer_decoder': [368, 184, 92]}",184,,"[368, 184, 92]","[184, 368]",[0.315567174080305],0.0421317385070132,COMPLETE
80,0.5384069683716506,2025-05-06 20:02:47.864524,2025-05-06 20:03:08.799816,0 days 00:00:20.935292,0.187013771830487,32,0.2,228,160,0.000630937256006338,1155,0.00045158787040243013,3,3,adam,"{'neurons_per_layer_encoder': [228, 456, 912], 'neurons_per_layer_decoder': [912, 456, 228]}",228,,"[912, 456, 228]","[228, 456, 912]",[0.5384069683716506],0.8982476906908347,COMPLETE
81,0.22581604750580275,2025-05-06 20:02:55.576475,2025-05-06 20:03:00.106168,0 days 00:00:04.529693,0.19896761661102363,32,0.4,232,200,5.341590101717446e-06,715,0.0070024307632854,3,2,adam,"{'neurons_per_layer_encoder': [232, 464], 'neurons_per_layer_decoder': [464, 232, 116]}",232,,"[464, 232, 116]","[232, 464]",[0.22581604750580275],0.16991094035076426,COMPLETE
82,0.18593109937773467,2025-05-06 20:02:56.352379,2025-05-06 20:03:08.472131,0 days 00:00:12.119752,0.19021300515098824,24,0.4,224,200,0.0006376744097890677,921,0.007271379344642901,3,3,sgd,"{'neurons_per_layer_encoder': [224, 448, 896], 'neurons_per_layer_decoder': [896, 448, 224]}",224,,"[896, 448, 224]","[224, 448, 896]",[0.18593109937773467],0.987778687550924,COMPLETE
83,-0.3337701818468608,2025-05-06 20:02:57.207910,2025-05-06 20:03:00.484705,0 days 00:00:03.276795,0.03755488178532212,24,0.4,224,200,0.0006239663001014336,922,0.006093582470079152,3,3,sgd,"{'neurons_per_layer_encoder': [224, 448, 896], 'neurons_per_layer_decoder': [896, 448, 224]}",224,,"[896, 448, 224]","[224, 448, 896]",[-0.3337701818468608],0.980124387579219,COMPLETE
84,0.06787428328712364,2025-05-06 20:02:57.613439,2025-05-06 20:03:06.707225,0 days 00:00:09.093786,0.11511928111658952,24,0.2,224,200,0.0006723054282606174,1168,0.005400954051757326,3,3,sgd,"{'neurons_per_layer_encoder': [224, 448, 896], 'neurons_per_layer_decoder': [896, 448, 224]}",224,,"[896, 448, 224]","[224, 448, 896]",[0.06787428328712364],0.9871904929377309,COMPLETE
85,-0.13978476119838312,2025-05-06 20:03:00.115806,2025-05-06 20:03:09.155082,0 days 00:00:09.039276,0.18714791925076704,24,0.2,216,200,0.0006058547660643548,942,0.006818854470420801,3,3,adam,"{'neurons_per_layer_encoder': [216, 432, 864], 'neurons_per_layer_decoder': [864, 432, 216]}",216,,"[864, 432, 216]","[216, 432, 864]",[-0.13978476119838312],0.5580311178451837,COMPLETE
86,0.5891499384539497,2025-05-06 20:03:00.494144,2025-05-06 20:03:08.938774,0 days 00:00:08.444630,0.18176878140125174,32,0.2,12,180,0.00013411440890432903,37,0.0004328100488874419,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.5891499384539497],0.6837721505282742,COMPLETE
87,-0.2043959654124523,2025-05-06 20:03:06.716588,2025-05-06 20:03:18.991936,0 days 00:00:12.275348,0.18155726778819786,48,0.2,212,180,0.00044679732006970444,705,0.0004486732791445669,3,2,adam,"{'neurons_per_layer_encoder': [212, 424], 'neurons_per_layer_decoder': [424, 212, 106]}",212,,"[424, 212, 106]","[212, 424]",[-0.2043959654124523],0.6185485090021862,COMPLETE
88,-0.04336376512938256,2025-05-06 20:03:08.480634,2025-05-06 20:03:11.188234,0 days 00:00:02.707600,0.17906711531396313,32,0.2,168,180,6.236984938396663e-05,561,0.0004446049174638458,2,2,adam,"{'neurons_per_layer_encoder': [168, 336], 'neurons_per_layer_decoder': [336, 168]}",168,,"[336, 168]","[168, 336]",[-0.04336376512938256],0.6215183428906467,COMPLETE
89,0.4567676195589365,2025-05-06 20:03:08.810813,2025-05-06 20:03:28.141839,0 days 00:00:19.331026,0.181071897203501,32,0.2,168,180,0.0003639610586966853,1051,0.0004536260871428848,3,3,adam,"{'neurons_per_layer_encoder': [168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",168,,"[672, 336, 168]","[168, 336, 672]",[0.4567676195589365],0.8923286260123237,COMPLETE
90,0.054243335895259204,2025-05-06 20:03:08.946619,2025-05-06 20:03:16.519521,0 days 00:00:07.572902,0.15211363407911266,48,0.2,12,180,0.000444482905095826,69,0.0008773917004835711,3,3,adam,"{'neurons_per_layer_encoder': [12, 24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",12,,"[48, 24, 12]","[12, 24, 48]",[0.054243335895259204],0.4960647543811866,COMPLETE
91,-0.30131701028773783,2025-05-06 20:03:09.162791,2025-05-06 20:03:16.569722,0 days 00:00:07.406931,0.15013943377541977,48,0.2,12,180,0.0003907678126357906,108,0.00045025730095895965,3,4,adam,"{'neurons_per_layer_encoder': [12, 24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",12,,"[96, 48, 24]","[12, 24, 48, 96]",[-0.30131701028773783],0.7181902599922796,COMPLETE
92,-0.27813292428554637,2025-05-06 20:03:11.195922,2025-05-06 20:03:20.102998,0 days 00:00:08.907076,0.14853931097850448,48,0.2,12,180,0.0004922241249802749,108,0.0009224483550144351,3,4,adam,"{'neurons_per_layer_encoder': [12, 24, 48, 96], 'neurons_per_layer_decoder': [96, 48, 24]}",12,,"[96, 48, 24]","[12, 24, 48, 96]",[-0.27813292428554637],0.3954428159787569,COMPLETE
93,-0.13883158920364402,2025-05-06 20:03:16.529093,2025-05-06 20:03:35.743512,0 days 00:00:19.214419,0.15181607649447698,16,0.2,252,160,0.00012048908896780265,2088,1.337321863666193e-05,3,4,adam,"{'neurons_per_layer_encoder': [252, 504, 1008, 2016], 'neurons_per_layer_decoder': [2016, 1008, 504]}",252,,"[2016, 1008, 504]","[252, 504, 1008, 2016]",[-0.13883158920364402],0.9626300186883733,COMPLETE
94,-0.023324539058314775,2025-05-06 20:03:16.588205,2025-05-06 20:03:19.947076,0 days 00:00:03.358871,0.11510196741164996,32,0.2,40,160,0.00013794431374840636,276,0.00019081054547952323,3,3,adam,"{'neurons_per_layer_encoder': [40, 80, 160], 'neurons_per_layer_decoder': [160, 80, 40]}",40,,"[160, 80, 40]","[40, 80, 160]",[-0.023324539058314775],0.7573626635041301,COMPLETE
95,0.3432287725464618,2025-05-06 20:03:19.001161,2025-05-06 20:03:37.938324,0 days 00:00:18.937163,0.11604996464244513,32,0.2,236,160,0.00013515867565589093,758,0.0006067078870899175,3,2,adam,"{'neurons_per_layer_encoder': [236, 472], 'neurons_per_layer_decoder': [472, 236, 118]}",236,,"[472, 236, 118]","[236, 472]",[0.3432287725464618],0.7797624078018226,COMPLETE
96,0.41906150548095955,2025-05-06 20:03:19.959978,2025-05-06 20:03:41.469591,0 days 00:00:21.509613,0.17626979461229758,32,0.2,236,180,0.00011235404607864787,765,0.0006126539909060059,5,2,adam,"{'neurons_per_layer_encoder': [236, 472], 'neurons_per_layer_decoder': [472, 236, 118, 59, 29]}",236,,"[472, 236, 118, 59, 29]","[236, 472]",[0.41906150548095955],0.8259790924485402,COMPLETE
97,0.10513566176879086,2025-05-06 20:03:20.115488,2025-05-06 20:03:40.996951,0 days 00:00:20.881463,0.17870902596723826,32,0.2,252,160,0.00023153057327402274,781,0.003064159353015788,5,2,adam,"{'neurons_per_layer_encoder': [252, 504], 'neurons_per_layer_decoder': [504, 252, 126, 63, 31]}",252,,"[504, 252, 126, 63, 31]","[252, 504]",[0.10513566176879086],-0.40487098615513245,COMPLETE
98,0.46152745526924965,2025-05-06 20:03:28.155446,2025-05-06 20:03:49.714226,0 days 00:00:21.558780,0.17794606245473266,32,0.2,196,160,0.0003169295467766241,1118,0.0006007542892972633,3,3,adam,"{'neurons_per_layer_encoder': [196, 392, 784], 'neurons_per_layer_decoder': [784, 392, 196]}",196,,"[784, 392, 196]","[196, 392, 784]",[0.46152745526924965],0.8340854714185001,COMPLETE
99,0.369316798151626,2025-05-06 20:03:35.754718,2025-05-06 20:03:54.541603,0 days 00:00:18.786885,0.1748072013958427,32,0.2,232,160,3.500446128100758e-05,1060,0.0005662306746983135,5,3,adam,"{'neurons_per_layer_encoder': [232, 464, 928], 'neurons_per_layer_decoder': [928, 464, 232, 116, 58]}",232,,"[928, 464, 232, 116, 58]","[232, 464, 928]",[0.369316798151626],0.8329799970487013,COMPLETE
100,0.44341301289430346,2025-05-06 20:03:37.947640,2025-05-06 20:03:57.074430,0 days 00:00:19.126790,0.028584237966457635,40,0.2,140,180,0.000248989850706211,1042,0.003762092110963824,5,3,adam,"{'neurons_per_layer_encoder': [140, 280, 560], 'neurons_per_layer_decoder': [560, 280, 140, 70, 35]}",140,,"[560, 280, 140, 70, 35]","[140, 280, 560]",[0.44341301289430346],0.06283179134414468,COMPLETE
101,0.34134681969922565,2025-05-06 20:03:41.006625,2025-05-06 20:03:58.973861,0 days 00:00:17.967236,0.17312020474608392,40,0.2,144,180,3.3495780922228023e-05,1028,0.008690642170659317,3,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",144,,"[576, 288, 144]","[144, 288, 576]",[0.34134681969922565],-0.5213838234112433,COMPLETE
102,-0.9214833440684869,2025-05-06 20:03:41.479502,2025-05-06 20:03:57.362043,0 days 00:00:15.882541,0.025187638927820534,24,0.2,196,180,0.00028745397912340395,1096,0.008177300990099955,5,3,adam,"{'neurons_per_layer_encoder': [196, 392, 784], 'neurons_per_layer_decoder': [784, 392, 196, 98, 49]}",196,,"[784, 392, 196, 98, 49]","[196, 392, 784]",[-0.9214833440684869],-0.5565846002551385,COMPLETE
103,0.01483251363489213,2025-05-06 20:03:49.723434,2025-05-06 20:04:04.604143,0 days 00:00:14.880709,0.18692366535580426,24,0.2,196,180,0.00033512971947402775,1138,0.008133807997962485,5,3,adam,"{'neurons_per_layer_encoder': [196, 392, 784], 'neurons_per_layer_decoder': [784, 392, 196, 98, 49]}",196,,"[784, 392, 196, 98, 49]","[196, 392, 784]",[0.01483251363489213],0.23141763406323743,COMPLETE
104,0.1488668863266317,2025-05-06 20:03:54.551288,2025-05-06 20:04:14.144006,0 days 00:00:19.592718,0.18492123858682236,40,0.1,244,180,0.0003181513440917107,1142,0.0036759654870020067,5,3,adam,"{'neurons_per_layer_encoder': [244, 488, 976], 'neurons_per_layer_decoder': [976, 488, 244, 122, 61]}",244,,"[976, 488, 244, 122, 61]","[244, 488, 976]",[0.1488668863266317],-0.263361116886767,COMPLETE
105,-0.07431340976227396,2025-05-06 20:03:57.084519,2025-05-06 20:04:07.023231,0 days 00:00:09.938712,0.020439463508929452,40,0.2,196,180,0.0002905440552618464,1134,0.009145672849854219,5,3,adam,"{'neurons_per_layer_encoder': [196, 392, 784], 'neurons_per_layer_decoder': [784, 392, 196, 98, 49]}",196,,"[784, 392, 196, 98, 49]","[196, 392, 784]",[-0.07431340976227396],0.21568492604571818,COMPLETE
106,0.22604495813036607,2025-05-06 20:03:57.370561,2025-05-06 20:04:14.806103,0 days 00:00:17.435542,0.03570147177358145,40,0.2,144,180,0.0003799431624446264,1026,0.004100122682878908,5,3,adam,"{'neurons_per_layer_encoder': [144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144, 72, 36]}",144,,"[576, 288, 144, 72, 36]","[144, 288, 576]",[0.22604495813036607],-0.052184448719669776,COMPLETE
107,0.36611527951393363,2025-05-06 20:03:58.983837,2025-05-06 20:04:15.777746,0 days 00:00:16.793909,0.01868237936294649,40,0.2,136,180,0.0007223064426493152,1027,0.005060114847662246,5,3,adam,"{'neurons_per_layer_encoder': [136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136, 68, 34]}",136,,"[544, 272, 136, 68, 34]","[136, 272, 544]",[0.36611527951393363],0.3489727291214027,COMPLETE
108,0.39136857305936357,2025-05-06 20:04:04.613753,2025-05-06 20:04:22.557272,0 days 00:00:17.943519,0.02020229203484114,40,0.2,124,180,9.954812000546958e-05,960,0.0034533531786588127,5,3,adam,"{'neurons_per_layer_encoder': [124, 248, 496], 'neurons_per_layer_decoder': [496, 248, 124, 62, 31]}",124,,"[496, 248, 124, 62, 31]","[124, 248, 496]",[0.39136857305936357],-0.0811071671381726,COMPLETE
109,-0.6098733270148184,2025-05-06 20:04:07.032928,2025-05-06 20:04:21.488737,0 days 00:00:14.455809,0.03282381323647421,16,0.2,128,160,9.616464973315081e-05,872,0.004205422792913019,5,3,adam,"{'neurons_per_layer_encoder': [128, 256, 512], 'neurons_per_layer_decoder': [512, 256, 128, 64, 32]}",128,,"[512, 256, 128, 64, 32]","[128, 256, 512]",[-0.6098733270148184],-0.3772966466086012,COMPLETE
110,-3.2173009354196367,2025-05-06 20:04:14.155175,2025-05-06 20:04:32.009550,0 days 00:00:17.854375,0.035168618264202624,16,0.2,124,160,0.0007559888049656198,848,0.004619714158670984,5,3,adam,"{'neurons_per_layer_encoder': [124, 248, 496], 'neurons_per_layer_decoder': [496, 248, 124, 62, 31]}",124,,"[496, 248, 124, 62, 31]","[124, 248, 496]",[-3.2173009354196367],-2.6322999380239303,COMPLETE
111,-0.17970367267398468,2025-05-06 20:04:14.815587,2025-05-06 20:04:20.573382,0 days 00:00:05.757795,0.15972728751870957,16,0.1,132,160,0.000768948709232908,835,0.00019429480674430688,5,3,adadelta,"{'neurons_per_layer_encoder': [132, 264, 528], 'neurons_per_layer_decoder': [528, 264, 132, 66, 33]}",132,,"[528, 264, 132, 66, 33]","[132, 264, 528]",[-0.17970367267398468],0.9789206455559041,COMPLETE
112,-0.06201207326003555,2025-05-06 20:04:15.786893,2025-05-06 20:04:48.423889,0 days 00:00:32.636996,0.06432650703696027,16,0.1,208,160,8.47989622259042e-05,1271,0.0008060683985567804,4,3,adam,"{'neurons_per_layer_encoder': [208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208, 104]}",208,,"[832, 416, 208, 104]","[208, 416, 832]",[-0.06201207326003555],-0.0777909277386809,COMPLETE
113,-0.8920541524906764,2025-05-06 20:04:20.581279,2025-05-06 20:04:26.515737,0 days 00:00:05.934458,0.029908188071889667,24,0.2,220,160,7.403124142260372e-05,1202,2.0409029549517026e-05,4,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220, 110]}",220,,"[880, 440, 220, 110]","[220, 440, 880]",[-0.8920541524906764],0.8283362472037592,COMPLETE
114,0.3301676846409245,2025-05-06 20:04:21.497881,2025-05-06 20:04:44.840826,0 days 00:00:23.342945,0.04041716979573203,24,0.2,120,160,7.320089213204276e-05,884,0.0011006229552182178,4,3,adam,"{'neurons_per_layer_encoder': [120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120, 60]}",120,,"[480, 240, 120, 60]","[120, 240, 480]",[0.3301676846409245],0.5976000378375147,COMPLETE
115,0.3344013273843083,2025-05-06 20:04:22.566102,2025-05-06 20:04:45.171516,0 days 00:00:22.605414,0.06611084689983446,32,0.2,208,160,0.0002151944080481119,1296,0.0006296392514721267,3,3,adam,"{'neurons_per_layer_encoder': [208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208]}",208,,"[832, 416, 208]","[208, 416, 832]",[0.3344013273843083],0.8436457794255013,COMPLETE
116,0.6343666259628904,2025-05-06 20:04:26.525988,2025-05-06 20:04:48.467519,0 days 00:00:21.941531,0.013211211039090641,32,0.2,208,160,0.00020720105811478556,1083,0.0008399659216284584,3,3,adam,"{'neurons_per_layer_encoder': [208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208]}",208,,"[832, 416, 208]","[208, 416, 832]",[0.6343666259628904],0.8582426997142587,COMPLETE
117,0.4335670960813228,2025-05-06 20:04:32.055265,2025-05-06 20:04:54.837173,0 days 00:00:22.781908,0.04158448098224332,32,0.2,208,160,0.00020467120931843066,1294,0.000812230390219508,3,3,adam,"{'neurons_per_layer_encoder': [208, 416, 832], 'neurons_per_layer_decoder': [832, 416, 208]}",208,,"[832, 416, 208]","[208, 416, 832]",[0.4335670960813228],0.8006838366618734,COMPLETE
118,0.6598001113398921,2025-05-06 20:04:44.850580,2025-05-06 20:05:06.653987,0 days 00:00:21.803407,0.16549551559747216,32,0.2,212,160,0.00021744426863307682,1241,0.0006372764707120198,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.6598001113398921],0.906904299669016,COMPLETE
119,0.6144632383397979,2025-05-06 20:04:45.179391,2025-05-06 20:05:09.119685,0 days 00:00:23.940294,0.013617247483503047,32,0.2,212,180,0.00020547449976641898,1079,0.0008375816080470692,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.6144632383397979],0.7897657702409835,COMPLETE
120,0.24467817717685436,2025-05-06 20:04:48.435855,2025-05-06 20:05:04.549524,0 days 00:00:16.113669,0.15821481247879723,32,0.2,160,180,0.00015575123783426344,585,0.0005145623152858125,3,2,adam,"{'neurons_per_layer_encoder': [160, 320], 'neurons_per_layer_decoder': [320, 160, 80]}",160,,"[320, 160, 80]","[160, 320]",[0.24467817717685436],0.7441191098938011,COMPLETE
121,0.16864780407725277,2025-05-06 20:04:48.481506,2025-05-06 20:05:12.787998,0 days 00:00:24.306492,0.024328972623078277,32,0.2,240,180,0.0001615044901325973,1087,0.00029631372117562023,3,3,adam,"{'neurons_per_layer_encoder': [240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",240,,"[960, 480, 240]","[240, 480, 960]",[0.16864780407725277],0.9261208101254736,COMPLETE
122,0.29143281698277823,2025-05-06 20:04:54.847956,2025-05-06 20:05:14.662650,0 days 00:00:19.814694,0.05390796072561622,32,0.2,164,160,0.00019697599616745062,1089,0.00038882761734316466,3,3,adam,"{'neurons_per_layer_encoder': [164, 328, 656], 'neurons_per_layer_decoder': [656, 328, 164]}",164,,"[656, 328, 164]","[164, 328, 656]",[0.29143281698277823],0.9209354336502227,COMPLETE
123,0.34848377086633153,2025-05-06 20:05:04.557137,2025-05-06 20:05:25.110343,0 days 00:00:20.553206,0.058202660410794416,32,0.2,188,160,0.00019972573217608077,1110,0.0017126683419038979,3,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752, 376, 188]}",188,,"[752, 376, 188]","[188, 376, 752]",[0.34848377086633153],0.02911323230705806,COMPLETE
124,-0.16568703993226763,2025-05-06 20:05:06.664627,2025-05-06 20:05:30.478970,0 days 00:00:23.814343,0.012261510938393788,24,0.2,200,160,0.0005321757547394646,1246,0.0017745006065582529,3,3,adam,"{'neurons_per_layer_encoder': [200, 400, 800], 'neurons_per_layer_decoder': [800, 400, 200]}",200,,"[800, 400, 200]","[200, 400, 800]",[-0.16568703993226763],-0.30467838250966117,COMPLETE
125,0.380509945287436,2025-05-06 20:05:09.130970,2025-05-06 20:05:31.335912,0 days 00:00:22.204942,0.013156483461608593,32,0.2,188,160,0.0001965143728436619,1082,0.0016911538310598654,3,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752, 376, 188]}",188,,"[752, 376, 188]","[188, 376, 752]",[0.380509945287436],0.2547407570489099,COMPLETE
126,-0.24887796966508335,2025-05-06 20:05:12.799810,2025-05-06 20:05:33.241910,0 days 00:00:20.442100,0.013805961953123915,24,0.2,200,160,0.00019648154506653518,1177,0.001832342985890178,3,3,adam,"{'neurons_per_layer_encoder': [200, 400, 800], 'neurons_per_layer_decoder': [800, 400, 200]}",200,,"[800, 400, 200]","[200, 400, 800]",[-0.24887796966508335],-0.6209057910612935,COMPLETE
127,-1.8442575448084177,2025-05-06 20:05:14.673470,2025-05-06 20:05:41.889134,0 days 00:00:27.215664,0.01266048209447925,24,0.2,188,160,0.00026301636044618416,1119,0.0015799414365273144,3,3,adam,"{'neurons_per_layer_encoder': [188, 376, 752], 'neurons_per_layer_decoder': [752, 376, 188]}",188,,"[752, 376, 188]","[188, 376, 752]",[-1.8442575448084177],-2.8937992794751923,COMPLETE
128,-0.13567684648211076,2025-05-06 20:05:25.121165,2025-05-06 20:05:54.696208,0 days 00:00:29.575043,0.01345225367410415,24,0.2,200,160,0.0005084475175851011,1187,0.0006970982427240014,3,3,adam,"{'neurons_per_layer_encoder': [200, 400, 800], 'neurons_per_layer_decoder': [800, 400, 200]}",200,,"[800, 400, 200]","[200, 400, 800]",[-0.13567684648211076],0.04630122095845255,COMPLETE
129,0.4579009864488789,2025-05-06 20:05:30.489974,2025-05-06 20:05:52.961549,0 days 00:00:22.471575,0.010182433509820225,40,0.2,212,160,0.00025974874288793847,1394,0.0013105751614912828,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.4579009864488789],0.4950866705567907,COMPLETE
130,-1.1388674809870172,2025-05-06 20:05:31.346947,2025-05-06 20:06:00.806411,0 days 00:00:29.459464,0.04427856733473224,24,0.2,212,200,0.00027566175860895746,1322,0.0012117776303483816,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[-1.1388674809870172],-1.4593232452674842,COMPLETE
131,-0.29230979615437747,2025-05-06 20:05:33.252378,2025-05-06 20:05:39.166899,0 days 00:00:05.914521,0.014745899155492147,40,0.2,220,200,0.0002717961814810761,1383,0.001389386983458636,3,3,adadelta,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[-0.29230979615437747],0.9591055956087516,COMPLETE
132,0.23474782381757076,2025-05-06 20:05:39.176673,2025-05-06 20:06:00.945212,0 days 00:00:21.768539,0.010653791881271224,64,0.2,212,180,0.00039339147953444773,1325,0.0007320104848644012,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.23474782381757076],0.7806974998626132,COMPLETE
133,0.4060453738801427,2025-05-06 20:05:41.902022,2025-05-06 20:06:05.832287,0 days 00:00:23.930265,0.01733120222471919,64,0.2,212,180,0.0003988244223242371,1327,0.0008475527883399307,3,3,adam,"{'neurons_per_layer_encoder': [212, 424, 848], 'neurons_per_layer_decoder': [848, 424, 212]}",212,,"[848, 424, 212]","[212, 424, 848]",[0.4060453738801427],0.7659496947883809,COMPLETE
134,0.07507215859440397,2025-05-06 20:05:52.972064,2025-05-06 20:06:21.546438,0 days 00:00:28.574374,0.010801007271319265,64,0.2,228,180,0.00039724509447573286,1861,0.0027016266551473608,3,4,adam,"{'neurons_per_layer_encoder': [228, 456, 912, 1824], 'neurons_per_layer_decoder': [1824, 912, 456]}",228,,"[1824, 912, 456]","[228, 456, 912, 1824]",[0.07507215859440397],0.29986019278746745,COMPLETE
135,0.4768289910082937,2025-05-06 20:05:54.708490,2025-05-06 20:06:22.690696,0 days 00:00:27.982206,0.010275319292997421,40,0.2,220,160,0.0003858711489764187,1409,0.0008995202369367449,3,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[0.4768289910082937],0.6555335694022286,COMPLETE
136,0.373789832883208,2025-05-06 20:06:00.821107,2025-05-06 20:06:30.392774,0 days 00:00:29.571667,0.010185872798681023,40,0.2,224,160,0.00039904493051669,1441,0.000835618024118618,3,3,adam,"{'neurons_per_layer_encoder': [224, 448, 896], 'neurons_per_layer_decoder': [896, 448, 224]}",224,,"[896, 448, 224]","[224, 448, 896]",[0.373789832883208],0.7082328132689634,COMPLETE
137,0.4540985879522029,2025-05-06 20:06:00.958587,2025-05-06 20:06:28.322350,0 days 00:00:27.363763,0.011208678513106826,40,0.2,220,160,0.0001391625065210901,1224,0.0008936531072179746,3,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[0.4540985879522029],0.8247168938745553,COMPLETE
138,0.07274117822736859,2025-05-06 20:06:05.847751,2025-05-06 20:06:49.663502,0 days 00:00:43.815751,0.014501373851210541,40,0.2,220,160,0.00031164148900241894,1799,0.0010154377199746688,3,4,adam,"{'neurons_per_layer_encoder': [220, 440, 880, 1760], 'neurons_per_layer_decoder': [1760, 880, 440]}",220,,"[1760, 880, 440]","[220, 440, 880, 1760]",[0.07274117822736859],0.5808474015178517,COMPLETE
139,0.08708768136993228,2025-05-06 20:06:21.564395,2025-05-06 20:06:49.331081,0 days 00:00:27.766686,0.011759759517061093,40,0.2,220,160,0.0003155854882964776,1414,0.00035516595648879616,3,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[0.08708768136993228],0.9342037003566193,COMPLETE
140,0.30294658023620347,2025-05-06 20:06:22.703016,2025-05-06 20:06:47.588205,0 days 00:00:24.885189,0.01155291643253272,40,0.2,220,140,0.0003048153969614357,1398,0.0010544879933881408,3,3,adam,"{'neurons_per_layer_encoder': [220, 440, 880], 'neurons_per_layer_decoder': [880, 440, 220]}",220,,"[880, 440, 220]","[220, 440, 880]",[0.30294658023620347],0.6086224085650392,COMPLETE
