,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.007936650756377124,0.6285324355788848,26.439341629875685,0.010285074040979112,0.5739926540018137,29.503908575175114
max,10.0,0.015913344376017217,0.8147335810456275,35.93604276420731,0.014389607681320237,0.6955082311743503,34.757956524334304
mean,5.5,0.009964625827330108,0.7673942573614765,30.010102027596254,0.011915593610759948,0.6472363581737997,31.97629573784535
