,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.047296903943912505,-0.1792007811720122,48.76883311479088,0.02867532897600612,-0.10612703252668432,27.29099622511638
max,10.0,0.0612625546131031,0.08961442385312512,52.36181712170945,0.036188106619700205,0.1235088124315119,33.54571873750357
mean,5.5,0.05237511317230927,-0.008132533107752448,50.67409061584514,0.0325356753822212,0.005513318505692777,30.258121074321195
