,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.003289800302524686,0.029527332291567787,15.374340750942208,0.020217382310902088,-0.06680261093467665,30.099271019008846
max,10.0,0.04998819661340338,0.9361316972382419,42.198515342167894,0.07299614583924502,0.7045329450265403,52.2402243923911
mean,5.5,0.035310506777401204,0.3144805367670946,34.244484142129416,0.055380794876983774,0.190637041296493,45.836577571285666
