,Run,MSE_Train,R2_Train,SMAPE_Train,MSE_Test,R2_Test,SMAPE_Test
min,1.0,0.011945736448873577,-0.1050413383638844,35.06042310351166,0.010355063642895115,-0.11149242628082745,24.696267598383507
max,10.0,0.05740977823468625,0.7700647346303473,51.652713724935104,0.09402993412488041,0.8775966938629554,69.79055609000633
mean,5.5,0.022042331024767596,0.575722329448882,39.68174601103304,0.030369037120541988,0.6410190534846697,41.14549167406977
