Nb,Cr,V,W,Zr,PROP LT (K),PROP ST (K),PROP 500C CTE (1/K),PROP 1000C CTE (1/K),PROP 1500C CTE (1/K),EQ 1273K THCD (W/mK),EQ 1273K Density (g/cc),EQ 1273K MAX BCC,EQ 1273K SUM BCC,EQ 1523K THCD (W/mK),EQ 1523K Density (g/cc),EQ 1523K MAX BCC,EQ 1523K SUM BCC,EQ 1773K MAX BCC,EQ 1773K SUM BCC,EQ 2023K MAX BCC,EQ 2023K SUM BCC,EQ 2273K MAX BCC,EQ 2273K SUM BCC,EQ 2523K MAX BCC,EQ 2523K SUM BCC,EQ 2773K MAX BCC,EQ 2773K SUM BCC,EQ 3023K MAX BCC,EQ 3023K SUM BCC,EQ 2/3*ST THCD (W/mK),EQ 2/3*ST Density (g/cc),Pugh_Ratio_PRIOR,YS 1000C PRIOR,YS 1500C PRIOR,SCHEIL ST,SCHEIL LT,Kou Criteria,SCHEIL BCC_B2,SCHEIL BCC_B2#2,SCHEIL MAX BCC,1500 Min Creep CB [1/s]
0.15,0.0,0.35,0.2,0.3,2316.298415,1667.084882,7.95e-06,8.58e-06,1.52e-05,16.86913035,8.806012535,0.677117849,1.0,13.09730147,8.739286119,0.681586589,1.0,0.530005192,0.530005192,0.344171087,0.344171087,0.057247001,0.057247001,0.0,0.0,0.0,0.0,0.0,0.0,19.65203728,8.846661413,2.945355191,1342.229551,935.5772912,2316.38841,1529.81466,113.1854202,0.654086916,0.336240197,0.654086916,1.42e-15
0.3,0.2,0.05,0.2,0.25,2463.355364,1611.988534,8.15e-06,8.44e-06,1.58e-05,3.851148702,10.73300368,0.453220077,0.560205748,2.443129578,10.56435129,0.478316325,0.589332358,0.481239324,0.481239324,0.390798174,0.390798174,0.223906766,0.223906766,0.0,0.0,0.0,0.0,0.0,0.0,6.282814787,10.83234725,2.467787115,1590.169808,1140.443127,2462.204868,1546.790493,72.12700451,0.723858373,0.0,0.723858373,1.87e-15
0.3,0.2,0.05,0.25,0.2,2565.885151,1619.596497,8.15e-06,8.39e-06,1.23e-05,4.342515977,11.72173588,0.489304156,0.521309104,2.697639509,11.53605131,0.520871388,0.548649603,0.558489841,0.558489841,0.487844302,0.487844302,0.345480874,0.345480874,0.069195148,0.069195148,0.0,0.0,0.0,0.0,7.002838328,11.84182381,2.421487603,1751.768944,1278.433222,2564.810473,1545.694848,107.745611,0.728359456,0.0,0.728359456,1.73e-15
0.3,0.2,0.1,0.05,0.35,2077.20375,1590.906439,8.39e-06,8.75e-06,2.01e-05,1.736562116,8.352670615,0.313896445,0.613778783,1.575304691,8.11525589,0.382389972,0.664077569,0.256633402,0.256633402,0.052424616,0.052424616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381720137,8.490663703,2.642857143,961.6430533,625.7244947,2072.551763,1534.531763,55.21325824,0.716646213,0.0,0.716646213,5.65e-14
0.3,0.2,0.1,0.15,0.25,2354.088573,1594.102078,8.31e-06,8.62e-06,1.76e-05,2.938572238,10.03443159,0.450821256,0.556253017,1.981023391,9.823968592,0.489971507,0.601264637,0.455391272,0.455391272,0.319158396,0.319158396,0.100608585,0.100608585,0.0,0.0,0.0,0.0,0.0,0.0,4.839161336,10.15185448,2.540229885,1435.692424,1005.452892,2351.136816,1535.722441,65.89066332,0.705413159,0.0,0.705413159,7.4e-15
0.3,0.2,0.1,0.2,0.2,2467.526237,1600.105118,8.29e-06,8.56e-06,1.56e-05,3.487792475,10.98200891,0.492200868,0.520603307,2.251714856,10.76770855,0.536196385,0.55879431,0.551893325,0.551893325,0.43418331,0.43418331,0.243533549,0.243533549,0.0,0.0,0.0,0.0,0.0,0.0,5.781946702,11.11121451,2.491525424,1611.364768,1152.909993,2464.865601,1535.738101,114.5175108,0.713341245,0.0,0.713341245,5.08e-15
0.3,0.2,0.15,0.05,0.3,2075.992289,1571.318158,8.53e-06,8.86e-06,1.99e-05,1.757116269,8.477771792,0.334130391,0.561448457,1.517572658,8.234664024,0.317624745,0.611786806,0.314308468,0.314308468,0.058624636,0.058624636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.319984599,8.663935265,2.66966967,1025.502327,670.5010435,2067.72939,1529.77314,50.92586584,0.703920699,0.0,0.703920699,1.46e-13
0.3,0.2,0.15,0.1,0.25,2229.177962,1589.474316,8.48e-06,8.79e-06,1.83e-05,2.294498569,9.319086118,0.439654781,0.550546692,2.034248523,9.007287244,0.434142293,0.603218201,0.43217926,0.43217926,0.223573776,0.223573776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4065666,9.485605643,2.616519174,1258.707205,855.6014416,2223.166651,1529.784151,59.54086552,0.703563761,0.0,0.703563761,4.64e-14
0.3,0.2,0.15,0.2,0.15,2477.509561,1676.16672,8.24e-06,8.55e-06,1.4e-05,8.267953429,10.85614874,0.566116669,0.566116669,4.082289803,10.70614566,0.581958817,0.581958817,0.635710346,0.635710346,0.506348657,0.506348657,0.279649642,0.279649642,0.0,0.0,0.0,0.0,0.0,0.0,11.91807245,10.93621167,2.515669516,1574.636874,1119.240854,2473.007399,1534.465524,230.9800416,0.750491334,0.0,0.750491334,9.41e-15
0.3,0.2,0.15,0.25,0.1,2592.181575,1775.265007,7.88e-06,8.24e-06,8.92e-06,19.83445517,11.31350204,0.629915413,0.629915413,10.56740254,11.22170501,0.636645381,0.636645381,0.743757986,0.743757986,0.656855273,0.656855273,0.451666641,0.451666641,0.124485072,0.124485072,0.0,0.0,0.0,0.0,23.05230279,11.30359852,2.467787115,1613.2471,1157.650199,2588.049078,1541.921578,325.8114234,0.817662716,0.0,0.817662716,8.56e-15
0.3,0.2,0.15,0.3,0.05,2705.346564,1828.554194,7.61e-06,7.95e-06,8.72e-06,28.60896113,11.80996216,0.674280072,0.674280072,20.85727185,11.63440544,0.715158674,0.715158674,0.841416285,0.841416285,0.843762393,0.843762393,0.657759831,0.657759831,0.34723244,0.34723244,0.0,0.0,0.0,0.0,29.18938395,11.8355514,2.421487603,1535.31158,1102.247777,2701.483047,1559.570547,394.7022435,0.903063785,0.0,0.903063785,4.52e-15
0.3,0.2,0.2,0.05,0.25,2081.522309,1600.41683,8.68e-06,8.98e-06,1.88e-05,1.671382624,8.630371154,0.358608839,0.507483323,1.44703864,8.361444598,0.366922562,0.564254439,0.396096314,0.396096314,0.076965256,0.076965256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.100653577,8.829346088,2.696969697,1060.829836,693.9358028,2068.478817,1527.191942,55.56565091,0.722446806,0.0,0.722446806,2.9e-13
0.3,0.2,0.2,0.1,0.2,2235.806273,1585.788794,8.63e-06,8.88e-06,1.66e-05,2.387859162,9.465253234,0.466198625,0.509953827,2.185229245,9.101156747,0.47107482,0.571004306,0.522096501,0.522096501,0.272561789,0.272561789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.190564114,9.707134885,2.642857143,1264.612433,856.6159893,2226.523578,1528.949828,101.2520291,0.73856807,0.0,0.73856807,9.18e-14
0.0,0.1,0.35,0.35,0.2,2565.256748,1919.384107,8.98e-06,9.3e-06,9.71e-06,25.40741759,13.27165782,0.405472849,0.405472849,26.17632976,13.14078639,0.413918938,0.413918938,0.429792514,0.429792514,0.529982357,0.529982357,0.320645275,0.320645275,0.0498973,0.0498973,0.0,0.0,0.0,0.0,25.4331025,13.26846935,2.391462307,2307.711363,1734.895684,2565.346748,1529.772998,477.4960273,0.519174292,0.040790698,0.519174292,3.36e-16
0.0,0.1,0.35,0.4,0.15,2691.110966,1958.851188,8.47e-06,8.86e-06,9.39e-06,35.07142257,13.35072446,0.554575848,0.554575848,35.61538708,13.22926338,0.563257959,0.563257959,0.581093564,0.581093564,0.655961593,0.655961593,0.475558756,0.475558756,0.210135582,0.210135582,0.0,0.0,0.0,0.0,35.17553392,13.336336,2.347631814,2253.052739,1697.055383,2691.200966,1533.033466,560.3101832,0.639673978,0.022325576,0.639673978,1.47e-16
0.0,0.1,0.4,0.2,0.3,2198.96273,1764.700084,9.84e-06,9.95e-06,1.12e-05,6.319399673,12.13567259,0.107397439,0.107397439,6.914291464,12.0140252,0.116831666,0.116831666,0.14965798,0.14965798,0.200447822,0.200447822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.122391195,12.17838669,2.556840077,1886.580575,1358.753266,2199.052727,1536.682102,24.47853396,0.305345799,0.097432624,0.305345799,5.66e-15
0.0,0.1,0.4,0.25,0.25,2331.532046,1815.855084,9.51e-06,9.74e-06,1.01e-05,15.22948595,12.31553693,0.257779605,0.257779605,15.95347385,12.18694168,0.268100024,0.268100024,0.286137112,0.286137112,0.346728653,0.346728653,0.069172048,0.069172048,0.0,0.0,0.0,0.0,0.0,0.0,15.03537911,12.34442689,2.507575758,2057.545314,1506.479796,2331.62204,1530.04829,350.1697641,0.416301972,0.07021796,0.416301972,2.52e-15
0.0,0.1,0.4,0.3,0.2,2462.834423,1865.462389,9.13e-06,9.45e-06,9.93e-06,24.20191615,12.46731137,0.407456581,0.407456581,24.98619195,12.33727735,0.418326488,0.418326488,0.438267575,0.438267575,0.488743304,0.488743304,0.231108402,0.231108402,0.0,0.0,0.0,0.0,0.0,0.0,24.09044482,12.48091622,2.459962756,2139.083852,1581.835491,2462.924421,1530.541921,433.9538641,0.529660699,0.045849068,0.529660699,9.95e-16
0.0,0.1,0.4,0.35,0.15,2592.962195,1909.915362,8.67e-06,9.08e-06,9.67e-06,33.24729654,12.59351274,0.556332201,0.556332201,33.90062009,12.46980929,0.567398969,0.567398969,0.589222023,0.589222023,0.629430963,0.629430963,0.403871512,0.403871512,0.092599896,0.092599896,0.0,0.0,0.0,0.0,33.24825219,12.5933944,2.413919414,2103.067402,1560.315355,2593.052191,1533.693441,510.660161,0.649128367,0.026941522,0.649128367,4.2e-16
0.0,0.1,0.4,0.4,0.1,2721.49577,1947.327353,8.17e-06,8.64e-06,9.35e-06,42.16792535,12.70246381,0.704508939,0.704508939,42.43575344,12.59309509,0.715448535,0.715448535,0.73913608,0.73913608,0.772337814,0.772337814,0.593810864,0.593810864,0.284783097,0.284783097,0.0,0.0,0.0,0.0,42.20184154,12.69388303,2.369369369,1913.041948,1411.918091,2721.585768,1534.119518,704.4859496,0.776138508,0.015264778,0.776138508,1.95e-16
0.0,0.1,0.45,0.2,0.25,2228.406606,1762.974717,9.6e-06,9.84e-06,1.16e-05,14.63803231,11.46128038,0.2605604,0.2605604,15.43705658,11.33226763,0.274179663,0.274179663,0.317447095,0.317447095,0.27195157,0.27195157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33326647,11.50464419,2.582118562,1851.934406,1325.960191,2228.496605,1532.412855,291.8752866,0.432517284,0.078107098,0.432517284,5.91e-15
0.0,0.1,0.45,0.25,0.2,2361.073818,1812.686297,9.26e-06,9.61e-06,1.01e-05,23.13597064,11.65683392,0.409993997,0.409993997,23.97552843,11.52578427,0.423958404,0.423958404,0.449073601,0.449073601,0.436605,0.436605,0.120781102,0.120781102,0.0,0.0,0.0,0.0,0.0,0.0,22.89352837,11.68556212,2.53199618,1951.632087,1415.317931,2361.163813,1535.653813,381.4027886,0.544003363,0.053010069,0.544003363,2.81e-15
0.0,0.1,0.45,0.3,0.15,2493.70151,1860.284941,8.86e-06,9.29e-06,9.94e-06,31.65156837,11.82748484,0.558590697,0.558590697,32.42153074,11.70021098,0.572644093,0.572644093,0.5993366,0.5993366,0.596127516,0.596127516,0.314070332,0.314070332,0.0,0.0,0.0,0.0,0.0,0.0,31.53195169,11.84117417,2.483568075,1935.740518,1410.936911,2493.791509,1535.580259,468.3684957,0.65982763,0.032189432,0.65982763,1.15e-15
0.0,0.1,0.45,0.35,0.1,2626.015146,1902.643332,8.4e-06,8.91e-06,9.67e-06,40.0270731,11.98064856,0.706322406,0.706322406,40.57553732,11.86260182,0.720220334,0.720220334,0.748640722,0.748640722,0.754899431,0.754899431,0.527941471,0.527941471,0.158022374,0.158022374,0.0,0.0,0.0,0.0,40.0167468,11.98224419,2.436749769,1767.869509,1282.883889,2626.105142,1529.607017,671.5426909,0.782127573,0.018038254,0.782127573,5.1e-16
0.05,0.5,0.1,0.3,0.05,2533.835611,1954.4698,7.51e-06,8.26e-06,1e-05,45.7243045,11.50850392,0.512601042,0.849090828,41.04972456,11.40728123,0.567829833,0.85396261,0.825251739,0.869514489,0.711059616,0.711059616,0.300135099,0.300135099,0.013043665,0.013043665,0.0,0.0,0.0,0.0,45.24616051,11.49907991,1.776371308,2026.045328,1479.83108,2532.285076,1725.041951,263.4840343,0.847860717,0.0,0.847860717,7.6e-17
0.05,0.5,0.15,0.05,0.25,1889.099782,1817.430636,9.78e-06,9.97e-06,1.03e-05,4.993733855,9.522996226,0.123414441,0.123414441,4.535306095,9.499481163,0.118020205,0.118020205,0.126847407,0.126847407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312128579,9.504635015,1.934240363,1941.134911,1363.067076,1887.967885,1547.840385,344.1219032,0.311028826,0.0,0.311028826,1.29e-13
0.05,0.5,0.15,0.2,0.1,2280.462798,1906.198017,8.29e-06,8.97e-06,1.06e-05,32.31087054,10.42669387,0.471313935,0.692130525,29.04954712,10.34042822,0.59619165,0.704824784,0.724300323,0.724300323,0.362978785,0.362978785,0.00725926,0.00725926,0.0,0.0,0.0,0.0,0.0,0.0,32.32863423,10.42727443,1.845315904,2091.764015,1512.139333,2275.834942,1620.316817,457.2701073,0.720449099,0.0,0.720449099,1.84e-14
0.05,0.5,0.15,0.25,0.05,2434.195953,1937.724223,7.81e-06,8.6e-06,1.04e-05,41.27260837,10.76428175,0.564020583,0.848704755,37.30417022,10.65776455,0.657452405,0.855737222,0.874721824,0.874721824,0.710973888,0.710973888,0.206875089,0.206875089,0.0,0.0,0.0,0.0,0.0,0.0,41.04052683,10.75817849,1.817204301,1804.089907,1289.811297,2430.823058,1649.655558,463.4146966,0.859485762,0.0,0.859485762,5.36e-15
0.05,0.5,0.2,0.05,0.2,1873.460096,1813.860958,9.58e-06,9.93e-06,1.07e-05,11.47080847,9.03557438,0.289006032,0.289006032,11.07795547,8.992586781,0.293489314,0.293489314,0.319325647,0.319325647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53875181,9.0375816,1.949771689,1828.070912,1268.998842,1855.470341,1544.960341,393.9141945,0.475943872,0.0,0.475943872,1.24e-13
0.05,0.5,0.2,0.15,0.1,2166.239507,1873.555888,8.59e-06,9.3e-06,1.09e-05,28.62540425,9.66844553,0.527911143,0.674343131,26.36444393,9.551721571,0.70717008,0.70717008,0.733689519,0.733689519,0.309066014,0.309066014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8061482,9.67237603,1.888888889,1842.378568,1299.630054,2155.341846,1596.971221,395.9155514,0.740801343,0.0,0.740801343,4.67e-14
0.05,0.5,0.2,0.2,0.05,2328.027739,1913.504747,8.1e-06,8.94e-06,1.07e-05,37.55629112,10.0094393,0.627066121,0.847433253,33.93596692,9.89499422,0.802886522,0.858199365,0.88158082,0.88158082,0.69770696,0.69770696,0.083737571,0.083737571,0.0,0.0,0.0,0.0,0.0,0.0,37.53049106,10.0085079,1.859649123,1578.534894,1100.661147,2320.962757,1626.221507,555.3704419,0.871305013,0.0,0.871305013,1.31e-14
0.05,0.5,0.25,0.05,0.15,1951.759462,1810.771166,9.41e-06,9.92e-06,1.1e-05,17.57786304,8.60141793,0.449415961,0.449415961,17.2747703,8.52203538,0.466158412,0.466158412,0.510809594,0.510809594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49873039,8.619955375,1.965517241,1631.199868,1111.672891,1932.671118,1543.129243,440.9987188,0.634064554,0.0,0.634064554,1.19e-13
0.05,0.5,0.25,0.1,0.1,2081.811611,1834.204509,8.93e-06,9.65e-06,1.12e-05,25.05765506,8.946568288,0.633891343,0.633891343,24.50563778,8.822871784,0.67305658,0.67305658,0.746361944,0.746361944,0.209274188,0.209274188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31744735,8.953187085,1.934240363,1588.226501,1088.090399,2064.132881,1571.176631,447.3510286,0.759075946,0.0,0.759075946,1.05e-13
0.05,0.5,0.25,0.15,0.05,2230.456808,1881.820513,8.41e-06,9.28e-06,1.1e-05,34.10178824,9.260772777,0.701501101,0.832349006,31.89688203,9.128813664,0.861184586,0.861184586,0.891345016,0.891345016,0.669705565,0.669705565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.23227449,9.268192213,1.903803132,1351.819743,915.05163,2216.901422,1611.702047,512.8118686,0.882281062,0.0,0.882281062,3.1e-14
0.05,0.5,0.3,0.05,0.1,2029.739305,1808.032621,9.23e-06,9.92e-06,1.13e-05,23.44095215,8.199386144,0.608794336,0.608794336,23.17627012,8.079927579,0.636966115,0.636966115,0.701161093,0.701161093,0.03840121,0.03840121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32588336,8.223933084,1.981481481,1331.6804,880.4884271,2009.716743,1544.919868,483.69829,0.776460238,0.0,0.776460238,1.14e-13
0.05,0.5,0.3,0.1,0.05,2158.604488,1842.513938,8.76e-06,9.61e-06,1.14e-05,30.83618943,8.54142572,0.794373427,0.794373427,30.22850578,8.379189631,0.848537385,0.848537385,0.905771714,0.905771714,0.622977325,0.622977325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82403198,8.564247199,1.949771689,1126.767127,735.9842755,2140.036786,1597.486786,460.6480751,0.892295895,0.0,0.892295895,7.02e-14
0.05,0.5,0.35,0.05,0.05,2109.24135,1805.770656,9.06e-06,9.93e-06,1.16e-05,29.20826995,7.806955749,0.774344384,0.774344384,28.8005335,7.660140886,0.81230519,0.81230519,0.891727612,0.891727612,0.550162867,0.550162867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07169144,7.839019896,1.997668998,906.6909935,566.8435768,2088.350284,1562.298409,605.8994585,0.900876176,0.0,0.900876176,1.12e-13
0.05,0.55,0.05,0.05,0.3,1948.43737,1615.692955,9.8e-06,9.89e-06,1.12e-05,0.725088439,9.84580207,0.043716049,0.043716049,0.148937536,9.815303224,0.032238462,0.032238462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.249294646,9.870603737,1.84057971,2087.286343,1486.202575,1947.928375,1549.633375,409.5974901,0.087894192,0.0,0.087894192,1.52e-12
0.05,0.55,0.05,0.1,0.25,2007.557579,1854.611044,9.45e-06,9.66e-06,1.03e-05,8.208518953,10.3093287,0.089993949,0.156169784,5.227462047,10.41590142,0.116792673,0.120029145,0.125336809,0.125336809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684524466,10.28373008,1.812589413,2337.381087,1698.338727,2006.607807,1625.535932,461.9304536,0.172283778,0.0,0.172283778,1.06e-13
0.05,0.55,0.05,0.15,0.2,2059.381624,1857.619036,8.9e-06,9.26e-06,1.04e-05,19.29986151,10.6153009,0.20114509,0.35006323,16.15269106,10.63752375,0.253522056,0.33835122,0.358459492,0.358459492,0.015846624,0.015846624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49145295,10.61989559,1.785310734,2499.012093,1840.235729,2057.64612,1707.73362,226.4995112,0.333993508,0.0,0.333993508,8.07e-14
0.05,0.55,0.05,0.2,0.15,2231.580882,1888.217258,8.38e-06,8.9e-06,1.04e-05,29.91419875,10.95283165,0.327165044,0.530551757,26.72379589,10.88712335,0.390565346,0.547042831,0.560055484,0.561923377,0.136047731,0.136047731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03862028,10.95603677,1.758716876,2542.681106,1885.548055,2230.345643,1763.102518,138.5345453,0.507114646,0.0,0.507114646,3.87e-16
0.25,0.4,0.05,0.05,0.25,1949.243128,1606.692795,8.99e-06,9.19e-06,1.83e-05,0.744464068,9.335191156,0.308579203,0.316344592,0.694212918,9.082854103,0.299036018,0.347922987,0.156733825,0.156733825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12654806,9.431530082,2.185558354,1555.456872,1073.127557,1944.951105,1541.803605,104.3282773,0.431104869,0.0,0.431104869,1.5e-14
0.25,0.4,0.05,0.1,0.2,2139.631451,1675.310842,8.77e-06,8.98e-06,1.35e-05,5.743324489,10.07124638,0.329369261,0.329369261,1.879400258,9.982337974,0.327904884,0.327904884,0.279578376,0.279578376,0.087566545,0.087566545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46014538,10.10275254,2.148056245,1778.940264,1258.678874,2136.42422,1541.19297,238.0174655,0.438640151,0.0,0.438640151,4.69e-15
0.25,0.4,0.05,0.15,0.15,2290.622119,1809.729634,8.52e-06,8.71e-06,9.12e-06,16.71363188,10.67481776,0.355060843,0.355060843,8.116345171,10.63448761,0.346779121,0.346779121,0.36086972,0.36086972,0.214573697,0.214573697,0.017920163,0.017920163,0.0,0.0,0.0,0.0,0.0,0.0,18.33577933,10.69101442,2.111654442,1928.657628,1387.635164,2287.842876,1544.950376,424.1147255,0.470069513,0.0,0.470069513,2.47e-15
0.25,0.4,0.05,0.2,0.1,2423.87502,1866.576098,8.31e-06,8.5e-06,8.86e-06,21.88713115,11.28219158,0.373586835,0.373586835,18.33374159,11.16766731,0.391989793,0.391989793,0.438697771,0.438697771,0.347434728,0.347434728,0.163048996,0.163048996,0.0,0.0,0.0,0.0,0.0,0.0,21.99474299,11.29242981,2.076305221,1978.57388,1436.639981,2421.340191,1598.778316,453.9603364,0.554964761,0.0,0.554964761,7.21e-16
0.25,0.4,0.05,0.25,0.05,2547.941481,1873.551113,7.95e-06,8.24e-06,8.95e-06,28.83414413,11.69131058,0.416190413,0.490397008,26.73345449,11.54925409,0.452137145,0.514913513,0.604821709,0.604821709,0.520605503,0.520605503,0.323566782,0.323566782,0.037850671,0.037850671,0.0,0.0,0.0,0.0,28.94020624,11.70115108,2.041963579,1896.451756,1378.301993,2545.565695,1668.716945,307.5228446,0.703253997,0.0,0.703253997,3.8e-15
0.25,0.4,0.1,0.05,0.2,1963.815737,1602.131804,9.07e-06,9.26e-06,1.53e-05,1.863253867,9.40700741,0.272748656,0.272748656,0.749286504,9.241426457,0.286721337,0.286721337,0.178852054,0.178852054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058227015,9.463870622,2.204737733,1534.996058,1052.89818,1952.326018,1537.732268,241.6366889,0.464486195,0.0,0.464486195,1.8e-14
0.25,0.4,0.1,0.1,0.15,2155.318695,1747.848247,8.87e-06,9.05e-06,1.04e-05,10.03926796,10.07316406,0.288374411,0.288374411,3.982069058,9.98511922,0.29231406,0.29231406,0.302422804,0.302422804,0.11634415,0.11634415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9336711,10.09741307,2.166666667,1701.061756,1192.302843,2147.332162,1543.738412,319.4763135,0.52335698,0.0,0.52335698,4.94e-15
0.25,0.4,0.1,0.15,0.1,2311.169534,1853.048987,8.67e-06,8.85e-06,9.18e-06,16.5367217,10.67515842,0.314859491,0.314859491,12.9820591,10.56964264,0.329846089,0.329846089,0.37890789,0.37890789,0.281598883,0.281598883,0.042972613,0.042972613,0.0,0.0,0.0,0.0,0.0,0.0,16.71660148,10.68668436,2.129720854,1770.036213,1255.977055,2304.469937,1558.704937,387.55317,0.62564016,0.0,0.62564016,2.01e-15
0.25,0.4,0.1,0.2,0.05,2450.379589,1880.588366,8.33e-06,8.6e-06,9.31e-06,22.74680988,11.10028032,0.362779958,0.422461289,21.48115855,10.93626819,0.404925519,0.459603547,0.581456992,0.581456992,0.507261284,0.507261284,0.221674387,0.221674387,0.0,0.0,0.0,0.0,0.0,0.0,22.76423528,11.10965906,2.093851133,1709.395607,1216.176281,2444.391245,1614.33937,452.8339195,0.765061374,0.0,0.765061374,1.28e-14
0.25,0.4,0.15,0.1,0.1,2180.243031,1845.931342,9.05e-06,9.21e-06,9.5e-06,11.29664446,10.08978885,0.240791387,0.240791387,8.17967495,9.989709961,0.253230021,0.253230021,0.302475836,0.302475836,0.190839326,0.190839326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54525258,10.10187851,2.185558354,1548.217711,1068.428813,2165.191269,1547.521894,184.9756756,0.693327681,0.0,0.693327681,6.18e-15
0.25,0.4,0.15,0.15,0.05,2339.891138,1889.024311,8.73e-06,8.98e-06,9.65e-06,17.1217513,10.5064454,0.308132447,0.349662089,16.52320919,10.32303417,0.371159128,0.397226437,0.538900394,0.538900394,0.489449322,0.489449322,0.09067741,0.09067741,0.0,0.0,0.0,0.0,0.0,0.0,17.1027699,10.51400421,2.148056245,1511.191657,1048.239088,2327.770805,1590.65518,378.7267123,0.812837581,0.0,0.812837581,3.85e-14
0.25,0.4,0.2,0.05,0.1,2035.063787,1838.772257,9.47e-06,9.58e-06,9.79e-06,5.930161809,9.533341328,0.146670799,0.146670799,3.762038823,9.439733739,0.15584003,0.15584003,0.19577962,0.19577962,0.022632817,0.022632817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.218281394,9.546655045,2.243986254,1314.677824,876.5745867,1993.242764,1543.924014,107.4361868,0.75192941,0.0,0.75192941,2.12e-14
0.25,0.4,0.2,0.1,0.05,2216.917657,1902.867147,9.14e-06,9.36e-06,9.96e-06,12.05744345,9.901766955,0.258553491,0.275489865,12.38191284,9.698679706,0.336362288,0.336362288,0.464605411,0.464605411,0.4357443,0.4357443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04731107,9.904405437,2.204737733,1303.573975,876.8707795,2191.616559,1571.979059,379.6046152,0.850343135,0.0,0.850343135,1.03e-13
0.25,0.4,0.25,0.05,0.05,2094.947706,1923.555916,9.52e-06,9.73e-06,1.02e-05,7.920348813,9.282888327,0.204957489,0.204957489,8.39690929,9.115081227,0.251120364,0.251120364,0.337189179,0.337189179,0.294025714,0.294025714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.950560179,9.27750721,2.264069264,1088.612621,704.9148708,2033.205724,1563.886974,275.953589,0.880791138,0.0,0.880791138,2.62e-13
0.25,0.45,0.05,0.05,0.2,1938.152792,1641.485621,9.08e-06,9.25e-06,1.45e-05,2.799213259,9.462638556,0.261082031,0.261082031,0.908649637,9.331538503,0.270255292,0.270255292,0.182378278,0.182378278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.951641959,9.512469066,2.105691057,1640.617796,1136.234089,1932.984537,1540.243287,234.2668382,0.363898629,0.0,0.363898629,1.4e-14
0.25,0.45,0.05,0.1,0.15,2137.356477,1785.315824,8.88e-06,9.03e-06,9.29e-06,12.36264007,10.14351697,0.269632201,0.269632201,5.372814312,10.04952972,0.277202398,0.277202398,0.297020037,0.297020037,0.086897812,0.086897812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29333256,10.16715758,2.070512821,1808.510908,1278.117075,2133.49489,1545.698015,409.3066584,0.397784786,0.0,0.397784786,3.61e-15
0.25,0.45,0.05,0.15,0.1,2295.390246,1873.964169,8.68e-06,8.83e-06,9.12e-06,17.27941032,10.77897806,0.284738602,0.284738602,14.71282405,10.6704714,0.300594347,0.300594347,0.341076327,0.341076327,0.227683492,0.227683492,0.023143567,0.023143567,0.0,0.0,0.0,0.0,0.0,0.0,17.3432654,10.78736892,2.036334913,1877.512815,1342.240184,2292.021227,1605.789977,460.8735711,0.49144566,0.0,0.49144566,1.02e-15
