Nb,Cr,V,W,Zr,PROP LT (K),PROP ST (K),PROP 500C CTE (1/K),PROP 1000C CTE (1/K),PROP 1500C CTE (1/K),EQ 1273K THCD (W/mK),EQ 1273K Density (g/cc),EQ 1273K MAX BCC,EQ 1273K SUM BCC,EQ 1523K THCD (W/mK),EQ 1523K Density (g/cc),EQ 1523K MAX BCC,EQ 1523K SUM BCC,EQ 1773K MAX BCC,EQ 1773K SUM BCC,EQ 2023K MAX BCC,EQ 2023K SUM BCC,EQ 2273K MAX BCC,EQ 2273K SUM BCC,EQ 2523K MAX BCC,EQ 2523K SUM BCC,EQ 2773K MAX BCC,EQ 2773K SUM BCC,EQ 3023K MAX BCC,EQ 3023K SUM BCC,EQ 2/3*ST THCD (W/mK),EQ 2/3*ST Density (g/cc),Pugh_Ratio_PRIOR,YS 1000C PRIOR,YS 1500C PRIOR,SCHEIL ST,SCHEIL LT,Kou Criteria,SCHEIL BCC_B2,SCHEIL BCC_B2#2,SCHEIL MAX BCC,1500 Min Creep CB [1/s]
0.25,0.15,0.25,0.15,0.2,2318.174668,1576.671198,8.62e-06,8.92e-06,1.58e-05,3.499530505,10.04951173,0.503955685,0.534471102,2.901068204,9.637250783,0.57699695,0.628064236,0.598620394,0.598620394,0.37453061,0.37453061,0.064763166,0.064763166,0.0,0.0,0.0,0.0,0.0,0.0,5.187004448,10.29749076,2.678714859,1401.695396,970.9120267,2311.5785,1523.196,43.39918464,0.772845859,0.0,0.772845859,2.27e-14
0.25,0.15,0.25,0.2,0.15,2443.410727,1637.693404,8.42e-06,8.77e-06,1.4e-05,7.38178135,10.67108761,0.581979186,0.581979186,4.604654665,10.38531962,0.643907549,0.643907549,0.718459004,0.718459004,0.540048511,0.540048511,0.252903826,0.252903826,0.0,0.0,0.0,0.0,0.0,0.0,10.68360027,10.79216723,2.625246548,1514.278407,1067.470979,2437.797678,1524.682053,140.7925593,0.811123055,0.0,0.811123055,1.3e-14
0.25,0.15,0.25,0.25,0.1,2564.439823,1733.073818,8.07e-06,8.5e-06,1.19e-05,17.24399764,10.98919981,0.699275885,0.699275885,10.25458762,10.82538521,0.730315951,0.730315951,0.839250623,0.839250623,0.710808995,0.710808995,0.454770173,0.454770173,0.075598249,0.075598249,0.0,0.0,0.0,0.0,20.34229065,11.01578725,2.573643411,1532.545232,1089.597405,2559.497684,1528.668934,333.9015736,0.866423505,0.0,0.866423505,8.85e-15
0.25,0.15,0.25,0.3,0.05,2683.723864,1802.05575,7.72e-06,8.17e-06,9.09e-06,26.48511493,11.41271664,0.770026407,0.770026407,18.85851404,11.1945159,0.832399748,0.832399748,0.949314052,0.949314052,0.90207056,0.90207056,0.700977516,0.700977516,0.318546778,0.318546778,0.0,0.0,0.0,0.0,27.67766118,11.44224196,2.523809524,1425.12389,1011.311881,2679.281461,1538.580211,877.721126,0.93266125,0.0,0.93266125,6.72e-15
0.25,0.15,0.3,0.05,0.25,2041.289787,1583.402396,8.82e-06,9.15e-06,1.87e-05,2.338326111,8.458716667,0.3630838,0.516555752,2.23360727,8.113052173,0.422755834,0.613274703,0.435635312,0.435635312,0.028944777,0.028944777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726707831,8.721282523,2.821240799,1015.876555,657.1070987,2024.223161,1521.000036,27.84159403,0.779028833,0.0,0.779028833,2.4e-13
0.25,0.15,0.3,0.1,0.2,2196.431622,1572.686223,8.78e-06,9.04e-06,1.64e-05,3.361586924,9.232889497,0.472062226,0.532437781,3.283440599,8.77529129,0.529778147,0.639773923,0.588336435,0.588336435,0.266304675,0.266304675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.967441552,9.584352425,2.762641899,1212.490077,813.1154059,2185.02745,1521.485575,39.10670982,0.798725243,0.0,0.798725243,8.74e-14
0.6,0.05,0.0,0.0,0.35,2358.988581,1871.676386,7.83e-06,8.34e-06,8.96e-06,0.663839971,7.582819104,0.957826581,0.957826581,0.726853354,7.46256514,1.0,1.0,1.0,1.0,0.754072533,0.754072533,0.265945552,0.265945552,0.0,0.0,0.0,0.0,0.0,0.0,0.657366839,7.595359378,3.498084291,165.2437832,80.57322692,2359.07858,1599.026705,573.0313008,0.946243567,0.0,0.946243567,7.88e-13
0.6,0.15,0.0,0.0,0.25,2310.454279,1680.89937,8.08e-06,8.51e-06,1.25e-05,0.62478547,7.970693232,0.798448099,0.798448099,0.70706852,7.783160795,0.861032084,0.861032084,0.771277255,0.771277255,0.522275101,0.522275101,0.105837436,0.105837436,0.0,0.0,0.0,0.0,0.0,0.0,0.693823433,8.040307266,3.150987224,409.6986236,232.3974954,2310.544276,1598.747401,74.59760938,0.857823261,0.0,0.857823261,5.15e-13
0.65,0.1,0.0,0.0,0.25,2385.954381,1737.1178,8.06e-06,8.41e-06,9.62e-06,0.657393795,7.886993055,0.87662056,0.87662056,0.749932762,7.707091298,0.944720868,0.944720868,0.961629256,0.961629256,0.70602783,0.70602783,0.337052578,0.337052578,0.0,0.0,0.0,0.0,0.0,0.0,24.62061242,11.50532961,3.39800995,275.0777795,146.3009678,2386.044377,1598.916877,75.09945821,0.910866395,0.0,0.910866395,4.59e-13
0.65,0.3,0.0,0.0,0.05,2292.121677,1860.112301,8.48e-06,8.82e-06,9.46e-06,11.58991066,8.563746063,0.58876033,0.58876033,4.012820898,8.413273981,0.636065958,0.636065958,0.740300078,0.740300078,0.505598945,0.505598945,0.053805451,0.053805451,0.0,0.0,0.0,0.0,0.0,0.0,13.67922394,8.578841554,2.791666667,650.4416604,393.3900826,2292.211676,1648.574176,420.0401603,0.703174644,0.0,0.703174644,1.56e-12
0.7,0.1,0.0,0.0,0.2,2433.977377,1801.857115,7.95e-06,8.4e-06,9.09e-06,0.737892715,8.008068387,0.875601286,0.875601286,0.817664153,7.823925973,0.943549756,0.943549756,1.0,1.0,0.80694137,0.80694137,0.487643846,0.487643846,0.0,0.0,0.0,0.0,0.0,0.0,0.729190491,8.044345008,3.48346056,259.0744086,136.2937941,2434.067374,1598.939874,174.8718194,0.917137848,0.0,0.917137848,4.14e-13
0.7,0.15,0.0,0.0,0.15,2412.459132,1741.160688,8.08e-06,8.49e-06,1.02e-05,0.956561431,8.219883328,0.798078254,0.798078254,0.949061579,8.021526534,0.860764891,0.860764891,0.940516403,0.940516403,0.740357886,0.740357886,0.411064234,0.411064234,0.0,0.0,0.0,0.0,0.0,0.0,0.982369933,8.279079056,3.303030303,361.8022254,200.7850766,2412.549126,1599.102876,371.5115472,0.873283477,0.0,0.873283477,9.18e-13
0.25,0.0,0.25,0.05,0.45,2016.072089,1675.995696,8.16e-06,8.8e-06,1.78e-05,4.509281479,7.266929632,0.561417123,1.0,3.443389439,7.21243821,0.58188979,1.0,0.269324928,0.269324928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.584858581,7.298718729,3.225385528,492.6276808,288.9580506,2016.162086,1529.695836,169.2183906,0.393305515,0.59300356,0.59300356,2.51e-14
0.25,0.0,0.25,0.1,0.4,2164.001172,1691.105225,8.02e-06,8.64e-06,1.64e-05,6.629810311,7.822431745,0.531451447,1.0,4.846339483,7.763906513,0.525836553,1.0,0.381762744,0.381762744,0.1620255,0.1620255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.229405384,7.854599768,3.150987224,709.6812259,447.4256409,2164.09117,1529.720545,186.0387563,0.494382076,0.492261709,0.494382076,7.25e-15
0.25,0.0,0.25,0.15,0.35,2289.170176,1704.150651,7.88e-06,8.48e-06,1.51e-05,8.902692922,8.401723809,0.606826878,1.0,6.32703278,8.33939205,0.607642768,1.0,0.486238092,0.486238092,0.30545545,0.30545545,0.022429338,0.022429338,0.0,0.0,0.0,0.0,0.0,0.0,10.97681833,8.434049714,3.07963595,924.0359002,612.1754513,2289.260173,1529.782048,202.8438166,0.574817394,0.410027184,0.574817394,3.23e-15
0.25,0.0,0.25,0.2,0.3,2404.131836,1716.184278,7.74e-06,8.32e-06,1.38e-05,11.23119874,9.005604294,0.673650552,1.0,7.845982737,8.939623793,0.678438869,1.0,0.58299079,0.58299079,0.436035583,0.436035583,0.183167347,0.183167347,0.0,0.0,0.0,0.0,0.0,0.0,13.67722235,9.037883497,3.011148272,1119.610025,768.2093453,2404.221833,1529.807458,221.7197647,0.647436993,0.337953056,0.647436993,1.7e-15
0.25,0.0,0.25,0.25,0.25,2514.666885,1727.391883,7.59e-06,8.15e-06,1.26e-05,13.52087501,9.635388321,0.735481033,1.0,9.349868701,9.565895272,0.743171579,1.0,0.673889799,0.673889799,0.558583501,0.558583501,0.338875653,0.338875653,0.0,0.0,0.0,0.0,0.0,0.0,16.23172318,9.667458602,2.945355191,1280.209293,900.3815126,2514.756882,1529.800632,241.959158,0.715565349,0.271364445,0.715565349,9.88e-16
0.25,0.0,0.25,0.3,0.2,2623.624816,1737.824655,7.44e-06,7.98e-06,1.14e-05,15.71136276,10.2926562,0.794119609,1.0,10.7916385,10.21978264,0.804134779,1.0,0.760275997,0.760275997,0.675364891,0.675364891,0.493082262,0.493082262,0.175016214,0.175016214,0.0,0.0,0.0,0.0,18.60657106,10.32439056,2.88210075,1388.165824,992.5232935,2623.714811,1529.822311,269.256282,0.780180208,0.207172408,0.780180208,6.11e-16
0.25,0.0,0.25,0.35,0.15,2732.383193,1747.518697,7.28e-06,7.8e-06,1.03e-05,17.78572676,10.97919444,0.850601174,1.0,12.13999736,10.90307788,0.862582154,1.0,0.843088102,0.843088102,0.787643703,0.787643703,0.648268493,0.648268493,0.37114312,0.37114312,0.0,0.0,0.0,0.0,20.82160599,11.01049149,2.821240799,1422.94133,1026.488459,2732.473189,1529.803814,306.2196286,0.842597191,0.146696429,0.842597191,3.96e-16
0.25,0.0,0.3,0.25,0.2,2527.047183,1708.417171,7.69e-06,8.27e-06,1.2e-05,13.2492691,9.688046585,0.792658272,1.0,9.173613265,9.617216555,0.805022935,1.0,0.74828327,0.74828327,0.629606571,0.629606571,0.387500647,0.387500647,0.007341032,0.007341032,0.0,0.0,0.0,0.0,16.18847801,9.724041156,2.977924945,1298.11422,910.8600103,2527.137178,1529.722803,202.4274237,0.779214002,0.208444278,0.779214002,1.55e-15
0.25,0.0,0.35,0.05,0.35,2026.511237,1645.002661,8.37e-06,9.04e-06,1.77e-05,4.975173011,7.258017466,0.582535486,1.0,3.781496763,7.201957128,0.583298994,1.0,0.368855672,0.368855672,0.005303243,0.005303243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.334870845,7.294886186,3.303030303,640.5271493,388.1415674,2026.601231,1529.644981,102.1632435,0.570421197,0.424248199,0.570421197,3.97e-14
0.25,0.0,0.35,0.1,0.3,2173.612173,1658.539122,8.23e-06,8.88e-06,1.58e-05,6.919011943,7.839148695,0.660188367,1.0,5.07412507,7.77882522,0.669391052,1.0,0.508189349,0.508189349,0.220669777,0.220669777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.817369325,7.87705009,3.225385528,854.3182706,548.4315833,2173.702168,1529.682168,117.9221779,0.641774819,0.339486103,0.641774819,1.52e-14
0.25,0.0,0.35,0.15,0.25,2303.239195,1670.658309,8.09e-06,8.72e-06,1.42e-05,8.965669813,8.446514577,0.728674322,1.0,6.408985201,8.382082242,0.741730257,1.0,0.627176303,0.627176303,0.403290931,0.403290931,0.049247887,0.049247887,0.0,0.0,0.0,0.0,0.0,0.0,11.35926537,8.485178191,3.150987224,1041.765547,695.4572899,2303.329194,1529.691694,135.032735,0.712536651,0.27041591,0.712536651,7.34e-15
0.1,0.1,0.2,0.3,0.3,2499.996892,1645.180939,8.9e-06,9.08e-06,1.34e-05,6.140392337,12.64399629,0.261326537,0.346990268,4.98018966,12.35852317,0.290171712,0.386940093,0.348021773,0.348021773,0.394367176,0.394367176,0.223458604,0.223458604,0.0,0.0,0.0,0.0,0.0,0.0,7.293220229,12.84440047,2.459962756,2021.988215,1505.619622,2499.122918,1517.581043,46.56219587,0.583234491,0.088694213,0.583234491,2.86e-16
0.1,0.1,0.25,0.05,0.5,1807.330091,1561.009086,8.61e-06,9.06e-06,2.22e-05,4.545420872,7.935951534,0.451169462,0.58417369,4.769162906,7.670538152,0.512260021,0.67219293,0.024410499,0.024410499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.392324765,8.096540528,2.743589744,806.8428053,508.356194,1801.897645,1517.260145,15.48218017,0.12903985,0.535659372,0.535659372,3.032643227
0.1,0.1,0.25,0.1,0.45,1990.642246,1573.242636,8.65e-06,9.06e-06,2.05e-05,5.431670082,8.72482855,0.352526571,0.545190182,5.051249173,8.4629441,0.395699569,0.620358265,0.16078184,0.16078184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807455537,8.889239795,2.687814703,1101.150826,735.0788435,1987.43456,1517.09581,21.42954062,0.19857139,0.455307036,0.455307036,1.52e-15
0.1,0.1,0.25,0.15,0.4,2138.099531,1589.93323,8.71e-06,9.07e-06,1.91e-05,6.111996778,9.610891428,0.263245818,0.493908489,5.324963049,9.354396951,0.292789767,0.554328433,0.275799554,0.275799554,0.099330092,0.099330092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621765628,9.782631342,2.634025717,1387.679925,964.8194315,2135.783702,1516.189952,25.20507808,0.266343298,0.389111514,0.389111514,7.2e-16
0.1,0.1,0.25,0.2,0.35,2269.302704,1605.37982,8.8e-06,9.09e-06,1.73e-05,6.321233773,10.60890038,0.257751336,0.436131337,5.321916308,10.34226059,0.289733703,0.488162842,0.339693795,0.339693795,0.219058525,0.219058525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.748053824,10.7973569,2.582118562,1651.074322,1182.299895,2267.497408,1516.222408,28.36484651,0.335835864,0.319255923,0.335835864,5.79e-16
0.1,0.1,0.25,0.25,0.3,2392.274965,1619.575675,8.92e-06,9.13e-06,1.5e-05,6.035493903,11.73650794,0.278260381,0.373921906,4.997180344,11.44402984,0.312651283,0.42169736,0.385721135,0.385721135,0.334860457,0.334860457,0.124685258,0.124685258,0.0,0.0,0.0,0.0,0.0,0.0,7.265941758,11.95132504,2.53199618,1875.716746,1372.289695,2390.811193,1516.281193,31.11581827,0.409419375,0.254664094,0.409419375,5.56e-16
0.1,0.1,0.25,0.3,0.25,2510.892987,1632.617795,9.07e-06,9.19e-06,1.25e-05,5.269922404,13.01630318,0.294462496,0.308559091,4.324873978,12.68166491,0.331974087,0.354698196,0.431666345,0.431666345,0.448418493,0.448418493,0.254733114,0.254733114,0.0,0.0,0.0,0.0,0.0,0.0,6.256268071,13.26702676,2.483568075,2044.447863,1518.566414,2509.677857,1518.689732,43.86906861,0.48633611,0.190248559,0.48633611,5.35e-16
0.1,0.1,0.25,0.4,0.15,2741.766844,1863.28641,8.18e-06,8.51e-06,8.93e-06,21.29010176,13.47326959,0.557779847,0.557779847,17.47502032,13.32105686,0.571719292,0.571719292,0.601882475,0.601882475,0.676283124,0.676283124,0.528831987,0.528831987,0.293223947,0.293223947,0.0,0.0,0.0,0.0,21.64228054,13.48912903,2.391462307,2130.179297,1604.068374,2740.888709,1518.326834,291.9053333,0.760980928,0.0,0.760980928,2.17e-16
0.1,0.1,0.3,0.05,0.45,1825.963031,1554.327706,8.76e-06,9.17e-06,2.27e-05,4.545287527,8.058206099,0.371771536,0.540842409,5.075403129,7.732935901,0.431047212,0.646774361,0.048362983,0.048362983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040771878,8.268482098,2.772256729,905.2110252,577.9594274,1818.271404,1516.932654,8.169200317,0.180642177,0.454649941,0.454649941,2.860213972
0.1,0.1,0.3,0.2,0.3,2279.266963,1596.292447,8.96e-06,9.21e-06,1.71e-05,5.778530658,10.85739577,0.294429227,0.399835012,5.040219776,10.53090521,0.339677916,0.463406248,0.428542051,0.428542051,0.259999792,0.259999792,0.007010807,0.007010807,0.0,0.0,0.0,0.0,0.0,0.0,6.964620078,11.0959354,2.607843137,1705.941053,1221.655504,2276.849216,1516.159841,19.1126817,0.405510622,0.25736398,0.405510622,1e-15
0.75,0.0,0.0,0.05,0.2,2596.694172,2269.329433,7.59e-06,8.06e-06,8.52e-06,1.12739758,8.374728009,0.852756565,1.0,0.816572249,8.31494881,1.0,1.0,1.0,1.0,1.0,1.0,0.993640303,0.993640303,0.41814585,0.41814585,0.0,0.0,0.0,0.0,0.816543846,8.317294738,3.903954802,108.4988784,50.55609093,2596.784168,2009.688543,662.0283321,0.991404689,0.0,0.991404689,4.42e-14
0.85,0.0,0.0,0.05,0.1,2687.257835,2519.427354,7.59e-06,8.04e-06,8.47e-06,1.263531703,8.625292932,1.0,1.0,1.265004437,8.567107474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992298555,0.992298555,0.0,0.0,0.0,0.0,1.265826419,8.529558913,4.130952381,57.74687764,23.90179217,2687.347829,2017.252204,1591.454305,0.990687314,0.0,0.990687314,1.2e-14
0.1,0.1,0.15,0.05,0.6,1791.162638,1576.80211,8.35e-06,8.86e-06,2.09e-05,4.72868479,7.705198114,0.60657604,0.674017464,4.33552072,7.540483196,0.672229635,0.729230109,0.008529325,0.008529325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.087147434,7.797395639,2.687814703,575.9256978,346.9279404,1788.208119,1518.964994,43.13891849,0.328750866,0.422502895,0.422502895,3.1e-11
0.1,0.1,0.15,0.1,0.55,1988.649274,1595.849933,8.38e-06,8.85e-06,1.97e-05,6.156943149,8.436503468,0.500183823,0.627194345,5.230046189,8.274297098,0.544734959,0.671161196,0.112208825,0.112208825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955087303,8.532209768,2.634025717,854.2738297,554.6060171,1987.34861,1519.00986,50.07880941,0.369492566,0.356318994,0.369492566,2.87e-16
0.1,0.1,0.15,0.15,0.5,2138.834215,1614.91601,8.44e-06,8.85e-06,1.86e-05,7.141472678,9.249316555,0.407798347,0.573151773,5.847767557,9.0811522,0.439686283,0.610758129,0.185456565,0.185456565,0.078261946,0.078261946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999516641,9.353095423,2.582118562,1143.064948,781.1836247,2137.834704,1520.101579,56.43501057,0.398493462,0.300735311,0.398493462,1.69e-16
0.1,0.1,0.15,0.25,0.4,2383.823917,1647.080866,8.62e-06,8.91e-06,1.57e-05,7.551467864,11.16456184,0.238261967,0.452097611,6.092087536,10.95414971,0.255858145,0.486264635,0.251681439,0.251681439,0.264727844,0.264727844,0.099762561,0.099762561,0.0,0.0,0.0,0.0,0.0,0.0,9.046313266,11.30057321,2.483568075,1700.294329,1239.530879,2383.148831,1520.479456,63.14924529,0.50187534,0.176999225,0.50187534,1.56e-16
0.1,0.1,0.15,0.4,0.25,2707.540712,1684.523961,8.97e-06,9.1e-06,9.98e-06,5.356158275,14.94637631,0.262897495,0.262897495,3.89647144,14.65413736,0.287921029,0.292073327,0.349031848,0.349031848,0.532177947,0.532177947,0.41178817,0.41178817,0.217052002,0.217052002,0.0,0.0,0.0,0.0,7.199893599,15.05231751,2.347631814,2285.431286,1745.46164,2707.114542,1521.062667,68.81404783,0.514386563,0.191194059,0.514386563,1.37e-16
0.1,0.1,0.2,0.05,0.55,1795.678926,1565.661383,8.48e-06,8.96e-06,2.16e-05,4.583517116,7.819113921,0.530191685,0.628339775,4.419078962,7.605776617,0.594807132,0.702189627,0.012896247,0.012896247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73700507,7.941234206,2.715447154,695.4344821,429.9521094,1792.208119,1516.518744,26.88637085,0.327466218,0.38578388,0.38578388,1.36e-11
0.1,0.1,0.2,0.1,0.5,1986.479197,1582.598632,8.51e-06,8.95e-06,2.02e-05,5.743550425,8.577721856,0.42752085,0.585189015,5.076885935,8.372234879,0.471712662,0.643066172,0.13123325,0.13123325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364766357,8.703176001,2.660678643,985.1992636,650.1410264,1984.333348,1517.472723,33.54390956,0.36883013,0.317037329,0.36883013,6.55e-16
0.1,0.1,0.2,0.15,0.45,2135.430463,1600.610903,8.57e-06,8.96e-06,1.9e-05,6.580544784,9.42563512,0.336335004,0.532529289,5.527622903,9.21948511,0.367204818,0.580210984,0.230451791,0.230451791,0.085325523,0.085325523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.299972836,9.559030972,2.607843137,1276.796372,881.7588984,2133.835936,1517.294061,37.2896062,0.419065961,0.250904182,0.419065961,3.26e-16
0.1,0.1,0.2,0.2,0.4,2265.269065,1616.921494,8.65e-06,8.98e-06,1.73e-05,6.918075825,10.37524458,0.250523892,0.474236507,5.679003355,10.15552417,0.27239104,0.51663352,0.269886187,0.269886187,0.19126901,0.19126901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.524404301,10.5240475,2.556840077,1556.180746,1110.763328,2264.002335,1517.14171,42.54589715,0.474479075,0.188164369,0.474479075,3.12e-16
0.1,0.1,0.2,0.25,0.35,2385.255832,1631.717619,8.76e-06,9.02e-06,1.55e-05,6.76070707,11.44167195,0.244644872,0.41200711,5.500945832,11.19566334,0.269262214,0.452219203,0.309079188,0.309079188,0.293830004,0.293830004,0.108172588,0.108172588,0.0,0.0,0.0,0.0,0.0,0.0,8.156433889,11.61290563,2.507575758,1809.509585,1323.469032,2384.214449,1517.927574,43.52764231,0.524863132,0.136396412,0.524863132,2.99e-16
0.15,0.1,0.45,0.2,0.1,2405.9426,1657.560996,8.65e-06,9.17e-06,1.22e-05,15.6268678,9.970848888,0.727125081,0.727125081,11.43768478,9.717643239,0.786114515,0.786114515,0.860435807,0.860435807,0.691807597,0.691807597,0.268129226,0.268129226,0.0,0.0,0.0,0.0,0.0,0.0,18.31391931,10.06495044,2.743589744,1308.472204,896.5746165,2399.774003,1520.658378,584.5795299,0.905849639,0.0,0.905849639,1.08e-14
0.15,0.1,0.45,0.25,0.05,2540.196925,1731.116342,8.3e-06,8.9e-06,1.01e-05,24.14536136,10.26424114,0.86378687,0.86378687,18.27768958,10.05441773,0.908369298,0.908369298,0.984328641,0.984328641,0.913152825,0.913152825,0.609904771,0.609904771,0.036752419,0.036752419,0.0,0.0,0.0,0.0,26.06483143,10.31783864,2.687814703,1163.794666,792.5311955,2535.183156,1520.609406,1245.722036,0.952621326,0.0,0.952621326,6.54e-15
0.15,0.1,0.5,0.1,0.15,2162.598162,1551.382772,9.13e-06,9.56e-06,1.51e-05,7.426438852,8.961728867,0.568380791,0.568380791,5.949454651,8.509278028,0.703562002,0.703562002,0.714251959,0.714251959,0.338123071,0.338123071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28031151,9.132782376,2.892473118,1108.029674,725.4138085,2150.057364,1514.579239,55.05187413,0.754832175,0.122715004,0.754832175,5.53e-14
0.15,0.1,0.5,0.15,0.1,2304.396618,1615.852537,8.86e-06,9.4e-06,1.26e-05,13.72360533,9.248148528,0.72238241,0.72238241,10.16445036,8.916896643,0.816781737,0.816781737,0.859723046,0.859723046,0.633672025,0.633672025,0.073083931,0.073083931,0.0,0.0,0.0,0.0,0.0,0.0,16.71426436,9.374843616,2.831223629,1134.342803,753.279884,2295.102364,1518.050489,637.2133128,0.915639066,1.24e-05,0.915639066,2.71e-14
0.15,0.1,0.5,0.2,0.05,2443.346676,1715.218724,8.55e-06,9.18e-06,1.03e-05,21.54265738,9.562682219,0.861552013,0.861552013,16.09417319,9.296182663,0.930956675,0.930956675,0.991935525,0.991935525,0.896909008,0.896909008,0.462670731,0.462670731,0.0,0.0,0.0,0.0,0.0,0.0,23.72291465,9.652925106,2.772256729,1020.715935,675.2922947,2436.044615,1520.470865,1226.598535,0.955103853,0.0,0.955103853,1.51e-14
0.15,0.1,0.55,0.1,0.1,2203.704954,1581.001926,9.13e-06,9.64e-06,1.31e-05,11.87012211,8.603501602,0.680381926,0.680381926,9.096846161,8.199431603,0.806403395,0.806403395,0.855864943,0.855864943,0.54114144,0.54114144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88756577,8.729556561,2.923995657,947.8382396,605.0145199,2189.519733,1515.276608,696.7813071,0.924914736,1.1e-05,0.924914736,6.75e-14
0.15,0.1,0.55,0.15,0.05,2346.666303,1769.565061,8.81e-06,9.45e-06,1.05e-05,19.20059952,8.901499411,0.836706281,0.836706281,14.29879549,8.521386157,0.961283741,0.961283741,0.999232342,0.999232342,0.870100062,0.870100062,0.240442833,0.240442833,0.0,0.0,0.0,0.0,0.0,0.0,20.84832846,8.970404573,2.861554846,867.8512193,554.0157376,2335.951835,1520.441835,1318.65464,0.960121742,0.0,0.960121742,3.45e-14
0.15,0.1,0.6,0.05,0.1,2106.189971,1593.533202,9.42e-06,9.96e-06,1.36e-05,10.54658542,7.913432012,0.658905369,0.658905369,8.608697735,7.517689186,0.792626788,0.792626788,0.846963107,0.846963107,0.374506111,0.374506111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87157837,8.041253217,3.022371365,751.6542271,455.5932965,2084.497166,1512.572791,760.8238738,0.859087629,0.075133974,0.859087629,1.67e-13
0.15,0.1,0.6,0.1,0.05,2252.199692,1791.315323,9.09e-06,9.76e-06,1.09e-05,17.40374481,8.193150661,0.834962371,0.834962371,13.33045372,7.800062526,0.971999667,0.971999667,1.0,1.0,0.825063391,0.825063391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64752833,8.259203679,2.956140351,707.8604389,431.8888433,2236.484975,1518.783725,1312.555421,0.968173103,5.87e-06,0.968173103,7.66e-14
0.15,0.1,0.65,0.05,0.05,2162.186176,1798.53572,9.36e-06,1.01e-05,1.12e-05,15.87628776,7.467412902,0.838902438,0.838902438,12.7732538,7.077288577,0.989592207,0.989592207,1.0,1.0,0.744010173,0.744010173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84660146,7.533250144,3.056497175,544.1073192,312.8092065,2139.438105,1515.25873,1307.216042,0.97149165,5.36e-06,0.97149165,1.7e-13
0.15,0.15,0.05,0.05,0.6,1889.537477,1601.861555,8.19e-06,8.7e-06,2.01e-05,3.325051569,7.749217271,0.625476597,0.705699668,2.701727617,7.624208218,0.698632754,0.745280765,0.048725214,0.048725214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65539241,7.813905497,2.573643411,579.4970008,351.6657618,1888.759637,1542.420887,60.52677251,0.455403562,0.329625396,0.455403562,8.72e-16
0.15,0.15,0.05,0.1,0.55,2079.69631,1615.55627,8.2e-06,8.67e-06,1.92e-05,4.692943129,8.46478413,0.515427475,0.660752723,3.544688526,8.338040276,0.564586867,0.693007869,0.140265388,0.140265388,0.033242711,0.033242711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.634302109,8.531708405,2.523809524,852.91591,556.5365024,2079.115492,1542.860492,63.33129479,0.509859144,0.25647589,0.509859144,2.79e-16
0.15,0.15,0.05,0.15,0.5,2219.881929,1629.463482,8.24e-06,8.65e-06,1.83e-05,5.78860609,9.247347769,0.423421941,0.612074899,4.241666293,9.111641808,0.458033431,0.640740135,0.211373839,0.211373839,0.123776598,0.123776598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98119814,9.322556353,2.475655431,1137.936751,780.7375057,2219.400799,1543.444549,66.14750053,0.527006903,0.217274313,0.527006903,1.41e-16
