trial_id,neurons_encoder,latent_dim,neurons_decoder
206,"[104, 208, 416]",552,"[416, 208, 104]"
207,"[104, 208, 416]",520,"[416, 208, 104]"
208,"[92, 184, 368]",520,"[368, 184, 92]"
209,"[92, 184, 368]",520,"[368, 184, 92]"
210,"[92, 184, 368]",520,"[368, 184, 92]"
211,"[92, 184, 368]",520,"[368, 184, 92]"
212,"[92, 184, 368]",520,"[368, 184, 92]"
213,"[116, 232, 464]",504,"[464, 232, 116]"
214,"[84, 168, 336]",488,"[336, 168, 84, 42, 21]"
215,"[84, 168, 336]",488,"[336, 168, 84]"
216,"[84, 168, 336]",488,"[336, 168]"
217,"[84, 168, 336]",488,"[336, 168]"
218,"[76, 152, 304]",504,"[304, 152]"
219,"[80, 160, 320]",504,"[320, 160]"
220,"[76, 152, 304]",504,"[304, 152]"
221,"[80, 160, 320]",472,"[320, 160]"
222,"[96, 192, 384]",472,"[384, 192, 96, 48]"
223,"[96, 192, 384]",472,"[384, 192, 96, 48]"
224,"[92, 184, 368]",472,"[368, 184, 92, 46]"
225,"[92, 184, 368]",536,"[368, 184, 92, 46]"
226,"[96, 192, 384]",536,"[384, 192, 96, 48]"
227,"[96, 192, 384]",584,"[384, 192, 96, 48]"
228,"[88, 176, 352]",536,"[352, 176, 88]"
229,"[100, 200, 400]",904,"[400, 200, 100]"
230,"[88, 176, 352]",584,"[352, 176, 88]"
231,"[64, 128, 256]",344,"[256, 128, 64]"
232,"[68, 136, 272]",344,"[272, 136, 68]"
233,"[64, 128, 256]",328,"[256, 128, 64]"
234,"[72, 144, 288]",520,"[288, 144, 72]"
235,"[56, 112, 224]",312,"[224, 112, 56]"
236,"[36, 72, 144]",280,"[144, 72, 36]"
237,"[36, 72, 144]",296,"[144, 72, 36]"
238,"[36, 72, 144]",280,"[144, 72, 36]"
239,"[40, 80, 160, 320, 640]",664,"[640, 320, 160]"
240,"[48, 96, 192, 384, 768]",1208,"[768, 384]"
241,"[56, 112, 224]",392,"[224, 112]"
242,"[52, 104, 208, 416, 832]",1384,"[832, 416]"
243,"[48, 96, 192, 384, 768]",1496,"[768, 384]"
244,"[44, 88, 176, 352, 704]",1384,"[704, 352, 176, 88, 44]"
245,"[24, 48, 96]",152,"[96, 48, 24, 12, 8]"
246,"[24, 48, 96]",152,"[96, 48, 24, 12, 8]"
247,"[20, 40, 80]",152,"[80, 40, 20, 10, 8]"
248,"[248, 496, 992]",1800,"[992, 496, 248, 124]"
249,"[248, 496, 992, 1984]",2008,"[1984, 992, 496, 248]"
250,"[240, 480, 960]",984,"[960, 480, 240, 120]"
251,"[256, 512, 1024]",1048,"[1024, 512, 256, 128]"
252,"[120, 240, 480, 960, 1920]",3928,"[1920, 960, 480]"
253,"[4, 8, 16, 32]",51,"[32, 16, 8]"
254,"[116, 232, 464, 928, 1856]",2968,"[1856, 928, 464]"
255,"[120, 240, 480, 960]",1480,"[960, 480, 240]"
256,"[116, 232, 464, 928, 1856]",3816,"[1856, 928, 464]"
257,"[116, 232, 464, 928, 1856]",2840,"[1856, 928, 464]"
258,"[112, 224, 448, 896, 1792]",3800,"[1792, 896, 448]"
259,"[12, 24, 48, 96, 192]",424,"[192, 96, 48]"
260,"[108, 216, 432, 864, 1728]",2504,"[1728, 864]"
261,"[112, 224, 448, 896, 1792]",2728,"[1792, 896]"
262,"[112, 224, 448, 896, 1792]",2680,"[1792, 896]"
263,"[108, 216, 432, 864, 1728]",2872,"[1728, 864]"
264,"[112, 224, 448, 896, 1792]",3240,"[1792, 896]"
265,"[60, 120, 240, 480, 960]",1512,"[960, 480]"
266,"[108, 216, 432, 864, 1728]",2216,"[1728, 864]"
267,"[108, 216, 432, 864, 1728]",2248,"[1728, 864, 432]"
268,"[60, 120, 240, 480, 960]",1864,"[960, 480, 240]"
269,"[60, 120, 240, 480, 960]",1512,"[960, 480, 240]"
270,"[28, 56, 112, 224, 448]",1048,"[448, 224, 112]"
271,"[48, 96, 192, 384, 768]",1128,"[768, 384, 192]"
272,"[48, 96, 192, 384, 768]",1096,"[768, 384, 192]"
273,"[72, 144, 288, 576, 1152]",2104,"[1152, 576, 288]"
274,"[124, 248, 496, 992, 1984]",2088,"[1984, 992, 496]"
275,"[48, 96, 192, 384, 768]",1112,"[768, 384, 192]"
276,"[124, 248, 496, 992, 1984]",4296,"[1984, 992, 496]"
277,"[124, 248, 496, 992, 1984]",2008,"[1984, 992, 496]"
278,"[16, 32, 64, 128, 256]",536,"[256, 128, 64]"
279,"[120, 240, 480, 960, 1920]",1944,"[1920, 960, 480]"
280,"[124, 248, 496, 992, 1984]",4280,"[1984, 992, 496]"
281,"[32, 64, 128, 256, 512]",1160,"[512, 256, 128]"
282,"[32, 64, 128, 256, 512]",904,"[512, 256, 128]"
283,"[28, 56, 112, 224, 448]",984,"[448, 224, 112]"
284,"[116, 232, 464, 928, 1856]",1880,"[1856, 928, 464]"
285,"[116, 232, 464, 928, 1856]",1880,"[1856, 928, 464]"
286,"[8, 16, 32, 64, 128]",248,"[128, 64, 32]"
287,"[152, 304, 608, 1216]",1752,"[1216, 608, 304]"
288,"[68, 136, 272, 544]",936,"[544, 272, 136]"
289,"[116, 232, 464, 928]",1704,"[928, 464, 232]"
290,"[112, 224, 448, 896, 1792]",2968,"[1792, 896, 448]"
