Ni,Ti,Hf,Zr,Cu,Pd,Co,Nb,Homogenization_temp,Homogenization_time,Aging_temp, Aging_time,Applied Stress - (MPa) ,AM,BM,Tm,a,X,Smix,Hmix,OMEGA,Delta,VEC,CV,Ionization energy,Thermal conductivity,Electrical conductivity,Heat of fusion,Heat of vaporization,Boiling point,Density,Vicker Hardness,Ms
16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0,0,900,100,20,0,0,91.04,122.8833333,2187.795,1.431666667,1.696666667,14.89668823,-46.77777778,0.696717578,0.100851459,7.166666667,0.181434599,7.3317,111.4666667,15.2,18.7,448.8333333,3729.166667,9.033333333,850.3333333,59.45
17,16.333,16.333,16.333,17,17,0,0,900,100,20,0,0,90.74253473,123.504749,2182.23292,1.4290177,1.7027861,14.89495781,-46.8034684,0.694484156,0.100976882,7.22996,0.18351913,7.343019043,113.201753,15.449306,18.639116,446.90455,3716.25294,9.0517856,843.10122,-43.35
15,50,0,0,10,25,0,0,950,2,900,1,500,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,228.1205165
15,50,0,0,10,25,0,0,950,2,900,1,400,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,208.6536283
15,50,0,0,10,25,0,0,950,2,900,1,300,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,203.1412822
15,50,0,0,10,25,0,0,950,2,900,1,200,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,207.5436079
15,50,0,0,10,25,0,0,950,2,900,1,100,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,195.0388885
15,50,0,0,10,25,0,0,950,2,600,3,500,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,200.7751938
15,50,0,0,10,25,0,0,950,2,600,3,400,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,185.2713178
15,50,0,0,10,25,0,0,950,2,600,3,300,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,171.3178295
15,50,0,0,10,25,0,0,950,2,600,3,200,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,167.4418605
15,50,0,0,10,25,0,0,950,2,600,3,100,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,161.2403101
15,50,0,0,10,25,0,0,950,2,900,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,170.0981433
15,50,0,0,10,25,0,0,950,2,600,3,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,135.9706559
50.3,29.7,15,5,0,0,0,0,1000,1,20,0,0,75.073778,131.868,2200.961,1.38634,1.67961,9.48264522,-38.51974,0.54182433,0.104545186,7.018,0.210006583,7.2262251,65.5145,8.3995,19.0805,439.859,3625.378,8.1352,918.204,150
50,30,15,5,0,0,0,0,1000,1,20,0,0,75.0413,131.715,2201.6,1.387,1.6785,9.495586037,-38.5,0.542999538,0.10440784,7,0.209580838,7.22379,65.27,8.365,19.085,440,3626.5,8.122,919.2,225
49.5,30.5,15,5,0,0,0,0,1000,1,20,0,0,74.98717,131.46,2202.665,1.3881,1.67665,9.516268004,-38.4615,0.544990457,0.104174233,6.97,0.208870243,7.2197315,64.8625,8.3075,19.0925,440.235,3628.37,8.1,920.86,295
48.5,31.5,15,5,0,0,0,0,1000,1,20,0,0,74.87891,130.95,2204.795,1.3903,1.67295,9.55433441,-38.3635,0.54909872,0.103689363,6.91,0.207445212,7.2116145,64.0475,8.1925,19.1075,440.705,3632.11,8.056,924.18,290
47,33,15,5,0,0,0,0,1000,1,20,0,0,74.71652,130.185,2207.99,1.3936,1.6674,9.603284339,-38.164,0.55560098,0.10291768,6.82,0.205298013,7.199439,62.825,8.02,19.13,441.41,3637.72,7.99,929.16,292
44,36,15,5,0,0,0,0,1000,1,20,0,0,74.39174,128.655,2214.38,1.4002,1.6563,9.672345506,-37.576,0.569998096,0.101212604,6.64,0.200968523,7.175088,60.38,7.675,19.175,442.82,3648.94,7.858,939.12,302
48.5,31.5,12.5,7.5,0,0,0,0,1000,1,20,0,0,72.69726,130.4575,2195.345,1.3908,1.6737,9.719330884,-38.703,0.551308283,0.104197915,6.91,0.212549985,7.2068345,64.0675,8.17,18.995,439.455,3627.26,7.886,902.78,300
48.5,31.5,10,10,0,0,0,0,1000,1,20,0,0,70.51561,129.965,2185.895,1.3913,1.67445,9.771848663,-39.0425,0.547102136,0.104702024,6.91,0.21791233,7.2020545,64.0875,8.1475,18.8825,438.205,3622.41,7.716,881.38,290
48.5,31.5,7.5,12,0,0,0,0,1000,1,20,0,0,67.87784,129.111,2164.44,1.3837,1.66855,9.673615786,-38.9067,0.538158234,0.105289185,6.89,0.224356887,7.164105,63.9815,8.113,18.665,434.055,3594.15,7.51345,855.46,280
48.5,31.5,5,15,0,0,0,0,1000,1,20,0,0,66.15231,128.98,2166.995,1.3923,1.67595,9.55433441,-39.7215,0.521233964,0.105697184,6.91,0.229491863,7.1924945,64.1275,8.1025,18.6575,435.705,3612.71,7.376,838.58,270
34.5,49.5,0,0,11.5,4.5,0,0,950,2,20,0,0,56.03994,133.435,2068.35855,1.36775,1.73875,9.174576784,-31.4043,0.604258472,0.076137181,7.145,0.275284146,7.279337,99.599,13.3025,17.4485,392.385,3333.015,6.8693,763.44,18
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-100,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,10
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-1000,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,100
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-700,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,75
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-500,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,60
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-1500,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,138
45.3,29.7,20,0,0,5,0,0,1050,4,550,3,-300,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,40
45.3,29.7,20,0,0,5,0,0,1050,4,600,3,-100,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,84
45.3,29.7,20,0,0,5,0,0,1050,4,600,3,-300,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,76
45.3,29.7,20,0,0,5,0,0,1050,4,600,3,-500,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,94
45.3,29.7,20,0,0,5,0,0,1050,4,600,3,-1000,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,144
45.3,29.7,20,0,0,5,0,0,1050,4,600,3,-700,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,108
2,45,0,5,0,40,8,0,1000,3,20,0,0,74.557858,138.725,2160.05,1.4155,1.8281,9.610403029,-60.352,0.343964592,0.059084862,6.92,0.209569958,7.522376,54.445,6.885,17.785,409.81,3450.22,8.0485,762.3,135
8,45,0,5,0,40,2,0,1000,3,20,0,0,74.543452,138.005,2157.65,1.4155,1.8299,9.610403029,-61.108,0.339331775,0.059084862,6.98,0.211003628,7.507904,53.485,6.705,17.845,409.99,3449.38,8.0485,738,212
0,45,0,5,0,40,10,0,1000,3,20,0,0,74.56266,138.965,2160.85,1.4155,1.8275,9.194368454,-60.1,0.330576557,0.059084862,6.9,0.209090909,7.5272,54.765,6.945,17.765,409.75,3450.5,8.0485,770.4,339
10,45,0,5,0,40,0,0,1000,3,20,0,0,74.53865,137.765,2156.85,1.4155,1.8305,9.194368454,-61.36,0.323188944,0.059084862,7,0.211480363,7.50308,53.165,6.645,17.865,410.05,3449.1,8.0485,729.9,206
45.3,29.7,20,0,0,5,0,0,1050,72,20,0,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,2
45.3,29.7,20,0,0,5,0,0,1050,72,400,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,-61
45.3,29.7,20,0,0,5,0,0,1050,72,450,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,-45
45.3,29.7,20,0,0,5,0,0,1050,72,500,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,-32
45.3,29.7,20,0,0,5,0,0,1050,72,550,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,-24
45.3,29.7,20,0,0,5,0,0,1050,72,700,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,51
45.3,29.7,20,0,0,5,0,0,1050,72,800,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,1
45.3,29.7,20,0,0,5,0,0,1050,72,900,1,0,81.823428,133.253,2224.861,1.39134,1.69261,9.901583885,-41.11754,0.535772515,0.100668113,7.018,0.195389498,7.2706401,63.9595,8.2445,19.2805,442.459,3637.578,8.6312,952.154,-2
44.7,30.3,0,20,0,5,0,0,1050,24,20,0,0,64.305272,129.007,2150.539,1.39666,1.69639,9.921810568,-44.06314,0.484242398,0.104387988,6.982,0.236822468,7.2275299,63.6305,7.9955,18.3895,432.741,3601.022,7.2448,782.946,190
15,50,0,0,10,25,0,0,950,2,900,1,600,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,270.0581557
15,50,0,0,10,25,0,0,950,2,900,1,400,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,240.8353765
15,50,0,0,10,25,0,0,950,2,900,1,500,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,253.5535358
15,50,0,0,10,25,0,0,950,2,900,1,300,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,225.7982366
15,50,0,0,10,25,0,0,950,2,900,1,100,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,197.1008515
15,50,0,0,10,25,0,0,950,2,900,1,200,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,209.4747871
15,50,0,0,10,25,0,0,950,2,600,1,500,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,126.3552632
15,50,0,0,10,25,0,0,950,2,600,1,400,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,114.5526316
15,50,0,0,10,25,0,0,950,2,600,1,100,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,98.81578947
15,50,0,0,10,25,0,0,950,2,600,1,200,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,101.4385965
15,50,0,0,10,25,0,0,950,2,600,1,300,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,110.6184211
15,50,0,0,10,25,0,0,950,2,600,1,600,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,138.1578947
15,50,0,0,10,25,0,0,950,2,550,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,81.02918727
15,50,0,0,10,25,0,0,950,2,500,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,44.50158048
15,50,0,0,10,25,0,0,950,2,650,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,150.6953238
15,50,0,0,10,25,0,0,950,2,600,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,119.2513326
15,50,0,0,10,25,0,0,950,2,20,0,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,195.0967053
15,50,0,0,10,25,0,0,950,2,700,1,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,184.67713
45,32,18,0,5,0,0,0,20,0,20,0,0,77.03479,131.48,2190.6885,1.3849,1.6813,9.830455015,-34.596,0.62248424,0.100534327,7.05,0.207048458,7.23774,80.582,10.644,18.969,434.5,3592.33,8.2888,932.75,122
25,16.667,16.667,16.667,25,0,0,0,20,0,20,0,0,83.49097527,118.884251,2140.30048,1.4141823,1.6475139,13.2112356,-28.16725,1.00386136,0.110850483,7.25004,0.19817635,7.222800957,142.100247,19.616694,18.441884,442.00545,3691.62706,8.5184144,857.42878,226
45,16.67,16.67,16.67,5,0,0,0,20,0,20,0,0,82.5299027,125.29251,2214.5683,1.408323,1.649639,11.68178505,-39.08122,0.661957607,0.11522132,7.0504,0.193757248,7.20608957,80.70247,10.61694,19.26384,457.6545,3762.2206,8.507144,911.3378,482
35,16.67,16.67,16.67,15,0,0,0,20,0,20,0,0,83.0152027,122.09251,2177.5453,1.411323,1.648639,12.86977803,-33.46686,0.837381358,0.113065231,7.1504,0.195966871,7.21474957,111.40247,15.11694,18.85384,449.8545,3727.1206,8.513144,884.4378,328
25,16.67,16.67,16.67,25,0,0,0,20,0,20,0,0,83.5005027,118.89251,2140.5223,1.414323,1.647639,13.21182796,-28.1725,1.003823316,0.110844913,7.2504,0.198164415,7.22340957,142.10247,19.61694,18.44384,442.0545,3692.0206,8.519144,857.5378,197
34.4,50.2,0,0,12.3,3.1,0,0,1000,24,500,24,0,55.334804,132.71,2065.48771,1.36785,1.73202,8.966524371,-29.981832,0.617715618,0.076554608,7.111,0.277026764,7.2645885,101.9087,13.638,17.4332,392.062,3332.125,6.7953,766.09,63
20,50,0,0,5,25,0,0,950,2,900,1,0,65.4544,136.9,2113.9885,1.3915,1.797,9.684324926,-47.94,0.427045297,0.063561848,7.05,0.23857868,7.412555,73.025,9.5,17.62,398.1,3367.95,7.483,746.3,155
47,35,15,0,3,0,0,0,900,24,20,0,0,73.01904,132.69,2181.1431,1.3804,1.6887,9.245692554,-35.3324,0.570755978,0.09810003,7.03,0.216108208,7.236098,74.445,9.72,18.847,429.91,3559.87,8.0233,914.43,146
47,35,15,0,3,0,0,0,900,24,20,0,5,73.01904,132.69,2181.1431,1.3804,1.6887,9.245692554,-35.3324,0.570755978,0.09810003,7.03,0.216108208,7.236098,74.445,9.72,18.847,429.91,3559.87,8.0233,914.43,125
47,35,0,15,3,0,0,0,900,24,20,0,0,59.92914,129.735,2124.4431,1.3834,1.6932,9.245692554,-37.4144,0.524983636,0.101474359,7.03,0.253516048,7.207418,74.565,9.585,18.172,422.41,3530.77,7.0033,786.03,130
15,50,0,0,10,25,0,0,950,2,900,2,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,211
17.5,50,0,0,7.5,25,0,0,950,2,900,2,0,65.575725,136.1,2104.73275,1.39225,1.79675,9.913919941,-46.94,0.444528163,0.062750097,7.075,0.239222316,7.41472,80.7,10.625,17.5175,396.15,3359.175,7.4845,739.575,208
19,50,0,0,6,25,0,0,950,2,900,2,0,65.50293,136.58,2110.2862,1.3918,1.7969,9.789658119,-47.5376,0.434581898,0.063238742,7.06,0.238836265,7.413421,76.095,9.95,17.579,397.32,3364.44,7.4836,743.61,209
20,50,0,0,5,25,0,0,950,2,900,2,0,65.4544,136.9,2113.9885,1.3915,1.797,9.684324926,-47.94,0.427045297,0.063561848,7.05,0.23857868,7.412555,73.025,9.5,17.62,398.1,3367.95,7.483,746.3,208
21,50,0,0,4,25,0,0,950,2,900,2,0,65.40587,137.22,2117.6908,1.3912,1.7971,9.558092333,-48.3456,0.418674796,0.063882866,7.04,0.238320921,7.411689,69.955,9.05,17.661,398.88,3371.46,7.4824,748.99,183
22,50,0,0,3,25,0,0,950,2,900,2,0,65.35734,137.54,2121.3931,1.3909,1.7972,9.406892083,-48.7544,0.409311077,0.064201826,7.03,0.238062987,7.410823,66.885,8.6,17.702,399.66,3374.97,7.4818,751.68,175
44.8,40.7,9.5,0,5,0,0,0,20,0,470,0.66,0,65.910183,132.993,2143.0895,1.37429,1.70096,9.137098383,-33.37432,0.586727148,0.091848998,7.038,0.236269639,7.2363716,80.4275,10.553,18.394,417.169,3481.218,7.53115,866.264,-3
10,50,0,0,15,25,0,0,900,1,20,0,0,65.9397,133.7,2076.9655,1.3945,1.796,10.04309324,-44.06,0.473426195,0.060231308,7.15,0.241146712,7.421215,103.725,14,17.21,390.3,3332.85,7.489,719.4,201.89
15,50,0,0,10,25,0,0,900,1,20,0,0,65.69705,135.3,2095.477,1.393,1.7965,10.04309324,-45.96,0.457899715,0.061924789,7.1,0.239864865,7.416885,88.375,11.75,17.415,394.2,3350.4,7.486,732.85,169.95
20,50,0,0,5,25,0,0,900,1,20,0,0,65.4544,136.9,2113.9885,1.3915,1.797,9.684324926,-47.94,0.427045297,0.063561848,7.05,0.23857868,7.412555,73.025,9.5,17.62,398.1,3367.95,7.483,746.3,154.516
30,16.7,16.7,16.7,15,0,5,0,20,0,20,0,150,83.122482,122.7751,2181.7635,1.41273,1.64839,14.0690917,-32.7338,0.937728915,0.113011984,7.104,0.194747519,7.2328957,112.2247,15.2694,18.8234,450.195,3731.756,8.52044,905.778,224
30,25,17,8,15,0,5,0,20,0,20,0,150,79.694425,125.974,2164.9755,1.3986,1.6644,13.67994703,-30.306,0.977256984,0.105882988,7.1,0.202625571,7.242954,112.139,15.278,18.625,436.9,3634.53,8.3675,912.92,-50
30,16.7,16.7,16.7,15,0,5,0,20,0,20,0,200,83.122482,122.7751,2181.7635,1.41273,1.64839,14.0690917,-32.7338,0.937728915,0.113011984,7.104,0.194747519,7.2328957,112.2247,15.2694,18.8234,450.195,3731.756,8.52044,905.778,215
30,25,17,8,15,0,5,0,20,0,20,0,200,79.694425,125.974,2164.9755,1.3986,1.6644,13.67994703,-30.306,0.977256984,0.105882988,7.1,0.202625571,7.242954,112.139,15.278,18.625,436.9,3634.53,8.3675,912.92,-48
30,16.7,16.7,16.7,15,0,5,0,20,0,20,0,250,83.122482,122.7751,2181.7635,1.41273,1.64839,14.0690917,-32.7338,0.937728915,0.113011984,7.104,0.194747519,7.2328957,112.2247,15.2694,18.8234,450.195,3731.756,8.52044,905.778,202
30,25,17,8,15,0,5,0,20,0,20,0,250,79.694425,125.974,2164.9755,1.3986,1.6644,13.67994703,-30.306,0.977256984,0.105882988,7.1,0.202625571,7.242954,112.139,15.278,18.625,436.9,3634.53,8.3675,912.92,-46
30,25,17,8,15,0,5,0,20,0,20,0,0,79.694425,125.974,2164.9755,1.3986,1.6644,13.67994703,-30.306,0.977256984,0.105882988,7.1,0.202625571,7.242954,112.139,15.278,18.625,436.9,3634.53,8.3675,912.92,200
30,16.7,16.7,16.7,15,0,5,0,20,0,20,0,0,83.122482,122.7751,2181.7635,1.41273,1.64839,14.0690917,-32.7338,0.937728915,0.113011984,7.104,0.194747519,7.2328957,112.2247,15.2694,18.8234,450.195,3731.756,8.52044,905.778,-31
39.8,40.7,9.5,0,10,0,0,0,20,0,20,0,0,66.152833,131.393,2124.578,1.37579,1.70046,9.863938207,-30.50452,0.687003307,0.090793415,7.088,0.237549434,7.2407016,95.7775,12.803,18.189,413.269,3463.668,7.53415,852.814,-1
50,28,12,10,0,0,0,0,20,0,20,0,0,73.29046,130.35,2194,1.3906,1.6752,9.874488857,-39.48,0.548749457,0.10708195,7,0.213414634,7.21417,65.308,8.336,18.996,441.6,3643.12,7.9582,892.2,297
24.5,49.5,0,0,0,25,1,0,20,0,20,0,50,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,69
24.5,49.5,0,0,0,25,1,0,20,0,20,0,50,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,68.4
24.5,49.5,0,0,0,25,1,0,20,0,20,0,100,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,63.5
24.5,49.5,0,0,0,25,1,0,20,0,20,0,150,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,67.4
24.5,49.5,0,0,0,25,1,0,20,0,20,0,200,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,75
24.5,49.5,0,0,0,25,1,0,20,0,20,0,250,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,90.3
24.5,49.5,0,0,0,25,1,0,20,0,20,0,250,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,86.4
24.5,49.5,0,0,0,25,1,0,20,0,20,0,300,65.268281,138.875,2131.835,1.3889,1.79905,9.023182907,-49.7179,0.386901642,0.065455317,7.02,0.237804878,7.4146955,58.2425,7.3375,17.8075,401.735,3383.77,7.502,762.14,99.3
25,20,15,15,25,0,0,0,20,0,20,0,0,80.59025,119.845,2127.7425,1.4095,1.655,13.17079569,-27.45,1.020912996,0.108469692,7.25,0.204513399,7.22602,142.09,19.605,18.29,436,3650.95,8.338,845.35,295
30,15,15,20,20,0,0,0,20,0,20,0,0,82.51545,119.51,2155.604,1.4155,1.645,13.08709236,-31.46,0.896712925,0.11348539,7.2,0.198347107,7.21198,126.775,17.35,18.61,447.65,3724.6,8.4355,855.5,51
49.5,30.5,10,10,0,0,0,0,950,72,900,2,0,70.62387,130.475,2183.765,1.3891,1.67815,9.733782258,-39.1545,0.542882504,0.105195672,6.97,0.219389361,7.2101715,64.9025,8.2625,18.8675,437.735,3618.67,7.76,878.06,300
49.5,35.5,7.5,7.5,0,0,0,0,950,72,900,2,0,66.27437,131.9175,2164.965,1.3821,1.6894,9.180935318,-38.115,0.521485075,0.100221161,6.97,0.231792484,7.2151015,64.8875,8.245,18.64,428.735,3557.72,7.4895,859.96,219
