Unnamed: 0.1,Unnamed: 0,V,Cr,Mn,Fe,Co,Ni,Al,Cu,Subsystem_Number,EQ 500C TCHEA7 MAX FCC,EQ 500C TCHEA7 SUM FCC,EQ 950C TCHEA7 MAX FCC,EQ 950C TCHEA7 SUM FCC
26238,9238,0.12,0.04,0.04,0.04,0.2,0.56,0,0,1,1,1,1,1
26239,9239,0.12,0.04,0.04,0.04,0.24,0.52,0,0,1,1,1,1,1
26252,9252,0.12,0.04,0.04,0.08,0.04,0.68,0,0,1,1,1,1,1
26253,9253,0.12,0.04,0.04,0.08,0.08,0.64,0,0,1,1,1,1,1
26254,9254,0.12,0.04,0.04,0.08,0.12,0.6,0,0,1,1,1,1,1
26255,9255,0.12,0.04,0.04,0.08,0.16,0.56,0,0,1,1,1,1,1
26256,9256,0.12,0.04,0.04,0.08,0.2,0.52,0,0,1,1,1,1,1
26257,9257,0.12,0.04,0.04,0.08,0.24,0.48,0,0,1,1,1,1,1
26269,9269,0.12,0.04,0.04,0.12,0.04,0.64,0,0,1,1,1,1,1
26270,9270,0.12,0.04,0.04,0.12,0.08,0.6,0,0,1,1,1,1,1
26271,9271,0.12,0.04,0.04,0.12,0.12,0.56,0,0,1,1,1,1,1
26272,9272,0.12,0.04,0.04,0.12,0.16,0.52,0,0,1,1,1,1,1
26273,9273,0.12,0.04,0.04,0.12,0.2,0.48,0,0,1,1,1,1,1
26274,9274,0.12,0.04,0.04,0.12,0.24,0.44,0,0,1,1,1,1,1
26275,9275,0.12,0.04,0.04,0.12,0.28,0.4,0,0,1,1,1,1,1
26285,9285,0.12,0.04,0.04,0.16,0.04,0.6,0,0,1,1,1,1,1
26286,9286,0.12,0.04,0.04,0.16,0.08,0.56,0,0,1,1,1,1,1
26287,9287,0.12,0.04,0.04,0.16,0.12,0.52,0,0,1,1,1,1,1
26288,9288,0.12,0.04,0.04,0.16,0.16,0.48,0,0,1,1,1,1,1
26289,9289,0.12,0.04,0.04,0.16,0.2,0.44,0,0,1,1,1,1,1
26290,9290,0.12,0.04,0.04,0.16,0.24,0.4,0,0,1,1,1,1,1
26291,9291,0.12,0.04,0.04,0.16,0.28,0.36,0,0,1,1,1,1,1
26300,9300,0.12,0.04,0.04,0.2,0.04,0.56,0,0,1,1,1,1,1
26301,9301,0.12,0.04,0.04,0.2,0.08,0.52,0,0,1,1,1,1,1
26302,9302,0.12,0.04,0.04,0.2,0.12,0.48,0,0,1,1,1,1,1
26303,9303,0.12,0.04,0.04,0.2,0.16,0.44,0,0,1,1,1,1,1
26304,9304,0.12,0.04,0.04,0.2,0.2,0.4,0,0,1,1,1,1,1
26314,9314,0.12,0.04,0.04,0.24,0.04,0.52,0,0,1,0.998200197,0.998200197,1,1
26315,9315,0.12,0.04,0.04,0.24,0.08,0.48,0,0,1,1,1,1,1
26316,9316,0.12,0.04,0.04,0.24,0.12,0.44,0,0,1,1,1,1,1
26317,9317,0.12,0.04,0.04,0.24,0.16,0.4,0,0,1,0.996875976,0.996875976,1,1
26405,9405,0.12,0.04,0.08,0.04,0.04,0.68,0,0,1,1,1,1,1
26406,9406,0.12,0.04,0.08,0.04,0.08,0.64,0,0,1,1,1,1,1
26407,9407,0.12,0.04,0.08,0.04,0.12,0.6,0,0,1,1,1,1,1
26408,9408,0.12,0.04,0.08,0.04,0.16,0.56,0,0,1,1,1,1,1
26409,9409,0.12,0.04,0.08,0.04,0.2,0.52,0,0,1,1,1,1,1
26410,9410,0.12,0.04,0.08,0.04,0.24,0.48,0,0,1,1,1,1,1
26422,9422,0.12,0.04,0.08,0.08,0.04,0.64,0,0,1,1,1,1,1
26423,9423,0.12,0.04,0.08,0.08,0.08,0.6,0,0,1,1,1,1,1
26424,9424,0.12,0.04,0.08,0.08,0.12,0.56,0,0,1,1,1,1,1
26425,9425,0.12,0.04,0.08,0.08,0.16,0.52,0,0,1,1,1,1,1
26426,9426,0.12,0.04,0.08,0.08,0.2,0.48,0,0,1,1,1,1,1
26427,9427,0.12,0.04,0.08,0.08,0.24,0.44,0,0,1,1,1,1,1
26428,9428,0.12,0.04,0.08,0.08,0.28,0.4,0,0,1,1,1,1,1
26438,9438,0.12,0.04,0.08,0.12,0.04,0.6,0,0,1,1,1,1,1
26439,9439,0.12,0.04,0.08,0.12,0.08,0.56,0,0,1,1,1,1,1
26440,9440,0.12,0.04,0.08,0.12,0.12,0.52,0,0,1,1,1,1,1
26441,9441,0.12,0.04,0.08,0.12,0.16,0.48,0,0,1,1,1,1,1
26442,9442,0.12,0.04,0.08,0.12,0.2,0.44,0,0,1,1,1,1,1
26443,9443,0.12,0.04,0.08,0.12,0.24,0.4,0,0,1,1,1,1,1
26444,9444,0.12,0.04,0.08,0.12,0.28,0.36,0,0,1,1,1,1,1
26453,9453,0.12,0.04,0.08,0.16,0.04,0.56,0,0,1,1,1,1,1
26454,9454,0.12,0.04,0.08,0.16,0.08,0.52,0,0,1,1,1,1,1
26455,9455,0.12,0.04,0.08,0.16,0.12,0.48,0,0,1,1,1,1,1
26456,9456,0.12,0.04,0.08,0.16,0.16,0.44,0,0,1,1,1,1,1
26457,9457,0.12,0.04,0.08,0.16,0.2,0.4,0,0,1,1,1,1,1
26458,9458,0.12,0.04,0.08,0.16,0.24,0.36,0,0,1,1,1,1,1
26459,9459,0.12,0.04,0.08,0.16,0.28,0.32,0,0,1,1,1,1,1
26460,9460,0.12,0.04,0.08,0.16,0.32,0.28,0,0,1,1,1,1,1
26467,9467,0.12,0.04,0.08,0.2,0.04,0.52,0,0,1,1,1,1,1
26468,9468,0.12,0.04,0.08,0.2,0.08,0.48,0,0,1,1,1,1,1
26469,9469,0.12,0.04,0.08,0.2,0.12,0.44,0,0,1,1,1,1,1
26470,9470,0.12,0.04,0.08,0.2,0.16,0.4,0,0,1,1,1,1,1
26471,9471,0.12,0.04,0.08,0.2,0.2,0.36,0,0,1,1,1,1,1
26482,9482,0.12,0.04,0.08,0.24,0.12,0.4,0,0,1,0.998993457,0.998993457,1,1
26483,9483,0.12,0.04,0.08,0.24,0.16,0.36,0,0,1,1,1,1,1
26558,9558,0.12,0.04,0.12,0.04,0.04,0.64,0,0,1,1,1,1,1
26559,9559,0.12,0.04,0.12,0.04,0.08,0.6,0,0,1,1,1,1,1
26560,9560,0.12,0.04,0.12,0.04,0.12,0.56,0,0,1,1,1,1,1
26561,9561,0.12,0.04,0.12,0.04,0.16,0.52,0,0,1,1,1,1,1
26562,9562,0.12,0.04,0.12,0.04,0.2,0.48,0,0,1,1,1,1,1
26563,9563,0.12,0.04,0.12,0.04,0.24,0.44,0,0,1,1,1,1,1
26564,9564,0.12,0.04,0.12,0.04,0.28,0.4,0,0,1,1,1,1,1
26574,9574,0.12,0.04,0.12,0.08,0.04,0.6,0,0,1,1,1,1,1
26575,9575,0.12,0.04,0.12,0.08,0.08,0.56,0,0,1,1,1,1,1
26576,9576,0.12,0.04,0.12,0.08,0.12,0.52,0,0,1,1,1,1,1
26577,9577,0.12,0.04,0.12,0.08,0.16,0.48,0,0,1,1,1,1,1
26578,9578,0.12,0.04,0.12,0.08,0.2,0.44,0,0,1,1,1,1,1
26579,9579,0.12,0.04,0.12,0.08,0.24,0.4,0,0,1,1,1,1,1
26580,9580,0.12,0.04,0.12,0.08,0.28,0.36,0,0,1,1,1,1,1
26581,9581,0.12,0.04,0.12,0.08,0.32,0.32,0,0,1,0.994515258,0.994515258,1,1
26589,9589,0.12,0.04,0.12,0.12,0.04,0.56,0,0,1,1,1,1,1
26590,9590,0.12,0.04,0.12,0.12,0.08,0.52,0,0,1,1,1,1,1
26591,9591,0.12,0.04,0.12,0.12,0.12,0.48,0,0,1,1,1,1,1
26592,9592,0.12,0.04,0.12,0.12,0.16,0.44,0,0,1,1,1,1,1
26593,9593,0.12,0.04,0.12,0.12,0.2,0.4,0,0,1,1,1,1,1
26594,9594,0.12,0.04,0.12,0.12,0.24,0.36,0,0,1,1,1,1,1
26595,9595,0.12,0.04,0.12,0.12,0.28,0.32,0,0,1,1,1,1,1
26596,9596,0.12,0.04,0.12,0.12,0.32,0.28,0,0,1,1,1,1,1
26597,9597,0.12,0.04,0.12,0.12,0.36,0.24,0,0,1,0.995349294,0.995349294,1,1
26603,9603,0.12,0.04,0.12,0.16,0.04,0.52,0,0,1,1,1,1,1
26604,9604,0.12,0.04,0.12,0.16,0.08,0.48,0,0,1,1,1,1,1
26605,9605,0.12,0.04,0.12,0.16,0.12,0.44,0,0,1,1,1,1,1
26606,9606,0.12,0.04,0.12,0.16,0.16,0.4,0,0,1,1,1,1,1
26607,9607,0.12,0.04,0.12,0.16,0.2,0.36,0,0,1,1,1,1,1
26608,9608,0.12,0.04,0.12,0.16,0.24,0.32,0,0,1,1,1,1,1
26609,9609,0.12,0.04,0.12,0.16,0.28,0.28,0,0,1,1,1,1,1
26610,9610,0.12,0.04,0.12,0.16,0.32,0.24,0,0,1,1,1,1,1
26611,9611,0.12,0.04,0.12,0.16,0.36,0.2,0,0,1,0.998486881,0.998486881,1,1
26616,9616,0.12,0.04,0.12,0.2,0.04,0.48,0,0,1,1,1,1,1
26617,9617,0.12,0.04,0.12,0.2,0.08,0.44,0,0,1,1,1,1,1
26618,9618,0.12,0.04,0.12,0.2,0.12,0.4,0,0,1,1,1,1,1
26619,9619,0.12,0.04,0.12,0.2,0.16,0.36,0,0,1,1,1,1,1
26620,9620,0.12,0.04,0.12,0.2,0.2,0.32,0,0,1,1,1,1,1
26621,9621,0.12,0.04,0.12,0.2,0.24,0.28,0,0,1,1,1,1,1
26631,9631,0.12,0.04,0.12,0.24,0.16,0.32,0,0,1,0.997016268,0.997016268,1,1
26694,9694,0.12,0.04,0.16,0.04,0.04,0.6,0,0,1,1,1,1,1
26695,9695,0.12,0.04,0.16,0.04,0.08,0.56,0,0,1,1,1,1,1
26696,9696,0.12,0.04,0.16,0.04,0.12,0.52,0,0,1,1,1,1,1
26697,9697,0.12,0.04,0.16,0.04,0.16,0.48,0,0,1,1,1,1,1
26698,9698,0.12,0.04,0.16,0.04,0.2,0.44,0,0,1,1,1,1,1
26699,9699,0.12,0.04,0.16,0.04,0.24,0.4,0,0,1,1,1,1,1
26700,9700,0.12,0.04,0.16,0.04,0.28,0.36,0,0,1,1,1,1,1
26701,9701,0.12,0.04,0.16,0.04,0.32,0.32,0,0,1,1,1,1,1
26709,9709,0.12,0.04,0.16,0.08,0.04,0.56,0,0,1,1,1,1,1
26710,9710,0.12,0.04,0.16,0.08,0.08,0.52,0,0,1,1,1,1,1
26711,9711,0.12,0.04,0.16,0.08,0.12,0.48,0,0,1,1,1,1,1
26712,9712,0.12,0.04,0.16,0.08,0.16,0.44,0,0,1,1,1,1,1
26713,9713,0.12,0.04,0.16,0.08,0.2,0.4,0,0,1,1,1,1,1
26714,9714,0.12,0.04,0.16,0.08,0.24,0.36,0,0,1,1,1,1,1
26715,9715,0.12,0.04,0.16,0.08,0.28,0.32,0,0,1,1,1,1,1
26716,9716,0.12,0.04,0.16,0.08,0.32,0.28,0,0,1,1,1,1,1
26717,9717,0.12,0.04,0.16,0.08,0.36,0.24,0,0,1,1,1,1,1
26723,9723,0.12,0.04,0.16,0.12,0.04,0.52,0,0,1,1,1,1,1
26724,9724,0.12,0.04,0.16,0.12,0.08,0.48,0,0,1,1,1,1,1
26725,9725,0.12,0.04,0.16,0.12,0.12,0.44,0,0,1,1,1,1,1
26726,9726,0.12,0.04,0.16,0.12,0.16,0.4,0,0,1,1,1,1,1
26727,9727,0.12,0.04,0.16,0.12,0.2,0.36,0,0,1,1,1,1,1
26728,9728,0.12,0.04,0.16,0.12,0.24,0.32,0,0,1,1,1,1,1
26729,9729,0.12,0.04,0.16,0.12,0.28,0.28,0,0,1,1,1,1,1
26730,9730,0.12,0.04,0.16,0.12,0.32,0.24,0,0,1,1,1,1,1
26731,9731,0.12,0.04,0.16,0.12,0.36,0.2,0,0,1,1,1,1,1
26732,9732,0.12,0.04,0.16,0.12,0.4,0.16,0,0,1,1,1,1,1
26733,9733,0.12,0.04,0.16,0.12,0.44,0.12,0,0,1,0.990329476,0.990329476,1,1
26736,9736,0.12,0.04,0.16,0.16,0.04,0.48,0,0,1,1,1,1,1
26737,9737,0.12,0.04,0.16,0.16,0.08,0.44,0,0,1,1,1,1,1
26738,9738,0.12,0.04,0.16,0.16,0.12,0.4,0,0,1,1,1,1,1
26739,9739,0.12,0.04,0.16,0.16,0.16,0.36,0,0,1,1,1,1,1
26740,9740,0.12,0.04,0.16,0.16,0.2,0.32,0,0,1,1,1,1,1
26741,9741,0.12,0.04,0.16,0.16,0.24,0.28,0,0,1,1,1,1,1
26742,9742,0.12,0.04,0.16,0.16,0.28,0.24,0,0,1,1,1,1,1
26743,9743,0.12,0.04,0.16,0.16,0.32,0.2,0,0,1,1,1,1,1
26744,9744,0.12,0.04,0.16,0.16,0.36,0.16,0,0,1,1,1,1,1
26745,9745,0.12,0.04,0.16,0.16,0.4,0.12,0,0,1,1,1,1,1
26748,9748,0.12,0.04,0.16,0.2,0.04,0.44,0,0,1,0.994532769,0.994532769,1,1
26749,9749,0.12,0.04,0.16,0.2,0.08,0.4,0,0,1,1,1,1,1
26750,9750,0.12,0.04,0.16,0.2,0.12,0.36,0,0,1,1,1,1,1
26751,9751,0.12,0.04,0.16,0.2,0.16,0.32,0,0,1,1,1,1,1
26752,9752,0.12,0.04,0.16,0.2,0.2,0.28,0,0,1,1,1,1,1
26753,9753,0.12,0.04,0.16,0.2,0.24,0.24,0,0,1,1,1,1,1
26754,9754,0.12,0.04,0.16,0.2,0.28,0.2,0,0,1,1,1,1,1
26763,9763,0.12,0.04,0.16,0.24,0.2,0.24,0,0,1,1,1,1,1
26771,9771,0.12,0.04,0.16,0.28,0.12,0.28,0,0,1,1,1,1,1
26772,9772,0.12,0.04,0.16,0.28,0.16,0.24,0,0,1,1,1,1,1
26778,9778,0.12,0.04,0.16,0.32,0.04,0.32,0,0,1,1,1,1,1
26779,9779,0.12,0.04,0.16,0.32,0.08,0.28,0,0,1,1,1,1,1
26780,9780,0.12,0.04,0.16,0.32,0.12,0.24,0,0,1,0.998777736,0.998777736,1,1
26814,9814,0.12,0.08,0.04,0.04,0.04,0.68,0,0,1,1,1,1,1
26815,9815,0.12,0.08,0.04,0.04,0.08,0.64,0,0,1,1,1,1,1
26816,9816,0.12,0.08,0.04,0.04,0.12,0.6,0,0,1,1,1,1,1
26817,9817,0.12,0.08,0.04,0.04,0.16,0.56,0,0,1,1,1,1,1
26818,9818,0.12,0.08,0.04,0.04,0.2,0.52,0,0,1,1,1,1,1
26819,9819,0.12,0.08,0.04,0.04,0.24,0.48,0,0,1,1,1,1,1
26820,9820,0.12,0.08,0.04,0.04,0.28,0.44,0,0,1,0.993995134,0.993995134,1,1
26831,9831,0.12,0.08,0.04,0.08,0.04,0.64,0,0,1,1,1,1,1
26832,9832,0.12,0.08,0.04,0.08,0.08,0.6,0,0,1,1,1,1,1
26833,9833,0.12,0.08,0.04,0.08,0.12,0.56,0,0,1,1,1,1,1
26834,9834,0.12,0.08,0.04,0.08,0.16,0.52,0,0,1,1,1,1,1
26835,9835,0.12,0.08,0.04,0.08,0.2,0.48,0,0,1,1,1,1,1
26836,9836,0.12,0.08,0.04,0.08,0.24,0.44,0,0,1,1,1,1,1
26837,9837,0.12,0.08,0.04,0.08,0.28,0.4,0,0,1,1,1,1,1
26847,9847,0.12,0.08,0.04,0.12,0.04,0.6,0,0,1,1,1,1,1
26848,9848,0.12,0.08,0.04,0.12,0.08,0.56,0,0,1,1,1,1,1
26849,9849,0.12,0.08,0.04,0.12,0.12,0.52,0,0,1,1,1,1,1
26850,9850,0.12,0.08,0.04,0.12,0.16,0.48,0,0,1,1,1,1,1
26851,9851,0.12,0.08,0.04,0.12,0.2,0.44,0,0,1,1,1,1,1
26852,9852,0.12,0.08,0.04,0.12,0.24,0.4,0,0,1,1,1,1,1
26853,9853,0.12,0.08,0.04,0.12,0.28,0.36,0,0,1,1,1,1,1
26854,9854,0.12,0.08,0.04,0.12,0.32,0.32,0,0,1,0.995026408,0.995026408,1,1
26862,9862,0.12,0.08,0.04,0.16,0.04,0.56,0,0,1,1,1,1,1
26863,9863,0.12,0.08,0.04,0.16,0.08,0.52,0,0,1,1,1,1,1
26864,9864,0.12,0.08,0.04,0.16,0.12,0.48,0,0,1,1,1,1,1
26865,9865,0.12,0.08,0.04,0.16,0.16,0.44,0,0,1,1,1,1,1
26866,9866,0.12,0.08,0.04,0.16,0.2,0.4,0,0,1,1,1,1,1
26867,9867,0.12,0.08,0.04,0.16,0.24,0.36,0,0,1,1,1,1,1
26868,9868,0.12,0.08,0.04,0.16,0.28,0.32,0,0,1,1,1,1,1
26876,9876,0.12,0.08,0.04,0.2,0.04,0.52,0,0,1,1,1,1,1
26877,9877,0.12,0.08,0.04,0.2,0.08,0.48,0,0,1,1,1,1,1
26878,9878,0.12,0.08,0.04,0.2,0.12,0.44,0,0,1,1,1,1,1
26879,9879,0.12,0.08,0.04,0.2,0.16,0.4,0,0,1,1,1,1,1
26880,9880,0.12,0.08,0.04,0.2,0.2,0.36,0,0,1,1,1,1,1
26892,9892,0.12,0.08,0.04,0.24,0.16,0.36,0,0,1,1,1,1,1
26967,9967,0.12,0.08,0.08,0.04,0.04,0.64,0,0,1,1,1,1,1
26968,9968,0.12,0.08,0.08,0.04,0.08,0.6,0,0,1,1,1,1,1
26969,9969,0.12,0.08,0.08,0.04,0.12,0.56,0,0,1,1,1,1,1
26970,9970,0.12,0.08,0.08,0.04,0.16,0.52,0,0,1,1,1,1,1
26971,9971,0.12,0.08,0.08,0.04,0.2,0.48,0,0,1,1,1,1,1
26972,9972,0.12,0.08,0.08,0.04,0.24,0.44,0,0,1,1,1,1,1
26973,9973,0.12,0.08,0.08,0.04,0.28,0.4,0,0,1,1,1,1,1
26983,9983,0.12,0.08,0.08,0.08,0.04,0.6,0,0,1,1,1,1,1
26984,9984,0.12,0.08,0.08,0.08,0.08,0.56,0,0,1,1,1,1,1
26985,9985,0.12,0.08,0.08,0.08,0.12,0.52,0,0,1,1,1,1,1
26986,9986,0.12,0.08,0.08,0.08,0.16,0.48,0,0,1,1,1,1,1
26987,9987,0.12,0.08,0.08,0.08,0.2,0.44,0,0,1,1,1,1,1
26988,9988,0.12,0.08,0.08,0.08,0.24,0.4,0,0,1,1,1,1,1
26989,9989,0.12,0.08,0.08,0.08,0.28,0.36,0,0,1,1,1,1,1
26990,9990,0.12,0.08,0.08,0.08,0.32,0.32,0,0,1,1,1,1,1
26998,9998,0.12,0.08,0.08,0.12,0.04,0.56,0,0,1,1,1,1,1
26999,9999,0.12,0.08,0.08,0.12,0.08,0.52,0,0,1,1,1,1,1
