number,values_0,values_1,values_2,values_3,values_4,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_r2_feature_4,user_attrs_r2_feature_5,user_attrs_relative_deterioration,state
154,-0.923354974989125,-0.0419755286303336,-0.06792217314619897,-32.81456323120859,-0.10276235010630774,2025-01-09 15:41:03.003158,2025-01-09 15:41:05.656623,0 days 00:00:02.653465,0.017966476723350916,40,0.2,108,100,1.5920258893549203e-06,196,0.00021925810746548378,5,1,sgd,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108, 54, 27, 13, 8]}",108,"[108, 54, 27, 13, 8]",[108],[-0.923354974989125],[-0.0419755286303336],[-0.06792217314619897],[-32.81456323120859],[-0.10276235010630774],0.16621890802473435,COMPLETE
155,-0.13537222354334122,-0.030872023766731482,-0.07377012895620427,-0.06720664295907852,-0.06836910238907734,2025-01-09 15:41:04.630970,2025-01-09 15:41:09.552636,0 days 00:00:04.921666,0.052960542421244594,80,0.2,104,100,0.0005447635713638833,192,0.004767072119694367,5,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26, 13, 8]}",104,"[104, 52, 26, 13, 8]",[104],[-0.13537222354334122],[-0.030872023766731482],[-0.07377012895620427],[-0.06720664295907852],[-0.06836910238907734],-0.32698483984510957,COMPLETE
156,0.17724971516427523,0.013729079221229568,-0.1473481113973616,-0.1825031952967091,0.01567050968448913,2025-01-09 15:41:05.380774,2025-01-09 15:41:11.159560,0 days 00:00:05.778786,0.019624115878260087,112,0.2,68,100,0.0002207302327191959,504,0.0022079373336381584,3,3,adam,"{'neurons_per_layer_encoder': [68, 136, 272], 'neurons_per_layer_decoder': [272, 136, 68]}",68,"[272, 136, 68]","[68, 136, 272]",[0.17724971516427523],[0.013729079221229568],[-0.1473481113973616],[-0.1825031952967091],[0.01567050968448913],0.5114483855965587,COMPLETE
157,0.06380062288387034,0.02360262930726542,-0.23472942454654921,0.04322351601309393,0.11395149143208161,2025-01-09 15:41:05.429392,2025-01-09 15:41:14.062720,0 days 00:00:08.633328,0.01757629848391184,80,0.2,248,100,2.5985574942850103e-05,1016,0.004781950382492609,3,3,adam,"{'neurons_per_layer_encoder': [248, 496, 992], 'neurons_per_layer_decoder': [992, 496, 248]}",248,"[992, 496, 248]","[248, 496, 992]",[0.06380062288387034],[0.02360262930726542],[-0.23472942454654921],[0.04322351601309393],[0.11395149143208161],-0.14903404770195586,COMPLETE
158,-1.2030104691625945,0.00333386901741739,-0.07828787680212423,-3.637980772206588,-0.5003732317023237,2025-01-09 15:41:05.664673,2025-01-09 15:41:11.303542,0 days 00:00:05.638869,0.019406056233658875,80,0.2,52,100,1.4951055157998918e-06,248,4.1648917916787066e-05,3,3,adam,"{'neurons_per_layer_encoder': [52, 104, 208], 'neurons_per_layer_decoder': [208, 104, 52]}",52,"[208, 104, 52]","[52, 104, 208]",[-1.2030104691625945],[0.00333386901741739],[-0.07828787680212423],[-3.637980772206588],[-0.5003732317023237],0.4440696207647926,COMPLETE
159,0.2042498724349212,-0.5065097243365642,-0.8725588808004274,-0.5532210917085372,0.20151475207045977,2025-01-09 15:41:06.914482,2025-01-09 15:41:13.643188,0 days 00:00:06.728706,0.017587468323405422,112,0.30000000000000004,60,100,1.54976991504928e-06,984,0.004806390004387254,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.2042498724349212],[-0.5065097243365642],[-0.8725588808004274],[-0.5532210917085372],[0.20151475207045977],-0.5784594012052316,COMPLETE
160,0.2869099548433893,0.09694192797596202,-0.04717419920769883,-0.16144657378507832,-0.055298174754083496,2025-01-09 15:41:07.071201,2025-01-09 15:41:18.530341,0 days 00:00:11.459140,0.04312697903320668,80,0.30000000000000004,68,100,2.4821381826482146e-05,1112,0.004700121072346868,3,5,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544, 1088], 'neurons_per_layer_decoder': [1088, 544, 272]}",68,"[1088, 544, 272]","[68, 136, 272, 544, 1088]",[0.2869099548433893],[0.09694192797596202],[-0.04717419920769883],[-0.16144657378507832],[-0.055298174754083496],0.39935508262443103,COMPLETE
161,0.273794971418599,-0.3140221765402076,-0.21623792236317074,0.273488432466815,-0.3504067099308905,2025-01-09 15:41:09.560558,2025-01-09 15:41:22.454037,0 days 00:00:12.893479,0.01761800384603607,64,0.30000000000000004,60,100,0.00022171969186764195,984,0.000313985977136135,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.273794971418599],[-0.3140221765402076],[-0.21623792236317074],[0.273488432466815],[-0.3504067099308905],0.9448440646461864,COMPLETE
162,0.6144732428522631,0.30503158815706943,-0.13156181577285997,-0.01902390510232399,0.29983202704760836,2025-01-09 15:41:11.170653,2025-01-09 15:41:19.727780,0 days 00:00:08.557127,0.017430434845360884,64,0.2,56,100,6.49828936846271e-05,472,0.0019104373940120056,3,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56]}",56,"[224, 112, 56]","[56, 112, 224]",[0.6144732428522631],[0.30503158815706943],[-0.13156181577285997],[-0.01902390510232399],[0.29983202704760836],0.589907559673785,COMPLETE
163,0.17843500293402315,0.1726459401437187,2.5579844396439455e-05,-0.10239770563679906,-0.06463303880080429,2025-01-09 15:41:11.312419,2025-01-09 15:41:21.036680,0 days 00:00:09.724261,0.017268804661326628,64,0.30000000000000004,76,100,2.6386795637616922e-05,472,0.00034225284841074804,3,3,adam,"{'neurons_per_layer_encoder': [76, 152, 304], 'neurons_per_layer_decoder': [304, 152, 76]}",76,"[304, 152, 76]","[76, 152, 304]",[0.17843500293402315],[0.1726459401437187],[2.5579844396439455e-05],[-0.10239770563679906],[-0.06463303880080429],0.5598840204595659,COMPLETE
164,0.4959837854810494,0.04899315304415719,-0.09291871467296775,-0.022860590907019418,0.04219317866730199,2025-01-09 15:41:13.651020,2025-01-09 15:41:21.353240,0 days 00:00:07.702220,0.04240764560143644,64,0.2,84,100,4.62177223243967e-06,696,0.001990022185154824,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.4959837854810494],[0.04899315304415719],[-0.09291871467296775],[-0.022860590907019418],[0.04219317866730199],0.15699928288751408,COMPLETE
165,0.2582053425231151,-0.025531745702894737,-0.17471292803544936,0.08290334042675207,0.12476856573992456,2025-01-09 15:41:14.072521,2025-01-09 15:41:24.312440,0 days 00:00:10.239919,0.012828995521474273,72,0.2,80,100,6.171731493371416e-05,664,0.001929095070156811,3,4,adam,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[0.2582053425231151],[-0.025531745702894737],[-0.17471292803544936],[0.08290334042675207],[0.12476856573992456],0.5273585807755619,COMPLETE
166,0.1276626666300632,0.12606223362792346,-0.03687782384720961,-2.7061136086592437,-0.07301081072588755,2025-01-09 15:41:18.539310,2025-01-09 15:41:26.128377,0 days 00:00:07.589067,0.022089835828739295,64,0.1,44,100,6.63383064540487e-05,216,0.0003357820792300766,4,3,adam,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88, 44, 22]}",44,"[176, 88, 44, 22]","[44, 88, 176]",[0.1276626666300632],[0.12606223362792346],[-0.03687782384720961],[-2.7061136086592437],[-0.07301081072588755],0.5258645750643806,COMPLETE
167,0.05400909575245616,0.40303977062305396,-0.17730365703320383,-0.5823966032858203,0.06193745802870432,2025-01-09 15:41:19.738102,2025-01-09 15:41:26.971245,0 days 00:00:07.233143,0.022932648237760794,64,0.1,36,100,7.302293167649026e-05,216,0.0019006488703470633,4,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72, 36, 18]}",36,"[144, 72, 36, 18]","[36, 72, 144]",[0.05400909575245616],[0.40303977062305396],[-0.17730365703320383],[-0.5823966032858203],[0.06193745802870432],0.4434320904177838,COMPLETE
168,0.17757297068159317,0.2163943896327858,-0.03810567403003362,0.4295533982870484,-0.013153438053259414,2025-01-09 15:41:21.050347,2025-01-09 15:41:27.695576,0 days 00:00:06.645229,0.012927481868781877,56,0.1,56,100,6.766722083691841e-05,280,0.001826017029579752,4,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",56,"[224, 112, 56, 28]","[56, 112, 224]",[0.17757297068159317],[0.2163943896327858],[-0.03810567403003362],[0.4295533982870484],[-0.013153438053259414],0.35857578726433503,COMPLETE
169,0.09420362875934152,-0.017438177825742196,-0.20804115384939714,0.04706808932743445,0.11885564864220732,2025-01-09 15:41:21.363820,2025-01-09 15:41:27.758070,0 days 00:00:06.394250,0.012743453805357874,72,0.1,56,100,7.351861952468367e-05,280,0.007468264399568412,4,3,adam,"{'neurons_per_layer_encoder': [56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56, 28]}",56,"[224, 112, 56, 28]","[56, 112, 224]",[0.09420362875934152],[-0.017438177825742196],[-0.20804115384939714],[0.04706808932743445],[0.11885564864220732],-0.8265644082194845,COMPLETE
170,0.2819392564819776,0.05861105287109247,-0.1361284866633663,-0.2426182077327086,0.24922768732705303,2025-01-09 15:41:22.465687,2025-01-09 15:41:28.271449,0 days 00:00:05.805762,0.012809044610762496,72,0.1,44,100,1.2665524054795713e-06,216,0.006126068553238458,4,3,adam,"{'neurons_per_layer_encoder': [44, 88, 176], 'neurons_per_layer_decoder': [176, 88, 44, 22]}",44,"[176, 88, 44, 22]","[44, 88, 176]",[0.2819392564819776],[0.05861105287109247],[-0.1361284866633663],[-0.2426182077327086],[0.24922768732705303],-1.8296406992143897,COMPLETE
171,0.18004805918410804,0.0424140054156773,-0.061051495137648404,-0.23940939868099553,0.14462710759417274,2025-01-09 15:41:24.325188,2025-01-09 15:41:29.938111,0 days 00:00:05.612923,0.013807819993616431,56,0.1,36,100,0.00015896550978140235,216,0.007463286437477045,4,3,adam,"{'neurons_per_layer_encoder': [36, 72, 144], 'neurons_per_layer_decoder': [144, 72, 36, 18]}",36,"[144, 72, 36, 18]","[36, 72, 144]",[0.18004805918410804],[0.0424140054156773],[-0.061051495137648404],[-0.23940939868099553],[0.14462710759417274],-0.3364086885025647,COMPLETE
172,0.2093020795047953,0.19111526912783128,0.0036266269499185544,-0.2232309026673609,0.2302793485444904,2025-01-09 15:41:27.702576,2025-01-09 15:41:32.808954,0 days 00:00:05.106378,0.016029980719467717,56,0.2,28,100,2.2695810963628374e-06,152,0.00740745961203228,4,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28, 14]}",28,"[112, 56, 28, 14]","[28, 56, 112]",[0.2093020795047953],[0.19111526912783128],[0.0036266269499185544],[-0.2232309026673609],[0.2302793485444904],-0.4017027982760177,COMPLETE
173,-0.0735572839601557,0.04976797072093242,-0.2052861262524459,-1.084208321924888,0.05963192529104777,2025-01-09 15:41:27.764412,2025-01-09 15:41:31.981719,0 days 00:00:04.217307,0.016120395401452187,88,0.2,28,100,1.2898627849871933e-05,152,0.009196828530087965,4,3,adam,"{'neurons_per_layer_encoder': [28, 56, 112], 'neurons_per_layer_decoder': [112, 56, 28, 14]}",28,"[112, 56, 28, 14]","[28, 56, 112]",[-0.0735572839601557],[0.04976797072093242],[-0.2052861262524459],[-1.084208321924888],[0.05963192529104777],-0.362659302199657,COMPLETE
174,0.4683486818295566,0.28757057577481204,-0.05061400728040644,0.04949092029316038,0.37911294615235513,2025-01-09 15:41:28.278712,2025-01-09 15:41:34.042459,0 days 00:00:05.763747,0.013599761172080203,56,0.2,48,100,1.3224151693937033e-05,232,0.005979927332673215,4,3,adam,"{'neurons_per_layer_encoder': [48, 96, 192], 'neurons_per_layer_decoder': [192, 96, 48, 24]}",48,"[192, 96, 48, 24]","[48, 96, 192]",[0.4683486818295566],[0.28757057577481204],[-0.05061400728040644],[0.04949092029316038],[0.37911294615235513],-0.1395493940519192,COMPLETE
175,0.33866122419358424,0.07613704676369537,-0.0411638531200238,-0.003787392051304961,0.06057152198638993,2025-01-09 15:41:32.814975,2025-01-09 15:41:38.205759,0 days 00:00:05.390784,0.03879459962103575,120,0.2,52,100,6.166694349377917e-06,232,0.006166940983528734,4,3,adam,"{'neurons_per_layer_encoder': [52, 104, 208], 'neurons_per_layer_decoder': [208, 104, 52, 26]}",52,"[208, 104, 52, 26]","[52, 104, 208]",[0.33866122419358424],[0.07613704676369537],[-0.0411638531200238],[-0.003787392051304961],[0.06057152198638993],-0.3375238106645639,COMPLETE
176,-3.586577683282301,0.2653919916652796,0.10471966298530211,-6.468491561285151,0.3021833392747285,2025-01-09 15:41:38.210234,2025-01-09 15:41:41.350577,0 days 00:00:03.140343,0.0343744950410476,48,0.2,96,100,7.47795154604902e-06,168,2.4711335582136774e-05,1,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96]}",96,[96],[96],[-3.586577683282301],[0.2653919916652796],[0.10471966298530211],[-6.468491561285151],[0.3021833392747285],0.15757266803952183,COMPLETE
177,-0.7103494108553232,0.3838811358011749,0.2170144297408464,-0.40107425159281807,0.22195228600376138,2025-01-09 15:41:41.354596,2025-01-09 15:41:44.993915,0 days 00:00:03.639319,0.013959541814003164,32,0.2,100,100,7.87330618695284e-06,156,0.005786466319247619,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[-0.7103494108553232],[0.3838811358011749],[0.2170144297408464],[-0.40107425159281807],[0.22195228600376138],-0.761062419617328,COMPLETE
178,-0.008344111102301932,0.3238682716247785,0.030798042390836278,0.37225625248986627,0.23454406908098313,2025-01-09 15:41:44.997972,2025-01-09 15:41:48.874043,0 days 00:00:03.876071,0.01442892904744482,32,0.1,100,100,1.0663536508300407e-05,156,0.0054674168206112215,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[-0.008344111102301932],[0.3238682716247785],[0.030798042390836278],[0.37225625248986627],[0.23454406908098313],-0.9434381279946884,COMPLETE
179,0.6312357343580928,0.29740588928228395,-0.08368406454573263,0.12660030234629338,0.0037376681107733623,2025-01-09 15:41:48.878092,2025-01-09 15:41:52.758242,0 days 00:00:03.880150,0.014686169854848807,48,0.1,32,100,1.0624413738991862e-05,51,0.005091238759842741,1,1,adam,"{'neurons_per_layer_encoder': [32], 'neurons_per_layer_decoder': [32]}",32,[32],[32],[0.6312357343580928],[0.29740588928228395],[-0.08368406454573263],[0.12660030234629338],[0.0037376681107733623],-1.6835563039656558,COMPLETE
180,0.3280120515947559,0.16431116456093164,-0.1853862255964127,0.1232206512474403,0.14848755284158066,2025-01-09 15:43:36.251888,2025-01-09 15:43:39.858380,0 days 00:00:03.606492,0.014181598078017294,56,0.1,44,100,9.679016566301189e-06,80,0.006199580178089264,1,1,adam,"{'neurons_per_layer_encoder': [44], 'neurons_per_layer_decoder': [44]}",44,[44],[44],[0.3280120515947559],[0.16431116456093164],[-0.1853862255964127],[0.1232206512474403],[0.14848755284158066],-1.4727222268670561,COMPLETE
181,-0.15059230573411742,0.16903394050159903,-0.26469247398559004,-0.10923226398123109,-0.16227782629028287,2025-01-09 15:43:36.273099,2025-01-09 15:43:40.117200,0 days 00:00:03.844101,0.014356302332138051,104,0.1,52,100,8.872398213769956e-06,89,0.006530762287623381,1,1,adam,"{'neurons_per_layer_encoder': [52], 'neurons_per_layer_decoder': [52]}",52,[52],[52],[-0.15059230573411742],[0.16903394050159903],[-0.26469247398559004],[-0.10923226398123109],[-0.16227782629028287],-2.3705961541392386,COMPLETE
182,0.03581862790515944,0.15054251020797382,-0.30734662728552986,-0.1601920624950779,-0.06676447470362645,2025-01-09 15:43:36.282202,2025-01-09 15:43:39.841991,0 days 00:00:03.559789,0.014409778395862943,56,0.1,100,100,1.0063580622232392e-05,156,0.005714726933734879,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[0.03581862790515944],[0.15054251020797382],[-0.30734662728552986],[-0.1601920624950779],[-0.06676447470362645],-1.8863606266831754,COMPLETE
183,-0.05828777008153496,0.047985685542126566,-0.38581415627350113,-0.41040828823448794,-0.11523577455467748,2025-01-09 15:43:36.283139,2025-01-09 15:43:40.101575,0 days 00:00:03.818436,0.014319946651148482,104,0.1,100,100,9.785971643794025e-06,156,0.005929186688698176,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[-0.05828777008153496],[0.047985685542126566],[-0.38581415627350113],[-0.41040828823448794],[-0.11523577455467748],-2.343203634893741,COMPLETE
184,-0.17173156954041668,0.09647869708414203,-0.3680320396195067,-0.3345140725255271,0.055151445901015395,2025-01-09 15:43:36.286011,2025-01-09 15:43:39.836531,0 days 00:00:03.550520,0.014488217107465175,56,0.1,100,100,1.53552107480404e-05,156,0.0062001932096683015,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[-0.17173156954041668],[0.09647869708414203],[-0.3680320396195067],[-0.3345140725255271],[0.055151445901015395],-1.9119762105223115,COMPLETE
185,-0.5363651405455634,0.18658600264247938,-0.3435523373904472,0.31175772864744244,-0.05840271845450684,2025-01-09 15:43:36.283713,2025-01-09 15:43:40.253040,0 days 00:00:03.969327,0.01236170720380226,104,0.1,100,100,9.020995680834405e-06,156,0.0060171354363375085,1,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100]}",100,[100],[100],[-0.5363651405455634],[0.18658600264247938],[-0.3435523373904472],[0.31175772864744244],[-0.05840271845450684],-2.642355462223664,COMPLETE
186,0.2051276590209774,0.35111212028034977,0.10260331173186299,-0.1890555824297493,0.20089585441683222,2025-01-09 15:43:39.845929,2025-01-09 15:43:45.340200,0 days 00:00:05.494271,0.01418632186134146,32,0.1,104,100,9.28860215747861e-06,144,0.0029221420269743086,4,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",104,"[104, 52, 26, 13]",[104],[0.2051276590209774],[0.35111212028034977],[0.10260331173186299],[-0.1890555824297493],[0.20089585441683222],-0.4241125276353597,COMPLETE
187,0.31729796521435083,0.34901960915061947,-0.028117542307172227,-0.06746551578357263,0.2217876848186242,2025-01-09 15:43:39.852209,2025-01-09 15:43:44.995285,0 days 00:00:05.143076,0.01365443067384847,32,0.1,104,100,7.737667765087746e-06,144,0.0028709522832329197,4,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",104,"[104, 52, 26, 13]",[104],[0.31729796521435083],[0.34901960915061947],[-0.028117542307172227],[-0.06746551578357263],[0.2217876848186242],-0.4810623397062381,COMPLETE
188,0.3257268801924118,0.31960392677105953,-0.03835525927592576,0.14104495369331205,0.1129167844664335,2025-01-09 15:43:39.866140,2025-01-09 15:43:45.400987,0 days 00:00:05.534847,0.013607320990107407,32,0.1,112,100,1.9301717235899386e-05,232,0.0030862486369308967,4,1,adam,"{'neurons_per_layer_encoder': [112], 'neurons_per_layer_decoder': [112, 56, 28, 14]}",112,"[112, 56, 28, 14]",[112],[0.3257268801924118],[0.31960392677105953],[-0.03835525927592576],[0.14104495369331205],[0.1129167844664335],-0.4156402070081245,COMPLETE
189,0.4011822582110741,0.2721812038569221,-0.2165967018560493,-0.6487261317366901,0.3262775832482303,2025-01-09 15:43:40.109659,2025-01-09 15:43:45.240879,0 days 00:00:05.131220,0.013651083191867952,32,0.2,108,100,1.1738217241161126e-05,228,0.003400890363331868,4,1,adam,"{'neurons_per_layer_encoder': [108], 'neurons_per_layer_decoder': [108, 54, 27, 13]}",108,"[108, 54, 27, 13]",[108],[0.4011822582110741],[0.2721812038569221],[-0.2165967018560493],[-0.6487261317366901],[0.3262775832482303],-0.2743753653476469,COMPLETE
190,0.4203341844544636,0.0928476048064214,-0.08394483181914913,0.21459030249810718,0.15575572125925652,2025-01-09 15:43:40.124714,2025-01-09 15:43:44.833267,0 days 00:00:04.708553,0.013325921484706333,32,0.2,104,100,1.1705598404698725e-05,144,0.0030357681723426283,4,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",104,"[104, 52, 26, 13]",[104],[0.4203341844544636],[0.0928476048064214],[-0.08394483181914913],[0.21459030249810718],[0.15575572125925652],-0.16831001268403997,COMPLETE
191,0.3510701651979492,0.42560763822576375,0.0023312140223408218,-0.8361707372449723,0.35105330815491087,2025-01-09 15:43:40.262091,2025-01-09 15:43:45.722855,0 days 00:00:05.460764,0.013445515718538055,32,0.2,104,100,1.3632256701014763e-05,144,0.002862919461672685,4,1,adam,"{'neurons_per_layer_encoder': [104], 'neurons_per_layer_decoder': [104, 52, 26, 13]}",104,"[104, 52, 26, 13]",[104],[0.3510701651979492],[0.42560763822576375],[0.0023312140223408218],[-0.8361707372449723],[0.35105330815491087],-0.04426978839806609,COMPLETE
192,0.06301233167927178,0.2330105357858524,0.0837055093151936,-0.28607284207807715,0.12488245901084716,2025-01-09 15:43:44.839369,2025-01-09 15:43:50.534274,0 days 00:00:05.694905,0.013488615222804952,32,0.2,112,100,1.8272012808889993e-05,184,0.0035000277921656163,4,1,adam,"{'neurons_per_layer_encoder': [112], 'neurons_per_layer_decoder': [112, 56, 28, 14]}",112,"[112, 56, 28, 14]",[112],[0.06301233167927178],[0.2330105357858524],[0.0837055093151936],[-0.28607284207807715],[0.12488245901084716],-0.16539678377603997,COMPLETE
193,0.3234128725219405,0.2553784181595474,0.00636709585233175,0.12834811773568844,0.32785514411490724,2025-01-09 15:43:45.002328,2025-01-09 15:43:50.885344,0 days 00:00:05.883016,0.015517525443813992,32,0.2,112,100,1.2955994441755529e-05,232,0.0014879063315777481,4,1,adam,"{'neurons_per_layer_encoder': [112], 'neurons_per_layer_decoder': [112, 56, 28, 14]}",112,"[112, 56, 28, 14]",[112],[0.3234128725219405],[0.2553784181595474],[0.00636709585233175],[0.12834811773568844],[0.32785514411490724],-0.015730658054213954,COMPLETE
194,0.43796881541628907,0.06803138192255132,-0.26378016774715696,-0.021836399270349194,0.15348794255480658,2025-01-09 15:43:45.247558,2025-01-09 15:43:53.189514,0 days 00:00:07.941956,0.010000349409564992,32,0.2,156,100,1.7813025078316914e-06,648,0.0015997602313613177,4,3,adam,"{'neurons_per_layer_encoder': [156, 312, 624], 'neurons_per_layer_decoder': [624, 312, 156, 78]}",156,"[624, 312, 156, 78]","[156, 312, 624]",[0.43796881541628907],[0.06803138192255132],[-0.26378016774715696],[-0.021836399270349194],[0.15348794255480658],-0.536584681872681,COMPLETE
195,0.45759608124756235,0.09607289280916798,-0.171227468179727,-0.8301916108923444,0.2086818514529617,2025-01-09 15:43:45.347589,2025-01-09 15:43:50.105978,0 days 00:00:04.758389,0.011166522773547129,120,0.2,60,100,1.2912412048508684e-05,130,0.008803398749222063,4,1,adam,"{'neurons_per_layer_encoder': [60], 'neurons_per_layer_decoder': [60, 30, 15, 8]}",60,"[60, 30, 15, 8]",[60],[0.45759608124756235],[0.09607289280916798],[-0.171227468179727],[-0.8301916108923444],[0.2086818514529617],-0.14158200106269775,COMPLETE
196,0.6026237023104075,0.1788298018621013,-0.23054119056316313,0.21995823301345407,0.3318349104729451,2025-01-09 15:43:45.407316,2025-01-09 15:43:54.589794,0 days 00:00:09.182478,0.016025771336611015,32,0.2,120,100,1.379505446780333e-05,504,0.004185036859970045,4,3,adam,"{'neurons_per_layer_encoder': [120, 240, 480], 'neurons_per_layer_decoder': [480, 240, 120, 60]}",120,"[480, 240, 120, 60]","[120, 240, 480]",[0.6026237023104075],[0.1788298018621013],[-0.23054119056316313],[0.21995823301345407],[0.3318349104729451],0.01973957322909276,COMPLETE
197,0.4868007663120486,0.26599157744892654,-0.07634580448478356,0.08548443893276714,0.33730612684172323,2025-01-09 15:43:45.728568,2025-01-09 15:43:51.798878,0 days 00:00:06.070310,0.011194122637997485,32,0.2,120,100,1.760267268053565e-05,144,0.0022566220293091348,4,1,adam,"{'neurons_per_layer_encoder': [120], 'neurons_per_layer_decoder': [120, 60, 30, 15]}",120,"[120, 60, 30, 15]",[120],[0.4868007663120486],[0.26599157744892654],[-0.07634580448478356],[0.08548443893276714],[0.33730612684172323],-0.06275009084384861,COMPLETE
198,0.47408666142314626,0.2590593049721117,-0.1596714751693904,0.13086460070661632,0.17273202695508438,2025-01-09 15:43:50.113090,2025-01-09 15:43:56.237791,0 days 00:00:06.124701,0.01245750889541196,40,0.2,124,100,1.4180172723999078e-05,180,0.002681318733353922,4,1,adam,"{'neurons_per_layer_encoder': [124], 'neurons_per_layer_decoder': [124, 62, 31, 15]}",124,"[124, 62, 31, 15]",[124],[0.47408666142314626],[0.2590593049721117],[-0.1596714751693904],[0.13086460070661632],[0.17273202695508438],-0.47193499154121443,COMPLETE
199,0.604552739633927,0.24363324292975774,-0.14053055416058213,-0.13902498501920957,0.3623322578797977,2025-01-09 15:43:50.542829,2025-01-09 15:43:56.608283,0 days 00:00:06.065454,0.011994457668777738,40,0.2,92,100,1.4632143189731947e-05,132,0.002216126621119164,4,1,adam,"{'neurons_per_layer_encoder': [92], 'neurons_per_layer_decoder': [92, 46, 23, 11]}",92,"[92, 46, 23, 11]",[92],[0.604552739633927],[0.24363324292975774],[-0.14053055416058213],[-0.13902498501920957],[0.3623322578797977],-0.30770153062969824,COMPLETE
200,0.488776248575163,0.2474104358635657,-0.17370163073060274,-0.6029255313551705,0.4973478654293485,2025-01-09 15:43:50.894047,2025-01-09 15:43:56.941220,0 days 00:00:06.047173,0.012276837107364148,32,0.2,120,100,1.4328714375115197e-05,144,0.0021651553359042395,4,1,adam,"{'neurons_per_layer_encoder': [120], 'neurons_per_layer_decoder': [120, 60, 30, 15]}",120,"[120, 60, 30, 15]",[120],[0.488776248575163],[0.2474104358635657],[-0.17370163073060274],[-0.6029255313551705],[0.4973478654293485],-0.18296439512610335,COMPLETE
201,0.712910898463859,0.37664268578444404,-0.04251193968696332,-0.040620701292372496,0.3337097779750381,2025-01-09 15:43:51.805720,2025-01-09 15:43:57.794360,0 days 00:00:05.988640,0.010020191323072416,32,0.2,124,100,1.256365890735707e-05,244,0.0026741609894822545,4,1,adam,"{'neurons_per_layer_encoder': [124], 'neurons_per_layer_decoder': [124, 62, 31, 15]}",124,"[124, 62, 31, 15]",[124],[0.712910898463859],[0.37664268578444404],[-0.04251193968696332],[-0.040620701292372496],[0.3337097779750381],-0.17996018508545197,COMPLETE
