number,values_0,values_1,values_2,values_3,values_4,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_r2_feature_4,user_attrs_r2_feature_5,user_attrs_relative_deterioration,state
298,0.23645199463138644,0.10817581574198676,-0.1145686191184132,-0.12849135245797672,-0.04772168043604208,2025-01-09 15:46:21.037914,2025-01-09 15:46:26.633056,0 days 00:00:05.595142,0.05941692445411527,40,0.2,96,100,3.461472971312281e-05,200,0.002384744110875593,5,1,adam,"{'neurons_per_layer_encoder': [96], 'neurons_per_layer_decoder': [96, 48, 24, 12, 8]}",96,"[96, 48, 24, 12, 8]",[96],[0.23645199463138644],[0.10817581574198676],[-0.1145686191184132],[-0.12849135245797672],[-0.04772168043604208],0.017013579946562565,COMPLETE
299,0.40890450372327947,0.17134542163026067,-0.16781564291049067,-0.78667886996786,0.24363496675026264,2025-01-09 15:46:21.191281,2025-01-09 15:46:27.254837,0 days 00:00:06.063556,0.03568995226431186,40,0.2,100,100,2.928274711558439e-05,204,0.0024154334711172266,5,1,adam,"{'neurons_per_layer_encoder': [100], 'neurons_per_layer_decoder': [100, 50, 25, 12, 8]}",100,"[100, 50, 25, 12, 8]",[100],[0.40890450372327947],[0.17134542163026067],[-0.16781564291049067],[-0.78667886996786],[0.24363496675026264],-0.06822469178944052,COMPLETE
300,0.28255559698024346,0.14846602845766121,-0.09436269144568676,-0.6983516492462718,0.25230308789529676,2025-01-09 15:46:22.352431,2025-01-09 15:46:28.436061,0 days 00:00:06.083630,0.03612726411810242,40,0.2,92,100,3.0057517640308232e-05,132,0.0019032086613924928,5,1,adam,"{'neurons_per_layer_encoder': [92], 'neurons_per_layer_decoder': [92, 46, 23, 11, 8]}",92,"[92, 46, 23, 11, 8]",[92],[0.28255559698024346],[0.14846602845766121],[-0.09436269144568676],[-0.6983516492462718],[0.25230308789529676],0.05472851266677873,COMPLETE
301,0.13366241968309645,0.026312396490410395,-0.21455006753465744,-0.06765639105885901,0.058062428572459246,2025-01-09 15:46:22.436135,2025-01-09 15:46:28.236618,0 days 00:00:05.800483,0.06805642195452598,48,0.2,256,100,0.00029641245483884033,472,0.001870209732266966,2,1,adam,"{'neurons_per_layer_encoder': [256], 'neurons_per_layer_decoder': [256, 128]}",256,"[256, 128]",[256],[0.13366241968309645],[0.026312396490410395],[-0.21455006753465744],[-0.06765639105885901],[0.058062428572459246],-0.6311302636582128,COMPLETE
302,0.35747252864465906,0.0750999967047693,-0.15105076745596846,0.1747952127326221,0.11254014806260149,2025-01-09 15:46:24.772012,2025-01-09 15:46:29.851697,0 days 00:00:05.079685,0.0677936087633416,48,0.2,116,100,0.00010220563773950845,140,0.003521284140939789,2,1,adam,"{'neurons_per_layer_encoder': [116], 'neurons_per_layer_decoder': [116, 58]}",116,"[116, 58]",[116],[0.35747252864465906],[0.0750999967047693],[-0.15105076745596846],[0.1747952127326221],[0.11254014806260149],-0.9750337441288431,COMPLETE
303,0.5520183370950444,0.22636374126559577,-0.08886447272511178,0.19241128370299376,0.21981840806114206,2025-01-09 15:46:26.639839,2025-01-09 15:46:33.952605,0 days 00:00:07.312766,0.024652208240206874,32,0.2,252,100,0.0001462945221370671,468,0.0020012380557228853,2,1,adam,"{'neurons_per_layer_encoder': [252], 'neurons_per_layer_decoder': [252, 126]}",252,"[252, 126]",[252],[0.5520183370950444],[0.22636374126559577],[-0.08886447272511178],[0.19241128370299376],[0.21981840806114206],0.11151515594918716,COMPLETE
304,0.2636016279719767,0.03708470122452989,-0.20597612231867068,-0.03192860771234174,0.0810160219372611,2025-01-09 15:46:27.261266,2025-01-09 15:46:40.674934,0 days 00:00:13.413668,0.06758676291876074,48,0.2,116,100,0.00010293268000609433,952,0.0019382235031769237,2,4,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928], 'neurons_per_layer_decoder': [928, 464]}",116,"[928, 464]","[116, 232, 464, 928]",[0.2636016279719767],[0.03708470122452989],[-0.20597612231867068],[-0.03192860771234174],[0.0810160219372611],0.21940657590463555,COMPLETE
305,-0.010219557099618859,0.6011647931588859,-0.19999730264185178,-0.6049841436256784,0.11188083492731571,2025-01-09 15:46:27.869855,2025-01-09 15:46:47.336162,0 days 00:00:19.466307,0.06806040424485625,32,0.2,116,100,4.9438091934281595e-05,1720,0.00028554333508217525,2,4,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928], 'neurons_per_layer_decoder': [928, 464]}",116,"[928, 464]","[116, 232, 464, 928]",[-0.010219557099618859],[0.6011647931588859],[-0.19999730264185178],[-0.6049841436256784],[0.11188083492731571],0.8151808015931984,COMPLETE
306,-0.2901333318180488,0.571506164316567,-0.3742608463425354,-0.7536260120681824,-0.15821732727603943,2025-01-09 15:46:28.242806,2025-01-09 15:46:46.971772,0 days 00:00:18.728966,0.03022045177659478,32,0.2,116,100,0.00010236824824078072,1832,0.0001015645129188391,2,4,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928], 'neurons_per_layer_decoder': [928, 464]}",116,"[928, 464]","[116, 232, 464, 928]",[-0.2901333318180488],[0.571506164316567],[-0.3742608463425354],[-0.7536260120681824],[-0.15821732727603943],0.8925795995063177,COMPLETE
307,0.15481020885570773,-0.3684178376862357,-0.49188198608439393,-0.29406720376400775,0.002915183361486884,2025-01-09 15:46:28.444628,2025-01-09 15:46:42.550591,0 days 00:00:14.105963,0.02487142881842182,32,0.2,116,100,5.076226347985888e-05,1912,0.0002648890660745219,2,4,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928], 'neurons_per_layer_decoder': [928, 464]}",116,"[928, 464]","[116, 232, 464, 928]",[0.15481020885570773],[-0.3684178376862357],[-0.49188198608439393],[-0.29406720376400775],[0.002915183361486884],0.7586119407178917,COMPLETE
308,-0.48525637102632824,0.4356493746287139,-0.022738737216205562,-0.9138686650267152,-0.15945310327700035,2025-01-09 15:46:29.858670,2025-01-09 15:46:49.472050,0 days 00:00:19.613380,0.0242051138430681,32,0.2,116,100,5.607930428637363e-06,1784,0.002021131273799233,2,4,adam,"{'neurons_per_layer_encoder': [116, 232, 464, 928], 'neurons_per_layer_decoder': [928, 464]}",116,"[928, 464]","[116, 232, 464, 928]",[-0.48525637102632824],[0.4356493746287139],[-0.022738737216205562],[-0.9138686650267152],[-0.15945310327700035],0.06606197070668475,COMPLETE
309,0.5858766078840512,0.39474907992562336,0.10190674637968544,0.18890650183632196,0.30481652414875915,2025-01-09 15:46:33.963377,2025-01-09 15:46:46.617799,0 days 00:00:12.654422,0.06379912922783129,32,0.2,132,100,0.00033925569988796866,156,0.0015773340184805607,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[0.5858766078840512],[0.39474907992562336],[0.10190674637968544],[0.18890650183632196],[0.30481652414875915],0.3663197988664534,COMPLETE
310,0.2760881562223837,0.29861842355669166,-0.03427180078199199,0.2543497970167712,0.07772342222879625,2025-01-09 15:46:40.683229,2025-01-09 15:46:49.870368,0 days 00:00:09.187139,0.0806997601053879,32,0.2,132,100,4.844835835365681e-05,156,0.002930425276352858,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[0.2760881562223837],[0.29861842355669166],[-0.03427180078199199],[0.2543497970167712],[0.07772342222879625],-0.2740713425528507,COMPLETE
311,-0.014848258791477331,0.44074343725579734,0.031166566509628235,0.3215093291764246,0.1402092518025535,2025-01-09 15:46:42.559585,2025-01-09 15:46:50.461048,0 days 00:00:07.901463,0.030428556630330155,32,0.2,132,100,4.176812273911617e-05,156,0.0014985305971575238,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[-0.014848258791477331],[0.44074343725579734],[0.031166566509628235],[0.3215093291764246],[0.1402092518025535],-0.12057850098254953,COMPLETE
312,0.3260184763029288,0.23197607166837686,-0.11658189495034077,0.2463448200419579,0.325981903168699,2025-01-09 15:46:46.627574,2025-01-09 15:46:52.712014,0 days 00:00:06.084440,0.0628663863249253,32,0.2,132,100,3.9869031747999914e-05,156,0.0014825403867706523,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[0.3260184763029288],[0.23197607166837686],[-0.11658189495034077],[0.2463448200419579],[0.325981903168699],-0.20856990566644754,COMPLETE
313,0.5170194692640488,0.5384115478608341,-0.25156813780346376,0.36702386872172454,0.4556166084675217,2025-01-09 15:46:46.980652,2025-01-09 15:46:52.453804,0 days 00:00:05.473152,0.08089508110098434,32,0.30000000000000004,136,100,4.2413445602401856e-05,160,0.0014935242716131686,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.5170194692640488],[0.5384115478608341],[-0.25156813780346376],[0.36702386872172454],[0.4556166084675217],-0.13469390471673834,COMPLETE
314,0.32069635227835713,0.4034439723279779,-0.022360363637067504,0.36755580756613215,0.38921240186530626,2025-01-09 15:46:47.347072,2025-01-09 15:46:53.701663,0 days 00:00:06.354591,0.06367535111207398,32,0.30000000000000004,232,100,5.333377658903617e-05,496,0.0014529021344484585,2,1,adam,"{'neurons_per_layer_encoder': [232], 'neurons_per_layer_decoder': [232, 116]}",232,"[232, 116]",[232],[0.32069635227835713],[0.4034439723279779],[-0.022360363637067504],[0.36755580756613215],[0.38921240186530626],0.2543809140400759,COMPLETE
315,0.6762971394232884,0.38952542892398867,-0.01729407517950987,0.33929690735471774,0.29781984691606156,2025-01-09 15:46:49.479938,2025-01-09 15:46:54.960455,0 days 00:00:05.480517,0.06328947844740901,32,0.30000000000000004,132,100,0.00037169788090317873,156,0.0015007997109680136,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[0.6762971394232884],[0.38952542892398867],[-0.01729407517950987],[0.33929690735471774],[0.29781984691606156],0.45881944258972296,COMPLETE
316,0.5493678558053732,0.21925688693999845,-0.20778447780102294,0.221166924726781,0.2721256404191553,2025-01-09 15:46:49.877974,2025-01-09 15:46:54.682947,0 days 00:00:04.804973,0.15036339630572865,32,0.2,132,100,4.324145781327593e-05,156,0.001561252598813869,2,1,adam,"{'neurons_per_layer_encoder': [132], 'neurons_per_layer_decoder': [132, 66]}",132,"[132, 66]",[132],[0.5493678558053732],[0.21925688693999845],[-0.20778447780102294],[0.221166924726781],[0.2721256404191553],-0.06055523704783269,COMPLETE
317,0.6229095298839888,0.24831867597310853,-0.2207663762922718,0.1127596678157019,0.1875668941380808,2025-01-09 15:46:50.468041,2025-01-09 15:46:55.743590,0 days 00:00:05.275549,0.0632782040558129,32,0.30000000000000004,128,100,0.0004272303968075201,152,0.0015343183509379103,2,1,adam,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128, 64]}",128,"[128, 64]",[128],[0.6229095298839888],[0.24831867597310853],[-0.2207663762922718],[0.1127596678157019],[0.1875668941380808],0.2785815329254812,COMPLETE
318,0.7457790668515267,0.33443270864325847,-0.14275807988018685,0.22838674532692504,0.312694202860032,2025-01-09 15:46:52.461116,2025-01-09 15:46:57.780521,0 days 00:00:05.319405,0.08359452937337987,32,0.30000000000000004,140,100,0.00040311003552298823,308,0.0015072821378407692,1,1,adam,"{'neurons_per_layer_encoder': [140], 'neurons_per_layer_decoder': [140]}",140,[140],[140],[0.7457790668515267],[0.33443270864325847],[-0.14275807988018685],[0.22838674532692504],[0.312694202860032],0.1278407620409196,COMPLETE
319,0.7086719417738422,0.41294902010272394,-0.16000229745474903,0.23295448080779968,0.29898490397238375,2025-01-09 15:46:52.718531,2025-01-09 15:46:58.267631,0 days 00:00:05.549100,0.08197185713214578,32,0.30000000000000004,136,100,0.00036327260894414846,144,0.0016739540698128585,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.7086719417738422],[0.41294902010272394],[-0.16000229745474903],[0.23295448080779968],[0.29898490397238375],0.11223416964188099,COMPLETE
320,0.6474432554334844,0.42540453829785396,-0.08413218229161146,0.15746552333769348,-0.04755134704362196,2025-01-09 15:46:53.708369,2025-01-09 15:47:00.043804,0 days 00:00:06.335435,0.08569687964160558,32,0.30000000000000004,232,100,0.00041046902886316376,496,0.0016021623537752973,1,1,adam,"{'neurons_per_layer_encoder': [232], 'neurons_per_layer_decoder': [232]}",232,[232],[232],[0.6474432554334844],[0.42540453829785396],[-0.08413218229161146],[0.15746552333769348],[-0.04755134704362196],0.041945903298529506,COMPLETE
321,0.5080330975660223,0.5747239914199818,-0.09828187665871191,0.1771135735679189,0.32759289130921854,2025-01-09 15:46:54.689035,2025-01-09 15:47:00.543223,0 days 00:00:05.854188,0.08528753437356222,32,0.30000000000000004,240,100,6.0255460997327434e-05,280,0.0017174230758613437,1,1,adam,"{'neurons_per_layer_encoder': [240], 'neurons_per_layer_decoder': [240]}",240,[240],[240],[0.5080330975660223],[0.5747239914199818],[-0.09828187665871191],[0.1771135735679189],[0.32759289130921854],0.03673973774915598,COMPLETE
322,0.4659531701434537,0.21552719508356533,-0.10827156177020836,0.39397281216451585,0.2136633314876809,2025-01-09 15:46:54.968083,2025-01-09 15:47:00.884902,0 days 00:00:05.916819,0.08523550643609853,32,0.30000000000000004,248,100,5.740489316600758e-05,304,0.0014186134923015743,1,1,adam,"{'neurons_per_layer_encoder': [248], 'neurons_per_layer_decoder': [248]}",248,[248],[248],[0.4659531701434537],[0.21552719508356533],[-0.10827156177020836],[0.39397281216451585],[0.2136633314876809],-0.02642231639251981,COMPLETE
323,0.295221479892656,0.37528741059000736,-0.2399645050256778,-0.19591308414232866,0.0657956295319656,2025-01-09 15:46:55.749828,2025-01-09 15:47:01.144666,0 days 00:00:05.394838,0.08115235251294907,32,0.30000000000000004,156,100,5.9118884611078344e-05,292,0.0013734655061677034,1,1,adam,"{'neurons_per_layer_encoder': [156], 'neurons_per_layer_decoder': [156]}",156,[156],[156],[0.295221479892656],[0.37528741059000736],[-0.2399645050256778],[-0.19591308414232866],[0.0657956295319656],-0.17334553070360276,COMPLETE
324,0.38796447590149685,0.14113799964277984,-0.2513154790578176,0.07552615539800811,0.393526414435024,2025-01-09 15:46:57.788893,2025-01-09 15:47:04.327691,0 days 00:00:06.538798,0.08734403983514354,32,0.30000000000000004,244,100,0.00032648029756420833,508,0.0017254343517974758,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.38796447590149685],[0.14113799964277984],[-0.2513154790578176],[0.07552615539800811],[0.393526414435024],-0.12123913471014473,COMPLETE
325,0.345500224387854,0.3082567901511707,-0.25675180653977847,-0.22890726343926437,0.4348328319021796,2025-01-09 15:46:58.275828,2025-01-09 15:47:04.516796,0 days 00:00:06.240968,0.08406385337381146,32,0.30000000000000004,240,100,3.3790645710181965e-05,296,0.001312584282894481,1,1,adam,"{'neurons_per_layer_encoder': [240], 'neurons_per_layer_decoder': [240]}",240,[240],[240],[0.345500224387854],[0.3082567901511707],[-0.25675180653977847],[-0.22890726343926437],[0.4348328319021796],-0.17115152687375002,COMPLETE
326,0.5144566382775272,0.3193316488915533,-0.23745060288411257,0.1395754229700351,0.21924618882177505,2025-01-09 15:47:00.051840,2025-01-09 15:47:05.896820,0 days 00:00:05.844980,0.07927573401745844,32,0.30000000000000004,144,100,5.9928943879304475e-05,168,0.0013350312290748214,1,1,adam,"{'neurons_per_layer_encoder': [144], 'neurons_per_layer_decoder': [144]}",144,[144],[144],[0.5144566382775272],[0.3193316488915533],[-0.23745060288411257],[0.1395754229700351],[0.21924618882177505],-0.2097704277199315,COMPLETE
327,0.42385994246445136,0.2800632679427578,-0.1515569914746191,0.3808913311899903,-0.012972097193114429,2025-01-09 15:47:00.551119,2025-01-09 15:47:06.618361,0 days 00:00:06.067242,0.08863940594862799,32,0.30000000000000004,240,100,5.485352236834302e-05,296,0.0017568268176780706,1,1,adam,"{'neurons_per_layer_encoder': [240], 'neurons_per_layer_decoder': [240]}",240,[240],[240],[0.42385994246445136],[0.2800632679427578],[-0.1515569914746191],[0.3808913311899903],[-0.012972097193114429],-0.17331566401674953,COMPLETE
328,0.4663163690539973,0.44287499923934437,-0.04484945942595231,0.5024758255964675,0.26262285598977697,2025-01-09 15:47:00.892485,2025-01-09 15:47:06.787809,0 days 00:00:05.895324,0.07774926030029598,32,0.30000000000000004,244,100,6.598105127586862e-05,300,0.0013330427720020857,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.4663163690539973],[0.44287499923934437],[-0.04484945942595231],[0.5024758255964675],[0.26262285598977697],0.14404250231638663,COMPLETE
329,0.452160420893298,0.40751016226845005,-0.3563215234126862,-0.7884232490219396,0.4953678016416073,2025-01-09 15:47:01.151197,2025-01-09 15:47:07.086822,0 days 00:00:05.935625,0.07516320287572868,32,0.30000000000000004,244,100,7.051449031775882e-05,284,0.001777588414669364,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.452160420893298],[0.40751016226845005],[-0.3563215234126862],[-0.7884232490219396],[0.4953678016416073],-0.1318746855802865,COMPLETE
330,0.4754529921649534,0.3828865031524842,-0.07722633412008628,0.2624201213451979,0.4040613740085939,2025-01-09 15:47:04.335819,2025-01-09 15:47:09.882513,0 days 00:00:05.546694,0.09173498880147093,32,0.30000000000000004,236,100,7.139144285534035e-05,276,0.0017612497164853234,1,1,adam,"{'neurons_per_layer_encoder': [236], 'neurons_per_layer_decoder': [236]}",236,[236],[236],[0.4754529921649534],[0.3828865031524842],[-0.07722633412008628],[0.2624201213451979],[0.4040613740085939],-0.007875429689743703,COMPLETE
331,0.4932634692497637,0.4900555254131207,-0.1304158876752033,0.22328478316108724,0.23116795434618442,2025-01-09 15:47:04.524686,2025-01-09 15:47:09.979730,0 days 00:00:05.455044,0.07932392735750457,32,0.30000000000000004,244,100,6.969279891240186e-05,284,0.0018179673282342525,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.4932634692497637],[0.4900555254131207],[-0.1304158876752033],[0.22328478316108724],[0.23116795434618442],0.025614286643032138,COMPLETE
332,-0.0014266864403678081,0.35658810684853304,-0.03488805155628061,0.1367039668184864,-0.11239795462304891,2025-01-09 15:47:05.903786,2025-01-09 15:47:11.840975,0 days 00:00:05.937189,0.07312182349234561,32,0.30000000000000004,244,100,6.898142239461247e-05,284,0.0018407100388940789,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[-0.0014266864403678081],[0.35658810684853304],[-0.03488805155628061],[0.1367039668184864],[-0.11239795462304891],-0.10154537903385337,COMPLETE
333,0.25642880872128104,0.4038103816504305,-0.020618147715836477,0.16070725852399226,0.35102164790633605,2025-01-09 15:47:06.626489,2025-01-09 15:47:12.332967,0 days 00:00:05.706478,0.10592494171767225,32,0.30000000000000004,244,100,6.500089723307953e-05,284,0.002192720564912899,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.25642880872128104],[0.4038103816504305],[-0.020618147715836477],[0.16070725852399226],[0.35102164790633605],-0.08316368187221022,COMPLETE
334,0.4249935614500425,0.15404080833459077,-0.2834483723776775,0.08194809124315372,0.19750185977883283,2025-01-09 15:47:06.794328,2025-01-09 15:47:11.691946,0 days 00:00:04.897618,0.07295660758378002,32,0.30000000000000004,244,100,4.991178004334786e-05,284,0.0018658519166997653,1,1,adam,"{'neurons_per_layer_encoder': [244], 'neurons_per_layer_decoder': [244]}",244,[244],[244],[0.4249935614500425],[0.15404080833459077],[-0.2834483723776775],[0.08194809124315372],[0.19750185977883283],-0.11972116881664534,COMPLETE
335,0.23805265687739285,0.30763232645737093,-0.05897805886170615,0.05137118908093663,0.047832435323504674,2025-01-09 15:47:07.093333,2025-01-09 15:47:12.810010,0 days 00:00:05.716677,0.07876175977227927,32,0.30000000000000004,232,100,6.857990401207095e-05,288,0.002131613757380873,1,1,adam,"{'neurons_per_layer_encoder': [232], 'neurons_per_layer_decoder': [232]}",232,[232],[232],[0.23805265687739285],[0.30763232645737093],[-0.05897805886170615],[0.05137118908093663],[0.047832435323504674],-0.2026569558477372,COMPLETE
336,-0.03599238677629413,0.2826905818308487,-0.07018462400268533,-0.25174873308678003,0.2918972941962188,2025-01-09 15:47:09.889506,2025-01-09 15:47:15.341400,0 days 00:00:05.451894,0.07554290356533401,32,0.30000000000000004,140,100,6.819445229067589e-05,308,0.002108429452849346,1,1,adam,"{'neurons_per_layer_encoder': [140], 'neurons_per_layer_decoder': [140]}",140,[140],[140],[-0.03599238677629413],[0.2826905818308487],[-0.07018462400268533],[-0.25174873308678003],[0.2918972941962188],-0.2535505644294596,COMPLETE
337,0.1619839770598902,0.18823504624569443,-0.33384453171681794,-0.01511522451878311,0.025760235033383316,2025-01-09 15:47:09.986332,2025-01-09 15:47:14.665504,0 days 00:00:04.679172,0.07512174235474295,32,0.30000000000000004,248,100,5.227227980599864e-05,272,0.00114428371788187,1,1,adam,"{'neurons_per_layer_encoder': [248], 'neurons_per_layer_decoder': [248]}",248,[248],[248],[0.1619839770598902],[0.18823504624569443],[-0.33384453171681794],[-0.01511522451878311],[0.025760235033383316],-0.02884740642301253,COMPLETE
338,0.3272598431960225,0.27237923221751414,0.053073093035358565,0.29893906661151703,0.21913828824634363,2025-01-09 15:47:11.698446,2025-01-09 15:47:17.694261,0 days 00:00:05.995815,0.07485850018352279,32,0.30000000000000004,228,100,6.755433665518108e-05,428,0.002138926168121465,1,1,adam,"{'neurons_per_layer_encoder': [228], 'neurons_per_layer_decoder': [228]}",228,[228],[228],[0.3272598431960225],[0.27237923221751414],[0.053073093035358565],[0.29893906661151703],[0.21913828824634363],-0.044826743636747136,COMPLETE
339,0.48979348825462476,0.46551097421090726,-0.3199306438493905,-0.26390811542152215,0.30460793334716973,2025-01-09 15:47:11.847916,2025-01-09 15:47:17.791035,0 days 00:00:05.943119,0.07381738211161418,32,0.30000000000000004,140,100,0.0004986974755920141,308,0.00039786247100056263,1,1,adam,"{'neurons_per_layer_encoder': [140], 'neurons_per_layer_decoder': [140]}",140,[140],[140],[0.48979348825462476],[0.46551097421090726],[-0.3199306438493905],[-0.26390811542152215],[0.30460793334716973],0.6579448298978933,COMPLETE
340,0.3320810330845283,0.31643610006917267,0.10065639324082998,-0.02408169593296039,0.055034897417922335,2025-01-09 15:47:12.339699,2025-01-09 15:47:18.401852,0 days 00:00:06.062153,0.07542202409185042,32,0.30000000000000004,228,100,0.0005146116835956597,300,0.0011671976032430875,1,1,adam,"{'neurons_per_layer_encoder': [228], 'neurons_per_layer_decoder': [228]}",228,[228],[228],[0.3320810330845283],[0.31643610006917267],[0.10065639324082998],[-0.02408169593296039],[0.055034897417922335],0.3075605224425586,COMPLETE
341,0.5657122299016096,0.40719125959149016,-0.15021808083863641,0.0186214815300082,0.36220866031385646,2025-01-09 15:47:12.816048,2025-01-09 15:47:18.538709,0 days 00:00:05.722661,0.06967597200113876,32,0.30000000000000004,136,100,5.776500068496921e-05,272,0.00120804190773055,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.5657122299016096],[0.40719125959149016],[-0.15021808083863641],[0.0186214815300082],[0.36220866031385646],-0.028403889148350327,COMPLETE
342,0.38988866450830106,0.34186710284380495,-0.10083346350021061,-0.33621287470788874,0.2042959168178855,2025-01-09 15:47:14.672251,2025-01-09 15:47:20.198416,0 days 00:00:05.526165,0.07040063917881965,32,0.30000000000000004,140,100,0.0005437447254161696,308,0.002680890402948235,1,1,adam,"{'neurons_per_layer_encoder': [140], 'neurons_per_layer_decoder': [140]}",140,[140],[140],[0.38988866450830106],[0.34186710284380495],[-0.10083346350021061],[-0.33621287470788874],[0.2042959168178855],-0.1963812461742496,COMPLETE
343,0.4856782715860418,0.44697651984584064,-0.16298377193525826,0.10718259944623498,0.386929293577693,2025-01-09 15:47:15.349142,2025-01-09 15:47:20.734349,0 days 00:00:05.385207,0.07009985386143569,32,0.30000000000000004,140,100,0.0005037141916170638,244,0.00038487506751335365,1,1,adam,"{'neurons_per_layer_encoder': [140], 'neurons_per_layer_decoder': [140]}",140,[140],[140],[0.4856782715860418],[0.44697651984584064],[-0.16298377193525826],[0.10718259944623498],[0.386929293577693],0.6810399613476256,COMPLETE
344,0.5068874119250449,0.32667284404900676,-0.021855334018572314,0.2409948068297071,0.39784876341109254,2025-01-09 15:47:17.702125,2025-01-09 15:47:23.055634,0 days 00:00:05.353509,0.0962774521346497,32,0.30000000000000004,136,100,3.6841057028297796e-05,272,0.001488066987296876,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.5068874119250449],[0.32667284404900676],[-0.021855334018572314],[0.2409948068297071],[0.39784876341109254],-0.1731086563914375,COMPLETE
345,0.5022321380833719,0.3536016648194995,-0.10283510992987388,0.2991708335114083,0.26505365211309284,2025-01-09 15:47:17.799139,2025-01-09 15:47:23.311486,0 days 00:00:05.512347,0.09549769713295617,40,0.30000000000000004,136,100,3.6738518031155725e-05,272,0.002745774809261299,1,1,adam,"{'neurons_per_layer_encoder': [136], 'neurons_per_layer_decoder': [136]}",136,[136],[136],[0.5022321380833719],[0.3536016648194995],[-0.10283510992987388],[0.2991708335114083],[0.26505365211309284],-0.5799651333832823,COMPLETE
346,0.5693555068435309,0.30847752157597497,-0.10543122891569867,0.11751677029955632,0.29298538370157357,2025-01-09 15:47:18.409305,2025-01-09 15:47:23.877010,0 days 00:00:05.467705,0.052784464495920315,40,0.30000000000000004,148,100,4.535344854461347e-05,268,0.002695436690546615,1,1,adam,"{'neurons_per_layer_encoder': [148], 'neurons_per_layer_decoder': [148]}",148,[148],[148],[0.5693555068435309],[0.30847752157597497],[-0.10543122891569867],[0.11751677029955632],[0.29298538370157357],-0.7194047806234574,COMPLETE
347,0.3448184891122891,0.33486818969383225,-0.1066384821593358,0.22406814524115226,-0.030452455611115203,2025-01-09 15:47:18.545316,2025-01-09 15:47:24.389031,0 days 00:00:05.843715,0.09366797454960972,40,0.30000000000000004,252,100,3.6192651369218866e-05,324,0.0027230526211918125,1,1,adam,"{'neurons_per_layer_encoder': [252], 'neurons_per_layer_decoder': [252]}",252,[252],[252],[0.3448184891122891],[0.33486818969383225],[-0.1066384821593358],[0.22406814524115226],[-0.030452455611115203],-0.6863408533532009,COMPLETE
348,0.5702450640685508,0.2576137514828205,-0.15343713886473265,0.14717592663358736,0.22475345568917282,2025-01-09 15:47:20.741328,2025-01-09 15:47:25.816728,0 days 00:00:05.075400,0.0973679960874573,40,0.30000000000000004,128,100,0.00025354546117393404,136,0.001442178176417099,1,1,adam,"{'neurons_per_layer_encoder': [128], 'neurons_per_layer_decoder': [128]}",128,[128],[128],[0.5702450640685508],[0.2576137514828205],[-0.15343713886473265],[0.14717592663358736],[0.22475345568917282],-0.028240744240842056,COMPLETE
